# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 11:00:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpt8n0_g6b/crbmzz6f.json
# init = /tmp/tmpt8n0_g6b/r26x0pm_.json
# random
#   seed = 97092
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/BAO/BAO-20230724120041.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,lambda,theta.1,theta.2,theta.3,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,E,intofEinv,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
-2.26699,0.962854,0.231895,4,17,0,3.2586,0.72887,0.336904,147.78,299792,0.385426,0.72887,0.336904,0.385426,0.377022,1.1635,1.24745,1.35152,1.37735,1.49647,2.41177,0.298399,0.398068,0.498245,0.520234,0.610817,1.02789,2.41177,1.02789,3591.74,1271.15,1673.6,2063.08,2146.38,2480.64,3822.42
-2.67103,0.963427,0.231895,3,15,0,4.0371,0.760836,0.390113,147.78,299792,0.364529,0.760836,0.390113,0.364529,0.450953,1.19315,1.2903,1.40909,1.43834,1.57226,2.57652,0.294785,0.391556,0.488016,0.509089,0.595562,0.988696,2.57652,0.988696,3279.76,1270.52,1663.19,2039.05,2118.94,2438.05,3702.29
-2.61892,0.990974,0.231895,3,7,0,2.96769,0.759305,0.392493,147.78,299792,0.363572,0.759305,0.392493,0.363572,0.454359,1.19449,1.29221,1.41164,1.44104,1.5756,2.58365,0.294623,0.391269,0.48757,0.508604,0.594904,0.987059,2.58365,0.987059,3279.71,1272.8,1665.78,2041.74,2121.64,2440.72,3704.18
-2.18506,0.993591,0.231895,3,11,0,2.92444,0.730904,0.338116,147.78,299792,0.38496,0.730904,0.338116,0.38496,0.378659,1.16417,1.24843,1.35284,1.37875,1.49823,2.41565,0.298317,0.397918,0.498007,0.519974,0.610458,1.02694,2.41565,1.02694,3577.62,1270.08,1671.97,2060.8,2143.94,2477.55,3816.25
-2.12121,0.977292,0.231895,1,3,0,2.44969,0.733733,0.329329,147.78,299792,0.388326,0.733733,0.329329,0.388326,0.366838,1.15932,1.24136,1.34326,1.36858,1.48549,2.38743,0.298913,0.399007,0.499739,0.521866,0.613076,1.03391,2.38743,1.03391,3593.99,1262.67,1663.85,2052.79,2136.04,2470.42,3815.67
-2.83111,0.924791,0.231895,3,15,0,3.34544,0.735902,0.367771,147.78,299792,0.373417,0.735902,0.367771,0.373417,0.419396,1.18064,1.27231,1.38503,1.41288,1.54074,2.50863,0.296302,0.394272,0.492255,0.513701,0.60184,1.00453,2.50863,1.00453,3457.63,1281.25,1681.19,2065.69,2147.61,2475.44,3780.75
-2.19665,0.996094,0.231895,3,15,0,3.086,0.725278,0.319998,147.78,299792,0.391875,0.725278,0.319998,0.391875,0.35441,1.1542,1.23386,1.33305,1.35774,1.47189,2.3571,0.299547,0.400167,0.501591,0.523891,0.615887,1.0415,2.3571,1.0415,3669.24,1264.33,1667.82,2059.85,2143.87,2481.67,3844.63
-2.2378,0.960124,0.231895,3,13,0,3.44063,0.739968,0.359752,147.78,299792,0.376567,0.739968,0.359752,0.376567,0.408252,1.17617,1.26585,1.37636,1.40369,1.52932,2.48382,0.296847,0.395254,0.493796,0.51538,0.604138,1.01043,2.48382,1.01043,3463.53,1273.82,1672.89,2057.18,2139.14,2467.32,3776.63
-2.74495,0.977257,0.231895,3,7,0,2.76451,0.751558,0.346985,147.78,299792,0.381537,0.751558,0.346985,0.381537,0.390706,1.16908,1.25557,1.3625,1.389,1.51102,2.44382,0.297714,0.396823,0.496272,0.51808,0.607846,1.02006,2.44382,1.02006,3450.39,1257.54,1653.83,2036.48,2118.21,2445.87,3757.48
-2.27625,0.999856,0.231895,3,7,0,2.88781,0.748865,0.373191,147.78,299792,0.371276,0.748865,0.373191,0.371276,0.426984,1.18367,1.27667,1.39089,1.41908,1.54843,2.52526,0.295934,0.393611,0.491219,0.512573,0.6003,1.00061,2.52526,1.00061,3381.48,1272.84,1669.2,2049.82,2130.87,2455.06,3744.22
-2.77973,0.981559,0.231895,2,7,0,3.06002,0.754766,0.400949,147.78,299792,0.360156,0.754766,0.400949,0.360156,0.466527,1.19925,1.29901,1.42069,1.4506,1.58739,2.60883,0.29405,0.39025,0.485991,0.506889,0.592582,0.981314,2.60883,0.981314,3276.02,1280.12,1673.91,2050.06,2129.94,2448.7,3708.76
-2.75163,0.996986,0.231895,3,7,0,2.93602,0.760333,0.375883,147.78,299792,0.37021,0.760333,0.375883,0.37021,0.430768,1.18517,1.27884,1.39379,1.42215,1.55224,2.53348,0.295751,0.393283,0.490706,0.512015,0.599539,0.998683,2.53348,0.998683,3322.59,1264.59,1657.9,2035.4,2115.76,2437.12,3714.24
-2.71776,0.989028,0.231895,2,7,0,3.21,0.755637,0.399517,147.78,299792,0.360736,0.755637,0.399517,0.360736,0.464459,1.19844,1.29786,1.41916,1.44899,1.5854,2.60458,0.294147,0.390422,0.486257,0.507178,0.592974,0.982278,2.60458,0.982278,3276.17,1278.8,1672.43,2048.53,2128.4,2447.19,3707.73
-3.72883,0.950448,0.231895,2,3,0,3.74965,0.769569,0.380373,147.78,299792,0.368425,0.769569,0.380373,0.368425,0.437104,1.18769,1.28246,1.39863,1.42727,1.55858,2.54714,0.295446,0.392737,0.489854,0.511087,0.598276,0.995495,2.54714,0.995495,3269.86,1259.12,1649.95,2024.73,2104.48,2423.25,3688.83
-2.6734,0.998618,0.231895,3,15,0,5.86922,0.72201,0.331931,147.78,299792,0.387332,0.72201,0.331931,0.387332,0.370327,1.16076,1.24345,1.3461,1.37159,1.48927,2.39582,0.298737,0.398684,0.499225,0.521304,0.612297,1.03183,2.39582,1.03183,3643.18,1274.25,1678.62,2070.4,2154.24,2490.86,3844.1
-2.43216,1,0.231895,2,7,0,3.0324,0.720348,0.320509,147.78,299792,0.391681,0.720348,0.320509,0.391681,0.355088,1.15448,1.23427,1.33361,1.35833,1.47263,2.35877,0.299512,0.400103,0.50149,0.52378,0.615733,1.04108,2.35877,1.04108,3692.49,1268.9,1673.75,2067.06,2151.35,2490.2,3857.19
-2.33925,0.983588,0.231895,5,31,0,2.82732,0.721187,0.307269,147.78,299792,0.396672,0.721187,0.307269,0.396672,0.337662,1.14724,1.22365,1.31911,1.34291,1.45322,2.31512,0.300409,0.401755,0.50414,0.526681,0.619777,1.05215,2.31512,1.05215,3737.51,1259.82,1664.34,2058.58,2143.23,2484.03,3864.96
-2.11967,0.964319,0.231895,3,15,0,2.90323,0.733505,0.340223,147.78,299792,0.384149,0.733505,0.340223,0.384149,0.38151,1.16533,1.25012,1.35514,1.38119,1.50127,2.42237,0.298174,0.397658,0.497594,0.519523,0.609835,1.02529,2.42237,1.02529,3557.82,1269.03,1670.19,2058.13,2141.06,2473.75,3807.96
-3.42828,0.925018,0.231895,3,7,0,3.70612,0.734645,0.30466,147.78,299792,0.39765,0.734645,0.30466,0.39765,0.334259,1.14582,1.22156,1.31625,1.33987,1.44938,2.30643,0.300586,0.402081,0.504665,0.527256,0.620582,1.05438,2.30643,1.05438,3678.83,1246.7,1647.51,2038.39,2122.34,2460.47,3831.82
-2.09605,1,0.231895,2,3,0,3.42621,0.733143,0.336674,147.78,299792,0.385514,0.733143,0.336674,0.385514,0.376711,1.16337,1.24727,1.35127,1.37708,1.49614,2.41104,0.298415,0.398097,0.498291,0.520283,0.610886,1.02807,2.41104,1.02807,3571.59,1267.36,1668.66,2057.04,2140.1,2473.44,3811.6
-2.13673,0.998245,0.231895,3,15,0,2.87497,0.728669,0.325707,147.78,299792,0.389706,0.728669,0.325707,0.389706,0.362,1.15733,1.23845,1.3393,1.36437,1.48022,2.3757,0.299159,0.399457,0.500456,0.52265,0.614163,1.03684,2.3757,1.03684,3631.74,1264.86,1667.43,2058.03,2141.68,2477.79,3831.47
-2.10501,0.999056,0.231895,3,7,0,2.15064,0.733335,0.330264,147.78,299792,0.387969,0.733335,0.330264,0.387969,0.368091,1.15984,1.24211,1.34428,1.36966,1.48685,2.39044,0.29885,0.398891,0.499554,0.521664,0.612796,1.03316,2.39044,1.03316,3592.69,1263.55,1664.84,2053.79,2137.04,2471.35,3815.98
-3.19231,0.89428,0.231895,3,15,0,3.71199,0.758378,0.355466,147.78,299792,0.378241,0.758378,0.355466,0.378241,0.402335,1.17378,1.2624,1.37171,1.39876,1.52319,2.47046,0.297138,0.39578,0.494624,0.516283,0.605376,1.01363,2.47046,1.01363,3392.68,1256.33,1650.7,2030.8,2111.9,2436.79,3734.39
-3.07066,0.981453,0.231895,3,15,0,4.15126,0.712344,0.282218,147.78,299792,0.405975,0.712344,0.282218,0.405975,0.305388,1.13368,1.20362,1.29158,1.31361,1.41612,2.23032,0.302103,0.404897,0.509227,0.532259,0.627617,1.07425,2.23032,1.07425,3884.73,1250.08,1656.4,2054.97,2140.87,2487.81,3907.01
-3.14371,0.855034,0.231895,2,3,0,4.35444,0.718156,0.286674,147.78,299792,0.404334,0.718156,0.286674,0.404334,0.311063,1.13608,1.20717,1.29648,1.31883,1.42275,2.24563,0.301802,0.404337,0.508315,0.531258,0.626204,1.07021,2.24563,1.07021,3834.86,1248.33,1653.19,2049.86,2135.29,2480.13,3888.18
-2.87103,1,0.231895,3,7,0,3.12544,0.716003,0.321178,147.78,299792,0.391427,0.716003,0.321178,0.391427,0.355975,1.15484,1.23481,1.33435,1.35911,1.47361,2.36096,0.299466,0.40002,0.501356,0.523634,0.61553,1.04053,2.36096,1.04053,3712.45,1273.1,1679.16,2073.58,2158.1,2497.86,3868.2
-2.92078,0.903614,0.231895,2,5,0,4.58538,0.706217,0.283211,147.78,299792,0.40561,0.706217,0.283211,0.40561,0.306651,1.13422,1.20441,1.29267,1.31478,1.4176,2.23374,0.302036,0.404772,0.509023,0.532036,0.627301,1.07335,2.23374,1.07335,3914.23,1256.15,1664.24,2064.45,2150.69,2498.95,3922.96
-2.08054,0.994304,0.231895,3,11,0,4.05432,0.736523,0.337817,147.78,299792,0.385075,0.736523,0.337817,0.385075,0.378255,1.164,1.24819,1.35252,1.37841,1.49779,2.41469,0.298337,0.397955,0.498066,0.520038,0.610547,1.02718,2.41469,1.02718,3551.34,1265.13,1665.51,2052.9,2135.73,2468.13,3802.1
-3.51537,0.867152,0.231895,3,15,0,4.86429,0.743256,0.396902,147.78,299792,0.361793,0.743256,0.396902,0.361793,0.460691,1.19697,1.29576,1.41637,1.44603,1.58176,2.59681,0.294324,0.390737,0.486745,0.507708,0.59369,0.984049,2.59681,0.984049,3338.06,1288.16,1685.11,2064.58,2145.18,2466.97,3740.04
-2.57344,0.999504,0.231895,2,7,0,3.43341,0.757046,0.370581,147.78,299792,0.372309,0.757046,0.370581,0.372309,0.423324,1.18221,1.27457,1.38807,1.41609,1.54473,2.51726,0.296111,0.393929,0.491717,0.513115,0.60104,1.00249,2.51726,1.00249,3352.67,1264.82,1659.13,2038,2118.7,2441.55,3726.19
-2.34439,0.997501,0.231895,3,15,0,2.80155,0.737121,0.358184,147.78,299792,0.37718,0.737121,0.358184,0.37718,0.406084,1.1753,1.26458,1.37466,1.40188,1.52708,2.47894,0.296953,0.395446,0.494099,0.51571,0.60459,1.01159,2.47894,1.01159,3481.87,1275.45,1675.32,2060.5,2142.66,2471.72,3785.02
-2.40002,0.998301,0.231895,3,15,0,3.36782,0.726328,0.309001,147.78,299792,0.396022,0.726328,0.309001,0.396022,0.339928,1.14819,1.22504,1.32101,1.34493,1.45577,2.32088,0.300292,0.401538,0.503792,0.526299,0.619244,1.05068,2.32088,1.05068,3704.52,1256.54,1659.66,2052.38,2136.68,2476.01,3850.16
-2.14394,0.999844,0.231895,4,23,0,2.42519,0.744404,0.359639,147.78,299792,0.376611,0.744404,0.359639,0.376611,0.408095,1.17611,1.26576,1.37623,1.40355,1.52916,2.48347,0.296854,0.395268,0.493818,0.515404,0.604171,1.01051,2.48347,1.01051,3443.25,1270.02,1667.91,2051.09,2132.81,2460.04,3765.61
-2.51951,0.98824,0.231895,3,11,0,2.88497,0.752919,0.389134,147.78,299792,0.364922,0.752919,0.389134,0.364922,0.449555,1.1926,1.28951,1.40804,1.43723,1.57089,2.57358,0.294851,0.391675,0.4882,0.509289,0.595833,0.989373,2.57358,0.989373,3317.01,1276.66,1671.41,2049.31,2129.64,2450.55,3722.18
-2.97155,0.973125,0.231895,3,7,0,3.30714,0.763454,0.379813,147.78,299792,0.368648,0.763454,0.379813,0.368648,0.436312,1.18737,1.28201,1.39802,1.42663,1.55779,2.54544,0.295484,0.392805,0.48996,0.511203,0.598434,0.995891,2.54544,0.995891,3297.66,1263.83,1656.21,2032.54,2112.61,2432.73,3703.79
-3.55978,0.995288,0.231895,3,15,0,4.5083,0.765762,0.43519,147.78,299792,0.346058,0.765762,0.43519,0.346058,0.5169,1.21859,1.32649,1.45703,1.48897,1.63452,2.70842,0.291734,0.38617,0.47972,0.500088,0.583438,0.959151,2.70842,0.959151,3140.71,1284.02,1673.34,2043.04,2121.3,2432.9,3656.93
-2.68907,0.997056,0.231895,3,7,0,3.6968,0.761178,0.390658,147.78,299792,0.36431,0.761178,0.390658,0.36431,0.451732,1.19346,1.29074,1.40968,1.43896,1.57303,2.57816,0.294748,0.391491,0.487914,0.508978,0.595411,0.988321,2.57816,0.988321,3276.76,1270.47,1663.04,2038.75,2118.61,2437.57,3701.06
-2.77468,0.976431,0.231895,3,7,0,3.40362,0.757598,0.403073,147.78,299792,0.359293,0.757598,0.403073,0.359293,0.469602,1.20044,1.30072,1.42296,1.453,1.59035,2.61512,0.293906,0.389995,0.485596,0.50646,0.592003,0.979888,2.61512,0.979888,3258,1278.63,1671.6,2046.83,2126.49,2444.35,3700.32
-2.67721,0.98118,0.231895,1,3,0,3.16786,0.760727,0.393605,147.78,299792,0.363124,0.760727,0.393605,0.363124,0.455954,1.19512,1.29311,1.41284,1.4423,1.57715,2.58698,0.294548,0.391135,0.487361,0.508377,0.594597,0.986296,2.58698,0.986296,3270.5,1272.1,1664.67,2040.17,2119.96,2438.57,3699.92
-2.13217,0.985271,0.231895,3,15,0,3.7302,0.730705,0.333857,147.78,299792,0.386594,0.730705,0.333857,0.386594,0.372915,1.16182,1.245,1.3482,1.37382,1.49206,2.40201,0.298606,0.398446,0.498845,0.520889,0.611723,1.0303,2.40201,1.0303,3593.17,1267.85,1669.83,2059.13,2142.41,2476.74,3820.01
-3.3439,0.777004,0.231895,2,3,0,4.96643,0.740555,0.315056,147.78,299792,0.393743,0.740555,0.315056,0.393743,0.347881,1.15149,1.22989,1.32764,1.35199,1.46466,2.34089,0.299882,0.400782,0.502578,0.52497,0.61739,1.04559,2.34089,1.04559,3611.26,1248.38,1647.73,2036.19,2119.5,2454.63,3809.02
-3.04711,1,0.231895,1,1,0,3.37202,0.740121,0.318127,147.78,299792,0.392583,0.740121,0.318127,0.392583,0.351934,1.15317,1.23236,1.33101,1.35556,1.46915,2.35098,0.299673,0.4004,0.501964,0.524299,0.616455,1.04304,2.35098,1.04304,3602.33,1250.63,1650.11,2038.41,2121.65,2456.39,3807.82
-2.76984,0.99963,0.231895,3,11,0,3.29352,0.743477,0.382414,147.78,299792,0.367611,0.743477,0.382414,0.367611,0.439994,1.18883,1.2841,1.40082,1.42959,1.56145,2.55333,0.295307,0.392489,0.489467,0.510667,0.597705,0.994058,2.55333,0.994058,3378.62,1281.64,1679.1,2060.09,2141.14,2465.07,3750.53
-2.7146,0.997376,0.231895,4,31,0,3.07706,0.721682,0.332056,147.78,299792,0.387284,0.721682,0.332056,0.387284,0.370495,1.16082,1.24355,1.34623,1.37174,1.48945,2.39622,0.298728,0.398669,0.4992,0.521277,0.61226,1.03173,2.39622,1.03173,3644.4,1274.6,1679.07,2070.93,2154.78,2491.46,3844.86
-3.34925,0.989618,0.231895,4,23,0,6.81597,0.765364,0.374367,147.78,299792,0.370811,0.765364,0.374367,0.370811,0.428635,1.18433,1.27762,1.39216,1.42042,1.55009,2.52886,0.295854,0.393467,0.490995,0.512329,0.599967,0.999767,2.52886,0.999767,3305.15,1259.79,1651.87,2028.3,2108.45,2428.99,3703.32
-2.17582,1,0.231895,3,15,0,3.38835,0.735578,0.32906,147.78,299792,0.388429,0.735578,0.32906,0.388429,0.366478,1.15917,1.24114,1.34296,1.36826,1.4851,2.38656,0.298932,0.39904,0.499792,0.521924,0.613156,1.03413,2.38656,1.03413,3585.91,1260.95,1661.64,2050.12,2133.28,2467.28,3811.15
-2.35977,0.95266,0.231895,3,15,0,3.05335,0.720624,0.317858,147.78,299792,0.392684,0.720624,0.317858,0.392684,0.351579,1.15303,1.23214,1.33071,1.35525,1.46876,2.3501,0.299692,0.400433,0.502018,0.524358,0.616537,1.04326,2.3501,1.04326,3700.78,1267.03,1671.8,2065.27,2149.62,2488.84,3858.47
-2.76492,0.843699,0.231895,2,3,0,3.9314,0.717347,0.322258,147.78,299792,0.391018,0.717347,0.322258,0.391018,0.357409,1.15544,1.23568,1.33553,1.36037,1.47519,2.36448,0.299393,0.399886,0.501141,0.523399,0.615203,1.03964,2.36448,1.03964,3701.55,1272.58,1678.27,2072.22,2156.63,2495.9,3863.8
-3.52012,0.949076,0.231895,2,3,0,3.5789,0.715661,0.331393,147.78,299792,0.387537,0.715661,0.331393,0.387537,0.369605,1.16046,1.24302,1.34551,1.37097,1.48849,2.39408,0.298773,0.398751,0.499331,0.52142,0.612458,1.03226,2.39408,1.03226,3677.4,1279.49,1685.63,2079.18,2163.4,2501.58,3861.29
-3.99832,0.974975,0.231895,3,15,0,5.59299,0.773813,0.391182,147.78,299792,0.364099,0.773813,0.391182,0.364099,0.452482,1.19375,1.29116,1.41024,1.43955,1.57376,2.57973,0.294712,0.391427,0.487815,0.508871,0.595266,0.98796,2.57973,0.98796,3221.82,1260.42,1649.8,2022.42,2101.61,2417.92,3670.76
-3.14404,0.98653,0.231895,4,19,0,7.53275,0.704365,0.295895,147.78,299792,0.400919,0.704365,0.295895,0.400919,0.322896,1.14106,1.21454,1.30662,1.32963,1.43644,2.27699,0.301179,0.403179,0.506438,0.529199,0.623306,1.06199,2.27699,1.06199,3871.97,1266.87,1675.9,2075.69,2161.67,2508.32,3918.73
-2.39093,1,0.231895,3,15,0,4.27534,0.739946,0.329825,147.78,299792,0.388137,0.739946,0.329825,0.388137,0.367503,1.1596,1.24176,1.3438,1.36915,1.48621,2.38903,0.29888,0.398945,0.499641,0.521759,0.612927,1.03352,2.38903,1.03352,3562.1,1257.72,1657.24,2044.51,2127.4,2460.31,3799.47
-2.64203,0.962447,0.231895,2,3,0,2.95769,0.743749,0.331568,147.78,299792,0.38747,0.743749,0.331568,0.38747,0.36984,1.16056,1.24316,1.3457,1.37117,1.48874,2.39465,0.298761,0.398729,0.499297,0.521382,0.612406,1.03212,2.39465,1.03212,3537.93,1255.54,1654.04,2040.18,2122.81,2454.6,3788.56
-4.95726,0.875759,0.231895,2,7,0,6.06624,0.71006,0.334654,147.78,299792,0.386289,0.71006,0.334654,0.386289,0.373989,1.16226,1.24564,1.34907,1.37475,1.49322,2.40457,0.298552,0.398347,0.498688,0.520717,0.611486,1.02967,2.40457,1.02967,3694.82,1286.35,1694.05,2088.8,2173.25,2512.21,3873.75
-2.4346,1,0.231895,2,3,0,4.6538,0.717017,0.308949,147.78,299792,0.396042,0.717017,0.308949,0.396042,0.339859,1.14816,1.22499,1.32095,1.34487,1.45569,2.3207,0.300296,0.401545,0.503802,0.526311,0.61926,1.05073,2.3207,1.05073,3752.83,1264.52,1670.22,2065.44,2150.28,2491.79,3874.76
-3.34643,0.998584,0.231895,4,15,0,3.39359,0.697398,0.277247,147.78,299792,0.4078,0.697398,0.277247,0.4078,0.299092,1.13101,1.19966,1.28611,1.30778,1.40871,2.21313,0.302438,0.405523,0.510247,0.53338,0.629201,1.07883,2.21313,1.07883,3989.52,1259.46,1669.83,2072.92,2159.87,2511.26,3951.65
-3.3835,0.99417,0.231895,3,7,0,3.4106,0.697382,0.279897,147.78,299792,0.406828,0.697382,0.279897,0.406828,0.302443,1.13244,1.20177,1.28903,1.31089,1.41266,2.22231,0.30226,0.405189,0.509703,0.532782,0.628355,1.07638,2.22231,1.07638,3978.09,1261.48,1671.98,2074.91,2161.78,2512.74,3949.79
-3.03638,0.941031,0.231895,3,7,0,3.87788,0.710316,0.309933,147.78,299792,0.395672,0.710316,0.309933,0.395672,0.341147,1.14869,1.22578,1.32203,1.34602,1.45714,2.32397,0.300229,0.401422,0.503605,0.526094,0.618958,1.04989,2.32397,1.04989,3784.46,1271.03,1678.62,2075.59,2160.8,2503.72,3892
-4.15487,0.869592,0.231895,3,7,0,4.58419,0.72733,0.287683,147.78,299792,0.403961,0.72733,0.287683,0.403961,0.312352,1.13662,1.20798,1.29759,1.32002,1.42426,2.24908,0.301734,0.40421,0.508109,0.531032,0.625885,1.0693,2.24908,1.0693,3782.41,1241.26,1643.63,2037.75,2122.62,2465.15,3863.2
-8.5822,0.310276,0.231895,1,1,0,8.66135,0.729408,0.266253,147.78,299792,0.411811,0.729408,0.266253,0.411811,0.28529,1.12514,1.19092,1.27401,1.29487,1.39224,2.17466,0.303179,0.40691,0.512516,0.535874,0.632741,1.08919,2.17466,1.08919,3861.34,1223.44,1624.26,2019.17,2104.51,2449.93,3872.77
-8.40606,0.985535,0.231895,2,3,0,11.0897,0.722857,0.25931,147.78,299792,0.414326,0.722857,0.25931,0.414326,0.276664,1.12145,1.18542,1.26636,1.28671,1.3818,2.15003,0.303645,0.407787,0.513957,0.537459,0.635,1.09591,2.15003,1.09591,3927.22,1223.28,1625.45,2022.46,2108.36,2456.4,3894.7
-2.64622,1,0.231895,3,7,0,7.47182,0.727309,0.344162,147.78,299792,0.382629,0.727309,0.344162,0.382629,0.386859,1.16751,1.25329,1.35943,1.38574,1.50696,2.43488,0.297906,0.397171,0.496823,0.518681,0.608674,1.02223,2.43488,1.02223,3574.85,1276.51,1679.3,2068.48,2151.63,2485.08,3820.9
-3.14637,0.992096,0.231895,3,15,0,4.26347,0.768412,0.405813,147.78,299792,0.358179,0.768412,0.405813,0.358179,0.473576,1.20199,1.30292,1.42588,1.45609,1.59415,2.6232,0.29372,0.389666,0.485088,0.505908,0.591258,0.978059,2.6232,0.978059,3204.85,1270.83,1660.94,2033.26,2112.28,2427.53,3672.51
-4.13556,0.942964,0.231895,2,3,0,4.13841,0.776663,0.401453,147.78,299792,0.359951,0.776663,0.401453,0.359951,0.467257,1.19953,1.29942,1.42123,1.45117,1.5881,2.61032,0.294016,0.390189,0.485897,0.506787,0.592445,0.980974,2.61032,0.980974,3182.31,1262.41,1650.66,2021.49,2100.23,2414.46,3656.46
