# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 11:00:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpt8n0_g6b/crbmzz6f.json
# init = /tmp/tmpt8n0_g6b/r26x0pm_.json
# random
#   seed = 97092
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/BAO/BAO-20230724120041.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,lambda,theta.1,theta.2,theta.3,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,E,intofEinv,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
-3.1505,0.989107,0.327415,2,7,0,3.22131,0.740288,0.317019,147.78,299792,0.393002,0.740288,0.317019,0.393002,0.35047,1.15257,1.23147,1.32979,1.35427,1.46753,2.34734,0.299749,0.400538,0.502186,0.524541,0.616792,1.04396,2.34734,1.04396,3605.49,1249.81,1649.24,2037.6,2120.86,2455.74,3808.23
-3.01566,1,0.327415,2,3,0,3.40753,0.731771,0.361926,147.78,299792,0.375715,0.731771,0.361926,0.375715,0.411264,1.17738,1.2676,1.37871,1.40618,1.53242,2.49057,0.296699,0.394987,0.493377,0.514923,0.603512,1.00882,2.49057,1.00882,3495.44,1281.93,1683.14,2069.32,2151.66,2481.31,3795.76
-2.49466,1,0.327415,1,1,0,2.91886,0.733913,0.35568,147.78,299792,0.378158,0.733913,0.35568,0.378158,0.40263,1.1739,1.26257,1.37194,1.39901,1.5235,2.47113,0.297123,0.395753,0.494583,0.516238,0.605314,1.01347,2.47113,1.01347,3505.08,1276.92,1677.7,2063.98,2146.39,2476.55,3795.08
-4.40122,0.875058,0.327415,2,3,0,4.44436,0.748356,0.317802,147.78,299792,0.392706,0.748356,0.317802,0.392706,0.351504,1.15299,1.2321,1.33065,1.35519,1.46868,2.34991,0.299695,0.40044,0.502029,0.52437,0.616554,1.04331,2.34991,1.04331,3563.84,1243.63,1640.93,2027.15,2109.95,2442.92,3787.35
-3.47611,1,0.327415,1,1,0,4.37154,0.747462,0.32595,147.78,299792,0.389614,0.747462,0.32595,0.389614,0.362324,1.15746,1.23864,1.33957,1.36466,1.48057,2.37649,0.299143,0.399427,0.500408,0.522597,0.61409,1.03664,2.37649,1.03664,3539.59,1249.22,1646.77,2032.48,2115.08,2446.95,3783.5
-2.62689,0.994317,0.327415,3,11,0,4.33347,0.749509,0.389159,147.78,299792,0.364912,0.749509,0.389159,0.364912,0.449591,1.19262,1.28953,1.40807,1.43726,1.57093,2.57366,0.29485,0.391672,0.488195,0.509284,0.595826,0.989355,2.57366,0.989355,3332.03,1279.53,1675.16,2053.91,2134.42,2456.05,3730.5
-2.67196,0.9112,0.327415,1,3,0,3.61316,0.758124,0.369984,147.78,299792,0.372545,0.758124,0.369984,0.372545,0.422488,1.18188,1.27409,1.38743,1.41541,1.54388,2.51543,0.296152,0.394002,0.491831,0.51324,0.60121,1.00292,2.51543,1.00292,3349.68,1263.65,1657.71,2036.37,2117.03,2439.75,3724.03
-2.86969,0.992632,0.327415,3,7,0,2.91521,0.749736,0.396424,147.78,299792,0.361987,0.749736,0.396424,0.361987,0.460002,1.1967,1.29537,1.41585,1.44549,1.58109,2.59539,0.294357,0.390795,0.486834,0.507805,0.593821,0.984374,2.59539,0.984374,3310.55,1282.46,1677.74,2055.63,2135.91,2456.4,3724.43
-2.62069,0.971236,0.327415,1,3,0,3.40597,0.75916,0.393195,147.78,299792,0.363289,0.75916,0.393195,0.363289,0.455366,1.19488,1.29278,1.4124,1.44183,1.57658,2.58575,0.294576,0.391184,0.487438,0.508461,0.59471,0.986577,2.58575,0.986577,3278.39,1273.22,1666.2,2042.13,2122.01,2441.01,3704
-2.29577,0.99702,0.327415,3,15,0,3.30601,0.721776,0.310326,147.78,299792,0.395525,0.721776,0.310326,0.395525,0.341663,1.14891,1.2261,1.32246,1.34648,1.45772,2.32527,0.300202,0.401373,0.503526,0.526008,0.618837,1.04956,2.32527,1.04956,3722.89,1261.29,1665.68,2059.5,2144.02,2484.19,3861.11
-2.69546,0.743959,0.327415,2,3,0,3.78336,0.717141,0.293094,147.78,299792,0.401959,0.717141,0.293094,0.401959,0.319289,1.13955,1.2123,1.30354,1.32635,1.43229,2.26751,0.301369,0.40353,0.507007,0.529823,0.624183,1.06447,2.26751,1.06447,3814.19,1253.75,1659.1,2055.57,2140.88,2484.92,3886.22
-2.15302,0.976645,0.327415,3,11,0,3.87304,0.742706,0.359303,147.78,299792,0.376743,0.742706,0.359303,0.376743,0.40763,1.17592,1.26549,1.37587,1.40317,1.52868,2.48242,0.296877,0.395309,0.493883,0.515474,0.604267,1.01076,2.48242,1.01076,3452.17,1271.28,1669.63,2053.27,2135.09,2462.75,3770.1
-2.22296,0.984409,0.327415,2,3,0,2.29473,0.74109,0.36104,147.78,299792,0.376062,0.74109,0.36104,0.376062,0.410035,1.17689,1.26689,1.37775,1.40516,1.53116,2.48782,0.296759,0.395096,0.493548,0.515109,0.603767,1.00947,2.48782,1.00947,3454.26,1273.51,1672.25,2056.13,2137.98,2465.72,3772.83
-2.69287,0.963948,0.327415,2,3,0,2.75521,0.753217,0.352748,147.78,299792,0.3793,0.753217,0.352748,0.3793,0.398596,1.17227,1.26021,1.36876,1.39563,1.5193,2.46195,0.297323,0.396114,0.495151,0.516857,0.606165,1.01568,2.46195,1.01568,3424.46,1259.18,1654.93,2036.59,2118.05,2444.46,3749.04
-3.01458,0.9784,0.327415,3,11,0,3.28357,0.730166,0.303064,147.78,299792,0.398247,0.730166,0.303064,0.398247,0.332181,1.14495,1.22028,1.31449,1.33801,1.44703,2.3011,0.300694,0.402281,0.504987,0.527609,0.621076,1.05576,2.3011,1.05576,3707.47,1249.42,1651.4,2043.6,2127.85,2467.26,3844.57
-2.24256,0.996606,0.327415,2,3,0,2.98266,0.723352,0.318107,147.78,299792,0.39259,0.723352,0.318107,0.39259,0.351908,1.15316,1.23234,1.33099,1.35554,1.46912,2.35091,0.299675,0.400402,0.501968,0.524304,0.616461,1.04306,2.35091,1.04306,3685.92,1264.83,1668.84,2061.56,2145.75,2484.29,3851.1
-2.44977,0.903935,0.327415,3,11,0,3.14315,0.741231,0.369596,147.78,299792,0.372698,0.741231,0.369596,0.372698,0.421946,1.18166,1.27378,1.38701,1.41497,1.54333,2.51424,0.296178,0.394049,0.491905,0.51332,0.60132,1.00321,2.51424,1.00321,3427.2,1277.58,1676.05,2058.99,2140.56,2466.94,3765.93
-2.81658,0.945394,0.327415,2,3,0,3.13427,0.756601,0.359291,147.78,299792,0.376747,0.756601,0.359291,0.376747,0.407614,1.17591,1.26548,1.37586,1.40316,1.52866,2.48239,0.296878,0.39531,0.493885,0.515477,0.604271,1.01077,2.48239,1.01077,3388.81,1259.71,1654.44,2034.59,2115.67,2440.34,3735.82
-6.5079,0.627176,0.327415,2,7,0,6.85113,0.736796,0.420602,147.78,299792,0.352117,0.736796,0.420602,0.352117,0.495224,1.21034,1.3148,1.44161,1.4727,1.61457,2.66644,0.292719,0.387899,0.482367,0.502957,0.587284,0.968385,2.66644,0.968385,3302.25,1303.27,1700.83,2079.28,2159.49,2479.17,3738.13
-4.17893,1,0.327415,3,7,0,7.12209,0.757776,0.439579,147.78,299792,0.344219,0.757776,0.439579,0.344219,0.523484,1.22108,1.33,1.46165,1.49385,1.64048,2.72093,0.291438,0.385653,0.478931,0.499233,0.582295,0.95643,2.72093,0.95643,3162.94,1292.21,1683.31,2054.43,2132.96,2445.56,3672.63
-3.24251,0.925532,0.327415,1,3,0,5.1679,0.768508,0.419493,147.78,299792,0.352574,0.768508,0.419493,0.352574,0.49359,1.20971,1.31391,1.44043,1.47146,1.61304,2.66322,0.292794,0.388031,0.48257,0.503177,0.587579,0.969099,2.66322,0.969099,3168.81,1276.06,1665.5,2036.29,2114.88,2428.15,3662.09
-2.43513,0.986431,0.327415,3,15,0,4.59186,0.71707,0.309274,147.78,299792,0.39592,0.71707,0.309274,0.39592,0.340284,1.14833,1.22525,1.32131,1.34525,1.45617,2.32178,0.300274,0.401504,0.503737,0.526239,0.61916,1.05045,2.32178,1.05045,3751.31,1264.69,1670.37,2065.56,2150.38,2491.82,3874.38
-2.6924,0.97102,0.327415,2,3,0,2.71875,0.713928,0.311011,147.78,299792,0.395267,0.713928,0.311011,0.395267,0.342561,1.14928,1.22665,1.32321,1.34728,1.45872,2.32754,0.300156,0.401287,0.503388,0.525857,0.618627,1.04898,2.32754,1.04898,3761.21,1268.55,1675.13,2071.02,2155.98,2497.87,3881.46
-4.53333,0.972461,0.327415,3,11,0,4.7225,0.686492,0.274026,147.78,299792,0.408978,0.686492,0.274026,0.408978,0.295031,1.12929,1.1971,1.28257,1.304,1.40389,2.20192,0.302656,0.405929,0.51091,0.534108,0.630233,1.08183,2.20192,1.08183,4067.29,1266.77,1680.2,2086.64,2174.35,2529,3984.79
-3.43107,0.993924,0.327415,2,5,0,5.03862,0.70488,0.271282,147.78,299792,0.40998,0.70488,0.271282,0.40998,0.291582,1.12782,1.19492,1.27954,1.30078,1.39978,2.19233,0.30284,0.406275,0.511476,0.53473,0.631116,1.08441,2.19233,1.08441,3973.26,1248.24,1656.16,2057.51,2144.16,2494.66,3935.14
-4.27158,0.76688,0.327415,2,3,0,4.75006,0.696197,0.294333,147.78,299792,0.401499,0.696197,0.294333,0.401499,0.320883,1.14022,1.21329,1.3049,1.3278,1.43412,2.27171,0.301285,0.403375,0.506755,0.529547,0.623795,1.06337,2.27171,1.06337,3923.82,1273.08,1684.43,2086.64,2173.17,2522.07,3942.49
-3.19814,0.865813,0.327415,2,3,0,4.84089,0.702753,0.274742,147.78,299792,0.408717,0.702753,0.274742,0.408717,0.295932,1.12967,1.19767,1.28335,1.30484,1.40496,2.20442,0.302607,0.405839,0.510762,0.533946,0.630003,1.08116,2.20442,1.08116,3970.04,1252.79,1661.51,2063.24,2149.92,2500.4,3938.56
-2.19381,0.89434,0.327415,2,7,0,5.22844,0.726563,0.318004,147.78,299792,0.392629,0.726563,0.318004,0.392629,0.351772,1.15311,1.23226,1.33087,1.35542,1.46897,2.35057,0.299682,0.400415,0.501989,0.524326,0.616493,1.04314,2.35057,1.04314,3670,1262,1665.14,2057.01,2141.02,2478.84,3842.78
-2.46422,0.973645,0.327415,3,13,0,2.78947,0.723039,0.303849,147.78,299792,0.397953,0.723039,0.303849,0.397953,0.333203,1.14538,1.22091,1.31536,1.33892,1.44819,2.30372,0.300641,0.402182,0.504829,0.527435,0.620833,1.05508,2.30372,1.05508,3741,1255.99,1659.94,2053.97,2138.61,2479.54,3862.63
-2.38823,1,0.327415,1,3,0,2.50931,0.720098,0.304474,147.78,299792,0.397719,0.720098,0.304474,0.397719,0.334016,1.14572,1.22141,1.31604,1.33965,1.44911,2.30581,0.300599,0.402104,0.504703,0.527297,0.62064,1.05454,2.30581,1.05454,3753.87,1258.93,1663.71,2058.47,2143.27,2484.78,3869.93
-2.73442,0.989831,0.327415,3,11,0,4.35372,0.761491,0.397703,147.78,299792,0.36147,0.761491,0.397703,0.36147,0.461844,1.19742,1.2964,1.41722,1.44694,1.58287,2.59919,0.29427,0.39064,0.486595,0.507545,0.59347,0.983505,2.59919,0.983505,3255.93,1273.2,1665.4,2040.27,2119.89,2437.74,3695.01
-2.13934,0.989041,0.327415,3,15,0,3.3134,0.744289,0.351429,147.78,299792,0.379813,0.744289,0.351429,0.379813,0.396785,1.17154,1.25914,1.36733,1.39412,1.51741,2.45781,0.297412,0.396276,0.495407,0.517136,0.606548,1.01667,2.45781,1.01667,3469.75,1265.92,1664.03,2048.07,2130.05,2458.59,3772.15
-2.85401,0.990306,0.327415,4,15,0,3.61789,0.762527,0.405586,147.78,299792,0.358272,0.762527,0.405586,0.358272,0.473246,1.20186,1.30274,1.42564,1.45583,1.59384,2.62253,0.293736,0.389693,0.48513,0.505954,0.59132,0.978211,2.62253,0.978211,3230.19,1275.57,1667.17,2040.92,2120.25,2436.73,3686.62
-4.26682,0.958023,0.327415,2,7,0,4.57101,0.7719,0.459198,147.78,299792,0.335908,0.7719,0.459198,0.335908,0.553268,1.23221,1.34567,1.4822,1.51551,1.66694,2.77614,0.290118,0.383356,0.475442,0.495459,0.577266,0.94458,2.77614,0.94458,3058.81,1286.94,1673.37,2038.95,2116.19,2423.28,3625.04
-4.5117,0.998087,0.327415,2,3,0,4.56265,0.773941,0.466852,147.78,299792,0.332624,0.773941,0.466852,0.332624,0.565042,1.23656,1.35176,1.49016,1.52391,1.67717,2.79739,0.289605,0.382468,0.474099,0.494007,0.575338,0.94009,2.79739,0.94009,3033.35,1287.63,1673.1,2037.35,2114.27,2419.94,3614.79
-3.63997,0.975304,0.327415,3,7,0,5.28359,0.762163,0.434386,147.78,299792,0.346394,0.762163,0.434386,0.346394,0.515697,1.21814,1.32585,1.45618,1.48808,1.63342,2.70612,0.291788,0.386265,0.479865,0.500245,0.583648,0.959652,2.70612,0.959652,3157.53,1286.72,1676.99,2047.64,2126.1,2438.54,3666.03
-4.88124,0.877202,0.327415,2,7,0,5.87065,0.745212,0.422874,147.78,299792,0.351178,0.745212,0.422874,0.351178,0.498579,1.21162,1.31662,1.44402,1.47524,1.61769,2.67302,0.292566,0.387629,0.481952,0.502507,0.58668,0.966927,2.67302,0.966927,3258.99,1296.85,1692.08,2068.16,2147.85,2465.41,3715.54
-4.16285,1,0.327415,1,1,0,4.84103,0.748789,0.420397,147.78,299792,0.352201,0.748789,0.420397,0.352201,0.494922,1.21022,1.31464,1.44139,1.47247,1.61429,2.66585,0.292733,0.387923,0.482405,0.502997,0.587339,0.968516,2.66585,0.968516,3249.89,1292.86,1687.28,2062.75,2142.33,2459.5,3708.64
-3.07712,0.777753,0.327415,2,7,0,9.97456,0.758378,0.357984,147.78,299792,0.377258,0.758378,0.357984,0.377258,0.405808,1.17519,1.26442,1.37444,1.40166,1.52679,2.47832,0.296967,0.39547,0.494137,0.515752,0.604648,1.01174,2.47832,1.01174,3384.89,1257.6,1651.91,2031.75,2112.78,2437.28,3732.49
-2.78462,0.968546,0.327415,3,7,0,3.62942,0.752783,0.398694,147.78,299792,0.361069,0.752783,0.398694,0.361069,0.463273,1.19798,1.2972,1.41828,1.44806,1.58425,2.60214,0.294203,0.390521,0.48641,0.507345,0.593199,0.982834,2.60214,0.982834,3290.86,1280.85,1675.24,2052.13,2132.18,2451.69,3715.27
-2.69738,0.962394,0.327415,1,3,0,3.27915,0.761204,0.3936,147.78,299792,0.363126,0.761204,0.3936,0.363126,0.455947,1.19511,1.2931,1.41283,1.44229,1.57714,2.58696,0.294548,0.391135,0.487362,0.508378,0.594598,0.9863,2.58696,0.9863,3268.46,1271.71,1664.15,2039.54,2119.3,2437.82,3698.79
-3.991,0.982844,0.327415,2,5,0,4.31061,0.772837,0.449974,147.78,299792,0.339834,0.772837,0.449974,0.339834,0.539193,1.22698,1.33831,1.47256,1.50535,1.65454,2.75032,0.290738,0.384433,0.477074,0.497224,0.579614,0.950089,2.75032,0.950089,3076.54,1283.21,1669.95,2036.34,2113.8,2421.96,3629.57
-2.21866,0.993254,0.327415,3,15,0,4.13663,0.739136,0.333706,147.78,299792,0.386652,0.739136,0.333706,0.386652,0.372713,1.16173,1.24488,1.34804,1.37365,1.49184,2.40153,0.298616,0.398464,0.498875,0.520921,0.611768,1.03042,2.40153,1.03042,3552.7,1260.62,1660.33,2047.44,2130.26,2462.73,3798.58
-2.47404,0.981275,0.327415,3,7,0,2.4966,0.751919,0.356065,147.78,299792,0.378008,0.751919,0.356065,0.378008,0.40316,1.17412,1.26288,1.37236,1.39945,1.52405,2.47233,0.297097,0.395706,0.494508,0.516156,0.605203,1.01318,2.47233,1.01318,3419.95,1261.95,1657.96,2039.61,2121.03,2447.21,3749.72
-2.47404,0.744862,0.327415,1,3,0,4.40799,0.751919,0.356065,147.78,299792,0.378008,0.751919,0.356065,0.378008,0.40316,1.17412,1.26288,1.37236,1.39945,1.52405,2.47233,0.297097,0.395706,0.494508,0.516156,0.605203,1.01318,2.47233,1.01318,3419.95,1261.95,1657.96,2039.61,2121.03,2447.21,3749.72
-2.32647,0.933446,0.327415,2,7,0,2.99006,0.74503,0.371822,147.78,299792,0.371818,0.74503,0.371822,0.371818,0.425062,1.1829,1.27557,1.38941,1.41751,1.54649,2.52107,0.296027,0.393778,0.49148,0.512857,0.600688,1.0016,2.52107,1.0016,3403,1275.42,1672.82,2054.56,2135.86,2461.07,3754.75
-3.8359,0.860977,0.327415,2,7,0,4.0025,0.764848,0.361961,147.78,299792,0.375701,0.764848,0.361961,0.375701,0.411312,1.1774,1.26763,1.37875,1.40622,1.53247,2.49068,0.296697,0.394983,0.49337,0.514916,0.603502,1.00879,2.49068,1.00879,3344.17,1254.31,1646.87,2024.72,2105.28,2427.82,3713.9
-3.36147,0.920928,0.327415,3,15,0,4.60497,0.701309,0.292424,147.78,299792,0.402207,0.701309,0.292424,0.402207,0.318428,1.13918,1.21176,1.30281,1.32557,1.43129,2.26523,0.301414,0.403614,0.507143,0.529972,0.624393,1.06506,2.26523,1.06506,3903.05,1267.15,1676.96,2077.88,2164.15,2512.11,3929.72
-2.12293,0.996242,0.327415,3,15,0,3.83514,0.737318,0.334998,147.78,299792,0.386157,0.737318,0.334998,0.386157,0.374451,1.16245,1.24592,1.34944,1.37514,1.49371,2.40567,0.298528,0.398304,0.49862,0.520644,0.611384,1.0294,2.40567,1.0294,3557.05,1262.88,1663.07,2050.53,2133.41,2466.08,3802.22
-2.07535,0.998784,0.327415,2,3,0,2.13318,0.736209,0.340384,147.78,299792,0.384087,0.736209,0.340384,0.384087,0.381729,1.16542,1.25025,1.35532,1.38137,1.50151,2.42288,0.298163,0.397638,0.497562,0.519488,0.609787,1.02517,2.42288,1.02517,3544.21,1266.82,1667.25,2054.47,2137.25,2469.31,3800.94
-3.58385,0.772222,0.327415,2,3,0,4.56799,0.737743,0.30778,147.78,299792,0.396481,0.737743,0.30778,0.396481,0.33833,1.14752,1.22406,1.31967,1.34351,1.45397,2.31682,0.300375,0.401691,0.504037,0.526568,0.61962,1.05172,2.31682,1.05172,3651.73,1246.13,1646.16,2035.97,2119.66,2456.58,3821.58
-2.15991,0.991868,0.327415,1,3,0,3.6179,0.728208,0.328649,147.78,299792,0.388585,0.728208,0.328649,0.388585,0.365929,1.15895,1.24081,1.34251,1.36779,1.4845,2.38523,0.298959,0.399091,0.499873,0.522013,0.613279,1.03446,2.38523,1.03446,3623.64,1266.98,1669.67,2060.12,2143.71,2479.44,3830.43
-2.61261,0.946405,0.327415,3,11,0,2.90824,0.756482,0.366124,147.78,299792,0.374066,0.756482,0.366124,0.374066,0.4171,1.17972,1.27098,1.38325,1.41099,1.5384,2.50355,0.296414,0.394473,0.49257,0.514045,0.60231,1.00573,2.50355,1.00573,3368.52,1263.15,1657.74,2037.22,2118.08,2441.73,3730.94
-3.16286,0.985672,0.327415,2,7,0,4.79903,0.766733,0.387487,147.78,299792,0.365582,0.766733,0.387487,0.365582,0.447206,1.19168,1.28818,1.40627,1.43536,1.56858,2.56863,0.294963,0.391874,0.48851,0.509626,0.59629,0.990514,2.56863,0.990514,3261.85,1264.56,1655.84,2030.55,2110.22,2428.51,3690.2
-3.0632,0.991437,0.327415,2,7,0,3.76092,0.762728,0.37302,147.78,299792,0.371344,0.762728,0.37302,0.371344,0.426743,1.18357,1.27653,1.3907,1.41888,1.54819,2.52474,0.295945,0.393632,0.491251,0.512609,0.600349,1.00073,2.52474,1.00073,3320.52,1261.31,1654.1,2031.32,2111.64,2432.93,3710.65
-2.53501,1,0.327415,3,11,0,3.8254,0.729665,0.347066,147.78,299792,0.381506,0.729665,0.347066,0.381506,0.390817,1.16912,1.25563,1.36259,1.38909,1.51114,2.44407,0.297709,0.396813,0.496256,0.518062,0.607822,1.02,2.44407,1.02,3553.64,1276.05,1678.15,2066.41,2149.34,2481.8,3812.58
-2.35332,0.997483,0.327415,3,11,0,4.15709,0.753528,0.375177,147.78,299792,0.37049,0.753528,0.375177,0.37049,0.429774,1.18478,1.27827,1.39303,1.42134,1.55124,2.53133,0.295799,0.393369,0.490841,0.512161,0.599739,0.999188,2.53133,0.999188,3354.68,1269.88,1664.96,2044.21,2124.95,2447.84,3731.27
-2.35332,0.630453,0.327415,1,3,0,5.15736,0.753528,0.375177,147.78,299792,0.37049,0.753528,0.375177,0.37049,0.429774,1.18478,1.27827,1.39303,1.42134,1.55124,2.53133,0.295799,0.393369,0.490841,0.512161,0.599739,0.999188,2.53133,0.999188,3354.68,1269.88,1664.96,2044.21,2124.95,2447.84,3731.27
-2.39623,0.742994,0.327415,3,9,0,4.93181,0.719589,0.303996,147.78,299792,0.397898,0.719589,0.303996,0.397898,0.333394,1.14546,1.22102,1.31552,1.33909,1.4484,2.30421,0.300631,0.402164,0.504799,0.527403,0.620788,1.05495,2.30421,1.05495,3758.36,1259.05,1663.96,2058.91,2143.75,2485.45,3871.63
-2.08927,0.997652,0.327415,2,7,0,3.05561,0.732945,0.333946,147.78,299792,0.38656,0.732945,0.333946,0.38656,0.373035,1.16187,1.24507,1.3483,1.37393,1.49219,2.40229,0.2986,0.398435,0.498828,0.52087,0.611697,1.03023,2.40229,1.03023,3581.88,1265.99,1667.36,2056.06,2139.22,2473.03,3814.18
-2.13038,0.988149,0.327415,3,11,0,2.45513,0.740374,0.354458,147.78,299792,0.378634,0.740374,0.354458,0.378634,0.400947,1.17322,1.26158,1.37062,1.3976,1.52175,2.46731,0.297206,0.395903,0.494819,0.516496,0.605668,1.01439,2.46731,1.01439,3478.39,1270.78,1669.87,2054.6,2136.7,2465.62,3779.66
-2.14938,0.999482,0.327415,3,15,0,2.31545,0.729065,0.322706,147.78,299792,0.390847,0.729065,0.322706,0.390847,0.358005,1.15568,1.23604,1.33602,1.36089,1.47584,2.36594,0.299363,0.39983,0.501052,0.523302,0.615068,1.03928,2.36594,1.03928,3640.45,1262.72,1665.19,2055.97,2139.69,2476.18,3832.72
-2.93533,0.965419,0.327415,3,15,0,4.58744,0.70483,0.287967,147.78,299792,0.403857,0.70483,0.287967,0.403857,0.312715,1.13678,1.2082,1.29791,1.32035,1.42468,2.25005,0.301715,0.404174,0.508051,0.530969,0.625796,1.06904,2.25005,1.06904,3901.97,1260.84,1669.5,2069.76,2155.95,2503.77,3923.3
-2.44047,0.999823,0.327415,3,15,0,3.22555,0.755874,0.379434,147.78,299792,0.368798,0.755874,0.379434,0.368798,0.435776,1.18716,1.2817,1.39762,1.4262,1.55725,2.54429,0.29551,0.392851,0.490032,0.511281,0.59854,0.996159,2.54429,0.996159,3331.83,1269.89,1664.22,2042.44,2122.93,2444.67,3722.34
