# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 11:00:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpt8n0_g6b/crbmzz6f.json
# init = /tmp/tmpt8n0_g6b/r26x0pm_.json
# random
#   seed = 97092
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/BAO/BAO-20230724120041.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,lambda,theta.1,theta.2,theta.3,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,E,intofEinv,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
-3.45161,0.90874,0.397249,3,7,0,3.99914,0.7538,0.417232,147.78,299792,0.353505,0.7538,0.417232,0.353505,0.490263,1.20843,1.3121,1.43803,1.46892,1.60993,2.65665,0.292947,0.3883,0.482984,0.503625,0.588183,0.970561,2.65665,0.970561,3236.56,1287.41,1680.69,2055.28,2134.7,2451.29,3698.84
-2.25102,0.959296,0.397249,3,11,0,3.46507,0.732234,0.344307,147.78,299792,0.382574,0.732234,0.344307,0.382574,0.387056,1.16759,1.25341,1.35959,1.38591,1.50716,2.43534,0.297896,0.397154,0.496795,0.51865,0.608632,1.02212,2.43534,1.02212,3550.32,1272.35,1673.8,2061.67,2144.54,2476.86,3808.1
-2.10874,0.959678,0.397249,2,7,0,2.51362,0.742913,0.35196,147.78,299792,0.379607,0.742913,0.35196,0.379607,0.397514,1.17184,1.25957,1.36791,1.39473,1.51817,2.45948,0.297376,0.396211,0.495304,0.517024,0.606394,1.01627,2.45948,1.01627,3474.48,1267.35,1665.81,2050.15,2132.19,2460.95,3775.19
-2.37655,0.761785,0.397249,2,5,0,3.46239,0.753675,0.379385,147.78,299792,0.368818,0.753675,0.379385,0.368818,0.435708,1.18713,1.28166,1.39756,1.42614,1.55718,2.54414,0.295513,0.392857,0.490041,0.511291,0.598554,0.996194,2.54414,0.996194,3341.69,1271.69,1666.59,2045.36,2125.96,2448.18,3727.72
-2.42291,0.940461,0.397249,3,11,0,4.99708,0.744989,0.339424,147.78,299792,0.384457,0.744989,0.339424,0.384457,0.380428,1.16489,1.24948,1.35427,1.38026,1.50012,2.41982,0.298228,0.397757,0.497751,0.519694,0.610071,1.02592,2.41982,1.02592,3505.63,1258.91,1657.02,2042.08,2124.4,2454.68,3779.52
-2.21303,0.99142,0.397249,3,11,0,2.70241,0.74755,0.367549,147.78,299792,0.373505,0.74755,0.367549,0.373505,0.419086,1.18052,1.27213,1.38479,1.41262,1.54043,2.50794,0.296317,0.394299,0.492297,0.513747,0.601903,1.00469,2.50794,1.00469,3404.43,1271.26,1668.13,2049.68,2130.98,2456.31,3751.76
-2.84013,0.98669,0.397249,3,11,0,3.20493,0.706724,0.288471,147.78,299792,0.40367,0.706724,0.288471,0.40367,0.31336,1.13705,1.20861,1.29846,1.32094,1.42543,2.25177,0.301681,0.404111,0.507948,0.530856,0.625637,1.06859,2.25177,1.06859,3889.42,1259.54,1667.68,2067.37,2153.43,2500.71,3917.75
-4.22062,0.677797,0.397249,1,3,0,4.35721,0.697758,0.29744,147.78,299792,0.400344,0.697758,0.29744,0.400344,0.324891,1.1419,1.21578,1.30832,1.33143,1.43872,2.2822,0.301075,0.402985,0.506125,0.528856,0.622824,1.06064,2.2822,1.06064,3902.33,1273.85,1684.82,2086.34,2172.68,2520.69,3935.82
-2.94308,1,0.397249,3,11,0,4.23526,0.760417,0.368268,147.78,299792,0.373222,0.760417,0.368268,0.373222,0.42009,1.18092,1.27271,1.38557,1.41345,1.54145,2.51016,0.296268,0.394211,0.492159,0.513597,0.601698,1.00417,2.51016,1.00417,3344.68,1260.95,1654.47,2032.76,2113.35,2435.85,3719.79
-2.47005,1,0.397249,3,7,0,3.07558,0.740435,0.368656,147.78,299792,0.373068,0.740435,0.368656,0.373068,0.420632,1.18113,1.27302,1.38599,1.41389,1.542,2.51135,0.296242,0.394164,0.492085,0.513516,0.601588,1.00389,2.51135,1.00389,3433.76,1277.8,1676.51,2059.75,2141.4,2468.1,3768.65
-2.70154,0.993187,0.397249,2,7,0,3.26066,0.73569,0.315989,147.78,299792,0.393391,0.73569,0.315989,0.393391,0.349111,1.152,1.23064,1.32867,1.35308,1.46602,2.34396,0.299818,0.400666,0.502391,0.524766,0.617106,1.04481,2.34396,1.04481,3631.75,1253.02,1653.67,2043.31,2126.87,2462.94,3820.71
-4.04562,0.670599,0.397249,1,3,0,4.58384,0.73284,0.296082,147.78,299792,0.400849,0.73284,0.296082,0.400849,0.323138,1.14116,1.21469,1.30683,1.32985,1.43671,2.27762,0.301167,0.403155,0.5064,0.529158,0.623248,1.06183,2.27762,1.06183,3720.79,1242.49,1643.61,2035.65,2119.96,2459.87,3842.77
-3.26541,0.553216,0.397249,2,7,0,4.45336,0.699236,0.274298,147.78,299792,0.408879,0.699236,0.274298,0.408879,0.295372,1.12944,1.19731,1.28286,1.30432,1.4043,2.20287,0.302637,0.405895,0.510854,0.534047,0.630146,1.08158,2.20287,1.08158,3991.97,1255.55,1665.25,2068.01,2154.92,2506.33,3948.63
-4.09346,0.75274,0.397249,2,3,0,4.17549,0.690455,0.277138,147.78,299792,0.40784,0.690455,0.277138,0.40784,0.298954,1.13096,1.19957,1.28599,1.30765,1.40854,2.21275,0.302446,0.405537,0.510269,0.533404,0.629236,1.07893,2.21275,1.07893,4030.12,1265.6,1678,2083.09,2170.47,2523.61,3971.27
-4.26562,0.601362,0.397249,2,3,0,5.28123,0.69094,0.28132,147.78,299792,0.406306,0.69094,0.28132,0.406306,0.304248,1.1332,1.2029,1.29059,1.31256,1.41478,2.22722,0.302164,0.40501,0.509411,0.532461,0.627902,1.07508,2.22722,1.07508,4008.98,1268.35,1680.79,2085.46,2172.69,2525.03,3966.87
-4.49292,0.903824,0.397249,3,11,0,5.62133,0.780608,0.458287,147.78,299792,0.336298,0.780608,0.458287,0.336298,0.551871,1.23169,1.34494,1.48125,1.51451,1.66572,2.7736,0.29018,0.383462,0.475603,0.495632,0.577497,0.94512,2.7736,0.94512,3026.76,1279.55,1663.91,2027.58,2104.41,2409.94,3605.7
-5.42427,0.984285,0.397249,2,3,0,5.62527,0.786354,0.48485,147.78,299792,0.324807,0.786354,0.48485,0.324807,0.593074,1.24679,1.36605,1.50879,1.54352,1.70102,2.84672,0.288402,0.380396,0.470979,0.490638,0.570881,0.929808,2.84672,0.929808,2946.44,1282.77,1664.12,2023.56,2099.35,2400.31,3573.77
-4.24692,0.999109,0.397249,3,7,0,5.87113,0.770942,0.458285,147.78,299792,0.336298,0.770942,0.458285,0.336298,0.551868,1.23169,1.34494,1.48124,1.51451,1.66571,2.77359,0.29018,0.383463,0.475603,0.495633,0.577497,0.945121,2.77359,0.945121,3064.72,1287.44,1674.16,2040.07,2117.38,2424.78,3627.92
-3.50479,1,0.397249,3,7,0,4.24321,0.771906,0.427276,147.78,299792,0.349355,0.771906,0.427276,0.349355,0.505102,1.21411,1.32015,1.44867,1.48016,1.62372,2.68573,0.292268,0.387106,0.481152,0.501639,0.585515,0.964123,2.68573,0.964123,3135.25,1276.15,1664.36,2033.48,2111.67,2423.15,3648.38
-2.46557,0.996492,0.397249,3,11,0,4.25195,0.718945,0.300765,147.78,299792,0.399105,0.718945,0.300765,0.399105,0.329195,1.1437,1.21844,1.31197,1.33532,1.44363,2.29339,0.30085,0.402569,0.505452,0.528118,0.621789,1.05774,2.29339,1.05774,3774.28,1257.45,1662.48,2057.87,2142.84,2485.22,3875.75
-2.92125,0.995172,0.397249,2,5,0,3.06758,0.705467,0.290873,147.78,299792,0.402782,0.705467,0.290873,0.402782,0.316437,1.13835,1.21053,1.3011,1.32375,1.42899,2.25996,0.301519,0.403809,0.507459,0.530319,0.62488,1.06644,2.25996,1.06644,3886.42,1262.36,1670.94,2070.8,2156.86,2504.07,3919.42
-2.23979,0.933081,0.397249,2,7,0,4.38489,0.732951,0.322408,147.78,299792,0.39096,0.732951,0.322408,0.39096,0.357609,1.15552,1.2358,1.33569,1.36054,1.47541,2.36497,0.299383,0.399867,0.501112,0.523366,0.615158,1.03952,2.36497,1.03952,3622.21,1259.24,1660.65,2050.43,2133.95,2469.61,3822.92
-3.36385,0.973685,0.397249,3,7,0,5.3287,0.769507,0.425103,147.78,299792,0.350256,0.769507,0.425103,0.350256,0.501879,1.21288,1.31841,1.44638,1.47773,1.62075,2.67946,0.292415,0.387364,0.481546,0.502067,0.58609,0.965503,2.67946,0.965503,3150.48,1277.32,1666.24,2036.17,2114.54,2426.81,3655.59
-3.1183,0.913738,0.397249,2,3,0,4.10689,0.767154,0.41406,147.78,299792,0.354808,0.767154,0.41406,0.354808,0.485608,1.20664,1.30955,1.43466,1.46537,1.60556,2.6474,0.293162,0.388679,0.483566,0.504257,0.589033,0.972624,2.6474,0.972624,3188.42,1275.1,1665.14,2036.85,2115.68,2430,3669.32
-5.65156,0.939115,0.397249,2,7,0,7.18043,0.790473,0.476411,147.78,299792,0.328489,0.790473,0.476411,0.328489,0.579871,1.24199,1.35936,1.50007,1.53435,1.68987,2.8237,0.288966,0.381365,0.472435,0.49221,0.572958,0.934581,2.8237,0.934581,2949.08,1277.09,1657.98,2017.42,2093.26,2394.52,3570.54
-4.47816,0.997899,0.397249,3,7,0,6.15145,0.768705,0.462694,147.78,299792,0.334411,0.768705,0.462694,0.334411,0.558635,1.2342,1.34845,1.48584,1.51935,1.67162,2.78587,0.289884,0.38295,0.474827,0.494794,0.576383,0.94252,2.78587,0.94252,3063.49,1290.66,1677.68,2043.62,2120.91,2428.17,3629.92
-3.0471,0.997894,0.397249,2,7,0,4.88234,0.763776,0.41544,147.78,299792,0.354242,0.763776,0.41544,0.354242,0.487631,1.20742,1.31066,1.43613,1.46692,1.60747,2.65143,0.293069,0.388514,0.483312,0.503982,0.588662,0.971725,2.65143,0.971725,3198.93,1278.41,1669.24,2041.6,2120.56,2435.36,3676.28
-2.20187,1,0.397249,4,15,0,3.0654,0.726027,0.317272,147.78,299792,0.392906,0.726027,0.317272,0.392906,0.350804,1.1527,1.23167,1.33007,1.35457,1.4679,2.34817,0.299731,0.400506,0.502135,0.524486,0.616715,1.04375,2.34817,1.04375,3675.39,1262.01,1665.29,2057.36,2141.43,2479.49,3844.73
-5.51217,0.423347,0.397249,3,11,0,5.89332,0.747681,0.438138,147.78,299792,0.344823,0.747681,0.438138,0.344823,0.52132,1.22026,1.32885,1.46013,1.49225,1.63853,2.71683,0.291535,0.385822,0.479189,0.499513,0.58267,0.95732,2.71683,0.95732,3209.25,1300.28,1694.05,2067.8,2146.89,2461.77,3698.06
-3.81097,1,0.397249,2,3,0,5.93559,0.770551,0.444348,147.78,299792,0.342213,0.770551,0.444348,0.342213,0.530671,1.22378,1.33382,1.46666,1.49913,1.64695,2.73445,0.291117,0.385092,0.478077,0.498309,0.581061,0.953504,2.73445,0.953504,3099.03,1283.22,1670.85,2038.39,2116.14,2425.51,3638.99
-4.85585,0.911696,0.397249,2,3,0,4.88463,0.785511,0.440207,147.78,299792,0.343955,0.785511,0.440207,0.343955,0.524429,1.22144,1.33051,1.46231,1.49455,1.64134,2.72271,0.291396,0.385579,0.478818,0.499111,0.582132,0.956043,2.72271,0.956043,3049.77,1269.72,1653.92,2018.45,2095.59,2402.61,3607.66
-3.85823,0.962778,0.397249,3,7,0,5.36416,0.746733,0.410613,147.78,299792,0.35622,0.746733,0.410613,0.35622,0.480566,1.2047,1.30678,1.431,1.46149,1.6008,2.63731,0.293395,0.389091,0.484201,0.504946,0.58996,0.974884,2.63731,0.974884,3284.87,1290.81,1686.24,2063.32,2143.31,2462.34,3721.05
-2.42857,0.975117,0.397249,2,7,0,4.01822,0.749734,0.35125,147.78,299792,0.379883,0.749734,0.35125,0.379883,0.39654,1.17144,1.259,1.36713,1.39391,1.51715,2.45725,0.297424,0.396298,0.495442,0.517174,0.6066,1.01681,2.45725,1.01681,3445.12,1261.29,1657.97,2040.65,2122.35,2449.74,3758.76
-2.68957,0.676513,0.397249,2,3,0,4.45498,0.753972,0.355012,147.78,299792,0.378418,0.753972,0.355012,0.378418,0.401709,1.17353,1.26203,1.37122,1.39824,1.52254,2.46904,0.297169,0.395835,0.494712,0.516379,0.605507,1.01397,2.46904,1.01397,3413.92,1259.72,1655.22,2036.46,2117.81,2443.71,3745.48
-2.58554,0.969054,0.397249,3,11,0,3.20132,0.724219,0.335287,147.78,299792,0.386046,0.724219,0.335287,0.386046,0.374841,1.16261,1.24615,1.34976,1.37548,1.49413,2.4066,0.298509,0.398268,0.498563,0.520581,0.611298,1.02917,2.4066,1.02917,3620.39,1274.25,1677.99,2068.86,2152.47,2488.04,3835.74
-2.13646,0.93533,0.397249,2,3,0,3.19356,0.736643,0.348289,147.78,299792,0.381032,0.736643,0.348289,0.381032,0.392487,1.1698,1.25662,1.36392,1.3905,1.5129,2.44793,0.297626,0.396662,0.496018,0.517802,0.607464,1.01906,2.44793,1.01906,3515.98,1270.73,1670.92,2057.24,2139.74,2470.46,3793.8
-2.24607,0.9946,0.397249,3,15,0,2.29131,0.726772,0.330447,147.78,299792,0.387899,0.726772,0.330447,0.387899,0.368336,1.15994,1.24226,1.34448,1.36987,1.48711,2.39103,0.298837,0.398868,0.499518,0.521624,0.612741,1.03302,2.39103,1.03302,3624.49,1269.27,1672.34,2063,2146.61,2482.38,3832.79
-2.5648,0.722512,0.397249,3,7,0,3.76223,0.713087,0.300723,147.78,299792,0.399121,0.713087,0.300723,0.399121,0.329141,1.14368,1.2184,1.31192,1.33527,1.44357,2.29325,0.300853,0.402574,0.50546,0.528127,0.621802,1.05778,2.29325,1.05778,3805.45,1262.51,1669.17,2066.16,2151.47,2495.24,3891.44
-2.41986,0.99789,0.397249,3,9,0,2.85366,0.755348,0.378573,147.78,299792,0.369141,0.755348,0.378573,0.369141,0.43456,1.18668,1.28101,1.39669,1.42522,1.55604,2.54167,0.295568,0.392956,0.490195,0.511459,0.598782,0.996769,2.54167,0.996769,3336.65,1269.93,1664.43,2042.87,2123.41,2445.4,3724.27
-3.37049,0.973467,0.397249,3,11,0,4.10111,0.699691,0.270316,147.78,299792,0.410332,0.699691,0.270316,0.410332,0.290371,1.12731,1.19415,1.27848,1.29965,1.39834,2.18895,0.302905,0.406397,0.511675,0.53495,0.631427,1.08532,2.18895,1.08532,4007.04,1252.03,1661.39,2064.26,2151.25,2503.19,3950.17
-2.17263,0.972731,0.397249,3,15,0,4.09973,0.745546,0.352264,147.78,299792,0.379488,0.745546,0.352264,0.379488,0.397932,1.17201,1.25982,1.36824,1.39508,1.51861,2.46043,0.297356,0.396173,0.495245,0.516959,0.606305,1.01604,2.46043,1.01604,3461.23,1265.3,1663.06,2046.7,2128.59,2456.72,3768.38
-2.73369,0.841151,0.397249,1,3,0,3.04715,0.736059,0.366057,147.78,299792,0.374092,0.736059,0.366057,0.374092,0.417006,1.17968,1.27093,1.38318,1.41091,1.5383,2.50334,0.296418,0.394482,0.492583,0.514059,0.602329,1.00578,2.50334,1.00578,3462.19,1280.28,1680.23,2064.86,2146.83,2474.89,3781.67
-2.19108,1,0.397249,2,7,0,2.83299,0.744884,0.364428,147.78,299792,0.374733,0.744884,0.364428,0.374733,0.414739,1.17877,1.26961,1.38142,1.40905,1.53599,2.49831,0.296529,0.394681,0.492896,0.514399,0.602795,1.00698,2.49831,1.00698,3426.18,1271.98,1669.64,2052.19,2133.73,2460.12,3760.76
-3.08909,0.939208,0.397249,3,13,0,3.36038,0.759383,0.415706,147.78,299792,0.354132,0.759383,0.415706,0.354132,0.488022,1.20757,1.31087,1.43641,1.46721,1.60783,2.6522,0.293051,0.388482,0.483264,0.503929,0.588591,0.971551,2.6522,0.971551,3216.74,1282.15,1674.08,2047.48,2126.65,2442.31,3686.55
-2.9285,0.815303,0.397249,3,9,0,4.48027,0.738776,0.376077,147.78,299792,0.370132,0.738776,0.376077,0.370132,0.431041,1.18528,1.279,1.394,1.42237,1.55251,2.53408,0.295738,0.393259,0.490669,0.511975,0.599485,0.998545,2.53408,0.998545,3418.96,1282.74,1681.66,2064.53,2146.03,2471.95,3767.13
-3.23652,0.795275,0.397249,3,11,0,5.30965,0.75751,0.417906,147.78,299792,0.353228,0.75751,0.417906,0.353228,0.491254,1.20881,1.31264,1.43875,1.46968,1.61086,2.65861,0.292902,0.38822,0.48286,0.503492,0.588003,0.970124,2.65861,0.970124,3218.94,1284.55,1676.85,2050.46,2129.67,2445.39,3689.4
-2.83767,0.897191,0.397249,3,15,0,4.29976,0.763127,0.386551,147.78,299792,0.365957,0.763127,0.386551,0.365957,0.445872,1.19115,1.28743,1.40527,1.43429,1.56727,2.56582,0.295027,0.391987,0.488686,0.509818,0.596551,0.991165,2.56582,0.991165,3279.9,1267.09,1659.32,2035,2114.88,2434.05,3699.49
-2.67629,1,0.397249,1,1,0,2.80888,0.760903,0.387802,147.78,299792,0.365456,0.760903,0.387802,0.365456,0.447655,1.19186,1.28844,1.40661,1.43572,1.56902,2.56958,0.294942,0.391836,0.488451,0.509562,0.596203,0.990295,2.56958,0.990295,3285.96,1269.46,1662.21,2038.29,2118.26,2437.7,3703.88
-3.10703,0.828008,0.397249,2,7,0,4.4381,0.75604,0.350815,147.78,299792,0.380052,0.75604,0.350815,0.380052,0.395945,1.1712,1.25865,1.36666,1.39341,1.51653,2.45588,0.297454,0.396351,0.495526,0.517266,0.606727,1.01714,2.45588,1.01714,3417.76,1255.86,1650.92,2032.07,2113.44,2439.55,3743.59
-3.48565,0.959141,0.397249,2,7,0,3.85747,0.730264,0.366117,147.78,299792,0.374069,0.730264,0.366117,0.374069,0.41709,1.17972,1.27097,1.38325,1.41098,1.53839,2.50353,0.296414,0.394474,0.492572,0.514046,0.602312,1.00574,2.50353,1.00574,3489.48,1285.31,1686.82,2072.95,2155.24,2484.56,3796.39
-3.40485,1,0.397249,2,7,0,4.47381,0.763514,0.366441,147.78,299792,0.373941,0.763514,0.366441,0.373941,0.417542,1.1799,1.27124,1.3836,1.41136,1.53885,2.50453,0.296392,0.394435,0.492509,0.513978,0.602219,1.0055,2.50453,1.0055,3336.55,1257.56,1650.34,2028.06,2108.55,2430.67,3713.72
-3.44608,0.984833,0.397249,2,3,0,3.74016,0.743791,0.396856,147.78,299792,0.361812,0.743791,0.396856,0.361812,0.460625,1.19694,1.29572,1.41632,1.44598,1.58169,2.59667,0.294327,0.390742,0.486753,0.507717,0.593703,0.98408,2.59667,0.98408,3335.79,1287.69,1684.5,2063.83,2144.41,2466.1,3738.75
-3.16691,0.847939,0.397249,1,3,0,5.41039,0.764582,0.376975,147.78,299792,0.369776,0.764582,0.376975,0.369776,0.432306,1.18579,1.27972,1.39497,1.42339,1.55378,2.53681,0.295677,0.39315,0.490498,0.511789,0.599232,0.997905,2.53681,0.997905,3300.96,1261.62,1653.82,2030.16,2110.27,2430.58,3703.23
-3.1473,1,0.397249,2,3,0,3.36845,0.75175,0.406721,147.78,299792,0.357809,0.75175,0.406721,0.357809,0.474896,1.2025,1.30365,1.42685,1.45711,1.59541,2.62588,0.293659,0.389557,0.48492,0.505726,0.591012,0.977456,2.62588,0.977456,3273.42,1285.01,1679.31,2055.57,2135.42,2453.97,3711.72
-2.08932,0.982824,0.397249,3,11,0,3.38734,0.73292,0.333663,147.78,299792,0.386669,0.73292,0.333663,0.386669,0.372654,1.16171,1.24484,1.34799,1.3736,1.49178,2.40138,0.298619,0.39847,0.498883,0.520931,0.611781,1.03046,2.40138,1.03046,3582.98,1265.85,1667.23,2055.96,2139.13,2473,3814.46
-2.10648,0.989093,0.397249,3,11,0,2.35499,0.741032,0.352975,147.78,299792,0.379212,0.741032,0.352975,0.379212,0.398909,1.1724,1.26039,1.36901,1.3959,1.51962,2.46266,0.297307,0.396086,0.495107,0.516809,0.606099,1.0155,2.46266,1.0155,3480.04,1269.46,1668.4,2053.12,2135.23,2464.24,3779.13
-2.75335,0.915606,0.397249,3,15,0,3.19481,0.758307,0.367192,147.78,299792,0.373646,0.758307,0.367192,0.373646,0.418588,1.18032,1.27184,1.38441,1.41221,1.53992,2.50684,0.296341,0.394343,0.492366,0.513822,0.602005,1.00495,2.50684,1.00495,3357.21,1262.17,1656.26,2035.17,2115.91,2439.01,3725.7
-2.75335,0.889253,0.397249,1,1,0,3.10417,0.758307,0.367192,147.78,299792,0.373646,0.758307,0.367192,0.373646,0.418588,1.18032,1.27184,1.38441,1.41221,1.53992,2.50684,0.296341,0.394343,0.492366,0.513822,0.602005,1.00495,2.50684,1.00495,3357.21,1262.17,1656.26,2035.17,2115.91,2439.01,3725.7
-4.16053,0.82096,0.397249,2,7,0,5.27443,0.75856,0.440666,147.78,299792,0.343762,0.75856,0.440666,0.343762,0.52512,1.2217,1.33087,1.46279,1.49506,1.64196,2.72402,0.291365,0.385525,0.478735,0.499022,0.582013,0.95576,2.72402,0.95576,3157,1291.92,1682.76,2053.58,2132.03,2444.32,3669.95
-4.047,0.834974,0.397249,1,3,0,5.99986,0.7786,0.430544,147.78,299792,0.347996,0.7786,0.430544,0.347996,0.509962,1.21596,1.32277,1.45213,1.4838,1.62819,2.69512,0.292048,0.386719,0.480559,0.500997,0.584655,0.962059,2.69512,0.962059,3100.25,1271.9,1658.29,2025.49,2103.25,2412.95,3630.49
-4.29966,0.99319,0.397249,3,7,0,5.27506,0.780264,0.446671,147.78,299792,0.341232,0.780264,0.446671,0.341232,0.534184,1.2251,1.33567,1.4691,1.5017,1.65009,2.74101,0.29096,0.384819,0.477662,0.49786,0.580462,0.952089,2.74101,0.952089,3054.98,1276.09,1661.2,2026.23,2103.42,2410.58,3614.9
-4.54909,0.999441,0.397249,2,3,0,4.718,0.769598,0.465327,147.78,299792,0.33328,0.769598,0.465327,0.33328,0.56269,1.23569,1.35055,1.48858,1.52224,1.67513,2.79317,0.289707,0.382645,0.474365,0.494295,0.575721,0.940979,2.79317,0.940979,3053.93,1290.74,1677.37,2042.81,2119.98,2426.71,3625.94
-5.11704,0.897072,0.397249,1,3,0,6.24948,0.785952,0.470941,147.78,299792,0.33086,0.785952,0.470941,0.33086,0.571368,1.23888,1.35501,1.49441,1.52838,1.68261,2.80867,0.289331,0.381995,0.473385,0.493236,0.574317,0.93772,2.80867,0.93772,2977.97,1279.11,1661.42,2022.47,2098.68,2401.51,3584.54
-4.62989,0.99437,0.397249,2,3,0,5.21235,0.780632,0.465103,147.78,299792,0.333377,0.780632,0.465103,0.333377,0.562345,1.23557,1.35037,1.48835,1.52199,1.67484,2.79255,0.289722,0.382671,0.474405,0.494337,0.575777,0.941109,2.79255,0.941109,3011.26,1281.64,1665.59,2028.49,2105.13,2409.74,3600.74
