# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 11:39:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpd5wvro_r/spscid6m.json
# init = /tmp/tmpd5wvro_r/9xvngoso.json
# random
#   seed = 24453
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CMB/CMB-20230724123932.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,OL,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
-2.83984,0.998862,0.0383081,4,19,0,3.52514,0.67084,0.0488856,0.268373,4.15e-05,9.22168e-05,0.682649,0.67084,0.0488856,0.268373,9.22168e-05,0.682649,0.061709,0.548434,1092.43,0,0,3.10822,3.10822,0.032366,301.698,1.75073,0.0219998,0.128154,0.0100288,-0.000280198
-1.87466,0.99679,0.0383081,5,39,0,3.32779,0.674574,0.048418,0.263763,4.15e-05,9.11987e-05,0.687728,0.674574,0.048418,0.263763,9.11987e-05,0.687728,0.0616392,0.548403,1092.32,0,0,3.12843,3.12843,0.0325843,301.626,1.74795,0.0220327,0.0557701,0.00725444,-0.00024734
-3.38001,0.714372,0.0383081,2,3,0,5.49502,0.674564,0.0484324,0.26269,4.15e-05,9.12015e-05,0.688787,0.674564,0.0484324,0.26269,9.12015e-05,0.688787,0.0616267,0.548398,1092.27,0,0,3.13267,3.13267,0.0326116,301.781,1.74735,0.0220385,0.211493,0.00665,-0.000241478
-3.35862,0.999375,0.0383081,5,35,0,3.938,0.674409,0.0484111,0.262859,4.15e-05,9.12433e-05,0.688639,0.674409,0.0484111,0.262859,9.12433e-05,0.688639,0.0616687,0.548416,1092.3,0,0,3.13207,3.13207,0.0326062,301.774,1.74743,0.0220187,0.203878,0.00673125,-0.000261268
-4.85254,0.798217,0.0383081,1,3,0,8.88079,0.674253,0.0480024,0.262839,4.15e-05,9.12857e-05,0.689067,0.674253,0.0480024,0.262839,9.12857e-05,0.689067,0.0620883,0.548599,1092.57,0,0,3.13379,3.13379,0.0326358,301.666,1.74719,0.0218227,0.0960328,0.00648947,-0.000457332
-5.25261,0.971144,0.0383081,2,3,0,5.45541,0.674317,0.0479506,0.26299,4.15e-05,9.12684e-05,0.688968,0.674317,0.0479506,0.26299,9.12684e-05,0.688968,0.0621302,0.548617,1092.6,0,0,3.1334,3.1334,0.0326368,301.618,1.74725,0.0218033,0.0484658,0.00654854,-0.000476725
-4.97772,0.986836,0.0383081,5,63,0,8.97046,0.685633,0.04671,0.248208,4.15e-05,8.82806e-05,0.704994,0.685633,0.04671,0.248208,8.82806e-05,0.704994,0.0617981,0.548473,1092.13,0,0,3.20052,3.20052,0.0333321,301.653,1.73809,0.021958,0.0827989,-0.00261387,-0.000321995
-1.4688,0.983683,0.0383081,3,7,0,6.61028,0.687855,0.0475451,0.248708,4.15e-05,8.7711e-05,0.703659,0.687855,0.0475451,0.248708,8.7711e-05,0.703659,0.0606724,0.547968,1091.48,0,0,3.19485,3.19485,0.0332858,301.537,1.73893,0.0224957,-0.0329235,-0.00177041,0.000215722
-1.60617,0.917748,0.0383081,5,47,0,3.49543,0.684733,0.0476248,0.25264,4.15e-05,8.85127e-05,0.699646,0.684733,0.0476248,0.25264,8.85127e-05,0.699646,0.0610161,0.548125,1091.77,0,0,3.17769,3.17769,0.0331172,301.445,1.74126,0.0223293,-0.125045,0.00056145,4.93151e-05
-0.687009,0.948195,0.0383081,2,3,0,2.35698,0.684029,0.0477445,0.25243,4.15e-05,8.8695e-05,0.699737,0.684029,0.0477445,0.25243,8.8695e-05,0.699737,0.0609951,0.548116,1091.73,0,0,3.17804,3.17804,0.0331018,301.618,1.74119,0.0223394,0.0484139,0.000490138,5.94297e-05
-1.39956,0.990361,0.0383081,5,55,0,1.87796,0.682116,0.0474533,0.253834,4.15e-05,8.91931e-05,0.698624,0.682116,0.0474533,0.253834,8.91931e-05,0.698624,0.0615405,0.54836,1092.09,0,0,3.1733,3.1733,0.0330547,301.598,1.74181,0.0220792,0.0280351,0.00111242,-0.000200796
-1.50769,0.943686,0.0383081,3,7,0,4.3177,0.682836,0.0473515,0.253088,4.15e-05,8.90052e-05,0.699471,0.682836,0.0473515,0.253088,8.90052e-05,0.699471,0.0615424,0.548361,1092.08,0,0,3.17689,3.17689,0.0330955,301.566,1.74133,0.0220783,-0.00423934,0.000627665,-0.000201677
-3.39609,0.951263,0.0383081,6,71,0,8.11821,0.669955,0.0491888,0.269647,4.15e-05,9.24606e-05,0.681072,0.669955,0.0491888,0.269647,9.24606e-05,0.681072,0.0615433,0.548361,1092.34,0,0,3.10204,3.10204,0.0322956,301.755,1.75158,0.0220779,0.184836,0.0108838,-0.00020208
-3.42694,0.91965,0.0383081,3,7,0,4.29063,0.670311,0.0493735,0.269937,4.15e-05,9.23624e-05,0.680597,0.670311,0.0493735,0.269937,9.23624e-05,0.680597,0.061319,0.548261,1092.22,0,0,3.10021,3.10021,0.0322799,301.723,1.75185,0.0221843,0.152841,0.0111528,-9.56631e-05
-3.90648,0.992761,0.0383081,4,19,0,4.0298,0.669007,0.0492534,0.270693,4.15e-05,9.27227e-05,0.679961,0.669007,0.0492534,0.270693,9.27227e-05,0.679961,0.0616143,0.548392,1092.4,0,0,3.0977,3.0977,0.0322483,301.775,1.75218,0.0220444,0.204851,0.0114783,-0.000235621
-1.89448,0.98814,0.0383081,5,51,0,5.01928,0.679051,0.0478723,0.258552,4.15e-05,9.00001e-05,0.693486,0.679051,0.0478723,0.258552,9.00001e-05,0.693486,0.0615507,0.548364,1092.19,0,0,3.1519,3.1519,0.0328408,301.515,1.74475,0.0220744,-0.0552854,0.00405121,-0.00020558
-1.50403,0.978531,0.0383081,3,7,0,4.05251,0.680184,0.0479277,0.257658,4.15e-05,8.97006e-05,0.694325,0.680184,0.0479277,0.257658,8.97006e-05,0.694325,0.0613412,0.548271,1092.05,0,0,3.15538,3.15538,0.0328794,301.493,1.74429,0.0221738,-0.0767364,0.00358737,-0.000106243
-1.12213,0.8162,0.0383081,1,3,0,3.56109,0.679914,0.048171,0.257245,4.15e-05,8.97718e-05,0.694494,0.679914,0.048171,0.257245,8.97718e-05,0.694494,0.0611424,0.548182,1091.9,0,0,3.15606,3.15606,0.0328669,301.673,1.74418,0.0222687,0.102744,0.00347856,-1.13268e-05
-1.33676,0.986874,0.0383081,6,95,0,3.79014,0.685825,0.0475738,0.251301,4.15e-05,8.82312e-05,0.701037,0.685825,0.0475738,0.251301,8.82312e-05,0.701037,0.0609181,0.548081,1091.69,0,0,3.1836,3.1836,0.0331768,301.463,1.74046,0.0223766,-0.107142,-0.000241701,9.65935e-05
-1.19016,0.988311,0.0383081,2,7,0,2.17098,0.684765,0.0474628,0.250677,4.15e-05,8.85045e-05,0.701772,0.684765,0.0474628,0.250677,8.85045e-05,0.701772,0.0611701,0.548195,1091.8,0,0,3.18668,3.18668,0.033186,301.671,1.74,0.0222554,0.100876,-0.000703733,-2.45678e-05
-2.40385,0.804872,0.0383081,5,63,0,5.94242,0.682256,0.0479341,0.255985,4.15e-05,8.91566e-05,0.695992,0.682256,0.0479341,0.255985,8.91566e-05,0.695992,0.061052,0.548141,1091.86,0,0,3.16234,3.16234,0.0329588,301.43,1.74336,0.022312,-0.139683,0.00265883,3.20436e-05
-0.714427,0.831885,0.0383081,2,7,0,5.05014,0.681166,0.0478651,0.255452,4.15e-05,8.9442e-05,0.696594,0.681166,0.0478651,0.255452,8.9442e-05,0.696594,0.0612676,0.548238,1091.94,0,0,3.16479,3.16479,0.0329611,301.643,1.74298,0.0222088,0.0727122,0.00228225,-7.11691e-05
-0.547122,0.999802,0.0383081,2,3,0,0.735496,0.68124,0.0478491,0.25558,4.15e-05,8.94226e-05,0.696481,0.68124,0.0478491,0.25558,8.94226e-05,0.696481,0.0612731,0.548241,1091.96,0,0,3.16432,3.16432,0.0329601,301.608,1.74305,0.0222062,0.0380219,0.0023504,-7.38023e-05
-0.606103,0.987354,0.0383081,2,7,0,0.755497,0.681404,0.0479412,0.255507,4.15e-05,8.93797e-05,0.696462,0.681404,0.0479412,0.255507,8.93797e-05,0.696462,0.0611613,0.548191,1091.88,0,0,3.16425,3.16425,0.0329574,301.625,1.74306,0.0222596,0.055456,0.00236346,-2.03643e-05
-0.980651,0.983971,0.0383081,4,31,0,1.92769,0.680285,0.0478011,0.256291,4.15e-05,8.9674e-05,0.695818,0.680285,0.0478011,0.256291,8.9674e-05,0.695818,0.0614506,0.54832,1092.07,0,0,3.16154,3.16154,0.0329286,301.631,1.74342,0.0221218,0.0608351,0.00271894,-0.000158233
-2.05961,0.963109,0.0383081,3,7,0,2.62424,0.67994,0.0476083,0.25627,4.15e-05,8.97651e-05,0.696032,0.67994,0.0476083,0.25627,8.97651e-05,0.696032,0.0616869,0.548424,1092.21,0,0,3.16242,3.16242,0.0329389,301.621,1.74329,0.0220102,0.0506607,0.00258859,-0.000269822
-2.23401,0.999048,0.0383081,6,95,0,3.66973,0.693387,0.046274,0.240407,4.15e-05,8.63171e-05,0.713233,0.693387,0.046274,0.240407,8.63171e-05,0.713233,0.0611859,0.548202,1091.63,0,0,3.23703,3.23703,0.0337251,301.54,1.73319,0.0222479,-0.0304861,-0.00750744,-3.21428e-05
-2.264,0.998797,0.0383081,4,31,0,3.28742,0.693841,0.0462671,0.239827,4.15e-05,8.62041e-05,0.71382,0.693841,0.0462671,0.239827,8.62041e-05,0.71382,0.0611319,0.548178,1091.59,0,0,3.23969,3.23969,0.0337504,301.56,1.73284,0.0222737,-0.0103604,-0.00786495,-6.28902e-06
-2.38006,0.888984,0.0383081,3,11,0,4.00759,0.693349,0.0466921,0.240781,4.15e-05,8.63264e-05,0.712441,0.693349,0.0466921,0.240781,8.63264e-05,0.712441,0.0607738,0.548015,1091.38,0,0,3.23348,3.23348,0.0336777,301.632,1.73368,0.0224464,0.0621221,-0.00702062,0.000166444
-3.28593,0.78078,0.0383081,2,3,0,5.32004,0.693388,0.0466899,0.240464,4.15e-05,8.63169e-05,0.71276,0.693388,0.0466899,0.240464,8.63169e-05,0.71276,0.0607708,0.548013,1091.37,0,0,3.23491,3.23491,0.0336879,301.674,1.73348,0.0224479,0.103999,-0.00721878,0.000167863
-1.64453,0.800377,0.0383081,2,3,0,5.26936,0.693803,0.0464393,0.240915,4.15e-05,8.62135e-05,0.712559,0.693803,0.0464393,0.240915,8.62135e-05,0.712559,0.0609645,0.548102,1091.52,0,0,3.23403,3.23403,0.0337029,301.459,1.73362,0.0223542,-0.111246,-0.00707997,7.41912e-05
-1.43474,0.986015,0.0383081,4,19,0,1.98246,0.692533,0.0468152,0.242226,4.15e-05,8.65302e-05,0.710873,0.692533,0.0468152,0.242226,8.65302e-05,0.710873,0.060761,0.548009,1091.41,0,0,3.22648,3.22648,0.0336112,301.574,1.73463,0.0224527,0.00409852,-0.0060657,0.000172653
-2.52137,0.897878,0.0383081,4,23,0,3.60803,0.690537,0.0465781,0.244633,4.15e-05,8.70311e-05,0.708702,0.690537,0.0465781,0.244633,8.70311e-05,0.708702,0.0612644,0.548237,1091.78,0,0,3.21684,3.21684,0.0335279,301.421,1.73593,0.0222104,-0.149153,-0.00476603,-6.96322e-05
-0.809389,0.990437,0.0383081,2,7,0,2.94576,0.690568,0.0469389,0.244818,4.15e-05,8.70233e-05,0.708156,0.690568,0.0469389,0.244818,8.70233e-05,0.708156,0.0609018,0.548073,1091.55,0,0,3.21444,3.21444,0.0334927,301.512,1.73626,0.0223844,-0.05774,-0.00443622,0.000104425
-1.61499,0.973258,0.0383081,5,47,0,2.99637,0.694158,0.0466952,0.240878,4.15e-05,8.61254e-05,0.71234,0.694158,0.0466952,0.240878,8.61254e-05,0.71234,0.0606629,0.547964,1091.34,0,0,3.23307,3.23307,0.033688,301.502,1.73376,0.0225003,-0.0684862,-0.00693984,0.000220347
-1.61751,0.985821,0.0383081,3,7,0,1.79035,0.693995,0.0467053,0.240841,4.15e-05,8.61659e-05,0.712367,0.693995,0.0467053,0.240841,8.61659e-05,0.712367,0.0606747,0.547969,1091.34,0,0,3.23318,3.23318,0.0336855,301.534,1.73374,0.0224946,-0.035782,-0.00696054,0.000214615
-2.17642,0.774744,0.0383081,2,7,0,4.06617,0.693974,0.046417,0.241009,4.15e-05,8.6171e-05,0.712488,0.693974,0.046417,0.241009,8.6171e-05,0.712488,0.060964,0.548102,1091.53,0,0,3.23373,3.23373,0.0337049,301.412,1.73367,0.0223544,-0.157859,-0.0070316,7.44381e-05
-2.05848,0.994638,0.0383081,4,19,0,2.71855,0.69493,0.0463473,0.239838,4.15e-05,8.59341e-05,0.713728,0.69493,0.0463473,0.239838,8.59341e-05,0.713728,0.060906,0.548075,1091.47,0,0,3.23932,3.23932,0.0337614,301.428,1.73292,0.0223824,-0.142351,-0.00778466,0.00010242
-3.04202,0.821749,0.0383081,2,7,0,4.59296,0.695512,0.0463652,0.23975,4.15e-05,8.57905e-05,0.713799,0.695512,0.0463652,0.23975,8.57905e-05,0.713799,0.0608107,0.548032,1091.43,0,0,3.23966,3.23966,0.0337721,301.363,1.73288,0.0224285,-0.206661,-0.00781602,0.000148516
-2.50998,0.961875,0.0383081,2,7,0,5.59943,0.695116,0.0461027,0.238653,4.15e-05,8.58881e-05,0.715159,0.695116,0.0461027,0.238653,8.58881e-05,0.715159,0.0611267,0.548175,1091.57,0,0,3.24577,3.24577,0.0338208,301.497,1.73202,0.0222762,-0.0726697,-0.00867536,-3.79851e-06
-1.11772,1,0.0383081,6,79,0,3.02104,0.681886,0.0475676,0.254116,4.15e-05,8.92533e-05,0.698227,0.681886,0.0475676,0.254116,8.92533e-05,0.698227,0.0614597,0.548324,1092.04,0,0,3.17163,3.17163,0.0330338,301.629,1.74204,0.0221175,0.0594172,0.00134003,-0.000162518
-1.6169,0.949778,0.0383081,3,7,0,1.88097,0.682683,0.0481286,0.254687,4.15e-05,8.9045e-05,0.697095,0.682683,0.0481286,0.254687,8.9045e-05,0.697095,0.0608063,0.54803,1091.66,0,0,3.16692,3.16692,0.0329859,301.619,1.74272,0.0224307,0.0489252,0.00201693,0.000150664
-2.46863,0.95757,0.0383081,3,7,0,4.10063,0.683492,0.048105,0.254705,4.15e-05,8.88345e-05,0.697101,0.683492,0.048105,0.254705,8.88345e-05,0.697101,0.0607196,0.54799,1091.63,0,0,3.16698,3.16698,0.0330005,301.491,1.74273,0.0224728,-0.0791643,0.00203204,0.000192776
-2.79022,0.995238,0.0383081,4,15,0,2.9462,0.684355,0.0480624,0.253755,4.15e-05,8.86105e-05,0.698094,0.684355,0.0480624,0.253755,8.86105e-05,0.698094,0.0606439,0.547955,1091.56,0,0,3.17116,3.17116,0.0330444,301.488,1.74217,0.0225096,-0.0824324,0.00146586,0.000229615
-2.70848,0.999546,0.0383081,5,47,0,3.67558,0.680889,0.0484718,0.257707,4.15e-05,8.95149e-05,0.693732,0.680889,0.0484718,0.257707,8.95149e-05,0.693732,0.0607212,0.54799,1091.67,0,0,3.15296,3.15296,0.0328463,301.566,1.74464,0.022472,-0.00441094,0.00393972,0.00019199
-0.696882,0.984929,0.0383081,2,7,0,4.10088,0.680106,0.048058,0.257521,4.15e-05,8.97211e-05,0.694331,0.680106,0.048058,0.257521,8.97211e-05,0.694331,0.0612254,0.54822,1091.97,0,0,3.1554,3.1554,0.0328715,301.568,1.74428,0.0222289,-0.00241661,0.00357982,-5.10503e-05
-0.728159,0.9994,0.0383081,6,95,0,1.34431,0.689393,0.0471298,0.246138,4.15e-05,8.732e-05,0.706645,0.689393,0.0471298,0.246138,8.732e-05,0.706645,0.0608716,0.548059,1091.55,0,0,3.2078,3.2078,0.0334192,301.551,1.73716,0.0223991,-0.0185809,-0.0035406,0.000119056
-1.46934,0.896492,0.0383081,3,15,0,2.55764,0.689457,0.0467062,0.24535,4.15e-05,8.73039e-05,0.707856,0.689457,0.0467062,0.24535,8.73039e-05,0.707856,0.0612822,0.548245,1091.79,0,0,3.21309,3.21309,0.0334784,301.515,1.73643,0.0222019,-0.0551954,-0.00427307,-7.81347e-05
-0.723663,0.998956,0.0383081,6,79,0,2.97034,0.679418,0.0481512,0.258075,4.15e-05,8.99029e-05,0.693683,0.679418,0.0481512,0.258075,8.99029e-05,0.693683,0.0612294,0.548221,1091.97,0,0,3.15271,3.15271,0.0328377,301.621,1.74464,0.022227,0.0510041,0.00394014,-5.29625e-05
-0.518466,0.989467,0.0383081,6,71,0,1.32787,0.6841,0.0474707,0.252155,4.15e-05,8.86766e-05,0.700286,0.6841,0.0474707,0.252155,8.86766e-05,0.700286,0.0612527,0.548232,1091.89,0,0,3.18036,3.18036,0.0331329,301.556,1.74087,0.0222159,-0.0143362,0.000169148,-6.40835e-05
-0.784038,0.984335,0.0383081,5,63,0,1.19149,0.68129,0.0477588,0.255732,4.15e-05,8.94096e-05,0.69642,0.68129,0.0477588,0.255732,8.94096e-05,0.69642,0.0613543,0.548277,1092.02,0,0,3.16408,3.16408,0.0329639,301.549,1.74309,0.0221675,-0.0210961,0.00238885,-0.000112488
-0.955986,0.994253,0.0383081,3,7,0,1.51535,0.680741,0.0477625,0.255691,4.15e-05,8.9554e-05,0.696457,0.680741,0.0477625,0.255691,8.9554e-05,0.696457,0.0614258,0.548309,1092.04,0,0,3.16421,3.16421,0.0329557,301.637,1.74305,0.0221335,0.0667598,0.0023547,-0.000146477
-0.86641,0.996475,0.0383081,5,47,0,1.43499,0.684799,0.0477714,0.252061,4.15e-05,8.84957e-05,0.70008,0.684799,0.0477714,0.252061,8.84957e-05,0.70008,0.0608647,0.548056,1091.65,0,0,3.17951,3.17951,0.0331226,301.569,1.741,0.0224024,-0.00116943,0.000302868,0.000122361
-1.88808,0.955405,0.0383081,3,7,0,2.05778,0.684911,0.0479508,0.25232,4.15e-05,8.84668e-05,0.699641,0.684911,0.0479508,0.25232,8.84668e-05,0.699641,0.0606763,0.54797,1091.54,0,0,3.17766,3.17766,0.0331025,301.576,1.74126,0.0224938,0.00585179,0.000563486,0.000213814
-3.54445,0.907634,0.0383081,6,79,0,6.3622,0.676318,0.0481627,0.260204,4.15e-05,9.0729e-05,0.691542,0.676318,0.0481627,0.260204,9.0729e-05,0.691542,0.061645,0.548406,1092.23,0,0,3.14386,3.14386,0.0327281,301.781,1.74581,0.0220299,0.211325,0.00511111,-0.000250068
-2.36959,1,0.0383081,2,3,0,3.54284,0.676907,0.0480374,0.260998,4.15e-05,9.05711e-05,0.690874,0.676907,0.0480374,0.260998,9.05711e-05,0.690874,0.0616853,0.548424,1092.31,0,0,3.14118,3.14118,0.0327262,301.541,1.74621,0.0220109,-0.0289698,0.00551164,-0.000269077
-2.16456,0.973274,0.0383081,2,5,0,3.9577,0.677203,0.0481676,0.261232,4.15e-05,9.0492e-05,0.69051,0.677203,0.0481676,0.261232,9.0492e-05,0.69051,0.061518,0.54835,1092.22,0,0,3.13972,3.13972,0.0327146,301.508,1.74643,0.0220898,-0.0623013,0.00572553,-0.00019015
-1.6099,0.959581,0.0383081,2,7,0,3.28959,0.677495,0.0484192,0.261356,4.15e-05,9.04141e-05,0.690134,0.677495,0.0484192,0.261356,9.04141e-05,0.690134,0.061235,0.548224,1092.05,0,0,3.1382,3.1382,0.0326963,301.531,1.74664,0.0222244,-0.0391745,0.0059439,-5.56325e-05
-1.27217,0.985138,0.0383081,4,23,0,1.96876,0.676223,0.0484345,0.2618,4.15e-05,9.07546e-05,0.689674,0.676223,0.0484345,0.2618,9.07546e-05,0.689674,0.0613953,0.548295,1092.13,0,0,3.1363,3.1363,0.0326624,301.661,1.74688,0.022148,0.091024,0.00617896,-0.000131988
-2.10752,0.917239,0.0383081,5,39,0,4.07151,0.676601,0.0480768,0.260467,4.15e-05,9.0653e-05,0.691366,0.676601,0.0480768,0.260467,9.0653e-05,0.691366,0.0616893,0.548425,1092.28,0,0,3.14316,3.14316,0.0327324,301.674,1.74592,0.0220091,0.104061,0.00522052,-0.000270948
-2.75569,0.96521,0.0383081,4,31,0,3.69529,0.675898,0.0489331,0.263787,4.15e-05,9.08417e-05,0.687189,0.675898,0.0489331,0.263787,9.08417e-05,0.687189,0.0609638,0.548101,1091.92,0,0,3.12632,3.12632,0.0325654,301.598,1.74828,0.0223545,0.0275018,0.00758199,7.45212e-05
-3.36321,0.972762,0.0383081,4,23,0,4.20943,0.673399,0.0492233,0.266993,4.15e-05,9.15174e-05,0.683692,0.673399,0.0492233,0.266993,9.15174e-05,0.683692,0.0610333,0.548133,1092.01,0,0,3.11239,3.11239,0.0324179,301.619,1.7502,0.0223211,0.0490879,0.00949673,4.10814e-05
-4.2438,0.990175,0.0383081,5,39,0,4.9111,0.670694,0.0494171,0.27082,4.15e-05,9.22571e-05,0.679671,0.670694,0.0494171,0.27082,9.22571e-05,0.679671,0.0612247,0.548219,1092.2,0,0,3.09664,3.09664,0.0322601,301.561,1.75237,0.0222293,-0.00857445,0.0116738,-5.07167e-05
-2.26183,0.9983,0.0383081,5,39,0,4.7746,0.674428,0.0489522,0.264908,4.15e-05,9.12384e-05,0.686048,0.674428,0.0489522,0.264908,9.12384e-05,0.686048,0.0611479,0.548185,1092.04,0,0,3.12173,3.12173,0.0325103,301.665,1.7489,0.022266,0.0948403,0.00819584,-1.39563e-05
-1.30472,0.991826,0.0383081,6,79,0,6.15467,0.678164,0.0480678,0.258839,4.15e-05,9.02359e-05,0.693003,0.678164,0.0480678,0.258839,9.02359e-05,0.693003,0.0614825,0.548334,1092.13,0,0,3.14988,3.14988,0.0328029,301.67,1.74501,0.0221066,0.0997458,0.00430891,-0.000173353
-1.104,0.955632,0.0383081,5,39,0,2.53635,0.682225,0.0475418,0.254355,4.15e-05,8.91647e-05,0.698014,0.682225,0.0475418,0.254355,8.91647e-05,0.698014,0.0614387,0.548315,1092.04,0,0,3.17075,3.17075,0.0330348,301.537,1.74217,0.0221274,-0.033487,0.00147429,-0.000152563
-1.30441,0.996661,0.0383081,6,95,0,2.25567,0.681314,0.0477817,0.254784,4.15e-05,8.94034e-05,0.697345,0.681314,0.0477817,0.254784,8.94034e-05,0.697345,0.0613287,0.548266,1091.96,0,0,3.16792,3.16792,0.0329886,301.689,1.74254,0.0221797,0.119014,0.0018448,-0.000100288
-1.00294,0.967824,0.0383081,5,63,0,2.12413,0.684355,0.047324,0.251788,4.15e-05,8.86105e-05,0.700799,0.684355,0.047324,0.251788,8.86105e-05,0.700799,0.0613621,0.548281,1091.95,0,0,3.18255,3.18255,0.0331593,301.522,1.74057,0.0221638,-0.0478608,-0.000128801,-0.000116209
-2.57379,0.95872,0.0383081,6,103,0,3.46896,0.674351,0.048873,0.264299,4.15e-05,9.1259e-05,0.686737,0.674351,0.048873,0.264299,9.1259e-05,0.686737,0.0612338,0.548223,1092.07,0,0,3.12446,3.12446,0.0325313,301.734,1.74851,0.022225,0.164072,0.00780551,-5.50433e-05
