# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 11:39:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpd5wvro_r/spscid6m.json
# init = /tmp/tmpd5wvro_r/9xvngoso.json
# random
#   seed = 24453
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CMB/CMB-20230724123932.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,OL,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
-5.47293,0.910263,0.0345097,3,7,0,5.64113,0.68228,0.0485959,0.256111,4.15e-05,8.91503e-05,0.695204,0.68228,0.0485959,0.256111,8.91503e-05,0.695204,0.0604148,0.547848,1091.45,0,0,3.15906,3.15906,0.0329026,301.632,1.74381,0.0226217,0.0618798,0.00311011,0.000341713
-2.89926,0.999716,0.0345097,5,63,0,6.53936,0.687065,0.047582,0.250505,4.15e-05,8.79129e-05,0.701825,0.687065,0.047582,0.250505,8.79129e-05,0.701825,0.0607428,0.548,1091.58,0,0,3.18699,3.18699,0.0332189,301.402,1.74001,0.0224615,-0.168455,-0.000686085,0.000181486
-2.41651,1,0.0345097,1,1,0,2.93402,0.686996,0.0475655,0.250414,4.15e-05,8.79306e-05,0.701933,0.686996,0.0475655,0.250414,8.79306e-05,0.701933,0.0607682,0.548012,1091.59,0,0,3.18745,3.18745,0.0332217,301.419,1.73995,0.0224492,-0.15079,-0.00075178,0.000169159
-2.19994,0.982033,0.0345097,5,63,0,4.20174,0.682896,0.0480515,0.255345,4.15e-05,8.89895e-05,0.696514,0.682896,0.0480515,0.255345,8.89895e-05,0.696514,0.0608517,0.54805,1091.72,0,0,3.16452,3.16452,0.0329774,301.468,1.74306,0.0224087,-0.102192,0.00236462,0.000128692
-2.51163,0.951177,0.0345097,5,63,0,4.94762,0.68877,0.0468513,0.245239,4.15e-05,8.7478e-05,0.707823,0.68877,0.0468513,0.245239,8.7478e-05,0.707823,0.0612306,0.548222,1091.73,0,0,3.21291,3.21291,0.033458,301.681,1.73643,0.0222265,0.111223,-0.00427041,-5.35211e-05
-3.1629,0.936336,0.0345097,5,63,0,5.89643,0.677867,0.0481283,0.258489,4.15e-05,9.0315e-05,0.693293,0.677867,0.0481283,0.258489,9.0315e-05,0.693293,0.0614647,0.548326,1092.1,0,0,3.15105,3.15105,0.0328027,301.783,1.74483,0.0221151,0.213351,0.00413292,-0.000164912
-1.62526,0.870868,0.0345097,5,55,0,8.20785,0.67775,0.047976,0.259557,4.15e-05,9.0346e-05,0.692377,0.67775,0.047976,0.259557,9.0346e-05,0.692377,0.0616288,0.548399,1092.24,0,0,3.14731,3.14731,0.0327839,301.599,1.74536,0.0220375,0.0289923,0.00466394,-0.000242469
-1.04336,1,0.0345097,3,7,0,1.73568,0.67775,0.0481771,0.259732,4.15e-05,9.03459e-05,0.692,0.67775,0.0481771,0.259732,9.03459e-05,0.692,0.0614334,0.548312,1092.12,0,0,3.14578,3.14578,0.0327633,301.641,1.74558,0.0221299,0.0708302,0.00487835,-0.000150063
-1.19881,0.964023,0.0345097,3,15,0,1.81475,0.677821,0.0484728,0.260619,4.15e-05,9.03272e-05,0.690818,0.677821,0.0484728,0.260619,9.03272e-05,0.690818,0.0611389,0.548181,1091.97,0,0,3.14098,3.14098,0.0327173,301.604,1.74626,0.0222704,0.0340358,0.00555714,-9.62245e-06
-1.04847,0.994896,0.0345097,5,47,0,1.8259,0.680654,0.048218,0.257239,4.15e-05,8.95768e-05,0.694454,0.680654,0.048218,0.257239,8.95768e-05,0.694454,0.0609962,0.548116,1091.82,0,0,3.15592,3.15592,0.0328755,301.581,1.74422,0.0223389,0.0110769,0.00351805,5.89179e-05
-1.2342,0.96089,0.0345097,3,15,0,1.97106,0.680166,0.0477281,0.256515,4.15e-05,8.97054e-05,0.695668,0.680166,0.0477281,0.256515,8.97054e-05,0.695668,0.0615384,0.548359,1092.13,0,0,3.16092,3.16092,0.0329263,301.592,1.74351,0.0220802,0.0221076,0.00280555,-0.000199795
-1.48593,0.996679,0.0345097,5,47,0,2.89985,0.677945,0.0485446,0.260685,4.15e-05,9.0294e-05,0.690681,0.677945,0.0485446,0.260685,9.0294e-05,0.690681,0.0610531,0.548142,1091.92,0,0,3.14042,3.14042,0.0327119,301.6,1.74634,0.0223116,0.0304227,0.00563793,3.1559e-05
-1.77388,0.882846,0.0345097,3,7,0,2.9549,0.678183,0.0485823,0.260254,4.15e-05,9.02308e-05,0.691073,0.678183,0.0485823,0.260254,9.02308e-05,0.691073,0.0609845,0.548111,1091.86,0,0,3.14202,3.14202,0.0327244,301.639,1.74612,0.0223445,0.0685244,0.00541661,6.45264e-05
-1.32493,1,0.0345097,2,3,0,1.87275,0.678171,0.0484912,0.260201,4.15e-05,9.0234e-05,0.691217,0.678171,0.0484912,0.260201,9.0234e-05,0.691217,0.0610732,0.548151,1091.92,0,0,3.14261,3.14261,0.0327328,301.617,1.74603,0.0223019,0.0474766,0.00533467,2.1869e-05
-3.15329,0.763605,0.0345097,2,3,0,4.01515,0.677897,0.0486749,0.260091,4.15e-05,9.03068e-05,0.691144,0.677897,0.0486749,0.260091,9.03068e-05,0.691144,0.0609353,0.548088,1091.81,0,0,3.14229,3.14229,0.0327169,301.734,1.74607,0.0223683,0.164173,0.00536776,8.82699e-05
-3.10971,0.8725,0.0345097,3,7,0,7.2647,0.678729,0.0487337,0.260059,4.15e-05,9.00855e-05,0.691117,0.678729,0.0487337,0.260059,9.00855e-05,0.691117,0.0607658,0.548011,1091.73,0,0,3.14221,3.14221,0.0327267,301.637,1.7461,0.0224503,0.0665336,0.00540119,0.000170309
-4.73599,0.878528,0.0345097,2,3,0,4.93962,0.678542,0.0488477,0.259952,4.15e-05,9.01352e-05,0.69111,0.678542,0.0488477,0.259952,9.01352e-05,0.69111,0.0606833,0.547973,1091.66,0,0,3.14218,3.14218,0.0327175,301.717,1.7461,0.0224904,0.146991,0.00539892,0.000210416
-1.8302,1,0.0345097,2,3,0,4.50793,0.678508,0.0485712,0.260186,4.15e-05,9.01442e-05,0.691153,0.678508,0.0485712,0.260186,9.01442e-05,0.691153,0.0609506,0.548095,1091.85,0,0,3.14236,3.14236,0.0327324,301.597,1.74608,0.0223609,0.0268835,0.00537805,8.09032e-05
-1.90192,0.871433,0.0345097,3,11,0,3.57154,0.676996,0.0480242,0.26022,4.15e-05,9.05474e-05,0.691665,0.676996,0.0480242,0.26022,9.05474e-05,0.691665,0.0616859,0.548424,1092.28,0,0,3.14439,3.14439,0.0327497,301.633,1.74576,0.0220106,0.0629587,0.00505761,-0.000269357
-1.08375,0.996071,0.0345097,6,95,0,2.37639,0.682991,0.0474143,0.253027,4.15e-05,8.89647e-05,0.699469,0.682991,0.0474143,0.253027,8.89647e-05,0.699469,0.0614593,0.548324,1092.03,0,0,3.17688,3.17688,0.0330947,301.573,1.74133,0.0221177,0.00281831,0.000631168,-0.000162323
-1.18023,0.996833,0.0345097,6,79,0,1.48783,0.68709,0.047031,0.247761,4.15e-05,8.79065e-05,0.70512,0.68709,0.047031,0.247761,8.79065e-05,0.70512,0.0612798,0.548244,1091.82,0,0,3.20111,3.20111,0.0333427,301.613,1.73804,0.022203,0.0430512,-0.0026631,-7.69991e-05
-0.912103,0.968549,0.0345097,3,7,0,2.62018,0.687539,0.0474535,0.248869,4.15e-05,8.77916e-05,0.70359,0.687539,0.0474535,0.248869,8.77916e-05,0.70359,0.060804,0.548029,1091.57,0,0,3.19454,3.19454,0.0332837,301.528,1.73897,0.0224318,-0.042013,-0.00173435,0.000151756
-0.782405,0.977116,0.0345097,3,15,0,1.58964,0.687701,0.0473172,0.247894,4.15e-05,8.77502e-05,0.704701,0.687701,0.0473172,0.247894,8.77502e-05,0.704701,0.0609154,0.548079,1091.6,0,0,3.19933,3.19933,0.0333254,301.601,1.7383,0.0223779,0.0314252,-0.00240014,9.78877e-05
-0.858826,0.980221,0.0345097,5,39,0,1.26861,0.685108,0.0474267,0.250435,4.15e-05,8.84158e-05,0.70205,0.685108,0.0474267,0.250435,8.84158e-05,0.70205,0.0611589,0.54819,1091.79,0,0,3.18788,3.18788,0.0332015,301.644,1.73984,0.0222608,0.0737998,-0.000862172,-1.91974e-05
-1.03632,0.998101,0.0345097,5,55,0,1.61206,0.688331,0.0469018,0.246878,4.15e-05,8.75897e-05,0.706132,0.688331,0.0469018,0.246878,8.75897e-05,0.706132,0.0612399,0.548226,1091.79,0,0,3.20554,3.20554,0.0333993,301.518,1.73745,0.0222221,-0.0515872,-0.00324824,-5.79435e-05
-0.683235,0.99988,0.0345097,5,55,0,1.3481,0.686017,0.0472098,0.249448,4.15e-05,8.81817e-05,0.703254,0.686017,0.0472098,0.249448,8.81817e-05,0.703254,0.0612487,0.54823,1091.83,0,0,3.19305,3.19305,0.0332622,301.582,1.73914,0.0222178,0.0120386,-0.00156184,-6.21808e-05
-0.547564,0.904477,0.0345097,2,7,0,5.29222,0.686505,0.0474611,0.249785,4.15e-05,8.80563e-05,0.702666,0.686505,0.0474611,0.249785,8.80563e-05,0.702666,0.0609361,0.548089,1091.66,0,0,3.19055,3.19055,0.03324,301.547,1.7395,0.0223679,-0.023414,-0.00120092,8.79005e-05
-2.2183,0.679031,0.0345097,2,3,0,3.615,0.68679,0.0472401,0.249979,4.15e-05,8.79834e-05,0.702693,0.68679,0.0472401,0.249979,8.79834e-05,0.702693,0.0611142,0.54817,1091.79,0,0,3.19069,3.19069,0.0332574,301.402,1.73949,0.0222822,-0.168202,-0.00120722,2.21031e-06
-4.00077,0.908729,0.0345097,3,7,0,4.42974,0.685804,0.0472903,0.248517,4.15e-05,8.82366e-05,0.704104,0.685804,0.0472903,0.248517,8.82366e-05,0.704104,0.0611983,0.548207,1091.76,0,0,3.19668,3.19668,0.0332784,301.777,1.73862,0.0222419,0.207471,-0.00208101,-3.81005e-05
-1.16999,1,0.0345097,2,3,0,4.05835,0.686267,0.0470982,0.248733,4.15e-05,8.81176e-05,0.704081,0.686267,0.0470982,0.248733,8.81176e-05,0.704081,0.061325,0.548264,1091.86,0,0,3.19661,3.19661,0.0332958,301.613,1.73865,0.0221815,0.042936,-0.0020533,-9.85259e-05
-1.73949,0.957746,0.0345097,6,95,0,6.09614,0.673813,0.04874,0.265352,4.15e-05,9.14049e-05,0.685817,0.673813,0.04874,0.265352,9.14049e-05,0.685817,0.0614351,0.548313,1092.22,0,0,3.1208,3.1208,0.0325049,301.624,1.74902,0.0221291,0.0543622,0.0083167,-0.000150857
-1.72537,0.901597,0.0345097,6,79,0,4.01251,0.690299,0.0468347,0.24545,4.15e-05,8.70911e-05,0.707628,0.690299,0.0468347,0.24545,8.70911e-05,0.707628,0.061041,0.548136,1091.66,0,0,3.21213,3.21213,0.0334787,301.421,1.73658,0.0223173,-0.148655,-0.0041168,3.73345e-05
-0.918775,0.980172,0.0345097,2,7,0,2.14866,0.689904,0.0468598,0.245402,4.15e-05,8.71908e-05,0.707651,0.689904,0.0468598,0.245402,8.71908e-05,0.707651,0.0610693,0.548149,1091.67,0,0,3.21221,3.21221,0.0334714,301.494,1.73656,0.0223038,-0.0756214,-0.00413975,2.37749e-05
-1.05252,0.962701,0.0345097,3,7,0,2.27624,0.689522,0.046838,0.245145,4.15e-05,8.72875e-05,0.707929,0.689522,0.046838,0.245145,8.72875e-05,0.707929,0.0611424,0.548182,1091.69,0,0,3.21341,3.21341,0.0334743,301.581,1.73638,0.0222687,0.0109157,-0.00431869,-1.13288e-05
-1.53458,0.967472,0.0345097,3,7,0,1.64212,0.689322,0.0468144,0.245023,4.15e-05,8.73381e-05,0.708075,0.689322,0.0468144,0.245023,8.73381e-05,0.708075,0.0611928,0.548205,1091.71,0,0,3.21404,3.21404,0.0334765,301.62,1.73629,0.0222446,0.0502502,-0.00441201,-3.54279e-05
-2.52747,0.886769,0.0345097,2,3,0,3.00219,0.689177,0.0468193,0.244782,4.15e-05,8.73749e-05,0.708312,0.689177,0.0468193,0.244782,8.73749e-05,0.708312,0.0612075,0.548212,1091.71,0,0,3.21507,3.21507,0.0334807,301.679,1.73614,0.0222375,0.109237,-0.00456071,-4.24878e-05
-1.78374,0.851412,0.0345097,5,47,0,5.99749,0.684624,0.0477581,0.253011,4.15e-05,8.85409e-05,0.699143,0.684624,0.0477581,0.253011,8.85409e-05,0.699143,0.0609013,0.548073,1091.71,0,0,3.17557,3.17557,0.0330942,301.453,1.74156,0.0223847,-0.117493,0.000855924,0.000104713
-1.32151,0.96791,0.0345097,6,87,0,3.04766,0.688976,0.0467772,0.245965,4.15e-05,8.74259e-05,0.70717,0.688976,0.0467772,0.245965,8.74259e-05,0.70717,0.0612765,0.548242,1091.8,0,0,3.21008,3.21008,0.0334467,301.518,1.73683,0.0222046,-0.0524286,-0.0038651,-7.54324e-05
-0.953756,0.681728,0.0345097,3,15,0,5.45991,0.689891,0.0468932,0.245576,4.15e-05,8.7194e-05,0.707444,0.689891,0.0468932,0.245576,8.7194e-05,0.707444,0.061038,0.548135,1091.65,0,0,3.2113,3.2113,0.0334634,301.482,1.73669,0.0223188,-0.0882272,-0.00401388,3.88099e-05
-0.705938,0.997639,0.0345097,3,11,0,1.02719,0.68983,0.0470023,0.245634,4.15e-05,8.72095e-05,0.707276,0.68983,0.0470023,0.245634,8.72095e-05,0.707276,0.0609384,0.54809,1091.59,0,0,3.21057,3.21057,0.0334516,301.519,1.73679,0.0223668,-0.0506402,-0.00391464,8.67952e-05
-0.914028,0.968945,0.0345097,5,39,0,1.17948,0.688757,0.0471365,0.24729,4.15e-05,8.74814e-05,0.705486,0.688757,0.0471365,0.24729,8.74814e-05,0.705486,0.0609505,0.548095,1091.63,0,0,3.20276,3.20276,0.033375,301.475,1.73785,0.0223609,-0.0945481,-0.00284955,8.0918e-05
-2.57673,0.968027,0.0345097,2,7,0,3.34776,0.687621,0.0467937,0.246477,4.15e-05,8.77707e-05,0.706642,0.687621,0.0467937,0.246477,8.77707e-05,0.706642,0.0614436,0.548317,1091.89,0,0,3.20773,3.20773,0.033408,301.645,1.73713,0.0221251,0.0753167,-0.00357304,-0.000154878
-2.4081,0.975882,0.0345097,4,15,0,3.51972,0.687983,0.046702,0.246861,4.15e-05,8.76785e-05,0.70635,0.687983,0.046702,0.246861,8.76785e-05,0.70635,0.061486,0.548336,1091.94,0,0,3.20648,3.20648,0.0334106,301.504,1.73731,0.022105,-0.0658106,-0.00338524,-0.000174992
-1.8554,0.999831,0.0345097,3,15,0,2.56265,0.689523,0.0473299,0.247086,4.15e-05,8.72871e-05,0.705496,0.689523,0.0473299,0.247086,8.72871e-05,0.705496,0.0606582,0.547961,1091.46,0,0,3.20283,3.20283,0.0333774,301.461,1.73786,0.0225026,-0.109258,-0.00284196,0.000222644
-1.95817,0.964634,0.0345097,3,15,0,3.04357,0.689703,0.0473767,0.246194,4.15e-05,8.72416e-05,0.706343,0.689703,0.0473767,0.246194,8.72416e-05,0.706343,0.0605885,0.547929,1091.38,0,0,3.20649,3.20649,0.0334021,301.583,1.73735,0.0225366,0.0128493,-0.00335353,0.000256631
-3.26568,0.995754,0.0345097,6,111,0,6.02077,0.698009,0.0458196,0.235271,4.15e-05,8.51778e-05,0.718824,0.698009,0.0458196,0.235271,8.51778e-05,0.718824,0.0610271,0.54813,1091.45,0,0,3.2626,3.2626,0.0339956,301.503,1.72977,0.022324,-0.0674798,-0.0109329,4.40468e-05
-3.48522,0.973121,0.0345097,3,15,0,4.0669,0.698313,0.0463471,0.236878,4.15e-05,8.51036e-05,0.71669,0.698313,0.0463471,0.236878,8.51036e-05,0.71669,0.0604575,0.547868,1091.16,0,0,3.25284,3.25284,0.0339061,301.394,1.73112,0.0226008,-0.175918,-0.00957587,0.000320756
-3.73967,0.9904,0.0345097,4,15,0,4.53362,0.698081,0.0458445,0.234814,4.15e-05,8.51603e-05,0.719257,0.698081,0.0458445,0.234814,8.51603e-05,0.719257,0.0609923,0.548114,1091.41,0,0,3.2646,3.2646,0.0340086,301.572,1.72949,0.0223408,0.00205446,-0.0112086,6.07824e-05
-4.10292,0.995105,0.0345097,4,23,0,4.75278,0.700418,0.0462213,0.234055,4.15e-05,8.45929e-05,0.719639,0.700418,0.0462213,0.234055,8.45929e-05,0.719639,0.0603056,0.547797,1091,0,0,3.26644,3.26644,0.0340375,301.486,1.72929,0.0226755,-0.0841895,-0.0114076,0.000395468
-3.31213,0.923603,0.0345097,3,7,0,6.46411,0.700678,0.0458332,0.233243,4.15e-05,8.45301e-05,0.720839,0.700678,0.0458332,0.233243,8.45301e-05,0.720839,0.06066,0.547962,1091.2,0,0,3.27202,3.27202,0.034101,301.439,1.72853,0.0225018,-0.130958,-0.0121672,0.000221783
-4.26911,0.912192,0.0345097,2,7,0,4.74186,0.701187,0.0458973,0.233442,4.15e-05,8.44074e-05,0.720576,0.701187,0.0458973,0.233442,8.44074e-05,0.720576,0.0605285,0.547901,1091.14,0,0,3.27082,3.27082,0.0340977,301.357,1.72871,0.022566,-0.212525,-0.0119876,0.000285992
-2.73336,0.981472,0.0345097,4,31,0,5.221,0.698053,0.0459334,0.235618,4.15e-05,8.51669e-05,0.718364,0.698053,0.0459334,0.235618,8.51669e-05,0.718364,0.0609062,0.548075,1091.39,0,0,3.26049,3.26049,0.0339759,301.482,1.73006,0.0223823,-0.0882036,-0.0106398,0.000102338
-1.532,0.925658,0.0345097,6,103,0,4.59953,0.68186,0.0475031,0.254679,4.15e-05,8.92602e-05,0.697729,0.68186,0.0475031,0.254679,8.92602e-05,0.697729,0.0615267,0.548354,1092.1,0,0,3.16955,3.16955,0.033023,301.531,1.74234,0.0220857,-0.0393623,0.00163506,-0.000194256
-1.76625,1,0.0345097,2,3,0,1.96861,0.681782,0.0474532,0.254563,4.15e-05,8.92807e-05,0.697895,0.681782,0.0474532,0.254563,8.92807e-05,0.697895,0.0615865,0.54838,1092.14,0,0,3.17024,3.17024,0.0330289,301.542,1.74224,0.0220575,-0.0278449,0.00153623,-0.000222495
-0.908502,0.999784,0.0345097,4,15,0,2.08186,0.682908,0.0477876,0.254469,4.15e-05,8.89863e-05,0.697654,0.682908,0.0477876,0.254469,8.89863e-05,0.697654,0.0611054,0.548166,1091.85,0,0,3.16927,3.16927,0.0330231,301.503,1.7424,0.0222864,-0.0674422,0.00169793,6.40397e-06
-0.799595,0.989554,0.0345097,4,23,0,2.18722,0.682551,0.0476383,0.253513,4.15e-05,8.90796e-05,0.698759,0.682551,0.0476383,0.253513,8.90796e-05,0.698759,0.0612997,0.548253,1091.93,0,0,3.17388,3.17388,0.0330558,301.642,1.74174,0.0221935,0.0723952,0.00103892,-8.64641e-05
-0.797855,0.992166,0.0345097,6,95,0,1.42902,0.689034,0.0469547,0.246409,4.15e-05,8.74112e-05,0.706549,0.689034,0.0469547,0.246409,8.74112e-05,0.706549,0.0610926,0.54816,1091.7,0,0,3.20737,3.20737,0.03342,301.504,1.73721,0.0222925,-0.0663285,-0.0034872,1.25495e-05
-0.701011,0.997686,0.0345097,5,39,0,1.2852,0.687921,0.0473372,0.247974,4.15e-05,8.76942e-05,0.704601,0.687921,0.0473372,0.247974,8.76942e-05,0.704601,0.0608662,0.548057,1091.58,0,0,3.1989,3.1989,0.033325,301.564,1.73837,0.0224017,-0.00558295,-0.00233459,0.000121656
-0.883196,0.999978,0.0345097,6,87,0,1.4075,0.678918,0.0480562,0.258257,4.15e-05,9.00354e-05,0.693597,0.678918,0.0480562,0.258257,9.00354e-05,0.693597,0.06139,0.548293,1092.07,0,0,3.15234,3.15234,0.0328321,301.637,1.74468,0.0221506,0.0672204,0.00398073,-0.000129446
-2.89376,0.96062,0.0345097,6,79,0,3.99052,0.689152,0.0475805,0.24778,4.15e-05,8.73812e-05,0.704552,0.689152,0.0475805,0.24778,8.73812e-05,0.704552,0.0604642,0.547871,1091.35,0,0,3.19873,3.19873,0.0333306,301.498,1.73842,0.0225975,-0.0719343,-0.00228146,0.000317461
-1.57736,0.899614,0.0345097,5,55,0,5.24095,0.683233,0.0476953,0.254264,4.15e-05,8.89018e-05,0.697952,0.683233,0.0476953,0.254264,8.89018e-05,0.697952,0.0611511,0.548186,1091.88,0,0,3.17053,3.17053,0.0330416,301.454,1.74223,0.0222645,-0.116395,0.00153083,-1.54882e-05
-2.1035,0.90433,0.0345097,1,1,0,2.22356,0.683225,0.0476467,0.254332,4.15e-05,8.89039e-05,0.697933,0.683225,0.0476467,0.254332,8.89039e-05,0.697933,0.0611996,0.548208,1091.92,0,0,3.17045,3.17045,0.0330435,301.429,1.74224,0.0222413,-0.141354,0.00154282,-3.86941e-05
-2.33056,0.984656,0.0345097,2,3,0,2.69495,0.683134,0.0476054,0.254376,4.15e-05,8.89276e-05,0.69793,0.683134,0.0476054,0.254376,8.89276e-05,0.69793,0.0612523,0.548232,1091.95,0,0,3.17043,3.17043,0.0330441,301.422,1.74224,0.0222161,-0.148346,0.00154336,-6.38886e-05
-3.76985,0.847132,0.0345097,2,7,0,5.2095,0.682414,0.0481279,0.253947,4.15e-05,8.91153e-05,0.697836,0.682414,0.0481279,0.253947,8.91153e-05,0.697836,0.0608435,0.548047,1091.64,0,0,3.17,3.17,0.0330021,301.764,1.74227,0.0224126,0.19437,0.00157383,0.000132642
-0.790177,0.97831,0.0345097,2,7,0,4.60426,0.682217,0.0477568,0.254057,4.15e-05,8.91668e-05,0.698097,0.682217,0.0477568,0.254057,8.91668e-05,0.698097,0.0612295,0.548221,1091.9,0,0,3.17109,3.17109,0.0330257,301.653,1.74212,0.022227,0.0826495,0.00142154,-5.30142e-05
-1.56592,0.99215,0.0345097,6,67,0,2.4331,0.675988,0.0486876,0.262762,4.15e-05,9.08175e-05,0.68846,0.675988,0.0486876,0.262762,9.08175e-05,0.68846,0.061185,0.548201,1092.02,0,0,3.13141,3.13141,0.0326132,301.645,1.74756,0.0222483,0.0751707,0.00686436,-3.16958e-05
-2.94748,0.945586,0.0345097,4,15,0,4.41834,0.677068,0.04887,0.262332,4.15e-05,9.05281e-05,0.688708,0.677068,0.04887,0.262332,9.05281e-05,0.688708,0.0608634,0.548056,1091.83,0,0,3.13244,3.13244,0.032628,301.607,1.74744,0.022403,0.0371965,0.00674416,0.000123018
