# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 11:02:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpk70t8efj/6y26nmip.json
# init = /tmp/tmpk70t8efj/bsoyusr0.json
# random
#   seed = 66295
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CC/CC-20230724120204.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,lambda,theta.1,theta.2,theta.3,E,guess.1,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
-8.92148,0.989525,0.449233,2,7,0,10.0447,0.681041,0.337074,0.38536,0.681041,0.337074,0.38536,3.03254,3.07394,70.0363,70.6387,71.5851,73.2786,73.599,74.3282,74.3653,77.1084,77.524,80.69,82.0028,82.9679,82.9874,84.2061,85.2218,86.5224,86.9617,87.0521,93.402,98.7199,103.248,105.32,111.84,112.196,113.63,123.835,145.079,150.455,156.285,165.19,185.592,206.528
-9.05397,0.883375,0.449233,2,7,0,9.8477,0.670244,0.359033,0.376848,0.670244,0.359033,0.376848,3.12373,3.1622,69.076,69.7149,70.7182,72.5113,72.8503,73.6212,73.6604,76.5554,76.9933,80.3232,81.7008,82.7125,82.7329,84.0091,85.0715,86.4306,86.8893,86.9837,93.5952,99.1097,103.792,105.931,112.649,113.015,114.491,124.971,146.715,152.208,158.159,167.246,188.044,209.366
-9.6626,0.670112,0.449233,2,7,0,11.4739,0.681154,0.314335,0.394015,0.681154,0.314335,0.394015,2.93516,2.97978,69.8936,70.4484,71.3205,72.8829,73.1787,73.8524,73.8866,76.4251,76.8103,79.7501,80.9718,81.871,81.8892,83.0259,83.9743,85.1901,85.601,85.6857,91.6441,96.6568,100.939,102.902,109.091,109.43,110.795,120.522,140.85,146.006,151.601,160.155,179.774,199.93
-9.31071,1,0.449233,2,3,0,9.68309,0.712283,0.331978,0.387314,0.712283,0.331978,0.387314,3.01099,3.05309,73.2127,73.8314,74.8037,76.5439,76.8733,77.6228,77.6609,80.4817,80.9093,84.1675,85.5192,86.5132,86.5333,87.7888,88.8354,90.1759,90.6288,90.722,97.2722,102.763,107.442,109.584,116.326,116.695,118.179,128.742,150.749,156.321,162.363,171.595,192.752,214.468
-10.7094,0.886563,0.449233,2,7,0,11.7239,0.644858,0.376465,0.369979,0.644858,0.376465,0.369979,3.19428,3.23055,66.5764,67.2269,68.2478,70.0705,70.4148,71.1975,71.2372,74.172,74.6153,77.9813,79.3713,80.3912,80.4118,81.6972,82.7666,84.1333,84.5943,84.6892,91.3201,96.8337,101.505,103.637,110.323,110.687,112.154,122.56,144.098,149.531,155.416,164.397,184.939,205.986
-11.7782,1,0.449233,2,3,0,12.1773,0.633971,0.497064,0.319425,0.633971,0.497064,0.319425,3.64521,3.66871,66.2956,67.1899,68.586,71.056,71.5193,72.5689,72.6221,76.5118,77.0935,81.4645,83.2476,84.5484,84.5746,86.2055,87.5553,89.2721,89.8491,89.9678,98.1649,104.865,110.479,113.025,120.956,121.387,123.117,135.315,160.281,166.539,173.304,183.607,207.1,231.096
-9.90607,0.491673,0.449233,2,3,0,14.4706,0.644306,0.41876,0.352876,0.644306,0.41876,0.352876,3.35933,3.39067,66.8102,67.5488,68.7061,70.7665,71.1548,72.0366,72.0814,75.3748,75.8706,79.6214,81.1635,82.2926,82.3154,83.7357,84.915,86.4195,86.9262,87.0305,94.2845,100.275,105.328,107.628,114.821,115.213,116.787,127.926,150.873,156.645,162.893,172.419,194.179,216.444
-9.74545,0.91581,0.449233,3,7,0,10.8766,0.648151,0.405945,0.358125,0.648151,0.405945,0.358125,3.31019,3.34296,67.1191,67.8348,68.9568,70.9563,71.3333,72.1899,72.2334,75.4366,75.9194,79.5753,81.0804,82.1831,82.2054,83.5933,84.7464,86.2181,86.7141,86.8162,93.9255,99.8084,104.777,107.04,114.123,114.509,116.06,127.045,149.703,155.407,161.583,171.001,192.522,214.55
-10.0395,0.952951,0.449233,2,3,0,10.2218,0.654685,0.434123,0.346503,0.654685,0.434123,0.346503,3.41731,3.44699,67.9965,68.7803,70.0077,72.1905,72.6015,73.5344,73.5817,77.0609,77.5841,81.536,83.1582,84.3452,84.3691,85.8611,87.0991,88.6774,89.2089,89.3182,96.9125,103.17,108.441,110.838,118.327,118.735,120.373,131.953,155.774,161.761,168.24,178.115,200.664,223.726
-9.77649,1,0.449233,2,3,0,10.0216,0.648542,0.39939,0.360787,0.648542,0.39939,0.360787,3.28477,3.3183,67.114,67.8163,68.9175,70.8808,71.2512,72.0926,72.1354,75.2842,75.759,79.3568,80.839,81.9253,81.9472,83.3149,84.4514,85.9025,86.3917,86.4923,93.5085,99.3204,104.232,106.47,113.478,113.86,115.396,126.272,148.723,154.378,160.5,169.838,191.181,213.031
-8.9407,0.970923,0.449233,2,5,0,10.0674,0.67303,0.37444,0.370782,0.67303,0.37444,0.370782,3.18617,3.22268,69.4707,70.1453,71.204,73.0945,73.4516,74.2635,74.3048,77.3496,77.8096,81.3031,82.746,83.8049,83.8263,85.1609,86.2713,87.6906,88.1694,88.268,95.1562,100.886,105.742,107.958,114.909,115.288,116.813,127.634,150.04,155.692,161.815,171.16,192.536,214.439
-11.8675,0.440262,0.449233,1,3,0,12.0946,0.693811,0.406796,0.357778,0.693811,0.406796,0.357778,3.31348,3.34615,71.8538,72.6219,73.8259,75.9715,76.376,77.2951,77.3418,80.7785,81.2964,85.2182,86.8326,88.0154,88.0393,89.5279,90.7646,92.343,92.875,92.9844,100.608,106.916,112.242,114.669,122.262,122.675,124.338,136.112,160.397,166.511,173.129,183.222,206.286,229.893
-10.4186,0.794252,0.449233,4,15,0,14.4479,0.706976,0.364261,0.374798,0.706976,0.364261,0.374798,3.14506,3.18285,72.8998,73.5855,74.662,76.5854,76.9489,77.7755,77.8175,80.9203,81.3894,84.9553,86.4297,87.5122,87.5341,88.8992,90.0355,91.4886,91.979,92.0799,99.1432,105.029,110.023,112.304,119.464,119.854,121.427,132.588,155.729,161.572,167.902,177.566,199.681,222.348
-9.82888,1,0.449233,2,3,0,10.2936,0.686533,0.301899,0.398682,0.686533,0.301899,0.398682,2.88053,2.92701,70.362,70.8952,71.7338,73.2368,73.5215,74.17,74.203,76.6488,77.0202,79.8578,81.0384,81.9079,81.9255,83.0254,83.9435,85.1212,85.5195,85.6015,91.3858,96.2646,100.44,102.356,108.406,108.737,110.072,119.602,139.567,144.638,150.142,158.563,177.889,197.758
-9.37816,0.93634,0.449233,2,7,0,11.1078,0.666046,0.402688,0.35945,0.666046,0.402688,0.35945,3.29759,3.33073,68.9489,69.6773,70.8194,72.8549,73.2388,74.1111,74.1554,77.4183,77.9102,81.6363,83.1708,84.2953,84.318,85.7335,86.9096,88.4111,88.9171,89.0212,96.2773,102.285,107.36,109.672,116.91,117.305,118.89,130.12,153.291,159.126,165.443,175.077,197.095,219.634
-9.98541,0.895188,0.449233,3,7,0,10.2712,0.673607,0.410842,0.356126,0.673607,0.410842,0.356126,3.32905,3.36127,69.7907,70.5454,71.7282,73.8352,74.2325,75.1348,75.1806,78.5533,79.0614,82.9076,84.4901,85.6494,85.6728,87.1315,88.3431,89.8893,90.4103,90.5175,97.9811,104.152,109.362,111.734,119.156,119.56,121.186,132.69,156.408,162.378,168.839,178.693,201.206,224.247
-9.90877,0.981264,0.449233,4,15,0,11.5322,0.736328,0.29184,0.402424,0.736328,0.29184,0.402424,2.83559,2.88362,75.3937,75.9434,76.808,78.3583,78.6521,79.3213,79.3554,81.8811,82.2649,85.1992,86.4213,87.3218,87.34,88.4795,89.4313,90.6527,91.0659,91.151,97.1604,102.24,106.594,108.594,114.915,115.261,116.658,126.635,147.582,152.909,158.694,167.546,187.878,208.793
-9.4099,0.995488,0.449233,3,7,0,10.4374,0.730038,0.286569,0.404373,0.730038,0.286569,0.404373,2.81176,2.86062,74.7127,75.2462,76.0855,77.5907,77.876,78.5259,78.5589,81.0126,81.3856,84.2381,85.4267,86.3028,86.3205,87.4294,88.3558,89.5449,89.9473,90.0302,95.8862,100.842,105.093,107.047,113.225,113.564,114.93,124.693,145.215,150.438,156.11,164.793,184.741,205.269
-10.6251,0.911476,0.449233,3,11,0,10.8666,0.656718,0.446426,0.341336,0.656718,0.446426,0.341336,3.46304,3.49143,68.297,69.1103,70.3831,72.6445,73.07,74.0354,74.0844,77.6807,78.2208,82.2972,83.9683,85.1904,85.215,86.7503,88.0236,89.646,90.1921,90.3044,98.0986,104.51,109.904,112.355,120.011,120.427,122.1,133.923,158.215,164.317,170.918,180.979,203.943,227.424
-9.78699,0.98779,0.449233,3,11,0,10.8658,0.735749,0.26217,0.413291,0.735749,0.26217,0.413291,2.69876,2.75165,75.1275,75.6124,76.3756,77.7453,78.0051,78.5972,78.6273,80.8658,81.2066,83.8169,84.9069,85.7112,85.7275,86.7467,87.5991,88.6946,89.0656,89.1421,94.5602,99.1697,103.14,104.97,110.772,111.09,112.376,121.596,141.09,146.068,151.482,159.778,178.875,198.561
-10.1128,0.9696,0.449233,2,3,0,10.2225,0.734034,0.251396,0.417177,0.734034,0.251396,0.417177,2.64737,2.70213,74.879,75.34,76.0655,77.3681,77.6152,78.1785,78.2071,80.3379,80.6624,83.1502,84.19,84.9576,84.9732,85.9463,86.7607,87.8077,88.1624,88.2355,93.4238,97.8485,101.667,103.429,109.022,109.33,110.571,119.485,138.387,143.224,148.485,156.554,175.144,194.326
-10.4175,0.873635,0.449233,2,3,0,11.2304,0.724178,0.249945,0.417698,0.724178,0.249945,0.417698,2.64037,2.69539,73.8638,74.3156,75.0267,76.3033,76.5455,77.0976,77.1257,79.2143,79.5324,81.9713,82.9907,83.7434,83.7587,84.713,85.5115,86.5384,86.8863,86.958,92.0475,96.3895,100.138,101.867,107.359,107.662,108.881,117.636,136.211,140.965,146.137,154.069,172.347,191.21
-10.4115,0.991993,0.449233,2,3,0,10.8836,0.748303,0.251175,0.417256,0.748303,0.251175,0.417256,2.64631,2.7011,76.333,76.8025,77.5414,78.868,79.1196,79.6933,79.7225,81.8925,82.223,84.7567,85.8157,86.5975,86.6134,87.6046,88.434,89.5004,89.8617,89.9361,95.2207,99.7277,103.618,105.412,111.11,111.424,112.688,121.769,141.027,145.955,151.316,159.537,178.478,198.024
-10.1679,0.98202,0.449233,3,7,0,10.8846,0.73862,0.250281,0.417577,0.73862,0.250281,0.417577,2.642,2.69695,75.3392,75.8007,76.5271,77.8312,78.0786,78.6425,78.6712,80.8047,81.1296,83.6208,84.6621,85.4309,85.4465,86.4212,87.2368,88.2856,88.641,88.7142,93.9121,98.3462,102.174,103.94,109.548,109.856,111.101,120.04,139.003,143.855,149.135,157.232,175.89,195.143
-9.82113,0.958791,0.449233,1,3,0,10.6496,0.739102,0.273837,0.409047,0.739102,0.273837,0.409047,2.75336,2.80428,75.5508,76.0631,76.8692,78.3156,78.5898,79.2147,79.2465,81.6075,81.9667,84.7159,85.8628,86.7086,86.7258,87.797,88.6925,89.8426,90.232,90.3122,95.989,100.806,104.947,106.853,112.888,113.22,114.555,124.119,144.281,149.421,155.007,163.563,183.237,203.501
-9.12038,1,0.449233,2,3,0,9.82284,0.71835,0.285123,0.404906,0.71835,0.285123,0.404906,2.80519,2.85428,73.5066,74.0286,74.8496,76.322,76.6011,77.237,77.2693,79.6701,80.0351,82.8267,83.99,84.8475,84.8649,85.9503,86.8572,88.0214,88.4154,88.4965,94.2312,99.0855,103.251,105.166,111.221,111.553,112.892,122.464,142.591,147.713,153.278,161.796,181.368,201.511
-9.11929,0.999766,0.449233,2,3,0,9.17056,0.722269,0.290908,0.402769,0.722269,0.290908,0.402769,2.83139,2.87956,73.9477,74.4849,75.3298,76.8449,77.1321,77.7861,77.8194,80.2881,80.6633,83.5317,84.7263,85.6067,85.6245,86.7386,87.6692,88.8635,89.2675,89.3507,95.2276,100.196,104.455,106.412,112.597,112.936,114.302,124.067,144.571,149.786,155.449,164.116,184.023,204.503
-8.78846,0.997592,0.449233,3,11,0,9.36852,0.683105,0.35889,0.376904,0.683105,0.35889,0.376904,3.12315,3.16163,70.4005,71.0514,72.0734,73.9001,74.2454,75.0308,75.0707,78.02,78.4661,81.8585,83.2619,84.2926,84.3135,85.6136,86.696,88.0806,88.5479,88.6441,95.3802,100.999,105.769,107.949,114.793,115.167,116.67,127.349,149.505,155.101,161.166,170.425,191.617,213.344
-8.78208,0.999388,0.449233,3,11,0,8.9627,0.707493,0.310287,0.395539,0.707493,0.310287,0.395539,2.91749,2.96271,72.5682,73.1356,74.0279,75.6265,75.9293,76.6188,76.6538,79.2526,79.6471,82.6585,83.9104,84.8321,84.8508,86.0161,86.9886,88.2354,88.657,88.7438,94.8588,100.007,104.408,106.427,112.793,113.141,114.545,124.557,145.497,150.811,156.577,165.395,185.624,206.411
-9.50794,0.992407,0.449233,4,15,0,9.53378,0.65468,0.409335,0.356742,0.65468,0.409335,0.356742,3.32326,3.35565,67.8191,68.5493,69.6939,71.733,72.1175,72.9908,73.0352,76.3,76.7919,80.5161,82.0487,83.1715,83.1942,84.607,85.7806,87.2784,87.7831,87.8869,95.1184,101.099,106.149,108.448,115.644,116.035,117.611,128.766,151.767,157.556,163.823,173.381,195.217,217.567
-10.888,0.506857,0.449233,2,3,0,13.2972,0.663672,0.326339,0.389466,0.663672,0.326339,0.389466,2.98696,3.02985,68.1788,68.7437,69.6316,71.2212,71.5221,72.207,72.2419,74.8206,75.2116,78.1927,79.4301,80.3404,80.3588,81.5088,82.4677,83.6962,84.1113,84.1968,90.2055,95.2484,99.5488,101.518,107.721,108.06,109.426,119.153,139.437,144.576,150.149,158.667,178.191,198.236
-10.4511,1,0.449233,2,3,0,10.8866,0.699262,0.378349,0.36923,0.699262,0.378349,0.36923,3.20181,3.23785,72.207,72.9167,74.0302,76.0182,76.3937,77.2472,77.2906,80.4904,80.9737,84.6426,86.1574,87.2687,87.2912,88.6918,89.8568,91.3457,91.8479,91.9512,99.1728,105.176,110.261,112.581,119.856,120.253,121.849,133.169,156.596,162.504,168.904,178.67,201.007,223.891
-9.39588,1,0.449233,2,3,0,10.2426,0.684368,0.314708,0.393874,0.684368,0.314708,0.393874,2.93679,2.98135,70.2259,70.7841,71.6615,73.2334,73.5311,74.2088,74.2433,76.7971,77.1846,80.142,81.371,82.2755,82.2939,83.4373,84.3913,85.6142,86.0276,86.1127,92.1058,97.1473,101.454,103.428,109.652,109.993,111.365,121.146,141.586,146.77,152.395,160.995,180.721,200.984
-8.93672,0.999493,0.449233,3,11,0,9.95069,0.700167,0.304589,0.397676,0.700167,0.304589,0.397676,2.89244,2.93851,71.7776,72.3271,73.1912,74.7398,75.0332,75.7013,75.7353,78.2545,78.637,81.5586,82.7739,83.6688,83.6869,84.8188,85.7635,86.9752,87.3849,87.4693,93.4175,98.4318,102.721,104.69,110.901,111.242,112.612,122.392,142.87,148.07,153.714,162.346,182.156,202.519
-9.66572,0.808841,0.449233,1,3,0,10.1353,0.717074,0.331313,0.387568,0.717074,0.331313,0.387568,3.00817,3.05036,73.7004,74.3218,75.2983,77.0462,77.377,78.1299,78.1681,81.0016,81.4311,84.7043,86.0622,87.0609,87.0811,88.3425,89.3941,90.741,91.196,91.2897,97.872,103.391,108.094,110.247,117.024,117.395,118.887,129.506,151.633,157.235,163.311,172.595,193.87,215.708
-9.82289,0.941202,0.449233,1,1,0,10.116,0.716983,0.334942,0.386178,0.716983,0.334942,0.386178,3.02355,3.06523,73.7172,74.3465,75.3355,77.1053,77.4402,78.2024,78.2411,81.1087,81.5433,84.8541,86.2271,87.2367,87.2572,88.5321,89.5948,90.9557,91.4155,91.5101,98.1568,103.726,108.469,110.64,117.471,117.845,119.348,130.045,152.322,157.96,164.074,173.415,194.818,216.783
-8.69058,0.988436,0.449233,2,7,0,9.77692,0.698471,0.325213,0.389895,0.698471,0.325213,0.389895,2.98214,3.02519,71.7458,72.3379,73.2685,74.9349,75.2503,75.9683,76.0048,78.7083,79.1183,82.2442,83.5419,84.4965,84.5158,85.7219,86.7277,88.0163,88.4517,88.5414,94.8453,100.137,104.65,106.718,113.229,113.585,115.019,125.231,146.532,151.929,157.783,166.729,187.237,208.294
-9.06386,0.958173,0.449233,2,5,0,9.26867,0.720401,0.29291,0.402027,0.720401,0.29291,0.402027,2.84041,2.88826,73.7704,74.3105,75.16,76.6832,76.9718,77.6293,77.6628,80.144,80.521,83.4032,84.6034,85.4878,85.5057,86.6248,87.5594,88.7587,89.1644,89.248,95.1477,100.133,104.406,106.369,112.571,112.911,114.28,124.068,144.61,149.834,155.506,164.186,184.119,204.623
-10.2595,0.713962,0.449233,1,3,0,10.5763,0.727426,0.322205,0.391038,0.727426,0.322205,0.391038,2.96922,3.0127,74.6983,75.3082,76.267,77.9838,78.3089,79.0488,79.0864,81.873,82.2956,85.5191,86.8577,87.8425,87.8624,89.1069,90.1449,91.4748,91.9243,92.0169,98.5265,103.994,108.66,110.797,117.531,117.899,119.383,129.951,152.005,157.594,163.657,172.924,194.171,215.989
-11.3977,0.662449,0.449233,1,1,0,11.7348,0.732107,0.330739,0.387787,0.732107,0.330739,0.387787,3.00573,3.048,75.2413,75.8744,76.8693,78.6503,78.9874,79.7545,79.7935,82.6808,83.1185,86.4541,87.8381,88.8559,88.8765,90.1621,91.234,92.6068,93.0706,93.1661,99.8757,105.502,110.297,112.492,119.403,119.781,121.302,132.131,154.697,160.411,166.608,176.077,197.777,220.052
-9.55283,1,0.449233,1,1,0,10.8292,0.723345,0.314769,0.393851,0.723345,0.314769,0.393851,2.93706,2.98161,74.2259,74.816,75.7437,77.4054,77.7201,78.4366,78.4731,81.1729,81.5826,84.7091,86.0083,86.9646,86.9839,88.1927,89.2013,90.4941,90.9311,91.0211,97.3566,102.686,107.238,109.326,115.905,116.265,117.716,128.055,149.662,155.142,161.088,170.179,191.03,212.45
-9.18672,0.709818,0.449233,2,3,0,11.4648,0.701546,0.294803,0.401324,0.701546,0.294803,0.401324,2.84891,2.89647,71.8523,72.3823,73.2158,74.7101,74.9933,75.6383,75.6711,78.1049,78.4746,81.301,82.4777,83.3447,83.3622,84.4592,85.3753,86.5507,86.9484,87.0302,92.8106,97.6933,101.877,103.798,109.868,110.2,111.541,121.116,141.205,146.312,151.857,160.342,179.825,199.864
-9.16241,0.837533,0.449233,2,3,0,10.5943,0.687661,0.315275,0.393661,0.687661,0.315275,0.393661,2.93925,2.98373,70.5676,71.1296,72.0132,73.5959,73.8956,74.578,74.6127,77.184,77.5741,80.5515,81.7887,82.6993,82.7177,83.8687,84.829,86.06,86.4761,86.5618,92.5937,97.6673,102.001,103.987,110.25,110.593,111.973,121.813,142.375,147.59,153.249,161.899,181.739,202.121
-9.04754,0.998745,0.449233,2,7,0,9.27208,0.692275,0.360103,0.376429,0.692275,0.360103,0.376429,3.12811,3.16644,71.3542,72.0164,73.0563,74.9148,75.2661,76.0651,76.1057,79.1057,79.5595,83.0095,84.4367,85.4847,85.5059,86.8278,87.9283,89.3359,89.811,89.9088,96.7556,102.465,107.313,109.527,116.48,116.86,118.387,129.233,151.733,157.416,163.574,172.975,194.492,216.551
-8.69087,0.852097,0.449233,2,3,0,9.6604,0.696582,0.332465,0.387127,0.696582,0.332465,0.387127,3.01306,3.05509,71.6023,72.2084,73.1609,74.8657,75.1883,75.9225,75.9599,78.723,79.1418,82.3332,83.657,84.6306,84.6503,85.8799,86.9049,88.2177,88.6612,88.7525,95.1668,100.544,105.125,107.222,113.823,114.183,115.636,125.977,147.518,152.972,158.886,167.923,188.63,209.884
-9.38173,0.852511,0.449233,2,7,0,9.78338,0.692218,0.302355,0.398512,0.692218,0.302355,0.398512,2.88256,2.92896,70.9477,71.4863,72.3333,73.8514,74.139,74.7939,74.8273,77.2975,77.6726,80.5383,81.7306,82.6087,82.6265,83.7371,84.6643,85.8535,86.2557,86.3385,92.179,97.1046,101.32,103.254,109.361,109.696,111.043,120.662,140.812,145.93,151.485,159.982,179.486,199.536
-9.41713,0.992491,0.449233,2,7,0,9.79891,0.695744,0.36487,0.374559,0.695744,0.36487,0.374559,3.14753,3.18525,71.746,72.4221,73.4836,75.3801,75.7385,76.5536,76.595,79.6541,80.1166,83.632,85.0854,86.1524,86.174,87.5196,88.6396,90.0719,90.5552,90.6547,97.616,103.416,108.337,110.585,117.639,118.024,119.573,130.569,153.366,159.122,165.358,174.877,196.66,218.988
-8.95363,0.80059,0.449233,2,3,0,10.7466,0.699133,0.305164,0.397461,0.699133,0.305164,0.397461,2.89498,2.94096,71.6756,72.2255,73.0902,74.6399,74.9335,75.602,75.636,78.1568,78.5396,81.4628,82.6786,83.574,83.5921,84.7244,85.6696,86.8817,87.2916,87.376,93.3259,98.341,102.631,104.599,110.811,111.151,112.521,122.3,142.773,147.971,153.613,162.242,182.044,202.398
-8.84449,0.999787,0.449233,4,15,0,8.99367,0.679787,0.345213,0.382223,0.679787,0.345213,0.382223,3.06666,3.10695,69.9635,70.5819,71.5535,73.2913,73.6199,74.3678,74.4058,77.2173,77.643,80.8839,82.2265,83.2133,83.2332,84.4787,85.5163,86.8444,87.2929,87.3852,93.8608,99.2757,103.882,105.988,112.61,112.972,114.428,124.781,146.304,151.747,157.647,166.659,187.297,208.467
-9.92646,0.766968,0.449233,2,3,0,10.6083,0.689659,0.385488,0.366383,0.689659,0.385488,0.366383,3.2302,3.26537,71.2671,71.9829,73.1057,75.1094,75.4877,76.3474,76.3911,79.6124,80.0986,83.7878,85.3098,86.426,86.4486,87.8549,89.0242,90.5182,91.022,91.1257,98.364,104.374,109.46,111.78,119.05,119.446,121.041,132.343,155.712,161.603,167.983,177.717,199.976,222.773
-9.27953,0.831147,0.449233,2,7,0,11.6446,0.682276,0.321527,0.391295,0.682276,0.321527,0.391295,2.96631,3.00988,70.0572,70.6279,71.5249,73.1313,73.4354,74.1277,74.163,76.7705,77.166,80.1826,81.4353,82.3571,82.3757,83.5405,84.512,85.7569,86.1776,86.2642,92.358,97.4772,101.846,103.847,110.153,110.498,111.887,121.785,142.442,147.678,153.358,162.039,181.943,202.384
