# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SnIa_model
# start_datetime = 2023-07-24 10:28:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpkinjnhmz/iqxe1fbv.json
# init = /tmp/tmpkinjnhmz/_tnyecvh.json
# random
#   seed = 33388
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SnIa/SnIa-20230724112805.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,Delta,dLhat,A,B,C
-26.5991,1,1.27003,1,1,0,27.1788,0.277874,23.6637,2.83431,3.26111e+07,1.37021e+06,57571.6
-26.4651,0.854126,1.27003,2,3,0,26.9752,0.285563,23.6773,2.81663,3.26202e+07,1.3704e+06,57571.6
-26.4651,0.67744,1.27003,1,3,0,27.2837,0.285563,23.6773,2.81663,3.26202e+07,1.3704e+06,57571.6
-26.4651,0.750641,1.27003,1,3,0,27.0562,0.285563,23.6773,2.81663,3.26202e+07,1.3704e+06,57571.6
-26.4962,0.9923,1.27003,2,3,0,26.4968,0.287793,23.6812,2.81158,3.26228e+07,1.37045e+06,57571.6
-26.4702,0.812979,1.27003,2,3,0,26.9694,0.28615,23.6784,2.8153,3.26208e+07,1.37041e+06,57571.6
-26.4615,1,1.27003,1,1,0,26.4666,0.284764,23.6759,2.81845,3.26192e+07,1.37038e+06,57571.6
-26.4677,0.99838,1.27003,2,3,0,26.4677,0.285893,23.6779,2.81588,3.26205e+07,1.37041e+06,57571.6
-27.0872,0.838616,1.27003,1,3,0,27.1143,0.270525,23.6505,2.85161,3.26025e+07,1.37003e+06,57571.6
-26.5036,0.963917,1.27003,2,3,0,27.0734,0.280793,23.6689,2.82754,3.26146e+07,1.37028e+06,57571.6
-26.5669,0.973914,1.27003,1,1,0,26.5809,0.278689,23.6652,2.83241,3.26121e+07,1.37023e+06,57571.6
-26.5669,0.950556,1.27003,1,1,0,26.6743,0.278689,23.6652,2.83241,3.26121e+07,1.37023e+06,57571.6
-26.4637,0.994744,1.27003,2,3,0,26.5522,0.283567,23.6738,2.82118,3.26178e+07,1.37035e+06,57571.6
-26.5031,0.935962,1.27003,2,3,0,26.6341,0.288113,23.6818,2.81086,3.26231e+07,1.37046e+06,57571.6
-26.5031,0.733625,1.27003,1,1,0,26.9265,0.288113,23.6818,2.81086,3.26231e+07,1.37046e+06,57571.6
-26.8436,0.693642,1.27003,2,3,0,27.5632,0.273538,23.656,2.84447,3.2606e+07,1.3701e+06,57571.6
-26.9256,0.988428,1.27003,2,3,0,26.9301,0.296718,23.6966,2.79173,3.26331e+07,1.37067e+06,57571.6
-26.9775,0.978135,1.27003,1,1,0,27.1709,0.297393,23.6978,2.79025,3.26339e+07,1.37069e+06,57571.6
-26.9775,0.488617,1.27003,1,1,0,28.0836,0.297393,23.6978,2.79025,3.26339e+07,1.37069e+06,57571.6
-26.6483,1,1.27003,1,1,0,26.8993,0.29221,23.6889,2.80169,3.26279e+07,1.37056e+06,57571.6
-26.7322,0.965028,1.27003,1,1,0,26.8057,0.293799,23.6916,2.79816,3.26297e+07,1.3706e+06,57571.6
-26.5297,0.913713,1.27003,2,3,0,27.0006,0.279808,23.6672,2.82982,3.26134e+07,1.37026e+06,57571.6
-26.7166,0.925069,1.27003,1,1,0,26.7356,0.275518,23.6595,2.83981,3.26084e+07,1.37015e+06,57571.6
-26.8829,0.933403,1.27003,1,1,0,26.9773,0.272996,23.655,2.84575,3.26054e+07,1.37009e+06,57571.6
-26.4945,0.7589,1.27003,2,3,0,27.6126,0.287711,23.6811,2.81177,3.26227e+07,1.37045e+06,57571.6
-27.9576,0.677489,1.27003,2,3,0,28.0609,0.263059,23.6369,2.86962,3.25936e+07,1.36984e+06,57571.6
-26.4634,0.99806,1.27003,1,3,0,27.3516,0.283614,23.6739,2.82107,3.26179e+07,1.37035e+06,57571.6
-26.4853,0.990844,1.27003,1,1,0,26.4856,0.281692,23.6705,2.82548,3.26156e+07,1.3703e+06,57571.6
-26.7299,0.481098,1.27003,2,3,0,28.5873,0.275291,23.6591,2.84034,3.26081e+07,1.37014e+06,57571.6
-28.3178,0.521074,1.27003,1,1,0,28.3642,0.260673,23.6324,2.87547,3.25907e+07,1.36978e+06,57571.6
-26.5384,1,1.27003,1,1,0,27.5835,0.279523,23.6667,2.83048,3.26131e+07,1.37025e+06,57571.6
-26.6966,0.93618,1.27003,1,1,0,26.7201,0.275871,23.6602,2.83898,3.26088e+07,1.37016e+06,57571.6
-26.5141,0.937532,1.27003,2,3,0,26.8975,0.288566,23.6826,2.80984,3.26237e+07,1.37047e+06,57571.6
-27.0225,0.806014,1.27003,1,1,0,27.0305,0.297951,23.6987,2.78902,3.26345e+07,1.3707e+06,57571.6
-26.5405,1,1.27003,1,1,0,26.8346,0.289491,23.6842,2.80776,3.26247e+07,1.37049e+06,57571.6
-26.4942,1,1.27003,1,1,0,26.5322,0.2877,23.6811,2.81179,3.26227e+07,1.37045e+06,57571.6
-26.7795,0.886218,1.27003,1,1,0,26.7849,0.294589,23.693,2.79641,3.26307e+07,1.37062e+06,57571.6
-26.9786,0.918745,1.27003,1,1,0,27.1008,0.297407,23.6978,2.79022,3.26339e+07,1.37069e+06,57571.6
-26.4615,1,1.27003,1,3,0,26.7698,0.284152,23.6748,2.81984,3.26185e+07,1.37036e+06,57571.6
-26.9635,0.865957,1.27003,1,3,0,26.9728,0.297214,23.6975,2.79064,3.26337e+07,1.37068e+06,57571.6
-27.0086,0.993656,1.27003,2,3,0,27.2186,0.297781,23.6984,2.7894,3.26344e+07,1.3707e+06,57571.6
-26.4642,0.997991,1.27003,1,3,0,26.7956,0.283483,23.6737,2.82137,3.26177e+07,1.37035e+06,57571.6
-26.4642,0.852167,1.27003,1,3,0,26.794,0.283483,23.6737,2.82137,3.26177e+07,1.37035e+06,57571.6
-28.813,0.512493,1.27003,2,3,0,29.1818,0.312412,23.7229,2.75808,3.26511e+07,1.37105e+06,57571.6
-26.4996,1,1.27003,1,3,0,27.8295,0.287953,23.6815,2.81122,3.26229e+07,1.37046e+06,57571.6
-26.7469,0.775608,1.27003,2,3,0,27.2411,0.275007,23.6586,2.84101,3.26078e+07,1.37014e+06,57571.6
-26.7436,1,1.27003,1,1,0,26.863,0.275061,23.6587,2.84088,3.26078e+07,1.37014e+06,57571.6
-26.486,1,1.27003,1,1,0,26.6389,0.281655,23.6704,2.82556,3.26156e+07,1.3703e+06,57571.6
-26.52,0.986694,1.27003,2,3,0,26.5524,0.28879,23.683,2.80934,3.26239e+07,1.37048e+06,57571.6
-26.4716,1,1.27003,1,1,0,26.502,0.286274,23.6786,2.81502,3.2621e+07,1.37042e+06,57571.6
-26.6257,0.936972,1.27003,1,1,0,26.6266,0.291722,23.688,2.80277,3.26273e+07,1.37055e+06,57571.6
-26.5685,1,1.27003,2,3,0,26.6217,0.278645,23.6651,2.83251,3.26121e+07,1.37023e+06,57571.6
-27.9146,0.573364,1.27003,1,1,0,27.9229,0.263363,23.6374,2.86888,3.2594e+07,1.36985e+06,57571.6
-27.193,1,1.27003,1,1,0,27.8705,0.269408,23.6485,2.85428,3.26011e+07,1.37e+06,57571.6
-27.8293,0.771104,1.27003,1,1,0,28.0851,0.26398,23.6386,2.86737,3.25947e+07,1.36986e+06,57571.6
-26.6764,0.912842,1.27003,2,3,0,28.0551,0.276246,23.6608,2.83811,3.26092e+07,1.37017e+06,57571.6
-28.1148,0.72891,1.27003,2,3,0,28.149,0.261984,23.6349,2.87225,3.25923e+07,1.36981e+06,57571.6
-27.5021,1,1.27003,1,1,0,28.2462,0.266554,23.6433,2.86113,3.25978e+07,1.36993e+06,57571.6
-26.5321,1,1.27003,1,1,0,27.105,0.279727,23.667,2.83001,3.26133e+07,1.37025e+06,57571.6
-28.1413,0.575864,1.27003,2,3,0,28.6723,0.261809,23.6345,2.87268,3.25921e+07,1.36981e+06,57571.6
-27.3978,1,1.27003,2,3,0,28.1747,0.301947,23.7055,2.78034,3.26392e+07,1.3708e+06,57571.6
-26.6152,0.582675,1.27003,2,3,0,29.0187,0.277504,23.6631,2.83517,3.26107e+07,1.3702e+06,57571.6
-26.6152,0.594176,1.27003,1,1,0,27.3769,0.277504,23.6631,2.83517,3.26107e+07,1.3702e+06,57571.6
-26.6152,0.744907,1.27003,1,1,0,27.0652,0.277504,23.6631,2.83517,3.26107e+07,1.3702e+06,57571.6
-26.4626,0.996425,1.27003,2,3,0,26.5657,0.285128,23.6766,2.81762,3.26196e+07,1.37039e+06,57571.6
-27.2827,0.792348,1.27003,1,3,0,27.2886,0.300822,23.7036,2.78278,3.26379e+07,1.37077e+06,57571.6
-26.7995,1,1.27003,2,3,0,27.1938,0.294906,23.6935,2.79571,3.2631e+07,1.37063e+06,57571.6
-26.5417,1,1.27003,2,3,0,26.7126,0.28953,23.6842,2.80767,3.26248e+07,1.3705e+06,57571.6
-26.4868,1,1.27003,1,1,0,26.5264,0.287307,23.6804,2.81268,3.26222e+07,1.37044e+06,57571.6
-26.4868,0.674819,1.27003,1,3,0,27.2922,0.287307,23.6804,2.81268,3.26222e+07,1.37044e+06,57571.6
-28.0692,0.659782,1.27003,1,3,0,28.1556,0.26229,23.6354,2.8715,3.25927e+07,1.36982e+06,57571.6
-26.8397,0.890772,1.27003,2,3,0,28.5685,0.273594,23.6561,2.84434,3.26061e+07,1.3701e+06,57571.6
-26.4615,0.998109,1.27003,1,3,0,26.6897,0.284774,23.6759,2.81843,3.26192e+07,1.37038e+06,57571.6
-26.4901,0.989865,1.27003,2,3,0,26.497,0.287489,23.6807,2.81227,3.26224e+07,1.37045e+06,57571.6
-26.4618,1,1.27003,1,3,0,26.4782,0.284899,23.6762,2.81814,3.26194e+07,1.37038e+06,57571.6
-26.4645,0.99887,1.27003,1,1,0,26.4647,0.285479,23.6772,2.81682,3.26201e+07,1.3704e+06,57571.6
-27.3972,0.73212,1.27003,2,3,0,27.599,0.301941,23.7055,2.78035,3.26391e+07,1.3708e+06,57571.6
-27.5476,0.981214,1.27003,2,3,0,27.5512,0.266174,23.6426,2.86205,3.25973e+07,1.36992e+06,57571.6
-27.1817,1,1.27003,2,3,0,27.5035,0.299769,23.7018,2.78506,3.26366e+07,1.37074e+06,57571.6
-26.8019,1,1.27003,1,1,0,27.1424,0.294943,23.6936,2.79563,3.26311e+07,1.37063e+06,57571.6
-26.5625,1,1.27003,1,1,0,26.7313,0.29015,23.6853,2.80629,3.26255e+07,1.37051e+06,57571.6
-27.2599,0.848289,1.27003,2,3,0,27.2797,0.300589,23.7032,2.78328,3.26376e+07,1.37076e+06,57571.6
-26.8229,0.984059,1.27003,2,3,0,27.481,0.273836,23.6565,2.84376,3.26064e+07,1.37011e+06,57571.6
-27.0582,0.907415,1.27003,1,1,0,27.1913,0.270848,23.6511,2.85084,3.26029e+07,1.37003e+06,57571.6
-26.5074,1,1.27003,2,3,0,26.8334,0.280634,23.6686,2.82791,3.26144e+07,1.37028e+06,57571.6
-26.4681,1,1.27003,1,1,0,26.4923,0.282978,23.6728,2.82253,3.26171e+07,1.37033e+06,57571.6
-26.4612,0.999831,1.27003,2,3,0,26.4659,0.28457,23.6756,2.81889,3.2619e+07,1.37037e+06,57571.6
-26.7703,0.914242,1.27003,1,3,0,26.774,0.29444,23.6927,2.79674,3.26305e+07,1.37061e+06,57571.6
-26.4723,0.983181,1.27003,2,3,0,26.7444,0.286336,23.6787,2.81488,3.26211e+07,1.37042e+06,57571.6
-26.4723,0.835165,1.27003,1,3,0,26.875,0.286336,23.6787,2.81488,3.26211e+07,1.37042e+06,57571.6
-26.6272,0.812144,1.27003,2,3,0,27.0372,0.277238,23.6626,2.83579,3.26104e+07,1.37019e+06,57571.6
-26.4705,0.860309,1.27003,2,3,0,26.9935,0.286169,23.6784,2.81525,3.26209e+07,1.37041e+06,57571.6
-26.7172,0.900965,1.27003,1,1,0,26.7174,0.293535,23.6912,2.79875,3.26294e+07,1.37059e+06,57571.6
-26.9242,0.915694,1.27003,1,1,0,27.0199,0.2967,23.6966,2.79177,3.26331e+07,1.37067e+06,57571.6
-27.0599,0.943816,1.27003,1,1,0,27.2472,0.298399,23.6995,2.78805,3.26351e+07,1.37071e+06,57571.6
-26.7305,1,1.27003,2,3,0,27.015,0.29377,23.6916,2.79823,3.26297e+07,1.3706e+06,57571.6
-26.996,0.893182,1.27003,1,1,0,27.0942,0.297624,23.6982,2.78974,3.26342e+07,1.37069e+06,57571.6
-26.8719,1,1.27003,2,3,0,27.1089,0.295981,23.6953,2.79335,3.26323e+07,1.37065e+06,57571.6
-26.6326,1,1.27003,1,1,0,26.8293,0.291874,23.6883,2.80244,3.26275e+07,1.37055e+06,57571.6
-26.5127,0.440676,1.27003,2,3,0,29.2659,0.288509,23.6825,2.80997,3.26236e+07,1.37047e+06,57571.6
-26.4712,0.760417,1.27003,2,3,0,27.1524,0.28624,23.6785,2.81509,3.26209e+07,1.37041e+06,57571.6
-26.7905,0.873709,1.27003,1,1,0,26.7906,0.294764,23.6933,2.79603,3.26309e+07,1.37062e+06,57571.6
-26.59,0.97816,1.27003,2,3,0,26.9294,0.278094,23.6641,2.8338,3.26114e+07,1.37021e+06,57571.6
-26.4627,0.994233,1.27003,2,3,0,26.5665,0.283761,23.6742,2.82073,3.26181e+07,1.37035e+06,57571.6
-26.4627,0.935095,1.27003,1,3,0,26.604,0.283761,23.6742,2.82073,3.26181e+07,1.37035e+06,57571.6
-26.485,0.914483,1.27003,2,3,0,26.6724,0.281708,23.6705,2.82544,3.26156e+07,1.3703e+06,57571.6
-26.4617,1,1.27003,1,3,0,26.4752,0.284069,23.6747,2.82003,3.26184e+07,1.37036e+06,57571.6
-26.4753,0.994892,1.27003,2,3,0,26.4796,0.282338,23.6717,2.82399,3.26164e+07,1.37032e+06,57571.6
-26.4871,0.995062,1.27003,1,1,0,26.4923,0.28159,23.6703,2.82571,3.26155e+07,1.3703e+06,57571.6
-26.4871,0.918321,1.27003,1,1,0,26.61,0.28159,23.6703,2.82571,3.26155e+07,1.3703e+06,57571.6
-28.2093,0.630743,1.27003,1,3,0,28.2123,0.261364,23.6337,2.87377,3.25916e+07,1.3698e+06,57571.6
-28.5977,0.855317,1.27003,1,1,0,29.2788,0.258981,23.6293,2.87964,3.25887e+07,1.36974e+06,57571.6
-26.6876,1,1.27003,1,1,0,27.8416,0.276036,23.6605,2.8386,3.2609e+07,1.37016e+06,57571.6
-26.4724,1,1.27003,1,1,0,26.5981,0.28257,23.6721,2.82346,3.26167e+07,1.37032e+06,57571.6
-26.4724,0.619867,1.27003,1,3,0,27.5856,0.28257,23.6721,2.82346,3.26167e+07,1.37032e+06,57571.6
-26.5234,0.978848,1.27003,1,1,0,26.526,0.280025,23.6676,2.82932,3.26137e+07,1.37026e+06,57571.6
-26.4613,0.877831,1.27003,2,3,0,26.8214,0.284253,23.675,2.81961,3.26186e+07,1.37037e+06,57571.6
-26.4802,0.946562,1.27003,2,3,0,26.5921,0.282003,23.6711,2.82476,3.2616e+07,1.37031e+06,57571.6
-26.5274,0.728567,1.27003,2,3,0,27.2577,0.279886,23.6673,2.82964,3.26135e+07,1.37026e+06,57571.6
-26.5369,0.975955,1.27003,2,3,0,26.6439,0.279571,23.6668,2.83037,3.26131e+07,1.37025e+06,57571.6
-26.5369,0.499646,1.27003,1,1,0,27.5229,0.279571,23.6668,2.83037,3.26131e+07,1.37025e+06,57571.6
-26.7588,0.911715,1.27003,1,1,0,26.7793,0.274813,23.6583,2.84146,3.26075e+07,1.37013e+06,57571.6
-26.6166,1,1.27003,2,3,0,26.7549,0.277472,23.663,2.83524,3.26107e+07,1.3702e+06,57571.6
-26.6166,0.313682,1.27003,1,1,0,28.2872,0.277472,23.663,2.83524,3.26107e+07,1.3702e+06,57571.6
-26.6679,0.978875,1.27003,1,1,0,26.7289,0.276409,23.6611,2.83772,3.26094e+07,1.37017e+06,57571.6
-26.5091,1,1.27003,1,1,0,26.614,0.280567,23.6685,2.82807,3.26143e+07,1.37028e+06,57571.6
-26.4739,0.80299,1.27003,2,3,0,27.021,0.282449,23.6719,2.82374,3.26165e+07,1.37032e+06,57571.6
-27.1769,0.816363,1.27003,2,3,0,27.2382,0.299717,23.7017,2.78518,3.26366e+07,1.37074e+06,57571.6
-26.6259,0.93654,1.27003,2,3,0,27.438,0.291727,23.688,2.80276,3.26273e+07,1.37055e+06,57571.6
-26.8246,0.964127,1.27003,2,3,0,26.8828,0.29529,23.6942,2.79487,3.26315e+07,1.37064e+06,57571.6
-26.4684,0.993825,1.27003,2,3,0,26.7036,0.282947,23.6727,2.8226,3.26171e+07,1.37033e+06,57571.6
-26.4684,0.633761,1.27003,1,3,0,27.4813,0.282947,23.6727,2.8226,3.26171e+07,1.37033e+06,57571.6
-26.4615,1,1.27003,1,1,0,26.4655,0.284122,23.6748,2.81991,3.26185e+07,1.37036e+06,57571.6
-26.7421,0.921842,1.27003,1,3,0,26.748,0.29397,23.6919,2.79778,3.26299e+07,1.3706e+06,57571.6
-26.8434,0.957836,1.27003,1,1,0,26.9555,0.295569,23.6946,2.79425,3.26318e+07,1.37064e+06,57571.6
-26.4621,0.985611,1.27003,2,3,0,26.7587,0.28498,23.6763,2.81795,3.26195e+07,1.37038e+06,57571.6
-28.2174,0.630293,1.27003,1,3,0,28.2582,0.261312,23.6336,2.8739,3.25915e+07,1.3698e+06,57571.6
-27.7034,1,1.27003,1,1,0,28.4772,0.264928,23.6403,2.86507,3.25958e+07,1.36989e+06,57571.6
-26.9484,1,1.27003,1,1,0,27.5471,0.272148,23.6535,2.84775,3.26044e+07,1.37007e+06,57571.6
-26.6282,0.966175,1.27003,2,3,0,27.1432,0.291777,23.6881,2.80265,3.26274e+07,1.37055e+06,57571.6
-27.7745,0.613716,1.27003,1,1,0,27.8078,0.305224,23.711,2.7733,3.26429e+07,1.37088e+06,57571.6
-26.5218,1,1.27003,1,1,0,27.2453,0.288854,23.6831,2.80919,3.2624e+07,1.37048e+06,57571.6
-26.471,0.738895,1.27003,2,3,0,27.2358,0.286223,23.6785,2.81513,3.26209e+07,1.37041e+06,57571.6
-27.4519,0.762316,1.27003,1,3,0,27.4949,0.266985,23.6441,2.86009,3.25983e+07,1.36994e+06,57571.6
-26.6277,1,1.27003,1,1,0,27.1451,0.277228,23.6626,2.83581,3.26104e+07,1.37019e+06,57571.6
-26.8593,0.908468,1.27003,2,3,0,27.0926,0.295801,23.695,2.79374,3.26321e+07,1.37065e+06,57571.6
-27.1719,0.953152,1.27003,2,3,0,27.327,0.269625,23.6489,2.85376,3.26014e+07,1.37e+06,57571.6
-26.7247,1,1.27003,1,1,0,27.0694,0.275379,23.6593,2.84014,3.26082e+07,1.37015e+06,57571.6
-26.6494,1,1.27003,1,1,0,26.7663,0.276774,23.6618,2.83687,3.26099e+07,1.37018e+06,57571.6
-27.2884,0.555361,1.27003,2,3,0,28.5519,0.300879,23.7037,2.78265,3.26379e+07,1.37077e+06,57571.6
-27.7096,0.835207,1.27003,1,1,0,28.0346,0.304695,23.7101,2.77443,3.26423e+07,1.37086e+06,57571.6
-27.3237,1,1.27003,2,3,0,27.8866,0.30123,23.7043,2.78189,3.26383e+07,1.37078e+06,57571.6
-27.2648,1,1.27003,1,1,0,27.6361,0.30064,23.7033,2.78317,3.26376e+07,1.37077e+06,57571.6
-26.8543,1,1.27003,1,1,0,27.2326,0.295727,23.6949,2.7939,3.2632e+07,1.37065e+06,57571.6
-26.5991,1,1.27003,1,1,0,26.7909,0.291106,23.687,2.80415,3.26266e+07,1.37053e+06,57571.6
-28.6965,0.40901,1.27003,1,1,0,28.7099,0.311695,23.7218,2.75959,3.26503e+07,1.37103e+06,57571.6
-29.6967,0.883667,1.27003,2,3,0,30.5884,0.317378,23.7311,2.74775,3.26568e+07,1.37117e+06,57571.6
-26.4798,1,1.27003,1,3,0,28.4302,0.282028,23.6711,2.8247,3.2616e+07,1.37031e+06,57571.6
-26.4798,0.744621,1.27003,1,3,0,27.1585,0.282028,23.6711,2.8247,3.2616e+07,1.37031e+06,57571.6
-26.4837,0.992523,1.27003,2,3,0,26.5145,0.281787,23.6707,2.82526,3.26157e+07,1.37031e+06,57571.6
-26.4837,0.735941,1.27003,1,3,0,27.1976,0.281787,23.6707,2.82526,3.26157e+07,1.37031e+06,57571.6
-27.372,0.780542,1.27003,2,3,0,27.4403,0.301701,23.7051,2.78087,3.26389e+07,1.37079e+06,57571.6
-27.2297,1,1.27003,1,1,0,27.6282,0.300278,23.7027,2.78396,3.26372e+07,1.37076e+06,57571.6
-29.3422,0.330383,1.27003,2,3,0,31.526,0.254979,23.6218,2.88962,3.25839e+07,1.36964e+06,57571.6
-26.5239,0.948424,1.27003,1,3,0,28.3443,0.28893,23.6832,2.80902,3.26241e+07,1.37048e+06,57571.6
-26.6048,0.966332,1.27003,1,1,0,26.6266,0.291242,23.6872,2.80385,3.26268e+07,1.37054e+06,57571.6
-26.8859,0.887446,1.27003,1,1,0,26.9321,0.296177,23.6957,2.79291,3.26325e+07,1.37066e+06,57571.6
-27.5995,0.74701,1.27003,2,3,0,28.2378,0.265749,23.6418,2.86308,3.25968e+07,1.36991e+06,57571.6
-26.7733,1,1.27003,1,1,0,27.3438,0.274584,23.6579,2.842,3.26073e+07,1.37013e+06,57571.6
-26.5196,0.975755,1.27003,2,3,0,26.8451,0.280164,23.6678,2.829,3.26138e+07,1.37027e+06,57571.6
-26.4937,1,1.27003,2,3,0,26.5206,0.281251,23.6697,2.82649,3.26151e+07,1.37029e+06,57571.6
-26.5815,0.980903,1.27003,2,3,0,26.5907,0.278305,23.6645,2.8333,3.26117e+07,1.37022e+06,57571.6
-26.6928,0.954735,1.27003,1,1,0,26.7356,0.275941,23.6603,2.83882,3.26089e+07,1.37016e+06,57571.6
-26.5533,1,1.27003,1,1,0,26.6647,0.279071,23.6659,2.83153,3.26126e+07,1.37024e+06,57571.6
-28.047,0.539394,1.27003,1,1,0,28.0512,0.262441,23.6357,2.87113,3.25929e+07,1.36982e+06,57571.6
-26.5934,1,1.27003,1,1,0,27.4596,0.278012,23.664,2.83399,3.26113e+07,1.37021e+06,57571.6
-26.5934,0.268819,1.27003,2,3,0,30.8808,0.278012,23.664,2.83399,3.26113e+07,1.37021e+06,57571.6
-26.6581,0.973412,1.27003,1,1,0,26.7086,0.276601,23.6615,2.83728,3.26096e+07,1.37018e+06,57571.6
-26.5095,1,1.27003,1,1,0,26.609,0.28055,23.6685,2.82811,3.26143e+07,1.37027e+06,57571.6
-27.3814,0.696189,1.27003,1,1,0,27.3833,0.267609,23.6452,2.85859,3.2599e+07,1.36995e+06,57571.6
-26.5815,1,1.27003,2,3,0,27.0703,0.278306,23.6645,2.8333,3.26117e+07,1.37022e+06,57571.6
-27.3569,0.72534,1.27003,1,1,0,27.3775,0.267832,23.6456,2.85806,3.25993e+07,1.36996e+06,57571.6
-27.0125,1,1.27003,2,3,0,27.3437,0.297829,23.6985,2.78929,3.26344e+07,1.3707e+06,57571.6
-29.4398,0.209995,1.27003,2,3,0,32.4774,0.254497,23.6209,2.89083,3.25833e+07,1.36962e+06,57571.6
-27.8952,1,1.27003,2,3,0,29.6542,0.306175,23.7126,2.77127,3.2644e+07,1.3709e+06,57571.6
-27.2791,1,1.27003,1,1,0,27.9423,0.300785,23.7035,2.78286,3.26378e+07,1.37077e+06,57571.6
-27.7362,0.941681,1.27003,2,3,0,27.8883,0.264677,23.6398,2.86568,3.25955e+07,1.36988e+06,57571.6
-27.1913,1,1.27003,2,3,0,27.7517,0.299872,23.702,2.78484,3.26368e+07,1.37075e+06,57571.6
-27.1913,0.150444,1.27003,1,1,0,29.88,0.299872,23.702,2.78484,3.26368e+07,1.37075e+06,57571.6
-26.4718,0.994605,1.27003,1,3,0,26.9201,0.282623,23.6722,2.82334,3.26167e+07,1.37033e+06,57571.6
-26.6597,0.722322,1.27003,2,3,0,27.3401,0.292444,23.6893,2.80117,3.26282e+07,1.37057e+06,57571.6
-27.025,0.839528,1.27003,2,3,0,27.3935,0.271226,23.6518,2.84994,3.26033e+07,1.37004e+06,57571.6
