# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SnIa_model
# start_datetime = 2023-07-24 10:28:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpkinjnhmz/iqxe1fbv.json
# init = /tmp/tmpkinjnhmz/_tnyecvh.json
# random
#   seed = 33388
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SnIa/SnIa-20230724112805.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,Delta,dLhat,A,B,C
-26.6521,1,1.22558,1,1,0,26.8675,0.276719,23.6617,2.837,3.26098e+07,1.37018e+06,57571.6
-26.5734,1,1.22558,2,3,0,26.6557,0.278515,23.6649,2.83282,3.26119e+07,1.37022e+06,57571.6
-26.4697,0.995595,1.22558,1,3,0,26.5578,0.286103,23.6783,2.81541,3.26208e+07,1.37041e+06,57571.6
-26.7325,0.745011,1.22558,2,3,0,27.4889,0.293805,23.6916,2.79815,3.26297e+07,1.3706e+06,57571.6
-26.6698,1,1.22558,1,1,0,26.779,0.292646,23.6896,2.80072,3.26284e+07,1.37057e+06,57571.6
-26.7597,0.967191,1.22558,1,1,0,26.8267,0.294266,23.6924,2.79713,3.26303e+07,1.37061e+06,57571.6
-28.7859,0.469647,1.22558,1,1,0,28.8026,0.312246,23.7227,2.75843,3.2651e+07,1.37104e+06,57571.6
-26.5049,0.842055,1.22558,2,3,0,29.2167,0.280739,23.6688,2.82767,3.26145e+07,1.37028e+06,57571.6
-26.5049,0.596257,1.22558,1,3,0,27.9802,0.280739,23.6688,2.82767,3.26145e+07,1.37028e+06,57571.6
-26.5049,0.521738,1.22558,1,3,0,28.1475,0.280739,23.6688,2.82767,3.26145e+07,1.37028e+06,57571.6
-26.6302,0.955334,1.22558,1,1,0,26.6368,0.277175,23.6625,2.83593,3.26103e+07,1.37019e+06,57571.6
-26.9167,0.957558,1.22558,2,3,0,26.9888,0.296598,23.6964,2.79199,3.2633e+07,1.37067e+06,57571.6
-26.8874,1,1.22558,1,1,0,27.0601,0.296198,23.6957,2.79287,3.26325e+07,1.37066e+06,57571.6
-30.9781,0.527175,1.22558,2,3,0,30.987,0.323548,23.7411,2.73513,3.26638e+07,1.37131e+06,57571.6
-26.9678,1,1.22558,1,1,0,29.4988,0.297269,23.6975,2.79052,3.26338e+07,1.37068e+06,57571.6
-26.5962,1,1.22558,1,1,0,26.8525,0.291033,23.6868,2.80431,3.26265e+07,1.37053e+06,57571.6
-28.8024,0.550417,1.22558,1,3,0,28.8028,0.312348,23.7228,2.75822,3.26511e+07,1.37105e+06,57571.6
-26.5315,1,1.22558,1,3,0,27.9688,0.289196,23.6837,2.80843,3.26244e+07,1.37049e+06,57571.6
-26.468,1,1.22558,1,1,0,26.5082,0.285929,23.678,2.8158,3.26206e+07,1.37041e+06,57571.6
-26.5197,0.981143,1.22558,1,1,0,26.5199,0.288777,23.6829,2.80937,3.26239e+07,1.37048e+06,57571.6
-26.5085,1,1.22558,1,1,0,26.5317,0.288341,23.6822,2.81035,3.26234e+07,1.37047e+06,57571.6
-26.9252,0.856407,1.22558,2,3,0,27.2279,0.272442,23.654,2.84706,3.26047e+07,1.37007e+06,57571.6
-28.6948,0.759057,1.22558,2,3,0,28.7409,0.258422,23.6282,2.88103,3.25881e+07,1.36972e+06,57571.6
-26.6767,1,1.22558,1,1,0,27.9715,0.27624,23.6608,2.83812,3.26092e+07,1.37017e+06,57571.6
-26.5842,0.888783,1.22558,2,3,0,27.2361,0.278237,23.6644,2.83346,3.26116e+07,1.37022e+06,57571.6
-26.9964,0.907705,1.22558,2,3,0,27.1942,0.29763,23.6982,2.78973,3.26342e+07,1.37069e+06,57571.6
-26.741,1,1.22558,1,1,0,26.9794,0.29395,23.6919,2.79783,3.26299e+07,1.3706e+06,57571.6
-26.6643,1,1.22558,2,3,0,26.7126,0.276479,23.6612,2.83756,3.26095e+07,1.37017e+06,57571.6
-27.6058,0.712093,1.22558,1,1,0,27.6222,0.265699,23.6417,2.8632,3.25967e+07,1.36991e+06,57571.6
-26.8421,1,1.22558,1,1,0,27.4021,0.27356,23.656,2.84442,3.26061e+07,1.3701e+06,57571.6
-27.09,0.444517,1.22558,2,3,0,30.3633,0.270494,23.6505,2.85169,3.26024e+07,1.37003e+06,57571.6
-28.168,0.68078,1.22558,1,1,0,28.2936,0.261633,23.6342,2.87311,3.25919e+07,1.3698e+06,57571.6
-26.9004,1,1.22558,1,1,0,27.7751,0.272763,23.6546,2.8463,3.26051e+07,1.37008e+06,57571.6
-26.4676,0.94433,1.22558,2,3,0,27.1322,0.283024,23.6729,2.82242,3.26172e+07,1.37034e+06,57571.6
-26.4676,0.933874,1.22558,1,3,0,26.6513,0.283024,23.6729,2.82242,3.26172e+07,1.37034e+06,57571.6
-26.4773,0.97051,1.22558,2,3,0,26.5616,0.282198,23.6714,2.82431,3.26162e+07,1.37032e+06,57571.6
-27.9076,0.680929,1.22558,1,3,0,28.0363,0.306269,23.7127,2.77106,3.26441e+07,1.3709e+06,57571.6
-27.9076,0.482145,1.22558,1,1,0,29.4884,0.306269,23.7127,2.77106,3.26441e+07,1.3709e+06,57571.6
-27.3416,1,1.22558,2,3,0,27.7225,0.267972,23.6459,2.85772,3.25994e+07,1.36996e+06,57571.6
-29.2503,0.509211,1.22558,1,1,0,29.3977,0.255441,23.6226,2.88846,3.25845e+07,1.36965e+06,57571.6
-26.6312,0.908394,1.22558,1,3,0,28.8134,0.291844,23.6882,2.8025,3.26275e+07,1.37055e+06,57571.6
-26.702,0.991367,1.22558,2,3,0,26.7568,0.29326,23.6907,2.79936,3.26291e+07,1.37059e+06,57571.6
-28.1074,0.592408,1.22558,1,1,0,28.1252,0.307756,23.7152,2.7679,3.26458e+07,1.37094e+06,57571.6
-26.8275,1,1.22558,1,1,0,27.6818,0.295334,23.6942,2.79477,3.26315e+07,1.37064e+06,57571.6
-26.7673,1,1.22558,2,3,0,26.9112,0.294392,23.6926,2.79685,3.26304e+07,1.37061e+06,57571.6
-28.2576,0.573715,1.22558,1,1,0,28.2875,0.308817,23.717,2.76565,3.2647e+07,1.37096e+06,57571.6
-26.735,1,1.22558,1,1,0,27.7121,0.293848,23.6917,2.79805,3.26298e+07,1.3706e+06,57571.6
-27.7289,0.690616,1.22558,1,1,0,27.7659,0.304854,23.7104,2.77409,3.26425e+07,1.37087e+06,57571.6
-26.9359,1,1.22558,1,1,0,27.541,0.296854,23.6968,2.79143,3.26333e+07,1.37067e+06,57571.6
-27.2515,0.963018,1.22558,2,3,0,27.3941,0.300503,23.703,2.78347,3.26375e+07,1.37076e+06,57571.6
-26.6719,1,1.22558,1,1,0,27.0716,0.292686,23.6897,2.80063,3.26285e+07,1.37057e+06,57571.6
-27.3047,0.790291,1.22558,1,1,0,27.3381,0.301042,23.704,2.7823,3.26381e+07,1.37077e+06,57571.6
-27.4046,0.963392,1.22558,1,1,0,27.7059,0.302011,23.7056,2.7802,3.26392e+07,1.3708e+06,57571.6
-27.4046,0.256581,1.22558,1,1,0,29.8012,0.302011,23.7056,2.7802,3.26392e+07,1.3708e+06,57571.6
-26.6704,0.995328,1.22558,2,3,0,27.5096,0.276361,23.661,2.83784,3.26094e+07,1.37017e+06,57571.6
-26.5257,0.777336,1.22558,2,3,0,27.5268,0.279945,23.6674,2.8295,3.26136e+07,1.37026e+06,57571.6
-26.5195,1,1.22558,1,1,0,26.544,0.280165,23.6678,2.82899,3.26138e+07,1.37027e+06,57571.6
-27.0068,0.837652,1.22558,1,1,0,27.0079,0.27144,23.6522,2.84943,3.26036e+07,1.37005e+06,57571.6
-29.8445,0.365385,1.22558,1,1,0,29.8749,0.252581,23.6172,2.89566,3.2581e+07,1.36958e+06,57571.6
-26.481,1,1.22558,1,3,0,28.7298,0.281953,23.671,2.82488,3.26159e+07,1.37031e+06,57571.6
-26.864,0.902362,1.22558,1,3,0,26.8647,0.273254,23.6555,2.84514,3.26057e+07,1.37009e+06,57571.6
-26.6235,1,1.22558,1,1,0,26.8131,0.277318,23.6627,2.8356,3.26105e+07,1.37019e+06,57571.6
-26.9772,0.879722,1.22558,1,1,0,27.0065,0.271794,23.6528,2.84859,3.2604e+07,1.37006e+06,57571.6
-26.9772,0.276608,1.22558,1,1,0,29.3315,0.271794,23.6528,2.84859,3.2604e+07,1.37006e+06,57571.6
-27.7989,0.745108,1.22558,1,1,0,27.9071,0.264204,23.639,2.86683,3.2595e+07,1.36987e+06,57571.6
-26.7036,1,1.22558,2,3,0,27.4247,0.275746,23.6599,2.83928,3.26086e+07,1.37016e+06,57571.6
-26.5386,1,1.22558,2,3,0,26.6915,0.289429,23.6841,2.8079,3.26247e+07,1.37049e+06,57571.6
-26.4688,1,1.22558,1,1,0,26.513,0.28601,23.6781,2.81562,3.26207e+07,1.37041e+06,57571.6
-26.6578,0.949702,1.22558,1,3,0,26.6584,0.292405,23.6892,2.80125,3.26281e+07,1.37057e+06,57571.6
-26.4945,1,1.22558,1,1,0,26.6004,0.287711,23.6811,2.81177,3.26227e+07,1.37045e+06,57571.6
-26.4845,1,1.22558,2,3,0,26.4908,0.28174,23.6706,2.82537,3.26157e+07,1.3703e+06,57571.6
-28.5168,0.587003,1.22558,1,3,0,28.5598,0.259457,23.6302,2.87847,3.25893e+07,1.36975e+06,57571.6
-27.935,1,1.22558,1,1,0,28.7651,0.263218,23.6371,2.86923,3.25938e+07,1.36984e+06,57571.6
-26.4741,0.81983,1.22558,2,3,0,29.0924,0.286482,23.6789,2.81455,3.26212e+07,1.37042e+06,57571.6
-26.4739,1,1.22558,1,1,0,26.4787,0.286465,23.6789,2.81459,3.26212e+07,1.37042e+06,57571.6
-27.8733,0.617148,1.22558,2,3,0,28.5673,0.263659,23.638,2.86816,3.25943e+07,1.36985e+06,57571.6
-26.6795,1,1.22558,1,1,0,27.4563,0.276187,23.6607,2.83824,3.26092e+07,1.37017e+06,57571.6
-27.3063,0.874109,1.22558,2,3,0,27.5751,0.301058,23.704,2.78226,3.26381e+07,1.37078e+06,57571.6
-27.0351,1,1.22558,1,1,0,27.3881,0.298103,23.699,2.78869,3.26347e+07,1.3707e+06,57571.6
-26.841,1,1.22558,2,3,0,27.0822,0.295535,23.6946,2.79433,3.26318e+07,1.37064e+06,57571.6
-26.476,0.935594,1.22558,2,3,0,27.1384,0.28229,23.6716,2.8241,3.26163e+07,1.37032e+06,57571.6
-27.0725,0.702768,1.22558,2,3,0,27.8644,0.298546,23.6997,2.78772,3.26352e+07,1.37071e+06,57571.6
-26.7379,1,1.22558,2,3,0,27.0042,0.275156,23.6589,2.84066,3.26079e+07,1.37014e+06,57571.6
-26.7379,0.62184,1.22558,1,1,0,27.6058,0.275156,23.6589,2.84066,3.26079e+07,1.37014e+06,57571.6
-27.0451,0.89494,1.22558,1,1,0,27.1141,0.270996,23.6514,2.85049,3.2603e+07,1.37004e+06,57571.6
-26.7115,1,1.22558,2,3,0,26.9782,0.293433,23.691,2.79897,3.26293e+07,1.37059e+06,57571.6
-26.7115,0.507417,1.22558,1,3,0,29.285,0.293433,23.691,2.79897,3.26293e+07,1.37059e+06,57571.6
-27.0844,0.620589,1.22558,2,3,0,28.7812,0.298685,23.7,2.78742,3.26354e+07,1.37072e+06,57571.6
-26.7604,1,1.22558,2,3,0,27.0434,0.294278,23.6924,2.7971,3.26303e+07,1.37061e+06,57571.6
-27.2336,0.93515,1.22558,2,3,0,27.3315,0.269003,23.6478,2.85525,3.26007e+07,1.36999e+06,57571.6
-26.9793,1,1.22558,2,3,0,27.1447,0.297416,23.6978,2.7902,3.26339e+07,1.37069e+06,57571.6
-26.4645,0.952078,1.22558,2,3,0,27.0917,0.283425,23.6736,2.8215,3.26177e+07,1.37035e+06,57571.6
-26.6433,0.84741,1.22558,2,3,0,27.0487,0.276898,23.662,2.83658,3.261e+07,1.37018e+06,57571.6
-27.0137,0.505258,1.22558,2,3,0,29.3021,0.271359,23.652,2.84963,3.26035e+07,1.37005e+06,57571.6
-26.5709,1,1.22558,2,3,0,26.8643,0.278582,23.665,2.83266,3.2612e+07,1.37023e+06,57571.6
-26.4632,0.997895,1.22558,1,3,0,26.5434,0.285251,23.6768,2.81734,3.26198e+07,1.37039e+06,57571.6
-26.4724,0.982929,1.22558,2,3,0,26.518,0.286343,23.6787,2.81486,3.26211e+07,1.37042e+06,57571.6
-26.4623,0.988933,1.22558,2,3,0,26.5067,0.285041,23.6764,2.81782,3.26195e+07,1.37039e+06,57571.6
-26.6881,0.938754,1.22558,1,3,0,26.7059,0.276027,23.6604,2.83862,3.2609e+07,1.37016e+06,57571.6
-26.6827,0.843456,1.22558,2,3,0,27.5213,0.276128,23.6606,2.83838,3.26091e+07,1.37017e+06,57571.6
-26.6827,0.512032,1.22558,1,3,0,29.0558,0.276128,23.6606,2.83838,3.26091e+07,1.37017e+06,57571.6
-27.264,0.810638,1.22558,1,1,0,27.2985,0.268705,23.6472,2.85596,3.26003e+07,1.36998e+06,57571.6
-27.0171,1,1.22558,2,3,0,27.1765,0.297885,23.6986,2.78917,3.26345e+07,1.3707e+06,57571.6
-26.4988,0.877886,1.22558,2,3,0,27.5972,0.287918,23.6814,2.8113,3.26229e+07,1.37046e+06,57571.6
-27.024,0.862453,1.22558,1,3,0,27.1321,0.271239,23.6518,2.84991,3.26033e+07,1.37004e+06,57571.6
-27.2981,0.967869,1.22558,2,3,0,27.3013,0.300977,23.7038,2.78244,3.2638e+07,1.37077e+06,57571.6
-27.2188,1,1.22558,2,3,0,27.5402,0.300163,23.7025,2.78421,3.26371e+07,1.37075e+06,57571.6
-26.6191,0.743001,1.22558,2,3,0,28.5625,0.291573,23.6878,2.80311,3.26272e+07,1.37054e+06,57571.6
-28.0416,0.588995,1.22558,1,1,0,28.0454,0.307277,23.7144,2.76892,3.26453e+07,1.37093e+06,57571.6
-26.4628,0.855615,1.22558,2,3,0,28.6142,0.28373,23.6741,2.82081,3.2618e+07,1.37035e+06,57571.6
-26.6781,0.942658,1.22558,1,3,0,26.683,0.276214,23.6608,2.83818,3.26092e+07,1.37017e+06,57571.6
-27.1431,0.935138,1.22558,2,3,0,27.1824,0.269924,23.6494,2.85304,3.26018e+07,1.37001e+06,57571.6
-26.7116,1,1.22558,2,3,0,27.0827,0.293434,23.691,2.79897,3.26293e+07,1.37059e+06,57571.6
-26.7116,0.404927,1.22558,1,1,0,28.2364,0.293434,23.691,2.79897,3.26293e+07,1.37059e+06,57571.6
-27.2375,0.910526,1.22558,2,3,0,27.3855,0.268964,23.6477,2.85534,3.26006e+07,1.36999e+06,57571.6
-26.4877,0.979071,1.22558,1,3,0,27.0726,0.287359,23.6805,2.81256,3.26223e+07,1.37044e+06,57571.6
-27.0033,0.868979,1.22558,1,3,0,27.0039,0.297716,23.6983,2.78954,3.26343e+07,1.37069e+06,57571.6
-26.4768,0.689323,1.22558,2,3,0,28.3279,0.286679,23.6793,2.8141,3.26215e+07,1.37043e+06,57571.6
-26.4632,1,1.22558,1,1,0,26.4719,0.285253,23.6768,2.81733,3.26198e+07,1.37039e+06,57571.6
-26.6985,0.936124,1.22558,1,3,0,26.7196,0.275838,23.6601,2.83906,3.26087e+07,1.37016e+06,57571.6
-27.1331,0.854671,1.22558,1,1,0,27.1804,0.27003,23.6496,2.85279,3.26019e+07,1.37001e+06,57571.6
-26.754,1,1.22558,2,3,0,27.0543,0.294172,23.6922,2.79734,3.26302e+07,1.37061e+06,57571.6
-29.2024,0.401119,1.22558,1,1,0,29.212,0.314693,23.7267,2.75332,3.26537e+07,1.3711e+06,57571.6
-26.6635,1,1.22558,1,1,0,28.2565,0.292519,23.6894,2.801,3.26283e+07,1.37057e+06,57571.6
-26.5565,1,1.22558,1,1,0,26.6486,0.289978,23.685,2.80667,3.26253e+07,1.37051e+06,57571.6
-27.1073,0.843952,1.22558,2,3,0,27.4309,0.270306,23.6501,2.85213,3.26022e+07,1.37002e+06,57571.6
-26.4974,0.978105,1.22558,1,3,0,26.9966,0.287852,23.6813,2.81145,3.26228e+07,1.37045e+06,57571.6
-26.4827,0.976794,1.22558,2,3,0,26.6005,0.287073,23.68,2.81321,3.26219e+07,1.37043e+06,57571.6
-26.4827,0.837782,1.22558,1,3,0,26.8938,0.287073,23.68,2.81321,3.26219e+07,1.37043e+06,57571.6
-26.5618,0.986034,1.22558,2,3,0,26.5645,0.290129,23.6853,2.80633,3.26255e+07,1.37051e+06,57571.6
-26.5089,1,1.22558,2,3,0,26.5496,0.280573,23.6685,2.82805,3.26143e+07,1.37028e+06,57571.6
-26.5089,0.3832,1.22558,1,3,0,29.3233,0.280573,23.6685,2.82805,3.26143e+07,1.37028e+06,57571.6
-26.5089,0.65784,1.22558,1,3,0,27.7138,0.280573,23.6685,2.82805,3.26143e+07,1.37028e+06,57571.6
-26.7745,0.907773,1.22558,1,1,0,26.7776,0.274564,23.6578,2.84205,3.26072e+07,1.37013e+06,57571.6
-26.6588,1,1.22558,1,1,0,26.7912,0.276587,23.6614,2.83731,3.26096e+07,1.37018e+06,57571.6
-26.7273,0.625008,1.22558,2,3,0,28.3797,0.275334,23.6592,2.84024,3.26082e+07,1.37015e+06,57571.6
-26.6064,1,1.22558,2,3,0,26.7233,0.277702,23.6634,2.83471,3.26109e+07,1.3702e+06,57571.6
-26.6064,0.54613,1.22558,1,1,0,27.6801,0.277702,23.6634,2.83471,3.26109e+07,1.3702e+06,57571.6
-26.6034,1,1.22558,2,3,0,26.6568,0.277774,23.6636,2.83454,3.2611e+07,1.37021e+06,57571.6
-27.2306,0.896052,1.22558,2,3,0,27.2433,0.269032,23.6478,2.85518,3.26007e+07,1.36999e+06,57571.6
-26.6149,0.997305,1.22558,2,3,0,27.2897,0.291478,23.6876,2.80332,3.2627e+07,1.37054e+06,57571.6
-26.4821,1,1.22558,1,1,0,26.5671,0.287035,23.6799,2.81329,3.26219e+07,1.37043e+06,57571.6
-27.0968,0.739459,1.22558,2,3,0,27.7305,0.270419,23.6503,2.85186,3.26023e+07,1.37002e+06,57571.6
-26.6368,1,1.22558,1,1,0,26.958,0.277034,23.6622,2.83626,3.26102e+07,1.37019e+06,57571.6
-27.7059,0.67997,1.22558,1,1,0,27.7142,0.264909,23.6403,2.86512,3.25958e+07,1.36989e+06,57571.6
-26.8897,1,1.22558,1,1,0,27.4949,0.272906,23.6548,2.84596,3.26053e+07,1.37009e+06,57571.6
-26.8897,0.397229,1.22558,1,1,0,28.5762,0.272906,23.6548,2.84596,3.26053e+07,1.37009e+06,57571.6
-26.4613,0.999903,1.22558,1,3,0,26.7522,0.284294,23.6751,2.81952,3.26187e+07,1.37037e+06,57571.6
-27.3552,0.782608,1.22558,1,3,0,27.3986,0.301538,23.7048,2.78122,3.26387e+07,1.37079e+06,57571.6
-26.6895,1,1.22558,1,1,0,27.1445,0.293025,23.6903,2.79988,3.26288e+07,1.37058e+06,57571.6
-26.7979,0.960554,1.22558,1,1,0,26.8702,0.29488,23.6935,2.79577,3.2631e+07,1.37063e+06,57571.6
-27.1039,0.964668,1.22558,2,3,0,27.131,0.270343,23.6502,2.85204,3.26023e+07,1.37002e+06,57571.6
-29.7604,0.579609,1.22558,2,3,0,30.8492,0.31771,23.7316,2.74707,3.26572e+07,1.37118e+06,57571.6
-26.942,1,1.22558,1,1,0,28.7434,0.296934,23.697,2.79125,3.26334e+07,1.37068e+06,57571.6
-27.2807,0.96047,1.22558,2,3,0,27.4235,0.300801,23.7035,2.78282,3.26378e+07,1.37077e+06,57571.6
-26.7196,1,1.22558,1,1,0,27.123,0.293578,23.6912,2.79865,3.26295e+07,1.37059e+06,57571.6
-27.5424,0.835139,1.22558,2,3,0,27.8666,0.266217,23.6427,2.86195,3.25974e+07,1.36992e+06,57571.6
-26.5234,1,1.22558,1,3,0,27.1738,0.280027,23.6676,2.82931,3.26137e+07,1.37026e+06,57571.6
-26.5234,0.584535,1.22558,1,3,0,27.8524,0.280027,23.6676,2.82931,3.26137e+07,1.37026e+06,57571.6
-26.4661,1,1.22558,2,3,0,26.5024,0.283201,23.6732,2.82201,3.26174e+07,1.37034e+06,57571.6
-26.5209,0.988749,1.22558,2,3,0,26.521,0.280114,23.6677,2.82911,3.26138e+07,1.37026e+06,57571.6
-26.462,1,1.22558,1,3,0,26.5003,0.283953,23.6745,2.8203,3.26183e+07,1.37036e+06,57571.6
-26.462,0.548144,1.22558,1,3,0,28.0461,0.283953,23.6745,2.8203,3.26183e+07,1.37036e+06,57571.6
-26.462,0.441791,1.22558,1,3,0,28.6946,0.283953,23.6745,2.8203,3.26183e+07,1.37036e+06,57571.6
-26.464,0.99959,1.22558,2,3,0,26.4647,0.285391,23.677,2.81702,3.262e+07,1.37039e+06,57571.6
-26.4747,0.997223,1.22558,2,3,0,26.48,0.28239,23.6717,2.82387,3.26164e+07,1.37032e+06,57571.6
-26.7796,0.90384,1.22558,2,3,0,26.8965,0.294591,23.693,2.79641,3.26307e+07,1.37062e+06,57571.6
-27.1342,0.8764,1.22558,1,1,0,27.2181,0.299249,23.7009,2.78619,3.2636e+07,1.37073e+06,57571.6
-26.4627,0.997578,1.22558,1,3,0,26.9296,0.283761,23.6742,2.82073,3.26181e+07,1.37035e+06,57571.6
-26.6137,0.944159,1.22558,2,3,0,26.6938,0.29145,23.6876,2.80338,3.2627e+07,1.37054e+06,57571.6
-26.7745,0.980704,1.22558,2,3,0,26.8151,0.294508,23.6928,2.79659,3.26306e+07,1.37062e+06,57571.6
-26.5505,1,1.22558,1,1,0,26.7074,0.289799,23.6847,2.80707,3.26251e+07,1.3705e+06,57571.6
-26.5724,0.991912,1.22558,1,1,0,26.6027,0.290424,23.6858,2.80567,3.26258e+07,1.37052e+06,57571.6
-26.6564,0.660174,1.22558,2,3,0,27.9846,0.292375,23.6892,2.80132,3.26281e+07,1.37056e+06,57571.6
-29.0133,0.415462,1.22558,1,1,0,29.0141,0.313606,23.7249,2.75558,3.26525e+07,1.37108e+06,57571.6
-27.5886,1,1.22558,1,1,0,28.7688,0.303673,23.7084,2.77662,3.26411e+07,1.37084e+06,57571.6
-26.6026,1,1.22558,2,3,0,27.2292,0.29119,23.6871,2.80396,3.26267e+07,1.37054e+06,57571.6
-30.4265,0.358768,1.22558,1,3,0,30.4377,0.321009,23.737,2.7403,3.26609e+07,1.37125e+06,57571.6
-29.6925,1,1.22558,1,1,0,31.2735,0.317357,23.731,2.7478,3.26568e+07,1.37117e+06,57571.6
-26.7874,1,1.22558,1,1,0,28.6168,0.294715,23.6932,2.79614,3.26308e+07,1.37062e+06,57571.6
-26.7754,1,1.22558,1,1,0,26.8977,0.294523,23.6929,2.79656,3.26306e+07,1.37062e+06,57571.6
-27.3461,0.808574,1.22558,1,1,0,27.4145,0.301451,23.7046,2.78141,3.26386e+07,1.37078e+06,57571.6
-27.0971,1,1.22558,1,1,0,27.4612,0.298831,23.7002,2.7871,3.26356e+07,1.37072e+06,57571.6
-26.712,1,1.22558,1,1,0,27.0126,0.293441,23.691,2.79895,3.26293e+07,1.37059e+06,57571.6
-26.712,0.550659,1.22558,1,1,0,27.7321,0.293441,23.691,2.79895,3.26293e+07,1.37059e+06,57571.6
-26.5696,1,1.22558,1,1,0,26.6859,0.290346,23.6857,2.80585,3.26257e+07,1.37051e+06,57571.6
-26.5468,1,1.22558,1,1,0,26.59,0.289689,23.6845,2.80732,3.2625e+07,1.3705e+06,57571.6
-26.4833,1,1.22558,1,1,0,26.5269,0.287108,23.68,2.81313,3.2622e+07,1.37044e+06,57571.6
-26.4833,0.911966,1.22558,1,3,0,26.6972,0.287108,23.68,2.81313,3.2622e+07,1.37044e+06,57571.6
-28.0081,0.667154,1.22558,1,3,0,28.1754,0.262708,23.6362,2.87048,3.25932e+07,1.36983e+06,57571.6
-27.9441,1,1.22558,1,1,0,28.5087,0.263154,23.637,2.86939,3.25937e+07,1.36984e+06,57571.6
-26.4613,0.995881,1.22558,1,3,0,27.4772,0.284297,23.6751,2.81951,3.26187e+07,1.37037e+06,57571.6
-26.5448,0.938683,1.22558,2,3,0,26.6892,0.289625,23.6844,2.80746,3.26249e+07,1.3705e+06,57571.6
