# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SnIa_model
# start_datetime = 2023-07-24 11:03:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmprpjy9d28/dmi8abf_.json
# init = /tmp/tmprpjy9d28/_f5szf68.json
# random
#   seed = 9928
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/SnIa/SnIa-20230724120309.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,Delta,A,B,C
-25.0154,0.954956,1.0673,2,3,0,25.2965,0.335985,0.385778,0.335985,0.385778,0.375782,1.00534,1.00744,1.0102,1.01279,1.0155,1.01875,1.02229,1.02568,1.02917,1.03311,1.03658,1.04165,1.04487,1.05068,1.05464,1.06037,1.06647,1.07235,1.07975,1.08652,1.09525,1.10352,1.11429,1.12324,1.13548,1.14846,1.16396,1.17963,1.19696,1.22098,1.24336,1.27243,1.30695,1.35409,1.40261,1.48941,1.58478,1.72115,2.04596,2.53205,0.0139629,0.0193287,0.0262675,0.0326937,0.0393002,0.0470673,0.0553964,0.063209,0.0710929,0.0798211,0.0873585,0.098137,0.104847,0.116682,0.124566,0.135725,0.147291,0.158139,0.171428,0.183246,0.198005,0.211558,0.228603,0.242279,0.260343,0.278733,0.299751,0.320062,0.341523,0.369731,0.394568,0.425019,0.458831,0.501532,0.541952,0.607069,0.670215,0.749004,0.899603,1.06599,23.7021,3.26008e+07,1.36999e+06,57571.6
-25.0146,1,1.0673,1,3,0,25.0152,0.335672,0.385899,0.335672,0.385899,0.37536,1.00533,1.00743,1.01018,1.01278,1.01549,1.01873,1.02227,1.02566,1.02914,1.03307,1.03654,1.0416,1.04482,1.05062,1.05458,1.06031,1.0664,1.07227,1.07966,1.08643,1.09514,1.10341,1.11417,1.1231,1.13534,1.14831,1.16379,1.17944,1.19675,1.22075,1.24311,1.27216,1.30664,1.35374,1.40222,1.48896,1.58426,1.72054,2.04515,2.53098,0.013963,0.0193288,0.0262677,0.0326939,0.0393006,0.0470678,0.0553971,0.0632099,0.071094,0.0798225,0.0873602,0.0981391,0.104849,0.116685,0.12457,0.135729,0.147296,0.158144,0.171435,0.183254,0.198014,0.211569,0.228615,0.242292,0.260359,0.278751,0.299772,0.320087,0.341551,0.369765,0.394606,0.425063,0.458883,0.501594,0.542025,0.607161,0.670327,0.749142,0.899798,1.06625,23.7016,3.26004e+07,1.36998e+06,57571.6
-25.0146,0.810893,1.0673,1,3,0,25.7314,0.335672,0.385899,0.335672,0.385899,0.37536,1.00533,1.00743,1.01018,1.01278,1.01549,1.01873,1.02227,1.02566,1.02914,1.03307,1.03654,1.0416,1.04482,1.05062,1.05458,1.06031,1.0664,1.07227,1.07966,1.08643,1.09514,1.10341,1.11417,1.1231,1.13534,1.14831,1.16379,1.17944,1.19675,1.22075,1.24311,1.27216,1.30664,1.35374,1.40222,1.48896,1.58426,1.72054,2.04515,2.53098,0.013963,0.0193288,0.0262677,0.0326939,0.0393006,0.0470678,0.0553971,0.0632099,0.071094,0.0798225,0.0873602,0.0981391,0.104849,0.116685,0.12457,0.135729,0.147296,0.158144,0.171435,0.183254,0.198014,0.211569,0.228615,0.242292,0.260359,0.278751,0.299772,0.320087,0.341551,0.369765,0.394606,0.425063,0.458883,0.501594,0.542025,0.607161,0.670327,0.749142,0.899798,1.06625,23.7016,3.26004e+07,1.36998e+06,57571.6
-25.0972,0.63728,1.0673,2,3,0,27.7477,0.340541,0.384026,0.340541,0.384026,0.381942,1.00543,1.00756,1.01036,1.013,1.01576,1.01905,1.02266,1.0261,1.02965,1.03365,1.03717,1.04232,1.0456,1.0515,1.05552,1.06135,1.06754,1.07351,1.08102,1.0879,1.09676,1.10516,1.11609,1.12517,1.1376,1.15077,1.16649,1.18239,1.19995,1.2243,1.24698,1.27644,1.31138,1.3591,1.40818,1.49594,1.59229,1.72997,2.05761,2.54754,0.0139623,0.0193275,0.0262654,0.0326903,0.0392954,0.0470603,0.0553867,0.0631964,0.0710767,0.0798007,0.087334,0.0981059,0.104811,0.116637,0.124516,0.135664,0.14722,0.158056,0.17133,0.183134,0.197873,0.211407,0.228425,0.242078,0.26011,0.278464,0.299438,0.319704,0.341113,0.369248,0.394015,0.424374,0.458076,0.500626,0.540892,0.605738,0.668597,0.746998,0.896784,1.06219,23.7098,3.26059e+07,1.3701e+06,57571.6
-25.2534,0.880405,1.0673,2,3,0,25.8577,0.326802,0.38929,0.326802,0.38929,0.363461,1.00516,1.0072,1.00986,1.01237,1.015,1.01813,1.02157,1.02485,1.02822,1.03203,1.03539,1.0403,1.04342,1.04904,1.05287,1.05843,1.06433,1.07002,1.07719,1.08376,1.09221,1.10023,1.11067,1.11935,1.13123,1.14383,1.15888,1.1741,1.19093,1.21429,1.23606,1.26437,1.298,1.34398,1.39135,1.4762,1.56956,1.70325,2.02227,2.50054,0.0139642,0.019331,0.0262718,0.0327004,0.03931,0.0470813,0.0554159,0.0632345,0.0711251,0.079862,0.0874076,0.0981993,0.104918,0.11677,0.124668,0.135846,0.147435,0.158305,0.171625,0.183471,0.19827,0.211862,0.22896,0.242682,0.260811,0.279273,0.30038,0.320784,0.342349,0.370707,0.395685,0.426323,0.460359,0.503368,0.544104,0.609777,0.673512,0.753097,0.905374,1.07379,23.6863,3.25903e+07,1.36977e+06,57571.6
-25.4446,0.907135,1.0673,2,3,0,25.991,0.347126,0.381483,0.347126,0.381483,0.390899,1.00555,1.00774,1.01061,1.0133,1.01612,1.0195,1.02318,1.02671,1.03034,1.03443,1.03804,1.0433,1.04665,1.05269,1.0568,1.06276,1.06909,1.07519,1.08287,1.0899,1.09895,1.10754,1.11871,1.12798,1.14067,1.15412,1.17016,1.18637,1.20429,1.22911,1.25222,1.28222,1.31779,1.36632,1.41622,1.50535,1.6031,1.74266,2.07435,2.56977,0.0139615,0.0193258,0.0262622,0.0326855,0.0392883,0.0470501,0.0553726,0.0631779,0.0710533,0.0797711,0.0872984,0.0980608,0.10476,0.116573,0.124442,0.135577,0.147116,0.157936,0.171189,0.182971,0.197682,0.211188,0.228168,0.241788,0.259773,0.278076,0.298987,0.319187,0.340521,0.368551,0.393217,0.423445,0.456988,0.499322,0.539367,0.603827,0.666277,0.744128,0.89276,1.05678,23.7209,3.26135e+07,1.37026e+06,57571.6
-25.0657,1,1.0673,1,3,0,25.3414,0.339452,0.384446,0.339452,0.384446,0.380466,1.0054,1.00753,1.01032,1.01295,1.0157,1.01898,1.02257,1.026,1.02953,1.03352,1.03703,1.04216,1.04542,1.0513,1.05531,1.06111,1.06729,1.07323,1.08072,1.08757,1.0964,1.10476,1.11566,1.12471,1.13709,1.15022,1.16589,1.18173,1.19924,1.22351,1.24611,1.27548,1.31032,1.3579,1.40685,1.49438,1.5905,1.72787,2.05483,2.54384,0.0139625,0.0193278,0.0262659,0.0326911,0.0392966,0.047062,0.055389,0.0631994,0.0710806,0.0798056,0.0873398,0.0981134,0.10482,0.116648,0.124528,0.135679,0.147237,0.158076,0.171354,0.18316,0.197905,0.211443,0.228467,0.242126,0.260166,0.278528,0.299513,0.31979,0.341211,0.369364,0.394147,0.424528,0.458256,0.500842,0.541145,0.606055,0.668983,0.747476,0.897455,1.0631,23.708,3.26047e+07,1.37007e+06,57571.6
-25.3592,0.688948,1.0673,2,3,0,27.259,0.325077,0.389946,0.325077,0.389946,0.36116,1.00513,1.00715,1.0098,1.0123,1.0149,1.01802,1.02143,1.02469,1.02804,1.03183,1.03517,1.04005,1.04314,1.04873,1.05254,1.05806,1.06393,1.06959,1.07671,1.08324,1.09164,1.09961,1.10999,1.11862,1.13043,1.14296,1.15792,1.17306,1.1898,1.21304,1.23469,1.26286,1.29632,1.34208,1.38923,1.47372,1.56669,1.69988,2.0178,2.49458,0.0139644,0.0193314,0.0262726,0.0327016,0.0393118,0.0470839,0.0554195,0.0632392,0.0711312,0.0798696,0.0874168,0.098211,0.104931,0.116787,0.124687,0.135869,0.147462,0.158336,0.171661,0.183514,0.198319,0.211919,0.229027,0.242758,0.260899,0.279374,0.300498,0.320919,0.342505,0.37089,0.395895,0.426569,0.460648,0.503715,0.544511,0.610289,0.674136,0.753873,0.906472,1.07528,23.6833,3.25883e+07,1.36973e+06,57571.6
-25.1376,0.959603,1.0673,1,3,0,25.6316,0.341669,0.383592,0.341669,0.383592,0.383471,1.00545,1.00759,1.0104,1.01305,1.01582,1.01913,1.02275,1.02621,1.02976,1.03378,1.03732,1.04249,1.04578,1.0517,1.05574,1.06159,1.06781,1.0738,1.08134,1.08824,1.09713,1.10556,1.11654,1.12565,1.13812,1.15134,1.16712,1.18307,1.2007,1.22513,1.24788,1.27743,1.31248,1.36034,1.40956,1.49755,1.59414,1.73215,2.06049,2.55136,0.0139622,0.0193272,0.0262648,0.0326895,0.0392942,0.0470586,0.0553843,0.0631932,0.0710727,0.0797956,0.0873279,0.0980982,0.104802,0.116626,0.124503,0.135649,0.147202,0.158035,0.171306,0.183106,0.19784,0.21137,0.228381,0.242029,0.260052,0.278398,0.299361,0.319616,0.341012,0.369129,0.393878,0.424215,0.457889,0.500402,0.54063,0.605409,0.668198,0.746504,0.896091,1.06126,23.7118,3.26072e+07,1.37013e+06,57571.6
-25.2678,0.932156,1.0673,2,3,0,25.6114,0.326546,0.389387,0.326546,0.389387,0.363119,1.00516,1.00719,1.00985,1.01236,1.01498,1.01812,1.02155,1.02482,1.0282,1.032,1.03536,1.04026,1.04338,1.04899,1.05283,1.05837,1.06428,1.06996,1.07712,1.08368,1.09212,1.10014,1.11057,1.11924,1.13111,1.1437,1.15874,1.17394,1.19077,1.2141,1.23586,1.26415,1.29775,1.3437,1.39103,1.47584,1.56914,1.70275,2.02161,2.49966,0.0139642,0.0193311,0.026272,0.0327006,0.0393102,0.0470816,0.0554164,0.0632352,0.071126,0.0798631,0.087409,0.0982011,0.10492,0.116773,0.124671,0.135849,0.147439,0.158309,0.17163,0.183478,0.198277,0.211871,0.22897,0.242693,0.260824,0.279288,0.300397,0.320804,0.342372,0.370734,0.395716,0.42636,0.460402,0.50342,0.544165,0.609853,0.673604,0.753212,0.905537,1.07401,23.6858,3.259e+07,1.36976e+06,57571.6
-27.2164,0.557134,1.0673,1,3,0,28.3978,0.362111,0.375642,0.362111,0.375642,0.41152,1.00585,1.00814,1.01116,1.014,1.01697,1.02052,1.0244,1.02811,1.03192,1.03623,1.04002,1.04556,1.04908,1.05542,1.05974,1.066,1.07265,1.07906,1.08712,1.0945,1.10399,1.11298,1.12469,1.1344,1.14769,1.16176,1.17853,1.19547,1.21418,1.24007,1.26414,1.29537,1.33235,1.38272,1.43442,1.52661,1.62751,1.77125,2.11199,2.61967,0.0139594,0.0193219,0.026255,0.0326743,0.0392721,0.0470268,0.0553402,0.0631356,0.0709996,0.0797031,0.0872167,0.0979572,0.104641,0.116425,0.124274,0.135376,0.146879,0.157661,0.170864,0.182599,0.197245,0.210687,0.227581,0.241126,0.259005,0.277192,0.29796,0.318011,0.339178,0.366969,0.39141,0.421341,0.454531,0.496383,0.535936,0.599537,0.661083,0.737721,0.883821,1.04481,23.7457,3.26305e+07,1.37062e+06,57571.6
-28.3061,0.734036,1.0673,1,1,0,28.735,0.368159,0.373265,0.368159,0.373265,0.419937,1.00596,1.00831,1.01139,1.01429,1.01732,1.02094,1.02489,1.02868,1.03257,1.03696,1.04083,1.04648,1.05006,1.05653,1.06094,1.06732,1.0741,1.08063,1.08884,1.09636,1.10603,1.1152,1.12712,1.13701,1.15054,1.16486,1.18193,1.19916,1.21818,1.24449,1.26896,1.30067,1.33821,1.38932,1.44174,1.53514,1.63728,1.78269,2.12701,2.63954,0.0139586,0.0193204,0.0262521,0.0326697,0.0392655,0.0470173,0.055327,0.0631183,0.0709777,0.0796754,0.0871834,0.0979151,0.104593,0.116366,0.124205,0.135294,0.146782,0.157549,0.170732,0.182448,0.197069,0.210485,0.227343,0.240858,0.258695,0.276835,0.297545,0.317537,0.338636,0.366333,0.390684,0.420497,0.453547,0.495208,0.534567,0.597829,0.65902,0.735183,0.880296,1.04011,23.7555,3.26374e+07,1.37076e+06,57571.6
-25.6263,1,1.0673,2,3,0,27.6974,0.321664,0.391243,0.321664,0.391243,0.35662,1.00507,1.00706,1.00968,1.01214,1.01471,1.01779,1.02116,1.02438,1.02769,1.03144,1.03473,1.03955,1.04261,1.04813,1.05189,1.05734,1.06314,1.06873,1.07577,1.08222,1.09052,1.0984,1.10866,1.11718,1.12886,1.14124,1.15604,1.17101,1.18757,1.21055,1.23198,1.25986,1.29299,1.33831,1.38503,1.46878,1.56101,1.69318,2.00891,2.48274,0.0139648,0.0193323,0.0262742,0.0327041,0.0393154,0.047089,0.0554267,0.0632486,0.0711431,0.0798847,0.0874349,0.098234,0.104958,0.11682,0.124725,0.135914,0.147515,0.158397,0.171734,0.183597,0.198417,0.212032,0.229159,0.242907,0.261073,0.279575,0.300732,0.321188,0.342812,0.371254,0.396312,0.427055,0.461219,0.504402,0.545317,0.611305,0.675376,0.755417,0.908657,1.07824,23.6773,3.25844e+07,1.36965e+06,57571.6
-25.2822,1,1.0673,1,1,0,25.557,0.326299,0.389481,0.326299,0.389481,0.362789,1.00515,1.00718,1.00984,1.01235,1.01497,1.0181,1.02153,1.0248,1.02817,1.03198,1.03533,1.04022,1.04334,1.04895,1.05278,1.05832,1.06422,1.0699,1.07705,1.08361,1.09204,1.10005,1.11047,1.11914,1.131,1.14358,1.1586,1.17379,1.1906,1.21392,1.23566,1.26393,1.29751,1.34342,1.39073,1.47548,1.56873,1.70227,2.02097,2.4988,0.0139642,0.0193311,0.0262721,0.0327007,0.0393105,0.047082,0.0554169,0.0632359,0.0711269,0.0798642,0.0874103,0.0982027,0.104922,0.116775,0.124674,0.135853,0.147443,0.158314,0.171635,0.183484,0.198284,0.211879,0.228979,0.242704,0.260837,0.279303,0.300414,0.320823,0.342395,0.37076,0.395746,0.426395,0.460443,0.503469,0.544223,0.609926,0.673694,0.753323,0.905694,1.07422,23.6854,3.25897e+07,1.36976e+06,57571.6
-25.044,0.764655,1.0673,2,3,0,26.9658,0.33848,0.38482,0.33848,0.38482,0.379151,1.00539,1.00751,1.01029,1.01291,1.01564,1.01891,1.02249,1.02591,1.02943,1.03341,1.0369,1.04202,1.04527,1.05113,1.05512,1.0609,1.06706,1.07298,1.08045,1.08728,1.09607,1.10442,1.11528,1.1243,1.13664,1.14973,1.16535,1.18114,1.1986,1.2228,1.24534,1.27463,1.30938,1.35683,1.40566,1.49299,1.58889,1.72598,2.05235,2.54054,0.0139626,0.019328,0.0262663,0.0326919,0.0392976,0.0470635,0.0553911,0.0632021,0.071084,0.0798099,0.0873451,0.09812,0.104827,0.116657,0.124539,0.135692,0.147252,0.158093,0.171375,0.183184,0.197933,0.211475,0.228505,0.242169,0.260215,0.278586,0.29958,0.319866,0.341298,0.369467,0.394265,0.424666,0.458417,0.501035,0.541371,0.606339,0.669328,0.747903,0.898056,1.0639,23.7063,3.26036e+07,1.37005e+06,57571.6
-25.0161,1,1.0673,2,3,0,25.0409,0.334701,0.386271,0.334701,0.386271,0.374051,1.00531,1.0074,1.01015,1.01273,1.01543,1.01866,1.02219,1.02557,1.02904,1.03296,1.03641,1.04146,1.04467,1.05045,1.05439,1.0601,1.06617,1.07202,1.07939,1.08613,1.09482,1.10306,1.11378,1.12269,1.13489,1.14782,1.16325,1.17886,1.19611,1.22004,1.24234,1.27131,1.3057,1.35268,1.40103,1.48757,1.58266,1.71865,2.04266,2.52766,0.0139631,0.019329,0.0262681,0.0326946,0.0393016,0.0470692,0.0553992,0.0632126,0.0710974,0.0798268,0.0873654,0.0981458,0.104857,0.116694,0.124581,0.135742,0.147311,0.158162,0.171456,0.183277,0.198042,0.211601,0.228653,0.242335,0.260408,0.278808,0.299839,0.320163,0.341638,0.369868,0.394724,0.425201,0.459044,0.501788,0.542252,0.607446,0.670674,0.749572,0.900403,1.06707,23.6999,3.25993e+07,1.36996e+06,57571.6
-25.0391,0.996413,1.0673,2,3,0,25.0426,0.338218,0.384921,0.338218,0.384921,0.378797,1.00538,1.0075,1.01028,1.01289,1.01563,1.0189,1.02247,1.02589,1.0294,1.03337,1.03687,1.04198,1.04523,1.05108,1.05507,1.06085,1.067,1.07292,1.08037,1.0872,1.09599,1.10432,1.11517,1.12418,1.13652,1.14959,1.1652,1.18098,1.19843,1.22261,1.24513,1.2744,1.30912,1.35654,1.40534,1.49261,1.58846,1.72548,2.05167,2.53965,0.0139626,0.0193281,0.0262665,0.032692,0.0392979,0.0470639,0.0553917,0.0632028,0.071085,0.0798111,0.0873465,0.0981218,0.104829,0.11666,0.124542,0.135695,0.147256,0.158098,0.17138,0.183191,0.19794,0.211484,0.228516,0.242181,0.260229,0.278601,0.299598,0.319887,0.341322,0.369495,0.394297,0.424703,0.458461,0.501087,0.541432,0.606416,0.669421,0.748019,0.898218,1.06412,23.7059,3.26033e+07,1.37004e+06,57571.6
