# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SnIa_model
# start_datetime = 2023-07-24 11:03:09 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmprpjy9d28/dmi8abf_.json
# init = /tmp/tmprpjy9d28/_f5szf68.json
# random
#   seed = 9928
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/SnIa/SnIa-20230724120309.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,Delta,A,B,C
-25.4377,1,1.16704,2,3,0,26.0185,0.347033,0.381519,0.347033,0.381519,0.390771,1.00555,1.00773,1.0106,1.0133,1.01612,1.01949,1.02318,1.0267,1.03033,1.03442,1.03802,1.04329,1.04664,1.05267,1.05678,1.06274,1.06907,1.07517,1.08285,1.08988,1.09892,1.1075,1.11867,1.12794,1.14062,1.15407,1.17011,1.18632,1.20423,1.22904,1.25214,1.28213,1.3177,1.36622,1.4161,1.50521,1.60295,1.74248,2.07412,2.56945,0.0139615,0.0193259,0.0262623,0.0326855,0.0392884,0.0470503,0.0553728,0.0631782,0.0710537,0.0797715,0.0872989,0.0980614,0.10476,0.116574,0.124443,0.135578,0.147118,0.157937,0.171191,0.182973,0.197685,0.211191,0.228171,0.241792,0.259778,0.278082,0.298993,0.319195,0.34053,0.368561,0.393228,0.423458,0.457004,0.499341,0.539389,0.603854,0.66631,0.744168,0.892817,1.05686,23.7208,3.26133e+07,1.37025e+06,57571.6
-25.1247,1,1.16704,1,1,0,25.3414,0.341333,0.383721,0.341333,0.383721,0.383016,1.00544,1.00758,1.01039,1.01304,1.0158,1.01911,1.02272,1.02618,1.02973,1.03374,1.03728,1.04244,1.04572,1.05164,1.05568,1.06151,1.06773,1.07371,1.08125,1.08814,1.09702,1.10544,1.11641,1.12551,1.13797,1.15117,1.16693,1.18287,1.20047,1.22488,1.24761,1.27713,1.31216,1.35997,1.40915,1.49707,1.59359,1.7315,2.05963,2.55022,0.0139622,0.0193273,0.026265,0.0326898,0.0392945,0.0470591,0.055385,0.0631941,0.0710739,0.0797971,0.0873297,0.0981005,0.104805,0.116629,0.124507,0.135654,0.147207,0.158041,0.171313,0.183114,0.19785,0.211381,0.228394,0.242043,0.260069,0.278418,0.299384,0.319642,0.341042,0.369164,0.393919,0.424262,0.457945,0.500469,0.540708,0.605507,0.668316,0.746651,0.896297,1.06154,23.7112,3.26069e+07,1.37012e+06,57571.6
-25.015,0.982808,1.16704,2,3,0,25.2077,0.334986,0.386161,0.334986,0.386161,0.374436,1.00532,1.00741,1.01016,1.01275,1.01545,1.01868,1.02221,1.02559,1.02907,1.03299,1.03645,1.0415,1.04471,1.0505,1.05445,1.06016,1.06624,1.07209,1.07947,1.08622,1.09491,1.10316,1.11389,1.12281,1.13502,1.14796,1.16341,1.17903,1.1963,1.22025,1.24256,1.27156,1.30598,1.35299,1.40138,1.48798,1.58313,1.71921,2.04339,2.52864,0.0139631,0.0193289,0.026268,0.0326944,0.0393013,0.0470688,0.0553985,0.0632118,0.0710964,0.0798256,0.0873639,0.0981438,0.104855,0.116691,0.124577,0.135738,0.147307,0.158157,0.17145,0.18327,0.198034,0.211591,0.228642,0.242323,0.260394,0.278791,0.299819,0.320141,0.341613,0.369837,0.394689,0.425161,0.458997,0.501731,0.542185,0.607362,0.670572,0.749446,0.900225,1.06683,23.7004,3.25996e+07,1.36997e+06,57571.6
-25.6112,0.849371,1.16704,1,3,0,25.6581,0.349223,0.38067,0.349223,0.38067,0.393763,1.00559,1.00779,1.01068,1.0134,1.01624,1.01964,1.02335,1.0269,1.03056,1.03468,1.03831,1.04362,1.04699,1.05307,1.05721,1.06321,1.06959,1.07573,1.08347,1.09054,1.09966,1.1083,1.11954,1.12888,1.14165,1.15518,1.17133,1.18764,1.20567,1.23064,1.25388,1.28406,1.31983,1.36862,1.41877,1.50833,1.60653,1.74668,2.07966,2.57681,0.0139612,0.0193253,0.0262612,0.0326839,0.0392861,0.0470469,0.0553681,0.063172,0.0710459,0.0797616,0.087287,0.0980464,0.104743,0.116552,0.124419,0.135549,0.147083,0.157897,0.171143,0.182919,0.197621,0.211118,0.228086,0.241696,0.259666,0.277953,0.298843,0.319023,0.340333,0.368329,0.392964,0.423149,0.456643,0.498909,0.538884,0.603222,0.665543,0.743221,0.891492,1.05508,23.7244,3.26158e+07,1.37031e+06,57571.6
-25.1964,1,1.16704,1,1,0,25.4929,0.34302,0.38307,0.34302,0.38307,0.385306,1.00547,1.00763,1.01045,1.01311,1.01589,1.01922,1.02285,1.02633,1.02991,1.03394,1.0375,1.04269,1.04599,1.05195,1.056,1.06188,1.06813,1.07414,1.08172,1.08866,1.09758,1.10605,1.11707,1.12623,1.13875,1.15203,1.16787,1.18389,1.20158,1.22611,1.24895,1.27861,1.3138,1.36182,1.41121,1.49949,1.59637,1.73476,2.06393,2.55593,0.013962,0.0193269,0.0262642,0.0326885,0.0392927,0.0470565,0.0553814,0.0631894,0.0710679,0.0797896,0.0873206,0.098089,0.104792,0.116613,0.124488,0.135631,0.147181,0.158011,0.171277,0.183072,0.197801,0.211325,0.228328,0.241969,0.259983,0.278318,0.299268,0.31951,0.34089,0.368986,0.393714,0.424024,0.457666,0.500134,0.540317,0.605016,0.667721,0.745913,0.895262,1.06014,23.714,3.26088e+07,1.37016e+06,57571.6
-25.1964,0.754838,1.16704,1,1,0,25.7273,0.34302,0.38307,0.34302,0.38307,0.385306,1.00547,1.00763,1.01045,1.01311,1.01589,1.01922,1.02285,1.02633,1.02991,1.03394,1.0375,1.04269,1.04599,1.05195,1.056,1.06188,1.06813,1.07414,1.08172,1.08866,1.09758,1.10605,1.11707,1.12623,1.13875,1.15203,1.16787,1.18389,1.20158,1.22611,1.24895,1.27861,1.3138,1.36182,1.41121,1.49949,1.59637,1.73476,2.06393,2.55593,0.013962,0.0193269,0.0262642,0.0326885,0.0392927,0.0470565,0.0553814,0.0631894,0.0710679,0.0797896,0.0873206,0.098089,0.104792,0.116613,0.124488,0.135631,0.147181,0.158011,0.171277,0.183072,0.197801,0.211325,0.228328,0.241969,0.259983,0.278318,0.299268,0.31951,0.34089,0.368986,0.393714,0.424024,0.457666,0.500134,0.540317,0.605016,0.667721,0.745913,0.895262,1.06014,23.714,3.26088e+07,1.37016e+06,57571.6
-25.27,0.974511,1.16704,1,1,0,25.324,0.344432,0.382525,0.344432,0.382525,0.387226,1.0055,1.00766,1.01051,1.01318,1.01597,1.01931,1.02297,1.02646,1.03005,1.03411,1.03768,1.0429,1.04622,1.0522,1.05628,1.06218,1.06846,1.0745,1.08212,1.08908,1.09806,1.10656,1.11763,1.12683,1.13941,1.15275,1.16866,1.18474,1.20251,1.22714,1.25007,1.27985,1.31517,1.36337,1.41293,1.5015,1.59868,1.73748,2.06752,2.5607,0.0139618,0.0193265,0.0262635,0.0326875,0.0392912,0.0470543,0.0553784,0.0631855,0.0710629,0.0797832,0.087313,0.0980793,0.104781,0.116599,0.124472,0.135613,0.147159,0.157985,0.171247,0.183038,0.19776,0.211278,0.228273,0.241907,0.259911,0.278235,0.299172,0.319399,0.340763,0.368836,0.393543,0.423825,0.457433,0.499855,0.53999,0.604607,0.667223,0.745298,0.894399,1.05898,23.7164,3.26104e+07,1.37019e+06,57571.6
-25.0198,1,1.16704,1,3,0,25.187,0.336731,0.385492,0.336731,0.385492,0.376788,1.00535,1.00746,1.01022,1.01283,1.01554,1.0188,1.02235,1.02575,1.02925,1.0332,1.03668,1.04176,1.04499,1.05081,1.05478,1.06053,1.06665,1.07254,1.07996,1.08675,1.09549,1.10379,1.11458,1.12355,1.13583,1.14884,1.16438,1.18008,1.19745,1.22152,1.24395,1.27309,1.30767,1.35491,1.40352,1.49048,1.58601,1.72259,2.04787,2.53459,0.0139628,0.0193285,0.0262672,0.0326931,0.0392995,0.0470661,0.0553948,0.063207,0.0710902,0.0798178,0.0873545,0.0981319,0.104841,0.116674,0.124558,0.135715,0.14728,0.158125,0.171412,0.183228,0.197983,0.211533,0.228574,0.242246,0.260305,0.278689,0.2997,0.320004,0.341456,0.369652,0.394477,0.424913,0.458707,0.501383,0.541778,0.606851,0.66995,0.748674,0.89914,1.06537,23.7034,3.26016e+07,1.37001e+06,57571.6
-26.7807,0.358887,1.16704,2,3,0,29.7317,0.359289,0.376748,0.359289,0.376748,0.407612,1.00579,1.00807,1.01106,1.01387,1.01681,1.02033,1.02417,1.02784,1.03162,1.03589,1.03964,1.04513,1.04862,1.0549,1.05919,1.06538,1.07198,1.07832,1.08632,1.09363,1.10304,1.11196,1.12356,1.13319,1.14636,1.16032,1.17695,1.19376,1.21231,1.238,1.2619,1.29289,1.32961,1.37964,1.431,1.52262,1.62293,1.7659,2.10495,2.61034,0.0139598,0.0193227,0.0262564,0.0326764,0.0392752,0.0470312,0.0553463,0.0631436,0.0710097,0.0797159,0.0872321,0.0979768,0.104663,0.116453,0.124305,0.135414,0.146923,0.157713,0.170925,0.182669,0.197328,0.210782,0.227691,0.241251,0.25915,0.277359,0.298153,0.318233,0.33943,0.367266,0.391749,0.421736,0.454992,0.496934,0.536578,0.600338,0.662052,0.738914,0.885482,1.04703,23.7411,3.26273e+07,1.37055e+06,57571.6
-26.7405,1,1.16704,1,1,0,27.3689,0.359013,0.376856,0.359013,0.376856,0.407229,1.00578,1.00806,1.01105,1.01386,1.01679,1.02031,1.02415,1.02782,1.03159,1.03585,1.03961,1.04509,1.04857,1.05485,1.05913,1.06532,1.07191,1.07825,1.08624,1.09354,1.10294,1.11185,1.12345,1.13307,1.14623,1.16017,1.1768,1.19359,1.21213,1.2378,1.26168,1.29265,1.32934,1.37934,1.43067,1.52223,1.62248,1.76537,2.10426,2.60943,0.0139599,0.0193228,0.0262565,0.0326766,0.0392755,0.0470317,0.0553469,0.0631444,0.0710107,0.0797172,0.0872336,0.0979787,0.104666,0.116456,0.124309,0.135417,0.146928,0.157718,0.170931,0.182676,0.197336,0.210791,0.227702,0.241263,0.259164,0.277375,0.298172,0.318254,0.339455,0.367296,0.391783,0.421775,0.455037,0.496988,0.536641,0.600417,0.662147,0.739031,0.885645,1.04725,23.7406,3.2627e+07,1.37054e+06,57571.6
-26.7405,0.684179,1.16704,1,1,0,27.912,0.359013,0.376856,0.359013,0.376856,0.407229,1.00578,1.00806,1.01105,1.01386,1.01679,1.02031,1.02415,1.02782,1.03159,1.03585,1.03961,1.04509,1.04857,1.05485,1.05913,1.06532,1.07191,1.07825,1.08624,1.09354,1.10294,1.11185,1.12345,1.13307,1.14623,1.16017,1.1768,1.19359,1.21213,1.2378,1.26168,1.29265,1.32934,1.37934,1.43067,1.52223,1.62248,1.76537,2.10426,2.60943,0.0139599,0.0193228,0.0262565,0.0326766,0.0392755,0.0470317,0.0553469,0.0631444,0.0710107,0.0797172,0.0872336,0.0979787,0.104666,0.116456,0.124309,0.135417,0.146928,0.157718,0.170931,0.182676,0.197336,0.210791,0.227702,0.241263,0.259164,0.277375,0.298172,0.318254,0.339455,0.367296,0.391783,0.421775,0.455037,0.496988,0.536641,0.600417,0.662147,0.739031,0.885645,1.04725,23.7406,3.2627e+07,1.37054e+06,57571.6
-25.4197,1,1.16704,1,1,0,26.3184,0.346781,0.381616,0.346781,0.381616,0.390428,1.00555,1.00773,1.01059,1.01329,1.0161,1.01947,1.02316,1.02668,1.0303,1.03439,1.03799,1.04325,1.0466,1.05263,1.05674,1.06268,1.06901,1.0751,1.08278,1.0898,1.09884,1.10741,1.11857,1.12783,1.14051,1.15394,1.16997,1.18616,1.20406,1.22886,1.25194,1.28191,1.31746,1.36595,1.41579,1.50485,1.60254,1.742,2.07348,2.56861,0.0139615,0.0193259,0.0262624,0.0326857,0.0392887,0.0470507,0.0553733,0.0631789,0.0710546,0.0797726,0.0873003,0.0980632,0.104762,0.116576,0.124446,0.135581,0.147122,0.157942,0.171196,0.182979,0.197692,0.211199,0.228181,0.241803,0.259791,0.278097,0.299011,0.319214,0.340552,0.368587,0.393259,0.423493,0.457045,0.499391,0.539447,0.603926,0.666398,0.744277,0.89297,1.05706,23.7204,3.26131e+07,1.37025e+06,57571.6
-25.7679,0.884601,1.16704,1,1,0,25.8698,0.350943,0.380002,0.350943,0.380002,0.39612,1.00563,1.00784,1.01075,1.01348,1.01634,1.01976,1.02349,1.02706,1.03074,1.03489,1.03854,1.04388,1.04727,1.05338,1.05755,1.06358,1.07,1.07617,1.08395,1.09107,1.10023,1.10892,1.12022,1.12961,1.14245,1.15606,1.17229,1.18869,1.2068,1.2319,1.25525,1.28557,1.3215,1.37051,1.42086,1.51078,1.60934,1.74998,2.084,2.58257,0.0139609,0.0193248,0.0262604,0.0326826,0.0392842,0.0470442,0.0553644,0.0631672,0.0710397,0.0797538,0.0872777,0.0980345,0.104729,0.116536,0.124399,0.135526,0.147056,0.157866,0.171106,0.182876,0.197571,0.211061,0.228018,0.24162,0.259578,0.277851,0.298725,0.318888,0.340179,0.368147,0.392756,0.422907,0.45636,0.49857,0.538488,0.602726,0.664943,0.74248,0.890455,1.05369,23.7273,3.26178e+07,1.37035e+06,57571.6
-25.6642,1,1.16704,1,1,0,25.9451,0.349827,0.380435,0.349827,0.380435,0.394591,1.0056,1.00781,1.0107,1.01343,1.01628,1.01968,1.0234,1.02696,1.03062,1.03475,1.03839,1.04371,1.04709,1.05318,1.05733,1.06334,1.06973,1.07589,1.08364,1.09073,1.09986,1.10851,1.11978,1.12913,1.14193,1.15549,1.17167,1.18801,1.20607,1.23108,1.25437,1.28459,1.32042,1.36928,1.41951,1.50919,1.60752,1.74784,2.08118,2.57883,0.0139611,0.0193251,0.026261,0.0326835,0.0392854,0.047046,0.0553668,0.0631703,0.0710437,0.0797589,0.0872837,0.0980422,0.104738,0.116546,0.124412,0.135541,0.147073,0.157886,0.17113,0.182904,0.197604,0.211098,0.228062,0.241669,0.259635,0.277917,0.298802,0.318975,0.340279,0.368265,0.392891,0.423064,0.456544,0.49879,0.538745,0.603047,0.665332,0.74296,0.891127,1.05459,23.7254,3.26165e+07,1.37032e+06,57571.6
-25.0767,1,1.16704,1,1,0,25.4582,0.339861,0.384289,0.339861,0.384289,0.38102,1.00541,1.00754,1.01034,1.01297,1.01572,1.01901,1.0226,1.02604,1.02958,1.03357,1.03708,1.04222,1.04549,1.05138,1.05539,1.0612,1.06738,1.07333,1.08083,1.0877,1.09653,1.10491,1.11582,1.12488,1.13728,1.15043,1.16612,1.18198,1.19951,1.22381,1.24644,1.27584,1.31072,1.35835,1.40735,1.49497,1.59117,1.72866,2.05587,2.54523,0.0139624,0.0193277,0.0262657,0.0326908,0.0392961,0.0470613,0.0553882,0.0631983,0.0710791,0.0798038,0.0873376,0.0981106,0.104817,0.116644,0.124523,0.135673,0.147231,0.158068,0.171345,0.18315,0.197893,0.21143,0.228452,0.242108,0.260145,0.278504,0.299485,0.319758,0.341174,0.36932,0.394097,0.42447,0.458188,0.500761,0.54105,0.605936,0.668838,0.747297,0.897203,1.06276,23.7087,3.26052e+07,1.37008e+06,57571.6
-25.0574,0.909732,1.16704,2,3,0,25.4095,0.339111,0.384577,0.339111,0.384577,0.380005,1.0054,1.00752,1.01031,1.01293,1.01568,1.01896,1.02254,1.02597,1.0295,1.03348,1.03699,1.04211,1.04537,1.05124,1.05525,1.06104,1.06721,1.07314,1.08062,1.08747,1.09628,1.10464,1.11553,1.12456,1.13693,1.15005,1.1657,1.18152,1.19901,1.22326,1.24584,1.27518,1.30999,1.35753,1.40643,1.49389,1.58993,1.72721,2.05396,2.54269,0.0139625,0.0193279,0.026266,0.0326914,0.0392969,0.0470625,0.0553898,0.0632003,0.0710818,0.0798071,0.0873417,0.0981157,0.104822,0.116651,0.124532,0.135683,0.147242,0.158082,0.171361,0.183169,0.197914,0.211454,0.228481,0.242141,0.260183,0.278549,0.299536,0.319817,0.341242,0.3694,0.394188,0.424576,0.458312,0.50091,0.541224,0.606155,0.669103,0.747626,0.897665,1.06338,23.7074,3.26043e+07,1.37007e+06,57571.6
-25.0574,0.681846,1.16704,1,3,0,26.0079,0.339111,0.384577,0.339111,0.384577,0.380005,1.0054,1.00752,1.01031,1.01293,1.01568,1.01896,1.02254,1.02597,1.0295,1.03348,1.03699,1.04211,1.04537,1.05124,1.05525,1.06104,1.06721,1.07314,1.08062,1.08747,1.09628,1.10464,1.11553,1.12456,1.13693,1.15005,1.1657,1.18152,1.19901,1.22326,1.24584,1.27518,1.30999,1.35753,1.40643,1.49389,1.58993,1.72721,2.05396,2.54269,0.0139625,0.0193279,0.026266,0.0326914,0.0392969,0.0470625,0.0553898,0.0632003,0.0710818,0.0798071,0.0873417,0.0981157,0.104822,0.116651,0.124532,0.135683,0.147242,0.158082,0.171361,0.183169,0.197914,0.211454,0.228481,0.242141,0.260183,0.278549,0.299536,0.319817,0.341242,0.3694,0.394188,0.424576,0.458312,0.50091,0.541224,0.606155,0.669103,0.747626,0.897665,1.06338,23.7074,3.26043e+07,1.37007e+06,57571.6
