# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SSx43SnIa_model
# start_datetime = 2023-07-24 11:16:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpsjosbz2s/9rbfn0mp.json
# init = /tmp/tmpsjosbz2s/qwqasnzb.json
# random
#   seed = 36427
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-LCDM/SS+SnIa/LISA/SS+SnIa-20230724121610.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,alpha,theta.1,theta.2,theta.3,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,correction,Delta,A,B,C
-32.6109,0.963359,0.425697,3,7,0,33.7222,0.712175,0.307109,0.485986,0.712175,0.307109,0.485986,0.987511,2.4059,11.3829,12.5288,12.5946,12.8205,16.0661,25.205,25.2474,25.5902,26.0518,35.4182,45.0221,55.034,60.5416,1.04358,23.7141,3.26451e+07,1.37092e+06,57571.6
-32.0881,0.997085,0.425697,3,15,0,33.3381,0.721397,0.28117,0.480514,0.721397,0.28117,0.480514,0.978348,2.39276,11.454,12.6169,12.6837,12.9131,16.2107,25.5116,25.5548,25.9039,26.3741,35.9193,45.7124,55.9253,61.5446,1.04289,23.6696,3.2615e+07,1.37029e+06,57571.6
-31.2724,0.988008,0.425697,2,7,0,32.5943,0.714891,0.289376,0.224141,0.714891,0.289376,0.224141,0.984028,2.39751,11.3313,12.4706,12.5359,12.7605,15.9865,25.0669,25.109,25.4496,25.9081,35.2134,44.7548,54.7024,60.175,1.02036,23.684,3.26246e+07,1.37049e+06,57571.6
-31.4638,0.997584,0.425697,2,3,0,31.4959,0.715545,0.286271,0.412023,0.715545,0.286271,0.412023,0.985113,2.40585,11.4623,12.6219,12.6885,12.9171,16.2036,25.4661,25.509,25.8566,26.3247,35.8251,45.57,55.7314,61.322,1.03697,23.6786,3.2621e+07,1.37042e+06,57571.6
-32.5154,0.805188,0.425697,3,11,0,33.8525,0.708876,0.272161,-0.476216,0.708876,0.272161,-0.476216,0.988268,2.39528,11.108,12.208,12.2711,12.4878,15.5961,24.3203,24.3607,24.6875,25.1275,34.051,43.1962,52.7293,57.9739,0.954794,23.6535,3.26044e+07,1.37007e+06,57571.6
-31.7491,1,0.425697,3,7,0,32.873,0.703737,0.276448,-0.406842,0.703737,0.276448,-0.406842,0.995526,2.41319,11.1999,12.3099,12.3735,12.5922,15.7289,24.534,24.5748,24.9046,25.3487,34.3555,43.586,53.2079,58.5011,0.961537,23.6612,3.26095e+07,1.37017e+06,57571.6
-32.5709,0.980825,0.425697,2,3,0,32.6196,0.700662,0.270599,-0.554229,0.700662,0.270599,-0.554229,0.999253,2.42012,11.1944,12.3007,12.3642,12.5821,15.7074,24.4766,24.5171,24.8456,25.2878,34.2552,43.4449,53.0243,58.2943,0.947111,23.6507,3.26026e+07,1.37003e+06,57571.6
-32.5805,0.952669,0.425697,3,15,0,35.6089,0.722032,0.27184,0.274478,0.722032,0.27184,0.274478,0.977189,2.38866,11.4054,12.5607,12.627,12.8548,16.1297,25.3615,25.4043,25.7508,26.2174,35.6885,45.4048,55.5379,61.1134,1.02477,23.6529,3.2604e+07,1.37006e+06,57571.6
-32.9655,0.975863,0.425697,3,7,0,33.1325,0.72125,0.269933,0.421517,0.72125,0.269933,0.421517,0.979647,2.39877,11.5227,12.6954,12.7627,12.9941,16.3206,25.7077,25.7512,26.1037,26.5784,36.2158,46.1055,56.4206,62.0966,1.03767,23.6494,3.26018e+07,1.37001e+06,57571.6
-32.4451,0.962616,0.425697,2,3,0,33.7868,0.721048,0.272662,0.139393,0.721048,0.272662,0.139393,0.977306,2.38539,11.3303,12.4733,12.539,12.7643,16.0024,25.1227,25.1649,25.5071,25.9678,35.3189,44.9099,54.9113,60.4141,1.01269,23.6544,3.2605e+07,1.37008e+06,57571.6
-31.236,0.976004,0.425697,2,7,0,34.0421,0.714142,0.278778,0.11345,0.714142,0.278778,0.11345,0.985639,2.4027,11.3677,12.5111,12.5768,12.8022,16.0402,25.1553,25.1975,25.5394,25.9997,35.3413,44.921,54.9094,60.4047,1.01036,23.6653,3.26122e+07,1.37023e+06,57571.6
-33.3359,0.736939,0.425697,2,3,0,33.8604,0.720034,0.277038,-0.115683,0.720034,0.277038,-0.115683,0.97578,2.37337,11.1418,12.2558,12.3197,12.5392,15.6909,24.5523,24.5933,24.9255,25.3728,34.447,43.7499,53.4486,58.7844,0.989278,23.6622,3.26102e+07,1.37019e+06,57571.6
-32.3481,0.904805,0.425697,2,3,0,34.3926,0.706064,0.281795,0.197334,0.706064,0.281795,0.197334,0.997199,2.43183,11.5238,12.6845,12.7511,12.9799,16.2675,25.5245,25.5674,25.9147,26.3822,35.871,45.6021,55.7483,61.3305,1.01793,23.6707,3.26157e+07,1.37031e+06,57571.6
-32.823,0.952427,0.425697,4,15,0,34.4017,0.719138,0.274117,0.527135,0.719138,0.274117,0.527135,0.982731,2.40711,11.5799,12.76,12.8277,13.0605,16.4087,25.8597,25.9036,26.2585,26.7364,36.4415,46.4011,56.7892,62.5053,1.04684,23.657,3.26067e+07,1.37012e+06,57571.6
-32.0247,1,0.425697,2,3,0,32.802,0.720337,0.276817,0.212133,0.720337,0.276817,0.212133,0.978275,2.38793,11.349,12.4946,12.5604,12.7862,16.0318,25.1747,25.217,25.5601,26.022,35.3968,45.0123,55.0389,60.5556,1.01924,23.6619,3.26099e+07,1.37018e+06,57571.6
-31.2949,0.995326,0.425697,4,15,0,32.9494,0.706524,0.278227,-0.140813,0.706524,0.278227,-0.140813,0.994013,2.41654,11.3268,12.4579,12.5228,12.7457,15.9455,24.9401,24.9818,25.3189,25.7729,34.9821,44.4229,54.265,59.6796,0.986924,23.6644,3.26116e+07,1.37022e+06,57571.6
-32.3948,0.974833,0.425697,4,15,0,33.6023,0.719944,0.294995,0.731391,0.719944,0.294995,0.731391,0.980342,2.39821,11.5004,12.6701,12.7373,12.968,16.286,25.6485,25.6919,26.0435,26.5169,36.1279,45.9888,56.272,61.9298,1.06446,23.6937,3.26311e+07,1.37063e+06,57571.6
-32.5276,0.998931,0.425697,3,7,0,32.9047,0.722188,0.291314,0.74252,0.722188,0.291314,0.74252,0.977853,2.39364,11.5019,12.6735,12.7408,12.9719,16.2961,25.6791,25.7226,26.075,26.5495,36.1839,46.0699,56.3801,62.0528,1.06535,23.6873,3.26269e+07,1.37054e+06,57571.6
-32.3704,0.91819,0.425697,3,7,0,34.3359,0.717776,0.286614,0.675799,0.717776,0.286614,0.675799,0.984,2.40892,11.5758,12.7548,12.8226,13.0551,16.4003,25.8421,25.8858,26.2404,26.7179,36.4125,46.3605,56.7354,62.444,1.05966,23.6792,3.26214e+07,1.37042e+06,57571.6
-31.279,0.985448,0.425697,2,7,0,34.6407,0.711675,0.276382,-0.0883423,0.711675,0.276382,-0.0883423,0.987598,2.40312,11.2971,12.4277,12.4926,12.7154,15.9148,24.9121,24.9537,25.2911,25.7453,34.9599,44.4073,54.2569,59.6758,0.991828,23.6611,3.26094e+07,1.37017e+06,57571.6
-31.4901,0.987889,0.425697,3,7,0,31.6761,0.704806,0.292668,0.032476,0.704806,0.292668,0.032476,0.995888,2.42014,11.3408,12.4736,12.5386,12.7618,15.9665,24.9759,25.0176,25.3553,25.81,35.0341,44.4891,54.3452,59.767,1.00299,23.6897,3.26284e+07,1.37057e+06,57571.6
-36.4787,0.578057,0.425697,3,15,0,38.8521,0.697481,0.319915,-0.211955,0.697481,0.319915,-0.211955,0.999643,2.41165,11.0587,12.1462,12.2085,12.4227,15.4932,24.1016,24.1414,24.4637,24.8975,33.6932,42.7017,52.0879,57.25,0.980082,23.7352,3.26597e+07,1.37123e+06,57571.6
-33.7278,1,0.425697,2,3,0,36.9623,0.697191,0.303924,0.0103342,0.697191,0.303924,0.0103342,1.00485,2.43694,11.3514,12.4804,12.5452,12.7677,15.96,24.9277,24.9692,25.3053,25.7577,34.9336,44.3369,54.1374,59.5282,1.00095,23.7088,3.26414e+07,1.37084e+06,57571.6
-32.0727,0.889887,0.425697,3,7,0,34.8577,0.704057,0.277119,-0.0552389,0.704057,0.277119,-0.0552389,0.998481,2.43021,11.4348,12.58,12.6457,12.8714,16.1125,25.2284,25.2706,25.6124,26.0726,35.4095,44.9825,54.9631,60.4541,0.994901,23.6624,3.26103e+07,1.37019e+06,57571.6
-32.2149,0.741972,0.425697,2,7,0,34.9031,0.720671,0.279792,0.156186,0.720671,0.279792,0.156186,0.976928,2.38214,11.2824,12.4183,12.4835,12.7074,15.9244,24.9817,25.0236,25.3634,25.8209,35.1044,44.6248,54.5515,60.013,1.01423,23.6672,3.26134e+07,1.37026e+06,57571.6
-31.5012,1,0.425697,2,3,0,32.235,0.715344,0.283849,0.390782,0.715344,0.283849,0.390782,0.985559,2.40733,11.4742,12.6352,12.7019,12.9309,16.2217,25.4969,25.5398,25.8879,26.3566,35.8705,45.6294,55.8057,61.4046,1.03509,23.6743,3.26182e+07,1.37036e+06,57571.6
-33.1696,0.966072,0.425697,3,7,0,33.8107,0.694101,0.289223,-0.436642,0.694101,0.289223,-0.436642,1.00689,2.43441,11.2146,12.3202,12.3836,12.6014,15.7239,24.4816,24.5221,24.85,25.2915,34.2438,43.4156,52.9744,58.2325,0.958539,23.6837,3.26244e+07,1.37049e+06,57571.6
-33.1671,0.797442,0.425697,2,3,0,35.028,0.699473,0.288637,-0.592813,0.699473,0.288637,-0.592813,0.997433,2.40669,11.0155,12.0962,12.1582,12.371,15.4214,23.9699,24.0095,24.3295,24.7603,33.4942,42.4409,51.7645,56.8931,0.94309,23.6827,3.26237e+07,1.37047e+06,57571.6
-33.2343,0.874894,0.425697,3,7,0,35.9017,0.704448,0.272655,0.0454423,0.704448,0.272655,0.0454423,0.99952,2.4372,11.5366,12.6973,12.7639,12.9927,16.2795,25.5321,25.575,25.922,26.3894,35.8724,45.5975,55.7381,61.3174,1.00416,23.6544,3.2605e+07,1.37008e+06,57571.6
-35.0787,0.977062,0.425697,3,7,0,37.7441,0.709223,0.251975,-0.257066,0.709223,0.251975,-0.257066,0.99327,2.42246,11.4554,12.6062,12.6723,12.8991,16.1571,25.3251,25.3676,25.7114,26.1744,35.5697,45.2057,55.2549,60.7845,0.976067,23.6161,3.25803e+07,1.36956e+06,57571.6
-32.7804,1,0.425697,3,7,0,35.0904,0.710155,0.272602,-0.474785,0.710155,0.272602,-0.474785,0.986432,2.39069,11.0849,12.1825,12.2455,12.4617,15.5632,24.2681,24.3084,24.6344,25.0735,33.9771,43.1018,52.6136,57.8463,0.95493,23.6543,3.26049e+07,1.37008e+06,57571.6
-33.8628,0.704222,0.425697,2,7,0,36.4083,0.705689,0.263289,-0.0918234,0.705689,0.263289,-0.0918234,0.997969,2.43362,11.5143,12.672,12.7384,12.9666,16.2445,25.4704,25.5131,25.8592,26.3251,35.7802,45.4772,55.5889,61.1527,0.991527,23.6373,3.25939e+07,1.36985e+06,57571.6
-31.6879,1,0.425697,4,15,0,34.2608,0.703772,0.295652,-0.0506607,0.703772,0.295652,-0.0506607,0.996102,2.41721,11.2758,12.3983,12.4627,12.6838,15.858,24.7758,24.8171,25.1513,25.6012,34.7274,44.0806,53.8295,59.1923,0.995309,23.6948,3.26319e+07,1.37064e+06,57571.6
-31.5394,0.950117,0.425697,3,15,0,32.6541,0.715706,0.293383,0.285399,0.715706,0.293383,0.285399,0.98286,2.39469,11.3216,12.4602,12.5256,12.75,15.9745,25.0518,25.0939,25.4343,25.8928,35.1951,44.7334,54.6777,60.1483,1.02585,23.6909,3.26293e+07,1.37059e+06,57571.6
-31.6871,0.845923,0.425697,4,15,0,34.0565,0.711711,0.270378,-0.116189,0.711711,0.270378,-0.116189,0.98821,2.40628,11.3335,12.4692,12.5344,12.7582,15.9725,25.014,25.0558,25.3948,25.8513,35.113,44.6095,54.5111,59.9588,0.989245,23.6503,3.26023e+07,1.37002e+06,57571.6
-31.6552,0.9281,0.425697,3,15,0,32.5544,0.705732,0.275948,-0.372659,0.705732,0.275948,-0.372659,0.993155,2.40869,11.1977,12.3088,12.3726,12.5915,15.732,24.5499,24.5907,24.921,25.3658,34.387,43.6327,53.2706,58.5728,0.964855,23.6603,3.26089e+07,1.37016e+06,57571.6
-31.7953,0.948615,0.425697,3,15,0,33.0199,0.709365,0.30071,0.249182,0.709365,0.30071,0.249182,0.99029,2.40917,11.3374,12.4737,12.539,12.7629,15.9795,25.0287,25.0706,25.4099,25.8667,35.1356,44.6377,54.5429,59.9917,1.02265,23.7034,3.26377e+07,1.37077e+06,57571.6
-31.2653,0.993923,0.425697,4,15,0,32.417,0.709772,0.276246,-0.137764,0.709772,0.276246,-0.137764,0.9898,2.40718,11.2953,12.4241,12.4889,12.7113,15.905,24.8837,24.9253,25.2619,25.7151,34.909,44.3345,54.1611,59.5673,0.987214,23.6608,3.26092e+07,1.37017e+06,57571.6
-31.3204,0.999832,0.425697,3,7,0,31.4693,0.70655,0.278052,-0.240885,0.70655,0.278052,-0.240885,0.993021,2.41137,11.2589,12.3798,12.4442,12.665,15.8348,24.7404,24.7816,25.1153,25.5647,34.6792,44.0218,53.761,59.1189,0.977479,23.6641,3.26114e+07,1.37021e+06,57571.6
-32.3022,0.653037,0.425697,3,7,0,34.3917,0.697712,0.28465,-0.381247,0.697712,0.28465,-0.381247,1.00305,2.42877,11.2392,12.3509,12.4146,12.6336,15.7744,24.5882,24.629,24.9591,25.4036,34.4168,43.6526,53.2789,58.5744,0.963967,23.6757,3.26191e+07,1.37038e+06,57571.6
-31.6274,0.999993,0.425697,3,7,0,32.7322,0.709326,0.271147,-0.190405,0.709326,0.271147,-0.190405,0.990713,2.41002,11.3139,12.4448,12.5097,12.7325,15.9321,24.9277,24.9694,25.3066,25.7606,34.9723,44.4165,54.2629,59.6801,0.982283,23.6516,3.26032e+07,1.37004e+06,57571.6
-31.0312,0.982348,0.425697,4,15,0,32.1919,0.70968,0.282755,-0.0304589,0.70968,0.282755,-0.0304589,0.989944,2.40786,11.3094,12.4407,12.5056,12.7285,15.9297,24.9314,24.973,25.3105,25.7649,34.9832,44.4336,54.2858,59.7059,0.99719,23.6724,3.26169e+07,1.37033e+06,57571.6
-32.4292,0.836965,0.425697,2,7,0,33.2901,0.710213,0.27327,-0.423797,0.710213,0.27327,-0.423797,0.986787,2.39283,11.1151,12.2172,12.2804,12.4975,15.6124,24.357,24.3975,24.7251,25.1662,34.1119,43.2802,52.8375,58.0953,0.95991,23.6555,3.26057e+07,1.37009e+06,57571.6
-31.6412,1,0.425697,4,15,0,33.219,0.713322,0.280511,-0.141221,0.713322,0.280511,-0.141221,0.984186,2.39173,11.1979,12.3152,12.3793,12.5995,15.7599,24.6429,24.6841,25.017,25.4653,34.5591,43.8811,53.5992,58.9454,0.98688,23.6684,3.26142e+07,1.37027e+06,57571.6
-31.3191,0.9748,0.425697,1,3,0,32.0345,0.710677,0.27511,-0.0517347,0.710677,0.27511,-0.0517347,0.989517,2.40929,11.349,12.4866,12.5519,12.7761,15.9958,25.0529,25.0949,25.4345,25.8917,35.1696,44.6825,54.6008,60.0576,0.995227,23.6588,3.26079e+07,1.37014e+06,57571.6
-32.2438,0.913115,0.425697,3,7,0,33.3521,0.718362,0.277415,0.484827,0.718362,0.277415,0.484827,0.983028,2.40568,11.5383,12.7114,12.7788,13.0102,16.3376,25.7251,25.7687,26.1211,26.5958,36.2321,46.1196,56.4318,62.1059,1.04323,23.6629,3.26106e+07,1.3702e+06,57571.6
-31.6475,0.99942,0.425697,3,7,0,32.6784,0.704556,0.295753,-0.0664897,0.704556,0.295753,-0.0664897,0.994822,2.41363,11.2517,12.3712,12.4355,12.656,15.8216,24.7145,24.7557,25.0889,25.5376,34.6377,43.964,53.6848,59.0321,0.993836,23.695,3.2632e+07,1.37065e+06,57571.6
-32.3283,0.864425,0.425697,3,15,0,34.3129,0.7122,0.298632,0.0274184,0.7122,0.298632,0.0274184,0.984621,2.39035,11.1683,12.2815,12.3454,12.5648,15.7133,24.5615,24.6025,24.9341,25.3806,34.4369,43.7189,53.3936,58.7155,1.00253,23.6999,3.26353e+07,1.37072e+06,57571.6
-31.663,0.999421,0.425697,4,15,0,33.127,0.715134,0.294039,0.493601,0.715134,0.294039,0.493601,0.985259,2.40527,11.4499,12.6077,12.6742,12.9025,16.1838,25.4312,25.474,25.8211,26.2883,35.7725,45.5,55.6428,61.2229,1.04413,23.692,3.263e+07,1.37061e+06,57571.6
-31.3443,1,0.425697,2,3,0,31.6774,0.714533,0.292285,0.292128,0.714533,0.292285,0.292128,0.984686,2.39971,11.3538,12.4963,12.5619,12.7871,16.0228,25.1325,25.1747,25.5164,25.9765,35.3129,44.8865,54.8677,60.3587,1.02644,23.689,3.2628e+07,1.37056e+06,57571.6
-32.4052,0.882292,0.425697,2,3,0,32.5205,0.711864,0.291851,0.578666,0.711864,0.291851,0.578666,0.990745,2.4214,11.571,12.7445,12.8119,13.0433,16.3706,25.7535,25.797,26.1492,26.6234,36.2509,46.1272,56.426,62.0922,1.05145,23.6883,3.26275e+07,1.37055e+06,57571.6
-31.9879,0.781606,0.425697,2,7,0,35.9915,0.717712,0.286677,0.0901589,0.717712,0.286677,0.0901589,0.979381,2.38382,11.2261,12.3515,12.4161,12.638,15.8234,24.7849,24.8264,25.1624,25.6149,34.7945,44.206,54.0178,59.4157,1.00826,23.6793,3.26215e+07,1.37043e+06,57571.6
-33.1292,0.983726,0.425697,3,15,0,35.3596,0.716382,0.303645,0.836086,0.716382,0.303645,0.836086,0.984858,2.4085,11.5432,12.7169,12.7843,13.0158,16.3453,25.7404,25.7839,26.1367,26.6117,36.2556,46.1498,56.4671,62.1434,1.07335,23.7083,3.26411e+07,1.37084e+06,57571.6
-32.6717,0.916107,0.425697,3,7,0,35.9473,0.72297,0.29483,0.63244,0.72297,0.29483,0.63244,0.975535,2.38436,11.3985,12.555,12.6214,12.8495,16.1287,25.3769,25.4198,25.7669,26.2344,35.7243,45.4595,55.611,61.1962,1.05607,23.6934,3.26309e+07,1.37062e+06,57571.6
-31.6978,0.945449,0.425697,3,7,0,33.5366,0.701949,0.291374,-0.128323,0.701949,0.291374,-0.128323,0.998573,2.4227,11.29,12.4128,12.4772,12.6984,15.8733,24.7915,24.8328,25.1669,25.6169,34.7426,44.0952,53.8437,59.2063,0.988065,23.6874,3.26269e+07,1.37054e+06,57571.6
-32.6412,0.573862,0.425697,2,7,0,36.5087,0.716195,0.263984,-0.057039,0.716195,0.263984,-0.057039,0.983532,2.39904,11.3618,12.505,12.5706,12.796,16.0333,25.1466,25.1888,25.5307,25.9909,35.3317,44.9116,54.9014,60.398,0.994748,23.6386,3.25947e+07,1.36986e+06,57571.6
-32.9873,0.964261,0.425697,3,15,0,33.2714,0.703248,0.303837,-0.181244,0.703248,0.303837,-0.181244,0.994259,2.4058,11.1239,12.2241,12.2872,12.5039,15.6125,24.3363,24.3767,24.7034,25.1433,34.0635,43.2026,52.7267,57.9654,0.983046,23.7087,3.26413e+07,1.37084e+06,57571.6
-35.4735,0.910275,0.425697,3,7,0,35.6392,0.691602,0.303431,-0.109415,0.691602,0.303431,-0.109415,1.01183,2.4506,11.3652,12.4918,12.5564,12.7784,15.9626,24.9019,24.9433,25.2781,25.729,34.8721,44.2405,54.004,59.3743,0.989815,23.708,3.26409e+07,1.37083e+06,57571.6
-32.4263,0.990128,0.425697,2,7,0,38.967,0.703324,0.303552,0.0727939,0.703324,0.303552,0.0727939,0.996752,2.41916,11.297,12.4227,12.4873,12.7091,15.893,24.8402,24.8816,25.2169,25.6683,34.8255,44.2103,53.9919,59.3724,1.0067,23.7082,3.2641e+07,1.37084e+06,57571.6
-32.2801,1,0.425697,1,1,0,32.4322,0.703722,0.302635,0.0492159,0.703722,0.302635,0.0492159,0.996096,2.41728,11.2829,12.4068,12.4712,12.6927,15.8712,24.8027,24.844,25.1787,25.6294,34.77,44.1378,53.9017,59.2724,1.00453,23.7066,3.26399e+07,1.37081e+06,57571.6
-32.4034,0.917286,0.425697,3,15,0,34.2853,0.697963,0.288171,-0.228406,0.697963,0.288171,-0.228406,1.00375,2.43364,11.3132,12.4362,12.5006,12.7218,15.8961,24.8096,24.8509,25.1848,25.6344,34.7532,44.0982,53.8387,59.1969,0.978624,23.6819,3.26232e+07,1.37046e+06,57571.6
-31.6136,0.934248,0.425697,3,7,0,33.1263,0.709209,0.276363,-0.298899,0.709209,0.276363,-0.298899,0.988981,2.40057,11.1916,12.3045,12.3683,12.5876,15.7341,24.5722,24.6131,24.9443,25.3902,34.4345,43.7046,53.3683,58.6847,0.971953,23.661,3.26094e+07,1.37017e+06,57571.6
-31.2964,0.932785,0.425697,3,15,0,33.6275,0.710532,0.293454,0.094032,0.710532,0.293454,0.094032,0.988316,2.40307,11.2826,12.4112,12.476,12.6984,15.8921,24.8733,24.9149,25.2516,25.7049,34.9018,44.3297,54.1576,59.564,1.00862,23.691,3.26293e+07,1.37059e+06,57571.6
-32.0477,0.717895,0.425697,2,3,0,33.8769,0.705086,0.298838,0.206557,0.705086,0.298838,0.206557,0.996188,2.42312,11.3953,12.5368,12.6023,12.8273,16.0582,25.1464,25.1885,25.5293,25.9881,35.2963,44.8386,54.7857,60.2576,1.01882,23.7002,3.26356e+07,1.37072e+06,57571.6
-31.2477,1,0.425697,3,7,0,32.2049,0.709316,0.277142,-0.161643,0.709316,0.277142,-0.161643,0.990069,2.40681,11.278,12.404,12.4686,12.6904,15.8755,24.8283,24.8698,25.2054,25.6572,34.8233,44.2199,54.016,59.4054,0.984972,23.6624,3.26103e+07,1.37019e+06,57571.6
-31.5919,0.894297,0.425697,3,7,0,33.8257,0.705513,0.282562,0.0353291,0.705513,0.282562,0.0353291,0.996429,2.42548,11.4215,12.5662,12.6319,12.8576,16.0978,25.2127,25.2549,25.5967,26.0569,35.3936,44.9664,54.9466,60.4372,1.00325,23.6721,3.26166e+07,1.37032e+06,57571.6
-32.4565,0.974527,0.425697,3,7,0,33.0125,0.71935,0.269045,0.212527,0.71935,0.269045,0.212527,0.980736,2.39694,11.4357,12.5932,12.6597,12.8879,16.1688,25.4158,25.4587,25.8057,26.273,35.7588,45.49,55.6386,61.2227,1.01925,23.6478,3.26007e+07,1.36999e+06,57571.6
-31.1227,0.989569,0.425697,3,7,0,33.367,0.709259,0.279335,-0.0484992,0.709259,0.279335,-0.0484992,0.990882,2.41101,11.3351,12.4697,12.5348,12.7584,15.9692,24.9989,25.0407,25.3792,25.835,35.0829,44.5642,54.449,59.8871,0.995523,23.6663,3.26129e+07,1.37024e+06,57571.6
