# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SSx43SnIa_model
# start_datetime = 2023-07-24 11:16:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpsjosbz2s/9rbfn0mp.json
# init = /tmp/tmpsjosbz2s/qwqasnzb.json
# random
#   seed = 36427
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-LCDM/SS+SnIa/LISA/SS+SnIa-20230724121610.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,alpha,theta.1,theta.2,theta.3,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,correction,Delta,A,B,C
-31.9834,0.755558,0.459373,3,7,0,33.6923,0.719832,0.282989,0.532764,0.719832,0.282989,0.532764,0.980623,2.39882,11.4932,12.6609,12.728,12.9583,16.2701,25.6125,25.6559,26.0066,26.4789,36.0678,45.906,56.1661,61.8114,1.04742,23.6728,3.26171e+07,1.37033e+06,57571.6
-31.2554,0.805125,0.459373,3,7,0,32.9881,0.713755,0.281478,0.231989,0.713755,0.281478,0.231989,0.986792,2.40743,11.424,12.5759,12.6421,12.8692,16.1323,25.3225,25.3651,25.7099,26.1741,35.596,45.2589,55.3344,60.8777,1.02103,23.6701,3.26154e+07,1.3703e+06,57571.6
-31.9707,0.95119,0.459373,2,7,0,33.4529,0.720961,0.280454,0.39939,0.720961,0.280454,0.39939,0.978416,2.39134,11.4198,12.577,12.6434,12.8716,16.1521,25.4008,25.4437,25.7908,26.2582,35.747,45.4812,55.6323,61.2175,1.03582,23.6683,3.26142e+07,1.37027e+06,57571.6
-32.0631,0.930115,0.459373,2,7,0,34.4594,0.70796,0.30284,0.26066,0.70796,0.30284,0.26066,0.992054,2.41296,11.349,12.4861,12.5514,12.7755,15.994,25.0481,25.0901,25.4295,25.8866,35.16,44.6665,54.576,60.0271,1.02369,23.707,3.26402e+07,1.37082e+06,57571.6
-31.3701,0.882794,0.459373,2,7,0,33.4052,0.711868,0.281181,0.226742,0.711868,0.281181,0.226742,0.989405,2.41379,11.4537,12.6086,12.6748,12.9025,16.1739,25.3875,25.4302,25.7759,26.2413,35.6869,45.3743,55.4753,61.0327,1.02056,23.6696,3.2615e+07,1.37029e+06,57571.6
-31.9503,0.850224,0.459373,3,7,0,32.9794,0.712802,0.268123,-0.139748,0.712802,0.268123,-0.139748,0.986827,2.40319,11.3214,12.4561,12.5212,12.7448,15.9561,24.9889,25.0308,25.3695,25.8255,35.0786,44.5666,54.4595,59.9025,0.987049,23.6461,3.25996e+07,1.36997e+06,57571.6
-33.1473,0.740108,0.459373,3,7,0,33.6373,0.708998,0.302124,-0.122423,0.708998,0.302124,-0.122423,0.987065,2.39076,11.0886,12.1878,12.2509,12.4674,15.5742,24.2962,24.3366,24.6633,25.1032,34.0241,43.1649,52.6914,57.9314,0.988597,23.7058,3.26394e+07,1.3708e+06,57571.6
-32.1901,0.982919,0.459373,3,7,0,33.8471,0.712406,0.29838,0.0567149,0.712406,0.29838,0.0567149,0.98465,2.3913,11.1864,12.3024,12.3664,12.5863,15.7433,24.6166,24.6577,24.9903,25.438,34.5212,43.831,53.5349,58.8729,1.00522,23.6994,3.2635e+07,1.37071e+06,57571.6
-32.2554,0.999534,0.459373,2,7,0,33.1693,0.706684,0.268562,-0.154648,0.706684,0.268562,-0.154648,0.995163,2.4229,11.4051,12.5475,12.613,12.8381,16.0709,25.1632,25.2053,25.5462,26.0052,35.3184,44.8677,54.8244,60.3025,0.985653,23.647,3.26001e+07,1.36998e+06,57571.6
-33.1736,0.689446,0.459373,2,7,0,37.1264,0.71939,0.304587,0.836749,0.71939,0.304587,0.836749,0.980624,2.39784,11.4875,12.6553,12.7223,12.9527,16.265,25.6111,25.6545,26.0054,26.4779,36.0712,45.9131,56.1759,61.8222,1.07342,23.7099,3.26422e+07,1.37086e+06,57571.6
-32.917,0.972298,0.459373,4,15,0,34.4647,0.705122,0.263392,-0.529821,0.705122,0.263392,-0.529821,0.99442,2.41233,11.2114,12.3232,12.387,12.606,15.7479,24.5686,24.6094,24.9398,25.3848,34.4088,43.6582,53.3009,58.6061,0.949598,23.6375,3.2594e+07,1.36985e+06,57571.6
-32.6292,0.77042,0.459373,1,3,0,34.9634,0.707249,0.276902,-0.514798,0.707249,0.276902,-0.514798,0.989329,2.39463,11.0605,12.1526,12.2153,12.4304,15.5153,24.1699,24.21,24.5341,24.9705,33.8196,42.8872,52.3387,57.5381,0.950954,23.662,3.261e+07,1.37018e+06,57571.6
-32.7757,1,0.459373,2,3,0,33.2832,0.706603,0.264769,-0.195834,0.706603,0.264769,-0.195834,0.995485,2.42413,11.4144,12.5578,12.6234,12.8488,16.0846,25.1855,25.2276,25.5688,26.0283,35.3506,44.9096,54.8767,60.3607,0.981795,23.64,3.25956e+07,1.36988e+06,57571.6
-31.7757,0.998313,0.459373,2,7,0,33.2153,0.710718,0.28568,-0.207995,0.710718,0.28568,-0.207995,0.986334,2.39299,11.1465,12.2546,12.3181,12.5364,15.6691,24.4678,24.5085,24.8382,25.2821,34.2852,43.5124,53.1305,58.4215,0.98057,23.6775,3.26203e+07,1.3704e+06,57571.6
-34.1816,0.785943,0.459373,2,7,0,35.0154,0.701916,0.296876,0.393968,0.701916,0.296876,0.393968,1.0026,2.44416,11.5807,12.7475,12.8145,13.0445,16.3497,25.6575,25.7006,26.0498,26.5199,36.0608,45.8446,56.0449,61.6564,1.03546,23.6969,3.26333e+07,1.37067e+06,57571.6
-33.0176,0.97004,0.459373,3,7,0,34.883,0.713534,0.30575,0.197268,0.713534,0.30575,0.197268,0.983325,2.38904,11.1964,12.3152,12.3794,12.5999,15.7655,24.6662,24.7074,25.0411,25.4903,34.6032,43.9437,53.6796,59.035,1.01801,23.7119,3.26435e+07,1.37089e+06,57571.6
-32.1057,0.882822,0.459373,2,7,0,36.1482,0.719763,0.273778,0.285203,0.719763,0.273778,0.285203,0.98008,2.39525,11.4302,12.5876,12.654,12.8822,16.1628,25.4098,25.4527,25.7997,26.2671,35.7532,45.4846,55.6331,61.217,1.02573,23.6564,3.26063e+07,1.37011e+06,57571.6
-31.481,0.995655,0.459373,2,3,0,32.3274,0.71755,0.280537,0.267962,0.71755,0.280537,0.267962,0.982004,2.39698,11.3941,12.5445,12.6105,12.8374,16.0969,25.2794,25.322,25.6665,26.1304,35.5462,45.2036,55.2738,60.8143,1.02424,23.6685,3.26143e+07,1.37027e+06,57571.6
-31.8953,0.979375,0.459373,4,15,0,32.7051,0.701498,0.281565,-0.438457,0.701498,0.281565,-0.438457,0.997516,2.41488,11.1648,12.2682,12.3315,12.5488,15.6661,24.4126,24.453,24.7806,25.2216,34.1653,43.3297,52.8819,58.1366,0.958417,23.6703,3.26155e+07,1.3703e+06,57571.6
-31.8953,0.496632,0.459373,1,3,0,34.351,0.701498,0.281565,-0.438457,0.701498,0.281565,-0.438457,0.997516,2.41488,11.1648,12.2682,12.3315,12.5488,15.6661,24.4126,24.453,24.7806,25.2216,34.1653,43.3297,52.8819,58.1366,0.958417,23.6703,3.26155e+07,1.3703e+06,57571.6
-32.6496,0.962614,0.459373,3,7,0,33.4978,0.715278,0.264155,-0.181764,0.715278,0.264155,-0.181764,0.983639,2.39592,11.2914,12.4232,12.4882,12.7112,15.9145,24.9251,24.9669,25.3047,25.7597,34.9904,44.4557,54.3253,59.7557,0.983121,23.6389,3.25949e+07,1.36987e+06,57571.6
-33.3455,0.86785,0.459373,3,7,0,35.13,0.693738,0.288782,-0.38624,0.693738,0.288782,-0.38624,1.00806,2.43902,11.262,12.3742,12.438,12.6571,15.7989,24.6134,24.6542,24.9843,25.4288,34.4409,43.6746,53.2984,58.5922,0.963456,23.6829,3.26239e+07,1.37048e+06,57571.6
-31.9942,1,0.459373,3,7,0,33.6638,0.70541,0.279969,-0.44367,0.70541,0.279969,-0.44367,0.992189,2.40249,11.1137,12.2125,12.2755,12.492,15.5962,24.3068,24.3471,24.6733,25.1126,34.02,43.1476,52.6615,57.8951,0.957919,23.6675,3.26136e+07,1.37026e+06,57571.6
-31.6621,1,0.459373,3,7,0,32.0117,0.702004,0.280542,-0.267106,0.702004,0.280542,-0.267106,0.998788,2.42358,11.2902,12.4125,12.4768,12.6979,15.8706,24.7817,24.8229,25.1568,25.6063,34.7245,44.0699,53.8116,59.1708,0.974971,23.6685,3.26143e+07,1.37027e+06,57571.6
-33.8572,0.651129,0.459373,3,7,0,34.908,0.710243,0.269123,-0.600342,0.710243,0.269123,-0.600342,0.985507,2.386,11.0225,12.1108,12.1732,12.3876,15.4614,24.0846,24.1245,24.4474,24.8822,33.6995,42.7351,52.1538,57.3354,0.942536,23.648,3.26008e+07,1.36999e+06,57571.6
-32.345,0.977769,0.459373,2,3,0,33.8389,0.702417,0.269978,-0.36169,0.702417,0.269978,-0.36169,0.998934,2.42556,11.315,12.4405,12.505,12.7268,15.9089,24.8472,24.8886,25.2236,25.6745,34.822,44.1985,53.9736,59.3515,0.965955,23.6495,3.26018e+07,1.37001e+06,57571.6
-33.0737,0.938596,0.459373,2,3,0,33.2304,0.706281,0.273678,-0.606142,0.706281,0.273678,-0.606142,0.990193,2.39518,11.0367,12.1244,12.1868,12.401,15.4727,24.0874,24.1272,24.4498,24.8841,33.6907,42.7144,52.1201,57.2944,0.941907,23.6562,3.26062e+07,1.3701e+06,57571.6
-31.9064,1,0.459373,2,3,0,32.9708,0.702156,0.279501,-0.162545,0.702156,0.279501,-0.162545,0.999786,2.42945,11.3705,12.5048,12.5698,12.7933,16.0015,25.0179,25.0596,25.3975,25.8526,35.0827,44.5443,54.4079,59.8342,0.98488,23.6666,3.26131e+07,1.37025e+06,57571.6
-31.6871,0.927722,0.459373,3,7,0,33.0894,0.704767,0.290159,0.108165,0.704767,0.290159,0.108165,0.997017,2.42587,11.413,12.5564,12.6221,12.8474,16.0836,25.1865,25.2286,25.5699,26.0295,35.3531,44.9117,54.8764,60.3583,1.0099,23.6853,3.26255e+07,1.37051e+06,57571.6
-33.2606,0.74562,0.459373,2,3,0,33.5539,0.706011,0.296333,-0.355576,0.706011,0.296333,-0.355576,0.989663,2.39238,11.0217,12.1086,12.1709,12.385,15.4547,24.0649,24.1047,24.4272,24.8613,33.6626,42.6794,52.0763,57.245,0.966385,23.696,3.26327e+07,1.37066e+06,57571.6
-34.0786,0.988249,0.459373,2,7,0,35.1562,0.715864,0.26665,0.430899,0.715864,0.26665,0.430899,0.987545,2.41956,11.6452,12.8322,12.9003,13.1344,16.502,26.0077,26.0518,26.4088,26.8895,36.651,46.6691,57.1188,62.8691,1.03846,23.6435,3.25979e+07,1.36993e+06,57571.6
-33.0904,1,0.459373,2,3,0,34.0851,0.720561,0.274656,-0.0652667,0.720561,0.274656,-0.0652667,0.97589,2.37593,11.1886,12.3099,12.3742,12.5952,15.7685,24.6947,24.736,25.0707,25.5214,34.6648,44.0399,53.8145,59.1922,0.993974,23.658,3.26074e+07,1.37013e+06,57571.6
-33.0701,0.964206,0.459373,2,3,0,34.3337,0.718617,0.262977,0.0802408,0.718617,0.262977,0.0802408,0.98154,2.39806,11.4214,12.5757,12.642,12.8696,16.1404,25.3561,25.3988,25.7446,26.2102,35.6618,45.3576,55.4693,61.0333,1.00732,23.6367,3.25935e+07,1.36984e+06,57571.6
-31.3321,0.680398,0.459373,3,7,0,37.0589,0.713605,0.293215,0.279921,0.713605,0.293215,0.279921,0.985731,2.40161,11.353,12.4947,12.5602,12.7853,16.0184,25.1197,25.1618,25.5032,25.9628,35.2896,44.853,54.8234,60.3084,1.02536,23.6906,3.26291e+07,1.37058e+06,57571.6
-31.6473,0.984202,0.459373,1,3,0,31.8995,0.713499,0.297299,0.410024,0.713499,0.297299,0.410024,0.986396,2.4049,11.3988,12.5476,12.6135,12.84,16.0943,25.2595,25.302,25.6458,26.1087,35.5039,45.1383,55.1829,60.7087,1.03687,23.6976,3.26338e+07,1.37068e+06,57571.6
-31.6473,0.849341,0.459373,1,3,0,35.6206,0.713499,0.297299,0.410024,0.713499,0.297299,0.410024,0.986396,2.4049,11.3988,12.5476,12.6135,12.84,16.0943,25.2595,25.302,25.6458,26.1087,35.5039,45.1383,55.1829,60.7087,1.03687,23.6976,3.26338e+07,1.37068e+06,57571.6
-31.0398,0.998411,0.459373,2,7,0,31.8262,0.708695,0.286231,-0.0136322,0.708695,0.286231,-0.0136322,0.990954,2.40941,11.3051,12.4352,12.5,12.7227,15.9202,24.9104,24.952,25.2891,25.7428,34.9485,44.3854,54.2232,59.6352,0.998743,23.6785,3.26209e+07,1.37041e+06,57571.6
-31.5379,0.953915,0.459373,2,7,0,31.6647,0.708265,0.297414,0.103267,0.708265,0.297414,0.103267,0.990984,2.4083,11.2904,12.4186,12.4833,12.7057,15.8979,24.8732,24.9147,25.2512,25.7042,34.8937,44.3133,54.132,59.5333,1.00947,23.6978,3.26339e+07,1.37069e+06,57571.6
-32.7034,0.935605,0.459373,3,15,0,33.1741,0.700902,0.268555,-0.445457,0.700902,0.268555,-0.445457,1.00045,2.42731,11.2918,12.4125,12.4768,12.6976,15.8653,24.76,24.8011,25.1344,25.583,34.6834,44.0109,53.7348,59.0845,0.957834,23.6469,3.26001e+07,1.36998e+06,57571.6
-33.4777,0.877325,0.459373,2,3,0,34.227,0.701695,0.269743,-0.738898,0.701695,0.269743,-0.738898,0.995774,2.40597,11.0424,12.1273,12.1895,12.4031,15.4656,24.0499,24.0896,24.411,24.8437,33.6166,42.6052,51.9742,57.1284,0.928547,23.6491,3.26015e+07,1.37001e+06,57571.6
-37.1387,0.589181,0.459373,4,15,0,39.6622,0.691011,0.273245,-1.14563,0.691011,0.273245,-1.14563,1.00497,2.41129,10.8308,11.8783,11.9383,12.1445,15.096,23.3499,23.388,23.6967,24.1123,32.5348,41.1601,50.1488,55.0934,0.885668,23.6554,3.26057e+07,1.37009e+06,57571.6
-37.3421,0.974182,0.459373,2,3,0,38.1087,0.686814,0.265889,-1.11899,0.686814,0.265889,-1.11899,1.01296,2.43508,10.994,12.0609,12.1221,12.332,15.3395,23.7539,23.7928,24.1075,24.5313,33.1207,41.9184,51.0877,56.1319,0.8887,23.6421,3.2597e+07,1.36991e+06,57571.6
-31.8973,0.995428,0.459373,3,7,0,38.0332,0.71959,0.280337,0.446046,0.71959,0.280337,0.446046,0.980656,2.39793,11.47,12.6338,12.7006,12.9302,16.23,25.5359,25.579,25.9283,26.3987,35.9481,45.7451,55.962,61.5835,1.03989,23.6681,3.2614e+07,1.37027e+06,57571.6
-31.8981,0.753395,0.459373,2,3,0,33.4665,0.718614,0.284167,0.132995,0.718614,0.284167,0.132995,0.978892,2.38468,11.2613,12.3926,12.4575,12.6805,15.8835,24.8978,24.9396,25.2777,25.7329,34.9694,44.4404,54.3147,59.7471,1.01214,23.6749,3.26185e+07,1.37036e+06,57571.6
-32.3518,0.797504,0.459373,2,7,0,34.1418,0.709302,0.305099,0.382084,0.709302,0.305099,0.382084,0.990914,2.4124,11.3833,12.5268,12.5924,12.8178,16.0557,25.1687,25.2109,25.5527,26.0129,35.3499,44.9228,54.9019,60.3914,1.03447,23.7108,3.26428e+07,1.37087e+06,57571.6
-33.9133,0.482032,0.459373,3,7,0,37.4351,0.696442,0.301448,0.0157545,0.696442,0.301448,0.0157545,1.00636,2.44171,11.3887,12.5225,12.5875,12.8109,16.0171,25.0253,25.067,25.4046,25.8591,35.0776,44.5251,54.372,59.7884,1.00145,23.7046,3.26386e+07,1.37078e+06,57571.6
-32.1263,0.881302,0.459373,2,3,0,34.5846,0.705663,0.302587,0.0833724,0.705663,0.302587,0.0833724,0.99369,2.41238,11.2746,12.3988,12.4633,12.6848,15.8646,24.8012,24.8426,25.1775,25.6285,34.7755,44.1504,53.9217,59.2967,1.00766,23.7066,3.26399e+07,1.37081e+06,57571.6
-32.2484,0.867732,0.459373,2,7,0,33.8318,0.712359,0.267728,0.0394349,0.712359,0.267728,0.0394349,0.989106,2.41362,11.4506,12.6044,12.6707,12.8981,16.1663,25.3694,25.412,25.7572,26.2221,35.6566,45.3331,55.4237,60.9757,1.00361,23.6454,3.25992e+07,1.36996e+06,57571.6
-31.901,0.998717,0.459373,3,7,0,33.3308,0.70358,0.273801,-0.428477,0.70358,0.273801,-0.428477,0.995952,2.41468,11.2114,12.3227,12.3865,12.6054,15.7461,24.5627,24.6035,24.9338,25.3785,34.3974,43.6406,53.2759,58.5766,0.95945,23.6564,3.26063e+07,1.37011e+06,57571.6
-32.9401,0.821229,0.459373,3,7,0,33.1915,0.702303,0.26767,-0.281844,0.702303,0.26767,-0.281844,1.00028,2.43215,11.3961,12.5334,12.5987,12.8228,16.0398,25.0817,25.1235,25.4624,25.9187,35.1761,44.6666,54.5615,60.0054,0.973629,23.6453,3.25991e+07,1.36996e+06,57571.6
-32.6966,0.905106,0.459373,2,7,0,38.3556,0.697029,0.286937,-0.529935,0.697029,0.286937,-0.529935,1.00197,2.42045,11.118,12.2116,12.2743,12.4897,15.5774,24.2344,24.2744,24.5985,25.0349,33.8821,42.9457,52.3917,57.5877,0.949368,23.6797,3.26218e+07,1.37043e+06,57571.6
-32.9819,0.909213,0.459373,1,1,0,33.0441,0.698106,0.288403,-0.577187,0.698106,0.288403,-0.577187,0.999615,2.41258,11.0512,12.1361,12.1983,12.4119,15.4743,24.0571,24.0967,24.418,24.8506,33.62,42.6033,51.9651,57.1147,0.944654,23.6823,3.26235e+07,1.37047e+06,57571.6
-32.3011,0.970343,0.459373,4,15,0,33.8446,0.713862,0.26618,-0.00108302,0.713862,0.26618,-0.00108302,0.986904,2.40783,11.4147,12.5643,12.6303,12.8569,16.1125,25.279,25.3215,25.6653,26.1283,35.5245,45.1616,55.211,60.7404,0.999901,23.6426,3.25973e+07,1.36992e+06,57571.6
-32.2747,0.725421,0.459373,3,7,0,35.0322,0.717306,0.300055,0.630207,0.717306,0.300055,0.630207,0.982529,2.39957,11.4433,12.6023,12.6688,12.8973,16.1828,25.4451,25.488,25.8357,26.3038,35.8054,45.5515,55.7136,61.3043,1.05594,23.7023,3.2637e+07,1.37075e+06,57571.6
-32.4919,0.841165,0.459373,2,3,0,33.195,0.711392,0.300355,0.593869,0.711392,0.300355,0.593869,0.990375,2.4178,11.515,12.68,12.7469,12.9766,16.2787,25.5859,25.629,25.9783,26.4486,35.9948,45.786,55.9948,61.6111,1.05283,23.7028,3.26373e+07,1.37076e+06,57571.6
-32.2313,0.91834,0.459373,2,3,0,33.0508,0.7116,0.304037,0.441303,0.7116,0.304037,0.441303,0.988358,2.408,11.3911,12.5375,12.6033,12.8294,16.0765,25.2193,25.2616,25.6046,26.0664,35.4365,45.0443,55.0604,60.5703,1.03966,23.709,3.26416e+07,1.37085e+06,57571.6
-31.354,0.862577,0.459373,2,7,0,33.2759,0.713884,0.28058,-0.0353823,0.713884,0.28058,-0.0353823,0.984396,2.39509,11.2591,12.386,12.4507,12.6728,15.8619,24.8305,24.8721,25.2083,25.661,34.8463,44.2634,54.081,59.4822,0.996736,23.6685,3.26143e+07,1.37028e+06,57571.6
-31.2244,0.984052,0.459373,2,7,0,32.4464,0.709657,0.287588,-0.082143,0.709657,0.287588,-0.082143,0.988755,2.40166,11.232,12.352,12.4163,12.637,15.8049,24.7079,24.7491,25.0828,25.5321,34.6454,43.9867,53.7241,59.0808,0.992389,23.6809,3.26225e+07,1.37045e+06,57571.6
-34.0134,0.683236,0.459373,2,7,0,35.0139,0.695037,0.293259,-0.0815939,0.695037,0.293259,-0.0815939,1.00868,2.44781,11.4176,12.554,12.6192,12.8432,16.0567,25.085,25.1268,25.4651,25.9206,35.1598,44.6289,54.4988,59.9281,0.992432,23.6907,3.26291e+07,1.37059e+06,57571.6
-31.424,0.986694,0.459373,2,7,0,34.3209,0.710475,0.290191,-0.06164,0.710475,0.290191,-0.06164,0.98742,2.39796,11.2098,12.3273,12.3914,12.6116,15.7724,24.6549,24.696,25.0289,25.4771,34.569,43.888,53.6021,58.9458,0.994294,23.6854,3.26256e+07,1.37051e+06,57571.6
-31.791,0.958129,0.459373,3,7,0,32.7479,0.711773,0.299594,0.395063,0.711773,0.299594,0.395063,0.988346,2.40846,11.3979,12.5453,12.6111,12.8373,16.0872,25.2376,25.28,25.6232,26.0854,35.4638,45.0803,55.1058,60.621,1.03558,23.7015,3.26364e+07,1.37074e+06,57571.6
-31.7145,0.998706,0.459373,3,7,0,32.0235,0.708024,0.272631,-0.331178,0.708024,0.272631,-0.331178,0.990906,2.40585,11.2222,12.3385,12.4025,12.6224,15.7785,24.644,24.6851,25.0173,25.4646,34.5374,43.8371,53.532,58.8657,0.968877,23.6543,3.2605e+07,1.37008e+06,57571.6
-32.0766,0.956372,0.459373,3,7,0,32.8443,0.710492,0.266831,-0.163414,0.710492,0.266831,-0.163414,0.990017,2.41085,11.3544,12.4921,12.5574,12.7816,16.0013,25.0574,25.0993,25.4389,25.8961,35.1727,44.6848,54.6029,60.0598,0.984836,23.6438,3.25981e+07,1.36993e+06,57571.6
-32.8606,0.92176,0.459373,2,3,0,33.8038,0.717671,0.263625,-0.0619228,0.717671,0.263625,-0.0619228,0.98152,2.39415,11.3386,12.4795,12.545,12.7699,16.0006,25.0951,25.1372,25.4784,25.9377,35.2592,44.8193,54.7886,60.274,0.994297,23.6379,3.25943e+07,1.36985e+06,57571.6
-31.5966,0.998021,0.459373,3,7,0,33.1917,0.715955,0.276334,0.238681,0.715955,0.276334,0.238681,0.984552,2.40409,11.4393,12.595,12.6614,12.8892,16.1641,25.3911,25.4338,25.78,26.2462,35.7085,45.4143,55.5353,61.1039,1.02161,23.661,3.26093e+07,1.37017e+06,57571.6
-33.003,0.825016,0.459373,3,7,0,33.4355,0.713363,0.29088,0.71157,0.713363,0.29088,0.71157,0.989784,2.42233,11.6306,12.8146,12.8826,13.1161,16.475,25.9547,25.9987,26.3547,26.834,36.5667,46.5532,56.9679,62.6981,1.06274,23.6866,3.26264e+07,1.37053e+06,57571.6
-31.287,0.977444,0.459373,4,15,0,32.9791,0.704806,0.287533,-0.0776583,0.704806,0.287533,-0.0776583,0.995612,2.41846,11.3128,12.4411,12.5058,12.7281,15.9194,24.8883,24.9298,25.2659,25.7185,34.8994,44.31,54.1197,59.5162,0.992806,23.6808,3.26225e+07,1.37045e+06,57571.6
