# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 10:21:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpseqr2vt3/mculhrra.json
# init = /tmp/tmpseqr2vt3/mi8fyus0.json
# random
#   seed = 77511
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CC/CC-20230724112113.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
-10.5556,0.880691,0.407024,2,3,0,11.4229,0.722187,0.230361,74.067,74.6325,75.5119,77.0607,77.3505,78.0065,78.0398,80.4682,80.8315,83.566,84.6853,85.5037,85.5202,86.5487,87.4021,88.4904,88.8569,88.9323,94.1857,98.5442,102.241,103.93,109.242,109.533,110.702,119.034,136.5,140.949,145.786,153.202,170.296,187.966
-10.7364,0.993256,0.407024,3,11,0,12.5561,0.616798,0.437656,64.6459,65.541,66.9224,69.326,69.7718,70.7767,70.8275,74.4981,75.0411,79.0834,80.7166,81.9035,81.9274,83.4107,84.6349,86.1878,86.7089,86.816,94.1815,100.171,105.18,107.45,114.52,114.904,116.446,127.328,149.658,155.269,161.34,170.596,191.746,213.4
-10.2748,1,0.407024,2,3,0,10.726,0.629395,0.448313,66.0382,66.9727,68.4143,70.9212,71.386,72.4335,72.4863,76.3102,76.8756,81.0825,82.7813,84.0156,84.0405,85.5826,86.8551,88.469,89.0104,89.1217,96.7711,102.987,108.182,110.536,117.865,118.262,119.861,131.134,154.251,160.056,166.338,175.913,197.786,220.175
-9.61932,0.998186,0.407024,4,15,0,11.3377,0.638253,0.408299,66.6932,67.5603,68.8998,71.2343,71.6678,72.6454,72.6948,76.272,76.802,80.7521,82.3505,83.513,83.5365,84.9901,86.1906,87.7145,88.226,88.3312,95.5727,101.474,106.417,108.659,115.648,116.027,117.553,128.331,150.491,156.065,162.101,171.307,192.357,213.928
-9.94419,0.992921,0.407024,1,3,0,10.1376,0.631995,0.428982,66.1798,67.0797,68.4689,70.8872,71.3359,72.3474,72.3985,76.0953,76.6424,80.7167,82.3636,83.5607,83.5848,85.0811,86.3162,87.8834,88.4093,88.5173,95.9543,102.006,107.068,109.363,116.513,116.901,118.462,129.472,152.079,157.761,163.91,173.287,194.717,216.663
-9.83024,0.894286,0.407024,2,3,0,10.495,0.64183,0.424647,67.1798,68.0849,69.4824,71.9157,72.3672,73.3853,73.4367,77.1583,77.7092,81.8124,83.4713,84.6774,84.7017,86.2092,87.4538,89.033,89.563,89.6719,97.1684,103.27,108.376,110.691,117.904,118.295,119.869,130.98,153.799,159.535,165.743,175.211,196.851,219.015
-10.3021,0.909216,0.407024,3,7,0,11.4486,0.645465,0.435667,67.6367,68.5694,70.0088,72.5137,72.9784,74.0257,74.0786,77.9049,78.4709,82.6853,84.3881,85.6258,85.6507,87.1974,88.4741,90.0936,90.637,90.7487,98.4309,104.679,109.904,112.272,119.649,120.049,121.659,133.014,156.318,162.174,168.511,178.172,200.249,222.853
-10.7492,0.816134,0.407024,1,1,0,11.0167,0.649987,0.439014,68.134,69.08,70.5399,73.08,73.5511,74.613,74.6666,78.5451,79.1188,83.3894,85.1147,86.3686,86.3939,87.9607,89.2539,90.8942,91.4447,91.5578,99.3373,105.663,110.952,113.349,120.815,121.22,122.849,134.339,157.914,163.837,170.246,180.018,202.344,225.203
-9.05323,0.991053,0.407024,2,5,0,11.9893,0.655691,0.368484,68.2336,69.0413,70.2909,72.4734,72.8794,73.7956,73.8419,77.2022,77.701,81.4262,82.937,84.0369,84.0591,85.4357,86.5737,88.0194,88.505,88.6048,95.4949,101.128,105.856,108.004,114.708,115.073,116.539,126.907,148.291,153.682,159.521,168.435,188.844,209.784
-9.33475,0.996828,0.407024,2,3,0,9.34552,0.647179,0.394913,67.5325,68.3842,69.7007,71.9966,72.4232,73.3854,73.4341,76.9577,77.4801,81.3761,82.9538,84.1016,84.1248,85.5605,86.7466,88.2525,88.7581,88.862,96.0252,101.869,106.766,108.989,115.92,116.297,117.811,128.51,150.53,156.073,162.075,171.233,192.181,213.656
-10.0213,0.972443,0.407024,2,5,0,10.1939,0.631642,0.434726,66.1818,67.0926,68.4984,70.9448,71.3986,72.4216,72.4733,76.2106,76.7636,80.8803,82.5439,83.753,83.7773,85.2883,86.5355,88.1178,88.6487,88.7578,96.2636,102.369,107.474,109.789,116.997,117.388,118.961,130.058,152.834,158.556,164.75,174.193,195.77,217.864
-9.73844,1,0.407024,2,3,0,10.0209,0.635245,0.413261,66.4128,67.2857,68.6341,70.9834,71.4196,72.4032,72.4528,76.0507,76.5835,80.5545,82.161,83.3292,83.3527,84.8133,86.0195,87.5503,88.0641,88.1697,95.4419,101.366,106.326,108.576,115.588,115.969,117.5,128.309,150.526,156.114,162.163,171.389,192.483,214.095
-10.474,0.992124,0.407024,3,11,0,10.91,0.727189,0.232504,74.5971,75.1717,76.0651,77.6384,77.9328,78.599,78.6328,81.0989,81.4677,84.2439,85.38,86.2107,86.2275,87.2712,88.1372,89.2416,89.6136,89.6901,95.0197,99.4402,103.189,104.901,110.287,110.581,111.766,120.21,137.905,142.411,147.311,154.82,172.128,190.017
-10.2392,0.959565,0.407024,2,3,0,10.7479,0.718275,0.238364,73.7289,74.3102,75.2141,76.8052,77.1028,77.7763,77.8104,80.3023,80.6749,83.478,84.6247,85.4629,85.4798,86.5328,87.4063,88.5201,88.8952,88.9723,94.3436,98.7953,102.568,104.291,109.708,110.004,111.195,119.682,137.448,141.97,146.885,154.417,171.769,189.696
-8.89987,0.870696,0.407024,3,11,0,10.976,0.671333,0.351984,69.7415,70.533,71.7582,73.9003,74.2989,75.199,75.2446,78.5492,79.0402,82.7098,84.1996,85.2847,85.3065,86.6652,87.7887,89.2166,89.6964,89.795,96.6091,102.188,106.875,109.006,115.661,116.023,117.479,127.784,149.069,154.439,160.259,169.146,189.504,210.405
-8.79615,0.899727,0.407024,2,7,0,9.34069,0.680188,0.325757,70.4679,71.2124,72.366,74.3859,74.7623,75.6124,75.6554,78.782,79.2471,82.7287,84.1444,85.1762,85.197,86.49,87.5599,88.9205,89.3779,89.4719,95.979,101.32,105.814,107.859,114.255,114.603,116.004,125.929,146.481,151.675,157.306,165.911,185.642,205.923
-9.19022,0.9653,0.407024,3,15,0,9.20785,0.691082,0.283865,71.2814,71.9439,72.972,74.7767,75.1136,75.8753,75.9138,78.7227,79.1415,82.284,83.5653,84.5004,84.5193,85.6924,86.6643,87.9017,88.318,88.4036,94.3435,99.2399,103.373,105.257,111.161,111.483,112.779,121.98,141.122,145.973,151.239,159.296,177.806,196.872
-12.4438,0.555087,0.407024,2,7,0,13.6932,0.728062,0.310221,75.3048,76.0651,77.2438,79.3098,79.695,80.5653,80.6094,83.8136,84.2906,87.8647,89.3194,90.3802,90.4016,91.7314,92.8323,94.2329,94.7038,94.8006,101.508,107.021,111.666,113.781,120.399,120.76,122.21,132.496,153.83,159.227,165.081,174.03,194.563,215.684
-9.51761,1,0.407024,2,3,0,12.3564,0.689518,0.276023,71.061,71.7044,72.7031,74.457,74.7845,75.5251,75.5626,78.2953,78.7029,81.763,83.0113,83.9227,83.9411,85.0846,86.0321,87.2388,87.6449,87.7284,93.5255,98.3083,102.348,104.19,109.966,110.281,111.549,120.557,139.316,144.074,149.239,157.143,175.311,194.033
-8.8901,0.991176,0.407024,2,7,0,10.2278,0.676658,0.343536,70.2327,71.0121,72.219,74.33,74.7231,75.6106,75.6555,78.9158,79.4003,83.0238,84.4956,85.5678,85.5895,86.9323,88.043,89.4549,89.9294,90.0269,96.7692,102.294,106.938,109.049,115.647,116.006,117.45,127.674,148.807,154.142,159.924,168.755,188.992,209.776
-8.99728,0.997461,0.407024,2,5,0,9.09016,0.660393,0.349662,68.5884,69.362,70.5598,72.6541,73.0439,73.9241,73.9686,77.2005,77.6807,81.2704,82.7279,83.7896,83.811,85.1404,86.2398,87.6371,88.1067,88.2032,94.8725,100.334,104.924,107.01,113.527,113.882,115.308,125.401,146.254,151.516,157.218,165.927,185.877,206.362
-9.34687,0.971446,0.407024,2,5,0,9.6318,0.650244,0.359903,67.6065,68.3896,69.6015,71.7194,72.1135,73.003,73.0479,76.3121,76.7968,80.4186,81.8882,82.9583,82.9799,84.3196,85.4273,86.8347,87.3076,87.4048,94.1171,99.609,104.221,106.316,112.86,113.216,114.647,124.774,145.676,150.947,156.658,165.378,185.348,205.845
-9.34687,0.749133,0.407024,1,3,0,10.5024,0.650244,0.359903,67.6065,68.3896,69.6015,71.7194,72.1135,73.003,73.0479,76.3121,76.7968,80.4186,81.8882,82.9583,82.9799,84.3196,85.4273,86.8347,87.3076,87.4048,94.1171,99.609,104.221,106.316,112.86,113.216,114.647,124.774,145.676,150.947,156.658,165.378,185.348,205.845
-9.69033,0.996981,0.407024,3,11,0,10.7057,0.716689,0.257207,73.714,74.3385,75.3087,77.0146,77.3334,78.0546,78.0911,80.7557,81.1536,84.1442,85.3658,86.2582,86.2762,87.3967,88.3256,89.5092,89.9077,89.9896,95.6866,100.397,104.383,106.201,111.91,112.222,113.477,122.4,141.03,145.763,150.904,158.777,176.892,195.581
-9.23914,0.887014,0.407024,2,3,0,10.3892,0.697877,0.27648,71.926,72.5781,73.5906,75.3685,75.7005,76.4512,76.4892,79.2591,79.6723,82.7739,84.0392,84.9629,84.9815,86.1405,87.1009,88.3239,88.7354,88.82,94.695,99.5419,103.636,105.502,111.355,111.674,112.959,122.087,141.093,145.913,151.146,159.154,177.56,196.527
-10.2607,0.764048,0.407024,3,9,0,12.0886,0.686685,0.364591,71.43,72.2674,73.5629,75.8264,76.2475,77.1978,77.2459,80.7324,81.25,85.1166,86.6851,87.8272,87.8502,89.2797,90.4615,91.963,92.4674,92.5711,99.7292,105.584,110.498,112.731,119.702,120.081,121.606,132.39,154.64,160.249,166.327,175.605,196.85,218.651
-10.6805,0.906383,0.407024,2,7,0,11.7977,0.67674,0.39089,70.5878,71.4698,72.8332,75.2115,75.6535,76.6505,76.7009,80.3528,80.8943,84.9336,86.5698,87.7602,87.7842,89.2734,90.5038,92.066,92.5906,92.6984,100.132,106.198,111.283,113.591,120.79,121.181,122.754,133.868,156.751,162.512,168.751,178.27,200.05,222.379
-13.4976,0.314231,0.407024,1,1,0,13.983,0.685561,0.41005,71.6494,72.5846,74.0292,76.5465,77.014,78.0681,78.1214,81.978,82.5493,86.8072,88.5301,89.783,89.8083,91.3749,92.6687,94.3109,94.8622,94.9755,102.779,109.137,114.461,116.876,124.405,124.813,126.457,138.065,161.929,167.932,174.431,184.343,207.009,230.233
-12.393,1,0.407024,2,7,0,13.9409,0.662313,0.274527,68.2466,68.8613,69.8156,71.4918,71.8048,72.5126,72.5484,75.1605,75.5501,78.4756,79.6692,80.5406,80.5582,81.6516,82.5577,83.7117,84.1,84.1798,89.7243,94.2996,98.1647,99.927,105.454,105.755,106.968,115.589,133.545,138.1,143.045,150.612,168.008,185.935
-9.35447,1,0.407024,1,3,0,11.9655,0.685133,0.285749,70.6819,71.3429,72.3686,74.169,74.505,75.2647,75.3032,78.1045,78.5221,81.6554,82.9329,83.8651,83.8839,85.0534,86.0221,87.2555,87.6704,87.7557,93.6752,98.5538,102.672,104.548,110.429,110.749,112.04,121.202,140.259,145.089,150.331,158.35,176.772,195.744
-9.50401,0.897751,0.407024,2,3,0,10.5767,0.694727,0.270708,71.5576,72.1937,73.1814,74.9166,75.2407,75.9736,76.0107,78.7161,79.1198,82.1512,83.3884,84.2917,84.3099,85.4436,86.3831,87.5797,87.9824,88.0652,93.817,98.5653,102.578,104.408,110.147,110.461,111.721,120.678,139.344,144.081,149.223,157.094,175.192,193.847
-10.6907,0.902012,0.407024,3,9,0,11.607,0.701962,0.241057,72.0751,72.6495,73.5424,75.114,75.4079,76.073,76.1067,78.5671,78.9349,81.7017,82.8333,83.6603,83.677,84.716,85.5778,86.6765,87.0464,87.1225,92.4197,96.8084,100.527,102.225,107.562,107.853,109.027,117.386,134.877,139.328,144.165,151.577,168.649,186.282
-10.2155,0.996802,0.407024,3,11,0,11.1736,0.641935,0.353544,66.6983,67.4583,68.6348,70.6915,71.0742,71.9384,71.982,75.1543,75.6256,79.1477,80.5774,81.6187,81.6397,82.9435,84.0216,85.3917,85.8521,85.9467,92.4843,97.8362,102.332,104.375,110.758,111.106,112.502,122.384,142.793,147.942,153.521,162.04,181.556,201.591
-9.25161,0.972854,0.407024,1,3,0,10.1586,0.64951,0.3888,67.7329,68.5751,69.877,72.1485,72.5706,73.5229,73.5711,77.0597,77.577,81.4365,83,84.1377,84.1606,85.5838,86.7597,88.2529,88.7543,88.8574,95.9631,101.763,106.625,108.832,115.717,116.091,117.595,128.226,150.116,155.628,161.597,170.706,191.545,212.913
-9.50963,0.946488,0.407024,3,7,0,9.73652,0.643903,0.374538,67.0491,67.8547,69.1008,71.2765,71.6811,72.5941,72.6403,75.9877,76.4843,80.1929,81.6964,82.7909,82.8129,84.1826,85.3145,86.7524,87.2354,87.3346,94.1844,99.7818,104.478,106.611,113.267,113.629,115.084,125.374,146.585,151.93,157.719,166.556,186.784,207.534
-9.17207,1,0.407024,3,11,0,9.67958,0.687729,0.288152,70.9677,71.6366,72.6745,74.4959,74.8358,75.6043,75.6432,78.4763,78.8987,82.0668,83.3581,84.3005,84.3195,85.5015,86.4807,87.7271,88.1464,88.2327,94.2138,99.1418,103.301,105.195,111.133,111.457,112.76,122.009,141.241,146.114,151.402,159.492,178.074,197.21
-8.97154,0.998469,0.407024,2,7,0,9.55078,0.680733,0.341167,70.6382,71.4171,72.6233,74.7335,75.1264,76.0137,76.0586,79.3185,79.803,83.4271,84.8993,85.9719,85.9935,87.3369,88.4481,89.8608,90.3355,90.4331,97.1802,102.71,107.359,109.473,116.079,116.439,117.885,128.124,149.293,154.638,160.431,169.279,189.557,210.386
-9.17039,0.981517,0.407024,2,5,0,9.38282,0.681882,0.295831,70.4214,71.1016,72.1568,74.0077,74.3531,75.1336,75.1731,78.0492,78.4778,81.6911,83.0003,83.9554,83.9746,85.1724,86.1643,87.4268,87.8514,87.9387,93.9924,98.976,103.179,105.094,111.091,111.418,112.733,122.067,141.456,146.366,151.694,159.842,178.551,197.808
-8.98409,0.994143,0.407024,3,11,0,9.35146,0.675359,0.3512,70.154,70.9485,72.1785,74.329,74.7292,75.6329,75.6786,78.9966,79.4895,83.1742,84.6701,85.7597,85.7817,87.1461,88.2743,89.7083,90.1901,90.2891,97.1324,102.736,107.444,109.584,116.268,116.632,118.095,128.447,149.83,155.225,161.072,170,190.454,211.455
-8.87657,1,0.407024,1,1,0,8.96181,0.674548,0.345816,70.0304,70.8123,72.023,74.1404,74.5346,75.4247,75.4697,78.7388,79.2246,82.8572,84.3324,85.4071,85.4287,86.7746,87.8877,89.3026,89.778,89.8757,96.6309,102.165,106.816,108.93,115.538,115.897,117.343,127.579,148.733,154.072,159.859,168.697,188.947,209.742
-10.5891,0.684191,0.407024,3,11,0,12.8503,0.713503,0.233502,73.2009,73.767,74.6472,76.1972,76.4872,77.1435,77.1768,79.6059,79.9692,82.7035,83.8224,84.6404,84.6569,85.6848,86.5376,87.625,87.9913,88.0666,93.3141,97.6659,101.356,103.042,108.342,108.632,109.798,118.108,135.519,139.952,144.772,152.16,169.186,186.782
-9.04404,0.983099,0.407024,3,11,0,11.1195,0.66301,0.337776,68.7748,69.5262,70.6899,72.7262,73.1055,73.9619,74.0052,77.1523,77.6201,81.12,82.5421,83.5783,83.5992,84.8971,85.9708,87.3358,87.7946,87.8889,94.4103,99.7568,104.253,106.297,112.688,113.036,114.435,124.342,144.833,150.007,155.616,164.184,183.821,203.995
-9.55329,0.659486,0.407024,2,7,0,11.4726,0.70005,0.321306,72.4918,73.2479,74.4198,76.4723,76.8548,77.7189,77.7626,80.9414,81.4144,84.9558,86.3962,87.4462,87.4674,88.7832,89.8722,91.2573,91.723,91.8187,98.4451,103.886,108.467,110.551,117.071,117.426,118.855,128.978,149.948,155.249,160.997,169.782,189.93,210.642
-9.68225,0.79473,0.407024,2,7,0,11.1243,0.687013,0.275323,70.7977,71.4371,72.4298,74.1732,74.4987,75.2349,75.2722,77.9887,78.3939,81.4361,82.6773,83.5834,83.6016,84.7386,85.6808,86.8806,87.2843,87.3673,93.1318,97.8881,101.906,103.738,109.482,109.796,111.057,120.017,138.677,143.41,148.548,156.412,174.487,193.114
-9.28524,0.994664,0.407024,3,11,0,10.465,0.679797,0.355113,70.6438,71.4521,72.7032,74.8901,75.297,76.2158,76.2622,79.6348,80.1357,83.8795,85.3991,86.5058,86.5281,87.9137,89.0594,90.5155,91.0047,91.1052,98.0517,103.738,108.514,110.684,117.464,117.833,119.316,129.811,151.483,156.949,162.873,171.919,192.637,213.907
-9.36807,0.970061,0.407024,1,1,0,9.5227,0.6813,0.354833,70.7979,71.6073,72.8603,75.0504,75.458,76.3781,76.4246,79.8023,80.304,84.0536,85.5755,86.6839,86.7063,88.094,89.2416,90.6999,91.1899,91.2906,98.2482,103.943,108.728,110.901,117.692,118.062,119.547,130.061,151.77,157.246,163.18,172.241,192.996,214.303
-9.06771,0.958188,0.407024,2,7,0,9.92915,0.655447,0.363786,68.1749,68.9725,70.2065,72.3626,72.7637,73.669,73.7148,77.0363,77.5294,81.2133,82.7077,83.7958,83.8178,85.1799,86.3059,87.7366,88.2173,88.3161,95.1372,100.716,105.4,107.528,114.172,114.534,115.987,126.266,147.474,152.821,158.615,167.46,187.712,208.497
-10.0073,0.537018,0.407024,2,3,0,11.5883,0.684015,0.364891,71.1545,71.9892,73.2808,75.5372,75.9569,76.9043,76.9522,80.4276,80.9436,84.7978,86.3613,87.4997,87.5226,88.9475,90.1255,91.6221,92.1249,92.2282,99.363,105.198,110.097,112.322,119.27,119.648,121.167,131.915,154.089,159.68,165.736,174.983,196.155,217.882
-8.88636,0.858444,0.407024,2,3,0,10.9564,0.665711,0.343969,69.0997,69.8674,71.0562,73.1355,73.5226,74.3968,74.441,77.6521,78.1293,81.698,83.1475,84.2034,84.2247,85.5472,86.6411,88.0315,88.4988,88.5948,95.2343,100.674,105.247,107.326,113.823,114.177,115.598,125.665,146.473,151.725,157.418,166.113,186.036,206.498
-9.1522,0.988329,0.407024,3,7,0,9.2567,0.652684,0.380959,68.0087,68.8386,70.1221,72.3623,72.7787,73.7184,73.7659,77.2098,77.7206,81.5336,83.0789,84.2036,84.2263,85.6335,86.7964,88.2733,88.7693,88.8712,95.9036,101.647,106.464,108.651,115.476,115.847,117.339,127.883,149.608,155.081,161.008,170.054,190.756,211.988
-9.14503,0.944629,0.407024,3,11,0,9.53253,0.683377,0.343632,70.9309,71.7182,72.9374,75.07,75.467,76.3636,76.4089,79.7024,80.1918,83.8522,85.339,86.4221,86.4439,87.8004,88.9224,90.3487,90.828,90.9265,97.7371,103.318,108.009,110.141,116.806,117.169,118.627,128.955,150.302,155.69,161.53,170.451,190.892,211.885
-8.94566,0.997284,0.407024,3,7,0,9.27341,0.663693,0.343352,68.8857,69.6498,70.8329,72.9025,73.2878,74.1579,74.2019,77.3982,77.8733,81.4258,82.8687,83.9199,83.9411,85.2577,86.3466,87.7309,88.1961,88.2917,94.9021,100.319,104.872,106.942,113.411,113.763,115.179,125.203,145.925,151.156,156.825,165.484,185.327,205.707
-9.44932,0.886435,0.407024,2,3,0,9.58686,0.667475,0.380995,69.5501,70.399,71.7116,74.0028,74.4287,75.3898,75.4384,78.9606,79.483,83.3827,84.9632,86.1134,86.1366,87.5758,88.7652,90.2757,90.783,90.8872,98.0795,103.954,108.88,111.117,118.097,118.476,120.002,130.786,153.004,158.601,164.663,173.915,195.087,216.801
-10.0312,0.937864,0.407024,2,3,0,10.1485,0.669419,0.392115,69.833,70.7081,72.0607,74.4201,74.8585,75.8475,75.8975,79.5197,80.0568,84.0629,85.6854,86.866,86.8898,88.3665,89.5865,91.1356,91.6558,91.7627,99.1328,105.147,110.188,112.475,119.611,119.999,121.558,132.575,155.253,160.962,167.145,176.578,198.16,220.286
-10.0312,0.979316,0.407024,1,1,0,10.4351,0.669419,0.392115,69.833,70.7081,72.0607,74.4201,74.8585,75.8475,75.8975,79.5197,80.0568,84.0629,85.6854,86.866,86.8898,88.3665,89.5865,91.1356,91.6558,91.7627,99.1328,105.147,110.188,112.475,119.611,119.999,121.558,132.575,155.253,160.962,167.145,176.578,198.16,220.286
-10.2364,0.958645,0.407024,2,5,0,10.8144,0.662516,0.408186,69.2277,70.1275,71.5176,73.9402,74.3901,75.4047,75.4559,79.1682,79.7182,83.8175,85.4763,86.6828,86.7071,88.2157,89.4616,91.043,91.5739,91.683,99.1983,105.323,110.452,112.779,120.032,120.426,122.01,133.196,156.194,161.98,168.243,177.798,199.645,222.033
-10.2364,0.640441,0.407024,1,1,0,11.2263,0.662516,0.408186,69.2277,70.1275,71.5176,73.9402,74.3901,75.4047,75.4559,79.1682,79.7182,83.8175,85.4763,86.6828,86.7071,88.2157,89.4616,91.043,91.5739,91.683,99.1983,105.323,110.452,112.779,120.032,120.426,122.01,133.196,156.194,161.98,168.243,177.798,199.645,222.033
-9.79948,1,0.407024,3,9,0,10.3885,0.709303,0.306226,73.3337,74.0652,75.1995,77.188,77.5588,78.3968,78.4392,81.5249,81.9844,85.4279,86.8298,87.8523,87.8729,89.1547,90.216,91.5663,92.0204,92.1138,98.5826,103.902,108.385,110.427,116.817,117.165,118.566,128.501,149.116,154.333,159.991,168.642,188.497,208.924
-9.67529,0.677235,0.407024,3,11,0,16.6078,0.639665,0.416979,66.9005,67.787,69.1562,71.5413,71.9841,72.9824,73.0328,76.6839,77.2245,81.2529,82.8822,84.067,84.0908,85.572,86.795,88.3471,88.868,88.9751,96.3466,102.35,107.376,109.654,116.757,117.143,118.693,129.64,152.133,157.789,163.912,173.25,194.598,216.468
-9.94892,0.914266,0.407024,3,11,0,10.3418,0.703218,0.252827,72.2947,72.8974,73.8338,75.4807,75.7885,76.485,76.5203,79.0944,79.4789,82.3694,83.5505,84.4134,84.4308,85.5144,86.4129,87.558,87.9434,88.0227,93.5364,98.0979,101.959,103.721,109.254,109.556,110.772,119.426,137.502,142.097,147.088,154.732,172.327,190.484
-9.16414,0.997795,0.407024,3,11,0,9.91474,0.656752,0.348909,68.2049,68.9727,70.1614,72.24,72.6269,73.5005,73.5447,76.7527,77.2293,80.7928,82.2397,83.2936,83.3149,84.6346,85.7261,87.1134,87.5795,87.6753,94.297,99.7202,104.277,106.349,112.821,113.173,114.589,124.613,145.323,150.549,156.213,164.862,184.678,205.026
