# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 10:21:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpseqr2vt3/mculhrra.json
# init = /tmp/tmpseqr2vt3/mi8fyus0.json
# random
#   seed = 77511
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CC/CC-20230724112113.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
-12.0561,0.763447,0.337868,2,7,0,15.6463,0.63364,0.489563,66.7633,67.7857,69.3608,72.0938,72.5998,73.7391,73.7967,77.9467,78.5592,83.1085,84.9419,86.2727,86.2995,87.9609,89.3307,91.0667,91.6488,91.7684,99.9763,106.628,112.177,114.689,122.5,122.923,124.625,136.613,161.136,167.285,173.935,184.067,207.19,230.834
-10.3072,1,0.337868,2,3,0,11.8035,0.624994,0.416034,65.3597,66.2241,67.559,69.8846,70.3163,71.2898,71.339,74.8993,75.4265,79.3551,80.9442,82.0996,82.1229,83.5675,84.7604,86.2742,86.7824,86.8868,94.0771,99.9335,104.836,107.059,113.989,114.365,115.878,126.558,148.505,154.024,159.998,169.111,189.942,211.284
-8.93225,0.819118,0.337868,3,15,0,12.1746,0.669329,0.356783,69.5681,70.3675,71.6048,73.7674,74.1699,75.0783,75.1242,78.4586,78.9538,82.6546,84.1565,85.2503,85.2724,86.6418,87.7741,89.213,89.6965,89.7958,96.6597,102.277,106.995,109.139,115.836,116.2,117.665,128.03,149.43,154.828,160.676,169.607,190.061,211.058
-9.49273,0.826891,0.337868,1,3,0,9.99386,0.658902,0.329546,68.2898,69.019,70.1489,72.1267,72.4952,73.3275,73.3695,76.4295,76.8846,80.2907,81.6753,82.6844,82.7048,83.9691,85.0152,86.3455,86.7926,86.8845,93.2442,98.4621,102.852,104.849,111.094,111.434,112.801,122.49,142.543,147.609,153.102,161.494,180.736,200.51
-10.1707,0.885158,0.337868,3,11,0,11.6064,0.645081,0.43268,67.5758,68.5018,69.9312,72.419,72.8805,73.9209,73.9735,77.7748,78.3373,82.5254,84.2179,85.4482,85.473,87.0105,88.2796,89.8897,90.43,90.541,98.18,104.394,109.592,111.948,119.287,119.685,121.287,132.586,155.781,161.609,167.917,177.535,199.514,222.02
-13.7781,0.896868,0.337868,4,15,0,14.295,0.600952,0.571098,63.8402,64.9609,66.6827,69.658,70.2073,71.4424,71.5046,75.9848,76.6439,81.5231,83.4823,84.9023,84.9308,86.7008,88.1581,90.0026,90.6204,90.7473,99.4307,106.435,112.261,114.893,123.063,123.505,125.282,137.774,163.227,169.594,176.475,186.947,210.813,235.18
-9.87304,1,0.337868,3,15,0,13.7428,0.72158,0.270282,74.3201,74.9798,76.0041,77.8037,78.1398,78.9,78.9385,81.7445,82.1632,85.3075,86.5907,87.5277,87.5466,88.7225,89.6971,90.9383,91.3561,91.442,97.4086,102.335,106.497,108.396,114.351,114.676,115.983,125.277,144.645,149.559,154.896,163.063,181.843,201.201
-9.61199,1,0.337868,2,3,0,9.89819,0.70175,0.261861,72.2131,72.8353,73.8018,75.5006,75.818,76.536,76.5723,79.2242,79.6201,82.5946,83.8093,84.6965,84.7144,85.8281,86.7513,87.9275,88.3235,88.4049,94.0635,98.7397,102.694,104.499,110.161,110.47,111.714,120.559,139.014,143.7,148.79,156.583,174.509,192.998
-9.77428,0.872463,0.337868,1,3,0,10.7664,0.715612,0.287939,73.8433,74.5388,75.618,77.512,77.8654,78.6645,78.7049,81.651,82.0902,85.3846,86.7275,87.7074,87.7272,88.9564,89.9746,91.2708,91.7069,91.7966,98.0165,103.142,107.467,109.437,115.613,115.949,117.304,126.924,146.926,151.994,157.494,165.908,185.236,205.138
-9.45618,0.998158,0.337868,3,15,0,11.732,0.649246,0.357535,67.486,68.263,69.4655,71.5673,71.9584,72.8413,72.8859,76.1262,76.6074,80.2036,81.663,82.7258,82.7472,84.0778,85.1779,86.576,87.0457,87.1422,93.8108,99.2681,103.852,105.934,112.439,112.793,114.216,124.283,145.068,150.31,155.991,164.664,184.528,204.919
-10.3226,0.798692,0.337868,2,7,0,11.8593,0.65645,0.419931,68.6768,69.5927,71.0072,73.4707,73.9279,74.9589,75.011,78.7808,79.3389,83.4971,85.1787,86.4014,86.426,87.9544,89.2164,90.8179,91.3554,91.4658,99.0702,105.262,110.444,112.794,120.117,120.515,122.113,133.397,156.579,162.408,168.717,178.339,200.334,222.864
-11.558,0.688074,0.337868,1,1,0,11.6946,0.659867,0.435897,69.1475,70.1014,71.5737,74.1357,74.611,75.6822,75.7363,79.6497,80.2287,84.5389,86.2805,87.5463,87.5718,89.1537,90.4593,92.1156,92.6714,92.7856,100.642,107.032,112.376,114.798,122.342,122.751,124.397,136.01,159.841,165.829,172.309,182.189,204.765,227.88
-9.48954,1,0.337868,2,3,0,11.3468,0.643834,0.405801,67.259,68.1285,69.472,71.8137,72.2486,73.2294,73.279,76.8683,77.4001,81.3645,82.969,84.1359,84.1595,85.6188,86.824,88.3539,88.8675,88.9731,96.2448,102.172,107.137,109.389,116.41,116.792,118.325,129.155,151.425,157.028,163.095,172.349,193.51,215.196
-10.9955,0.757671,0.337868,3,7,0,11.3181,0.632591,0.36193,65.7849,66.5509,67.7362,69.8073,70.1926,71.0623,71.1063,74.2976,74.7714,78.3115,79.7478,80.7937,80.8148,82.124,83.2064,84.5817,85.0437,85.1387,91.6965,97.0612,101.566,103.612,110.002,110.35,111.748,121.635,142.04,147.185,152.76,161.271,180.76,200.763
-9.18488,0.970607,0.337868,2,3,0,11.2464,0.651204,0.382747,67.8671,68.6989,69.9851,72.2299,72.6471,73.5886,73.6362,77.0864,77.5981,81.4174,82.9651,84.0914,84.1141,85.5234,86.6879,88.1669,88.6635,88.7656,95.8067,101.557,106.379,108.568,115.398,115.769,117.262,127.814,149.552,155.028,160.958,170.008,190.717,211.956
-9.43693,0.992406,0.337868,2,7,0,9.75267,0.642743,0.395525,67.0739,67.921,69.2303,71.5137,71.938,72.895,72.9433,76.4476,76.967,80.8413,82.4102,83.5515,83.5745,85.0022,86.1815,87.6789,88.1817,88.285,95.4073,101.217,106.087,108.296,115.187,115.562,117.067,127.703,149.593,155.102,161.069,170.172,190.995,212.341
-9.6064,0.98618,0.337868,2,3,0,9.6326,0.645635,0.412575,67.4942,68.38,69.7484,72.1325,72.5751,73.5733,73.6237,77.2751,77.8159,81.8463,83.4769,84.6626,84.6865,86.1691,87.3934,88.9473,89.4688,89.576,96.9581,102.972,108.008,110.292,117.41,117.797,119.351,130.326,152.884,158.557,164.699,174.067,195.487,217.432
-9.58137,1,0.337868,2,3,0,9.64723,0.642579,0.411834,67.1697,68.0498,69.4093,71.7783,72.2181,73.21,73.2601,76.8885,77.426,81.4313,83.0518,84.2303,84.254,85.7275,86.9443,88.4887,89.0071,89.1136,96.451,102.429,107.435,109.705,116.781,117.166,118.711,129.621,152.048,157.689,163.795,173.109,194.406,216.226
-8.91396,0.998968,0.337868,3,15,0,9.67362,0.692095,0.310199,71.5844,72.3071,73.4276,75.3913,75.7575,76.5848,76.6267,79.6723,80.1258,83.5231,84.9059,85.9142,85.9346,87.1986,88.245,89.5763,90.024,90.116,96.4914,101.732,106.147,108.157,114.449,114.791,116.17,125.948,146.227,151.357,156.921,165.427,184.946,205.022
-8.91396,0.912883,0.337868,1,3,0,9.35047,0.692095,0.310199,71.5844,72.3071,73.4276,75.3913,75.7575,76.5848,76.6267,79.6723,80.1258,83.5231,84.9059,85.9142,85.9346,87.1986,88.245,89.5763,90.024,90.116,96.4914,101.732,106.147,108.157,114.449,114.791,116.17,125.948,146.227,151.357,156.921,165.427,184.946,205.022
-9.33516,0.690075,0.337868,2,7,0,11.8984,0.655703,0.343394,68.0568,68.8117,69.9808,72.0257,72.4064,73.2661,73.3096,76.4677,76.9371,80.4472,81.8729,82.9116,82.9326,84.2334,85.3093,86.6771,87.1367,87.2312,93.7626,99.1144,103.613,105.658,112.05,112.398,113.797,123.702,144.176,149.344,154.945,163.501,183.106,203.242
-9.11902,0.939675,0.337868,2,7,0,9.83159,0.66386,0.373913,69.1227,69.9519,71.2346,73.4744,73.8908,74.8307,74.8782,78.3243,78.8357,82.6538,84.2019,85.3287,85.3514,86.7616,87.9271,89.4077,89.9049,90.0072,97.0603,102.824,107.661,109.857,116.712,117.085,118.583,129.18,151.026,156.531,162.494,171.596,192.431,213.805
-8.8274,0.999775,0.337868,2,7,0,9.24127,0.66993,0.341934,69.5228,70.2909,71.4805,73.5616,73.9491,74.824,74.8683,78.0828,78.5606,82.1339,83.5855,84.643,84.6643,85.9888,87.0844,88.4771,88.9451,89.0413,95.6927,101.144,105.726,107.81,114.321,114.676,116.101,126.192,147.055,152.322,158.03,166.75,186.732,207.255
-8.82888,0.979538,0.337868,3,11,0,8.97743,0.683828,0.312254,70.7447,71.4633,72.5773,74.5296,74.8936,75.7159,75.7576,78.7846,79.2353,82.6111,83.9849,84.9867,85.0069,86.2626,87.3021,88.6244,89.0691,89.1605,95.492,100.696,105.079,107.074,113.319,113.659,115.027,124.731,144.851,149.94,155.46,163.897,183.256,203.167
-9.52691,0.853589,0.337868,1,3,0,9.71369,0.673472,0.299138,69.5772,70.2562,71.3095,73.1567,73.5013,74.2801,74.3195,77.1886,77.616,80.8203,82.1255,83.0776,83.0968,84.2906,85.2792,86.5374,86.9605,87.0475,93.0786,98.042,102.227,104.133,110.102,110.428,111.736,121.024,140.31,145.193,150.49,158.591,177.188,196.328
-9.19269,0.99974,0.337868,2,7,0,9.97001,0.684685,0.29123,70.6766,71.3494,72.3932,74.2247,74.5664,75.339,75.3781,78.2257,78.6501,81.8333,83.1306,84.0771,84.0962,85.2834,86.2667,87.5184,87.9395,88.026,94.0305,98.9761,103.149,105.05,111.006,111.33,112.637,121.911,141.187,146.071,151.37,159.475,178.09,197.255
-9.97296,0.950852,0.337868,2,3,0,10.0499,0.710672,0.307544,73.4854,74.2214,75.3626,77.3629,77.7359,78.5788,78.6215,81.725,82.1871,85.65,87.0597,88.0878,88.1085,89.3974,90.4644,91.822,92.2785,92.3724,98.8754,104.222,108.728,110.78,117.201,117.551,118.959,128.942,149.653,154.893,160.577,169.267,189.21,209.725
-9.58015,0.988738,0.337868,3,11,0,11.0536,0.639091,0.405165,66.7592,67.621,68.9527,71.2738,71.7049,72.6771,72.7262,76.2843,76.8114,80.7415,82.3322,83.4891,83.5124,84.9592,86.1541,87.6709,88.1801,88.2848,95.4945,101.372,106.294,108.527,115.49,115.868,117.389,128.128,150.213,155.77,161.786,170.964,191.951,213.459
-8.99513,0.977428,0.337868,3,15,0,10.0244,0.693904,0.312774,71.791,72.5213,73.6536,75.6377,76.0076,76.8434,76.8857,79.9619,80.4199,83.8503,85.2463,86.2642,86.2848,87.5607,88.6169,89.9606,90.4124,90.5052,96.9383,102.225,106.679,108.705,115.049,115.395,116.785,126.642,147.081,152.25,157.856,166.427,186.09,206.312
-9.04785,0.919611,0.337868,2,7,0,9.66588,0.670849,0.319303,69.4534,70.1737,71.29,73.2455,73.6099,74.4333,74.4749,77.5042,77.955,81.3306,82.7037,83.7048,83.725,84.9796,86.0179,87.3386,87.7826,87.8739,94.1934,99.3834,103.753,105.742,111.963,112.302,113.665,123.326,143.343,148.404,153.892,162.279,181.517,201.296
-10.162,0.892899,0.337868,2,3,0,10.3569,0.667634,0.296128,68.9521,69.6188,70.6529,72.4669,72.8053,73.5702,73.6089,76.4275,76.8474,79.9964,81.2792,82.2152,82.234,83.4077,84.3797,85.6168,86.0329,86.1185,92.0502,96.9335,101.052,102.928,108.804,109.124,110.412,119.557,138.554,143.364,148.584,156.566,174.895,193.76
-9.09843,0.983109,0.337868,2,7,0,11.5699,0.653808,0.372105,68.0633,68.8762,70.1337,72.3297,72.7381,73.6597,73.7063,77.0859,77.5874,81.3325,82.851,83.9565,83.9788,85.3623,86.5057,87.9584,88.4463,88.5465,95.4676,101.124,105.871,108.027,114.757,115.122,116.594,126.998,148.449,153.855,159.711,168.65,189.114,210.107
-8.88218,0.987547,0.337868,2,7,0,9.40043,0.666403,0.341949,69.1568,69.921,71.1044,73.1746,73.56,74.4304,74.4745,77.6722,78.1475,81.7021,83.1461,84.1981,84.2193,85.5368,86.6267,88.0121,88.4777,88.5734,95.19,100.612,105.171,107.243,113.721,114.073,115.491,125.53,146.283,151.522,157.201,165.875,185.752,206.168
-8.90872,0.880845,0.337868,2,3,0,9.81296,0.665058,0.357833,69.1317,69.9282,71.161,73.3157,73.7166,74.6216,74.6674,77.989,78.4823,82.1686,83.6646,84.754,84.776,86.1399,87.2676,88.7006,89.182,89.281,96.1163,101.71,106.408,108.542,115.209,115.572,117.03,127.349,148.651,154.023,159.845,168.733,189.091,209.988
-9.67513,0.88901,0.337868,3,11,0,9.89084,0.70112,0.322252,72.6098,73.3693,74.5462,76.6075,76.9916,77.8593,77.9032,81.0952,81.5701,85.1259,86.572,87.6262,87.6475,88.9685,90.0617,91.4522,91.9197,92.0158,98.6674,104.129,108.726,110.818,117.361,117.717,119.151,129.309,150.35,155.669,161.436,170.249,190.462,211.24
-9.2283,1,0.337868,2,3,0,9.68334,0.690821,0.282801,71.2465,71.9063,72.9304,74.7281,75.0637,75.8224,75.8608,78.6592,79.0764,82.2075,83.4843,84.4161,84.4349,85.604,86.5725,87.8056,88.2205,88.3058,94.226,99.1067,103.227,105.105,110.992,111.313,112.605,121.779,140.867,145.706,150.958,158.993,177.456,196.474
-9.59758,0.931279,0.337868,2,3,0,10.2216,0.713444,0.286866,73.6113,74.3022,75.3743,77.2559,77.6071,78.401,78.4412,81.3684,81.8049,85.0787,86.4133,87.3873,87.4069,88.6286,89.6406,90.929,91.3624,91.4516,97.6346,102.73,107.03,108.989,115.13,115.465,116.812,126.378,146.272,151.314,156.785,165.155,184.382,204.182
-10.2573,0.920395,0.337868,4,15,0,10.8819,0.719602,0.292171,74.2883,74.9976,76.098,78.0287,78.3889,79.2033,79.2445,82.246,82.6934,86.0482,87.4154,88.4129,88.433,89.6841,90.7203,92.0392,92.4829,92.5741,98.9007,104.111,108.507,110.509,116.783,117.125,118.501,128.27,148.571,153.713,159.293,167.828,187.429,207.609
-9.19953,0.999175,0.337868,3,11,0,10.1675,0.677984,0.300788,70.0554,70.7427,71.8086,73.6778,74.0264,74.8144,74.8542,77.7568,78.1892,81.4302,82.7502,83.7131,83.7325,84.9399,85.9396,87.2118,87.6397,87.7276,93.8252,98.8424,103.072,104.999,111.031,111.36,112.682,122.066,141.549,146.481,151.832,160.014,178.796,198.124
-8.81534,0.773482,0.337868,2,3,0,11.2238,0.676735,0.336326,70.1879,70.9516,72.1346,74.2048,74.5904,75.4611,75.5051,78.7052,79.181,82.7403,84.1866,85.2405,85.2618,86.582,87.6741,89.0626,89.5293,89.6252,96.2598,101.7,106.275,108.355,114.859,115.213,116.637,126.721,147.58,152.848,158.558,167.281,187.276,207.818
-8.93864,0.901308,0.337868,2,7,0,9.7582,0.692117,0.296452,71.4831,72.1749,73.2481,75.1305,75.4817,76.2754,76.3156,79.2404,79.6762,82.9437,84.2748,85.246,85.2656,86.4834,87.4919,88.7755,89.2073,89.296,95.4506,100.517,104.79,106.736,112.832,113.164,114.501,123.988,143.695,148.685,154.1,162.38,181.393,200.963
-9.45573,0.994845,0.337868,3,7,0,9.46646,0.712081,0.267408,73.3194,73.9637,74.9643,76.7225,77.0509,77.7937,77.8313,80.5737,80.983,84.0571,85.312,86.2283,86.2468,87.3969,88.3502,89.5644,89.9731,90.0571,95.8955,100.717,104.793,106.652,112.484,112.802,114.083,123.188,142.169,146.987,152.219,160.227,178.644,197.631
-9.54351,0.98572,0.337868,2,3,0,9.6177,0.705777,0.261538,72.625,73.2501,74.2209,75.9275,76.2463,76.9676,77.0041,79.6682,80.066,83.0543,84.2747,85.1661,85.1841,86.303,87.2306,88.4123,88.8101,88.8919,94.5774,99.276,103.25,105.063,110.752,111.063,112.313,121.202,139.747,144.457,149.572,157.404,175.42,194.002
-9.45957,0.966596,0.337868,2,3,0,9.95002,0.71291,0.269665,73.4223,74.0726,75.0825,76.8566,77.188,77.9374,77.9754,80.7419,81.1548,84.2551,85.5205,86.4444,86.463,87.6226,88.5836,89.8077,90.2197,90.3044,96.1886,101.047,105.153,107.025,112.899,113.22,114.51,123.677,142.784,147.633,152.898,160.956,179.485,198.586
-8.80181,0.997304,0.337868,4,15,0,10.1625,0.674184,0.332646,69.8963,70.6492,71.8155,73.8569,74.2372,75.096,75.1395,78.2965,78.766,82.2789,83.7067,84.7472,84.7682,86.0717,87.1501,88.5214,88.9823,89.0771,95.6312,101.007,105.529,107.586,114.017,114.367,115.775,125.749,146.387,151.6,157.252,165.886,185.68,206.019
-8.96459,0.96521,0.337868,3,11,0,9.32306,0.685349,0.331636,71.0463,71.8095,72.9917,75.0611,75.4466,76.3172,76.3613,79.562,80.0379,83.5998,85.0476,86.1027,86.124,87.4458,88.5394,89.9301,90.3975,90.4936,97.1407,102.593,107.18,109.267,115.79,116.145,117.574,127.693,148.634,153.923,159.658,168.42,188.507,209.147
-9.33303,0.911045,0.337868,1,1,0,9.33977,0.689704,0.337291,71.5401,72.3206,73.5296,75.6451,76.039,76.9288,76.9738,80.2434,80.7295,84.3659,85.8434,86.92,86.9418,88.2904,89.406,90.8243,91.301,91.399,98.1756,103.731,108.404,110.528,117.17,117.531,118.985,129.282,150.579,155.957,161.786,170.691,191.103,212.072
-9.5268,0.817143,0.337868,2,3,0,11.1098,0.661798,0.321921,68.5351,69.2513,70.3611,72.3049,72.6672,73.4855,73.5269,76.5371,76.9849,80.3383,81.7022,82.6964,82.7165,83.9624,84.9935,86.3049,86.7457,86.8364,93.11,98.2611,102.597,104.57,110.742,111.078,112.43,122.012,141.861,146.878,152.318,160.632,179.7,199.302
-9.67527,0.991164,0.337868,2,3,0,9.87792,0.657795,0.326856,68.1558,68.8781,69.9973,71.9569,72.322,73.1467,73.1884,76.2211,76.6722,80.0488,81.4217,82.4224,82.4426,83.6964,84.7339,86.0533,86.4968,86.588,92.8971,98.0749,102.432,104.414,110.613,110.951,112.309,121.929,141.846,146.879,152.336,160.674,179.793,199.443
-8.91689,1,0.337868,2,3,0,9.64538,0.663363,0.348701,68.89,69.665,70.865,72.9634,73.354,74.2359,74.2805,77.5191,78.0003,81.5978,83.0585,84.1226,84.144,85.4765,86.5784,87.979,88.4496,88.5463,95.2317,100.707,105.308,107.399,113.934,114.289,115.719,125.84,146.751,152.028,157.746,166.48,186.489,207.035
-9.46748,0.908722,0.337868,2,7,0,10.4358,0.696006,0.327881,72.1227,72.8893,74.077,76.1565,76.5439,77.419,77.4632,80.681,81.1597,84.742,86.1984,87.26,87.2814,88.6114,89.7119,91.1114,91.5819,91.6786,98.3703,103.862,108.482,110.584,117.158,117.515,118.955,129.155,150.27,155.606,161.39,170.229,190.495,211.323
-9.00917,0.899215,0.337868,2,3,0,10.4757,0.67991,0.344538,70.5776,71.363,72.579,74.7059,75.1019,75.996,76.0413,79.3256,79.8137,83.4637,84.9461,86.026,86.0478,87.4003,88.5189,89.9409,90.4187,90.517,97.3067,102.87,107.546,109.671,116.314,116.675,118.129,128.422,149.695,155.065,160.885,169.773,190.141,211.059
-8.81002,0.990808,0.337868,1,3,0,9.0773,0.672904,0.333911,69.7729,70.5271,71.6954,73.7401,74.121,74.9812,75.0247,78.1863,78.6565,82.174,83.6036,84.6454,84.6664,85.9714,87.0511,88.4239,88.8853,88.9802,95.5409,100.922,105.447,107.506,113.941,114.291,115.7,125.68,146.328,151.543,157.197,165.834,185.634,205.977
-8.81002,0.694103,0.337868,1,3,0,10.3957,0.672904,0.333911,69.7729,70.5271,71.6954,73.7401,74.121,74.9812,75.0247,78.1863,78.6565,82.174,83.6036,84.6454,84.6664,85.9714,87.0511,88.4239,88.8853,88.9802,95.5409,100.922,105.447,107.506,113.941,114.291,115.7,125.68,146.328,151.543,157.197,165.834,185.634,205.977
-9.46293,0.951241,0.337868,2,7,0,10.9935,0.710255,0.290587,73.3111,74.0075,75.088,76.9839,77.3377,78.1375,78.178,81.1261,81.5655,84.8613,86.2045,87.1846,87.2044,88.4337,89.4518,90.7479,91.1839,91.2736,97.4915,102.613,106.935,108.904,115.072,115.409,116.762,126.368,146.336,151.395,156.885,165.281,184.567,204.423
-10.1925,0.866019,0.337868,2,5,0,11.2385,0.719384,0.239365,73.8506,74.4352,75.3442,76.944,77.2433,77.9205,77.9548,80.4601,80.8346,83.6525,84.8051,85.6476,85.6646,86.723,87.601,88.7203,89.0973,89.1748,94.5727,99.0458,102.836,104.568,110.009,110.306,111.503,120.028,137.87,142.411,147.347,154.91,172.332,190.33
-8.96059,0.979634,0.337868,3,11,0,11.9822,0.67489,0.350715,70.1018,70.8947,72.1222,74.2684,74.6679,75.5698,75.6154,78.9271,79.4191,83.097,84.5901,85.6778,85.6997,87.0616,88.1878,89.6192,90.1002,90.199,97.0304,102.624,107.324,109.461,116.135,116.498,117.958,128.293,149.644,155.031,160.868,169.784,190.207,211.177
-10.3698,0.661293,0.337868,2,7,0,12.2629,0.701959,0.335557,72.7981,73.5886,74.8131,76.9559,77.3549,78.2562,78.3018,81.6144,82.1069,85.7918,87.2892,88.3803,88.4023,89.7692,90.8999,92.3376,92.8208,92.9201,99.79,105.423,110.161,112.315,119.051,119.418,120.893,131.337,152.943,158.399,164.314,173.35,194.063,215.343
-8.86739,0.981937,0.337868,3,11,0,13.515,0.6692,0.351098,69.5135,70.3005,71.519,73.6493,74.0458,74.941,74.9862,78.2731,78.7614,82.4116,83.8936,84.973,84.9947,86.3463,87.464,88.8846,89.3619,89.46,96.2394,101.791,106.455,108.574,115.197,115.557,117.006,127.262,148.446,153.792,159.584,168.43,188.694,209.499
-8.87397,0.984725,0.337868,4,15,0,9.05665,0.675586,0.344049,70.1253,70.9045,72.1112,74.2218,74.6148,75.5021,75.547,78.8064,79.2908,82.9132,84.3844,85.4562,85.4779,86.8202,87.9305,89.3418,89.8161,89.9136,96.6528,102.175,106.816,108.926,115.52,115.879,117.322,127.54,148.66,153.991,159.768,168.593,188.815,209.583
-8.88163,0.999809,0.337868,3,7,0,8.97389,0.665181,0.348142,69.0747,69.8507,71.0521,73.1531,73.5442,74.4273,74.4719,77.7148,78.1966,81.7991,83.2619,84.3275,84.349,85.6833,86.7868,88.1895,88.6608,88.7577,95.4531,100.937,105.546,107.64,114.185,114.541,115.974,126.112,147.059,152.345,158.074,166.823,186.869,207.452
