# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 13:42:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpnyslm103/hi0c7hrz.json
# init = /tmp/tmpnyslm103/eun7fobf.json
# random
#   seed = 94167
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CMB/CMB-20230724144208.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,E,dE,I,dI,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
-0.870107,0.99453,0.0392572,3,15,0,1.09766,0.736296,0.0413632,0.21654,4.15e-05,7.65497e-05,0.414806,0.0608194,0.548036,1091.55,0.736296,0.0413632,0.21654,7.65497e-05,0.414806,1091.55,1,0.275046,0,1,21104.9,3.42346,0.0356614,301.59,1.73858,0.0224243,0.019658,-0.00212327,0.000144321
-0.685401,0.999997,0.0392572,5,55,0,1.30526,0.730574,0.0417778,0.222361,4.15e-05,7.77535e-05,0.41255,0.0610805,0.548154,1091.84,0.730574,0.0417778,0.222361,7.77535e-05,0.41255,1091.84,1,0.282781,0,1,21345.9,3.39045,0.0353254,301.523,1.7425,0.0222984,-0.0470447,0.00180231,1.83853e-05
-0.696727,0.989916,0.0392572,4,19,0,0.847011,0.730535,0.0416374,0.221354,4.15e-05,7.77618e-05,0.412966,0.0612419,0.548227,1091.89,0.730535,0.0416374,0.221354,7.77618e-05,0.412966,1091.89,1,0.281354,0,1,21312.9,3.39641,0.0353729,301.647,1.74177,0.0222211,0.0770873,0.00106706,-5.88922e-05
-1.24045,0.937027,0.0392572,2,7,0,1.34888,0.730532,0.0416529,0.221136,4.15e-05,7.77624e-05,0.413039,0.0612249,0.548219,1091.87,0.730532,0.0416529,0.221136,7.77624e-05,0.413039,1091.87,1,0.281103,0,1,21306,3.39746,0.0353787,301.691,1.74164,0.0222292,0.120626,0.00093648,-5.08114e-05
-0.620542,0.884981,0.0392572,2,3,0,2.17576,0.730938,0.041532,0.221424,4.15e-05,7.7676e-05,0.412978,0.0613085,0.548257,1091.95,0.730938,0.041532,0.221424,7.7676e-05,0.412978,1091.95,1,0.28131,0,1,21310.8,3.39661,0.0353876,301.54,1.74175,0.0221893,-0.0301119,0.00105483,-9.06799e-05
-3.28403,0.799688,0.0392572,2,3,0,3.72809,0.730129,0.0413224,0.220584,4.15e-05,7.78482e-05,0.413359,0.061648,0.548407,1092.11,0.730129,0.0413224,0.220584,7.78482e-05,0.413359,1092.11,1,0.280006,0,1,21289.4,3.40206,0.0354236,301.716,1.74106,0.0220285,0.146221,0.000363893,-0.000251497
-3.71671,0.750153,0.0392572,2,3,0,6.24213,0.730257,0.0412677,0.220345,4.15e-05,7.7821e-05,0.413465,0.0616936,0.548427,1092.13,0.730257,0.0412677,0.220345,7.7821e-05,0.413465,1092.13,1,0.279642,0,1,21280.1,3.4036,0.0354394,301.719,1.74088,0.0220071,0.149302,0.00017726,-0.000272945
-3.61033,0.953252,0.0392572,3,7,0,4.74937,0.730905,0.0422093,0.222321,4.15e-05,7.7683e-05,0.412408,0.0605629,0.547917,1091.51,0.730905,0.0422093,0.222321,7.7683e-05,0.412408,1091.51,1,0.283268,0,1,21345,3.38843,0.0352896,301.649,1.74275,0.0225492,0.0786512,0.00205202,0.000269158
-1.03302,1,0.0392572,2,3,0,3.54013,0.730447,0.0418126,0.222697,4.15e-05,7.77804e-05,0.412415,0.0610578,0.548144,1091.83,0.730447,0.0418126,0.222697,7.77804e-05,0.412415,1091.83,1,0.283243,0,1,21358,3.38853,0.0353085,301.496,1.74274,0.0223093,-0.0737833,0.0020367,2.92779e-05
-0.386036,0.984426,0.0392572,5,55,0,1.43038,0.732191,0.0416303,0.220411,4.15e-05,7.74103e-05,0.41331,0.0610393,0.548136,1091.76,0.732191,0.0416303,0.220411,7.74103e-05,0.41331,1091.76,1,0.280174,0,1,21267.9,3.40142,0.0354331,301.58,1.74119,0.0223182,0.0095948,0.000488733,3.81881e-05
-0.622647,0.981981,0.0392572,5,55,0,0.885593,0.733934,0.0415279,0.219131,4.15e-05,7.70432e-05,0.41381,0.0609331,0.548087,1091.68,0.733934,0.0415279,0.219131,7.70432e-05,0.41381,1091.68,1,0.278458,0,1,21210.6,3.40875,0.035516,301.524,1.74033,0.0223694,-0.0462942,-0.000370274,8.93509e-05
-4.19609,0.716181,0.0392572,3,7,0,4.32,0.733406,0.0408772,0.218456,4.15e-05,7.7154e-05,0.414289,0.0617358,0.548446,1092.16,0.733406,0.0408772,0.218456,7.7154e-05,0.414289,1092.16,1,0.276816,0,1,21188.5,3.41575,0.0355959,301.465,1.73947,0.0219872,-0.10533,-0.0012344,-0.000292786
-3.05951,1,0.0392572,3,7,0,4.84172,0.733254,0.0410443,0.217653,4.15e-05,7.71862e-05,0.414519,0.0615645,0.54837,1092.01,0.733254,0.0410443,0.217653,7.71862e-05,0.414519,1092.01,1,0.276029,0,1,21165.1,3.41912,0.0356045,301.689,1.73904,0.0220679,0.119017,-0.00165802,-0.000212111
-4.45126,0.993794,0.0392572,6,79,0,5.81901,0.720015,0.0432132,0.233539,4.15e-05,8.00508e-05,0.407952,0.0608642,0.548056,1091.9,0.720015,0.0432132,0.233539,8.00508e-05,0.407952,1091.9,1,0.298597,0,1,21805.4,3.32676,0.0346474,301.648,1.75012,0.0224026,0.0782819,0.00941777,0.000122629
-4.45222,1,0.0392572,3,7,0,5.57633,0.719792,0.043176,0.234179,4.15e-05,8.01002e-05,0.407731,0.0609327,0.548087,1091.97,0.719792,0.043176,0.234179,8.01002e-05,0.407731,1091.97,1,0.299358,0,1,21827.2,3.32383,0.0346269,301.561,1.75048,0.0223695,-0.00864214,0.00977871,8.95302e-05
-3.03352,0.872068,0.0392572,2,7,0,6.24758,0.718668,0.0429441,0.233403,4.15e-05,8.03511e-05,0.4081,0.0613282,0.548266,1092.16,0.718668,0.0429441,0.233403,8.03511e-05,0.4081,1092.16,1,0.298086,0,1,21811.5,3.32869,0.034655,301.756,1.74985,0.0221799,0.186343,0.00914903,-0.000100079
-2.04354,0.97317,0.0392572,3,15,0,4.49298,0.718886,0.0426684,0.233261,4.15e-05,8.03023e-05,0.408253,0.0616004,0.548386,1092.34,0.718886,0.0426684,0.233261,8.03023e-05,0.408253,1092.34,1,0.297559,0,1,21803.2,3.33074,0.0346889,301.648,1.7496,0.0220509,0.0778938,0.00890443,-0.000229087
-2.37716,0.926412,0.0392572,4,19,0,3.7038,0.717865,0.0429233,0.234941,4.15e-05,8.05309e-05,0.407544,0.061455,0.548322,1092.29,0.717865,0.0429233,0.234941,8.05309e-05,0.407544,1092.29,1,0.300002,0,1,21866.9,3.3213,0.0345949,301.61,1.75075,0.0221197,0.0403197,0.0100507,-0.000160316
-3.03279,0.781302,0.0392572,2,3,0,3.82109,0.71778,0.0429194,0.235362,4.15e-05,8.055e-05,0.407391,0.0614704,0.548329,1092.32,0.71778,0.0429194,0.235362,8.055e-05,0.407391,1092.32,1,0.30053,0,1,21880.9,3.31928,0.0345805,301.553,1.751,0.0221124,-0.0173301,0.0103005,-0.000167592
-4.83847,0.862347,0.0392572,2,3,0,5.02684,0.71777,0.0428267,0.235674,4.15e-05,8.05523e-05,0.407311,0.0615726,0.548374,1092.4,0.71777,0.0428267,0.235674,8.05523e-05,0.407311,1092.4,1,0.300808,0,1,21890.1,3.31823,0.034579,301.47,1.75113,0.0220641,-0.100387,0.0104344,-0.00021594
-3.08683,0.963237,0.0392572,4,19,0,5.47236,0.720694,0.0426064,0.232521,4.15e-05,7.98999e-05,0.408547,0.0614338,0.548313,1092.25,0.720694,0.0426064,0.232521,7.98999e-05,0.408547,1092.25,1,0.296547,0,1,21763,3.33473,0.034748,301.496,1.74915,0.0221297,-0.0743739,0.0084544,-0.000150272
-5.45715,0.92826,0.0392572,5,35,0,6.75541,0.711997,0.0435097,0.241759,4.15e-05,8.18637e-05,0.404822,0.061588,0.548381,1092.5,0.711997,0.0435097,0.241759,8.18637e-05,0.404822,1092.5,1,0.309404,0,1,22137.2,3.2859,0.0342328,301.551,1.75502,0.0220568,-0.0187665,0.0143159,-0.000223202
-7.50934,0.857374,0.0392572,2,3,0,7.67579,0.712229,0.0434086,0.241851,4.15e-05,8.18104e-05,0.404825,0.0616663,0.548415,1092.57,0.712229,0.0434086,0.241851,8.18104e-05,0.404825,1092.57,1,0.309392,0,1,22137.3,3.28595,0.0342429,301.468,1.75502,0.0220199,-0.102032,0.0143172,-0.000260104
-9.74926,0.989792,0.0392572,4,31,0,12.4789,0.705929,0.0438532,0.248197,4.15e-05,8.32771e-05,0.402315,0.0620217,0.54857,1092.89,0.705929,0.0438532,0.248197,8.32771e-05,0.402315,1092.89,1,0.318085,0,1,22394.6,3.25451,0.0339091,301.522,1.75879,0.0218536,-0.0477815,0.0180937,-0.000426365
-7.40981,0.986388,0.0392572,2,7,0,10.6773,0.705307,0.0438445,0.247731,4.15e-05,8.3424e-05,0.402491,0.0621138,0.54861,1092.91,0.705307,0.0438445,0.247731,8.3424e-05,0.402491,1092.91,1,0.317475,0,1,22386.1,3.25664,0.0339137,301.678,1.75851,0.0218108,0.108328,0.0178103,-0.000469168
-7.29927,0.971329,0.0392572,2,3,0,7.96617,0.705223,0.0439608,0.247281,4.15e-05,8.3444e-05,0.402614,0.0620005,0.548561,1092.81,0.705223,0.0439608,0.247281,8.3444e-05,0.402614,1092.81,1,0.317046,0,1,22373.8,3.25814,0.0339156,301.801,1.75832,0.0218635,0.230956,0.0176161,-0.000416543
-6.41039,0.966319,0.0392572,3,15,0,7.89017,0.706238,0.0440246,0.246763,4.15e-05,8.32043e-05,0.402783,0.0617976,0.548473,1092.69,0.706238,0.0440246,0.246763,8.32043e-05,0.402783,1092.69,1,0.316464,0,1,22348.6,3.26024,0.033942,301.761,1.75808,0.0219582,0.190846,0.0173771,-0.000321774
-6.75761,0.840388,0.0392572,4,19,0,8.49598,0.705727,0.0441129,0.247985,4.15e-05,8.3325e-05,0.402297,0.0617715,0.548461,1092.71,0.705727,0.0441129,0.247985,8.3325e-05,0.402297,1092.71,1,0.318146,0,1,22391.5,3.25428,0.0338894,301.676,1.75881,0.0219704,0.105803,0.0181116,-0.000309551
-7.10236,0.991937,0.0392572,3,15,0,7.31898,0.704675,0.0440571,0.248393,4.15e-05,8.35738e-05,0.402166,0.0619708,0.548548,1092.83,0.704675,0.0440571,0.248393,8.35738e-05,0.402166,1092.83,1,0.318599,0,1,22413.6,3.25265,0.0338652,301.741,1.75899,0.0218773,0.170869,0.018291,-0.000402696
-7.71454,0.923146,0.0392572,2,3,0,8.12672,0.704248,0.0439568,0.24849,4.15e-05,8.36752e-05,0.402168,0.062135,0.548619,1092.93,0.704248,0.0439568,0.24849,8.36752e-05,0.402168,1092.93,1,0.318595,0,1,22420.1,3.25265,0.0338641,301.751,1.75898,0.021801,0.180734,0.0182818,-0.000478972
-7.60928,0.915005,0.0392572,5,31,0,8.58795,0.704047,0.0440307,0.248988,4.15e-05,8.37229e-05,0.401956,0.0620827,0.548596,1092.91,0.704047,0.0440307,0.248988,8.37229e-05,0.401956,1092.91,1,0.31933,0,1,22437.6,3.25007,0.0338396,301.729,1.7593,0.0218253,0.158839,0.0186002,-0.000454726
-7.35102,0.883903,0.0392572,2,3,0,8.59475,0.704363,0.0440489,0.248575,4.15e-05,8.3648e-05,0.402102,0.0620212,0.54857,1092.86,0.704363,0.0440489,0.248575,8.3648e-05,0.402102,1092.86,1,0.318822,0,1,22422.1,3.25186,0.0338554,301.754,1.75908,0.0218538,0.184101,0.018383,-0.000426165
-8.43649,0.820722,0.0392572,2,7,0,9.80064,0.705209,0.0442485,0.249345,4.15e-05,8.34473e-05,0.401743,0.0616965,0.548428,1092.7,0.705209,0.0442485,0.249345,8.34473e-05,0.401743,1092.7,1,0.320069,0,1,22438.8,3.24752,0.0338289,301.588,1.75965,0.0220057,0.0183863,0.0189458,-0.000274328
-7.35608,0.994729,0.0392572,3,15,0,9.31183,0.704716,0.044127,0.248131,4.15e-05,8.35642e-05,0.402238,0.061891,0.548513,1092.76,0.704716,0.044127,0.248131,8.35642e-05,0.402238,1092.76,1,0.318352,0,1,22405.6,3.25352,0.0338675,301.8,1.75888,0.0219145,0.23038,0.0181812,-0.000365464
-7.59974,0.992769,0.0392572,2,3,0,7.78278,0.704674,0.0439,0.248255,4.15e-05,8.35741e-05,0.402276,0.0621389,0.54862,1092.93,0.704674,0.0439,0.248255,8.35741e-05,0.402276,1092.93,1,0.31822,0,1,22408.5,3.25399,0.0338829,301.707,1.75883,0.0217992,0.136613,0.0181261,-0.000480775
-8.18953,0.979028,0.0392572,2,3,0,8.27724,0.704236,0.0439662,0.248081,4.15e-05,8.3678e-05,0.402316,0.0621264,0.548615,1092.9,0.704236,0.0439662,0.248081,8.3678e-05,0.402316,1092.9,1,0.318081,0,1,22407.7,3.25446,0.0338753,301.819,1.75875,0.021805,0.248714,0.018054,-0.000474993
-7.74495,0.841021,0.0392572,2,7,0,10.0474,0.704658,0.0442516,0.248317,4.15e-05,8.35778e-05,0.402123,0.0617664,0.548459,1092.69,0.704658,0.0442516,0.248317,8.35778e-05,0.402123,1092.69,1,0.318752,0,1,22412.6,3.25211,0.0338502,301.824,1.75905,0.0219729,0.25403,0.0183544,-0.000307146
-7.07944,0.998405,0.0392572,3,15,0,8.16846,0.705124,0.0439633,0.248075,4.15e-05,8.34676e-05,0.402319,0.0620112,0.548565,1092.85,0.705124,0.0439633,0.248075,8.34676e-05,0.402319,1092.85,1,0.31807,0,1,22399.1,3.25453,0.0338901,301.693,1.75877,0.0218585,0.123422,0.0180679,-0.000421496
-7.56932,0.971314,0.0392572,2,3,0,7.58731,0.704763,0.044055,0.247822,4.15e-05,8.35531e-05,0.402379,0.0619613,0.548544,1092.8,0.704763,0.044055,0.247822,8.35531e-05,0.402379,1092.8,1,0.317862,0,1,22395.3,3.25525,0.0338838,301.816,1.75867,0.0218817,0.245808,0.0179668,-0.00039829
-7.18386,0.974293,0.0392572,4,15,0,8.19581,0.706661,0.0442741,0.246886,4.15e-05,8.31046e-05,0.402645,0.0614772,0.548332,1092.49,0.706661,0.0442741,0.246886,8.31046e-05,0.402645,1092.49,1,0.316942,0,1,22349.9,3.25856,0.0339232,301.772,1.75829,0.0221092,0.201702,0.0175942,-0.000170826
-2.23841,0.988171,0.0392572,6,75,0,8.28579,0.743441,0.0403396,0.209759,4.15e-05,7.50853e-05,0.417616,0.0610856,0.548157,1091.6,0.743441,0.0403396,0.209759,7.50853e-05,0.417616,1091.6,1,0.265442,0,1,20813.7,3.46633,0.0361274,301.428,1.73351,0.0222959,-0.142135,-0.00719389,1.59142e-05
-2.2898,0.71661,0.0392572,4,23,0,5.71557,0.746623,0.040399,0.206867,4.15e-05,7.44466e-05,0.418631,0.060622,0.547945,1091.25,0.746623,0.040399,0.206867,7.44466e-05,0.418631,1091.25,1,0.261978,0,1,20691.9,3.48234,0.0362799,301.546,1.73162,0.0225203,-0.0238168,-0.00907748,0.000240275
-0.638332,0.999733,0.0392572,6,73,0,2.61242,0.735519,0.0411539,0.216614,4.15e-05,7.67115e-05,0.414855,0.0611527,0.548187,1091.75,0.735519,0.0411539,0.216614,7.67115e-05,0.414855,1091.75,1,0.27488,0,1,21112.5,3.42416,0.0356672,301.602,1.73848,0.0222637,0.0319927,-0.00222439,-1.62584e-05
-1.06989,0.877485,0.0392572,5,63,0,1.82993,0.734567,0.0414659,0.217791,4.15e-05,7.69104e-05,0.414317,0.0609223,0.548083,1091.63,0.734567,0.0414659,0.217791,7.69104e-05,0.414317,1091.63,1,0.276721,0,1,21161.3,3.41619,0.035579,301.646,1.73943,0.0223745,0.0759622,-0.00127159,9.45325e-05
-1.47204,0.811335,0.0392572,2,3,0,2.95428,0.734822,0.0413025,0.218448,4.15e-05,7.68571e-05,0.414139,0.0610732,0.548151,1091.77,0.734822,0.0413025,0.218448,7.68571e-05,0.414139,1091.77,1,0.277332,0,1,21179,3.41359,0.0355769,301.435,1.73976,0.0223019,-0.135154,-0.000940373,2.18666e-05
-1.57413,0.99269,0.0392572,3,7,0,2.29799,0.735293,0.041219,0.217928,4.15e-05,7.67586e-05,0.414357,0.0611077,0.548167,1091.78,0.735293,0.041219,0.217928,7.67586e-05,0.414357,1091.78,1,0.276584,0,1,21157.4,3.41681,0.0356111,301.429,1.73938,0.0222853,-0.141036,-0.00132415,5.29942e-06
-0.615153,0.985541,0.0392572,3,11,0,1.85879,0.734159,0.0412624,0.218425,4.15e-05,7.6996e-05,0.414161,0.0612024,0.548209,1091.83,0.734159,0.0412624,0.218425,7.6996e-05,0.414161,1091.83,1,0.277254,0,1,21183.8,3.41389,0.0355707,301.514,1.73971,0.02224,-0.0563146,-0.000994224,-4.0023e-05
-1.88952,0.935588,0.0392572,6,71,0,3.20444,0.724351,0.0425601,0.228873,4.15e-05,7.90953e-05,0.409896,0.0610135,0.548124,1091.91,0.724351,0.0425601,0.228873,7.90953e-05,0.409896,1091.91,1,0.2919,0,1,21614.5,3.35314,0.0349305,301.575,1.74696,0.0223306,0.0053788,0.00625768,5.05863e-05
-2.54952,0.954625,0.0392572,2,5,0,3.61658,0.723292,0.0419806,0.227898,4.15e-05,7.9327e-05,0.410463,0.0617891,0.548469,1092.35,0.723292,0.0419806,0.227898,7.9327e-05,0.410463,1092.35,1,0.289951,0,1,21589.1,3.36089,0.0350006,301.668,1.74598,0.0219622,0.097502,0.00527871,-0.000317782
-2.78396,0.959103,0.0392572,2,3,0,3.30233,0.723494,0.0419091,0.227847,4.15e-05,7.92827e-05,0.410507,0.0618429,0.548492,1092.39,0.723494,0.0419091,0.227847,7.92827e-05,0.410507,1092.39,1,0.289797,0,1,21585.1,3.36152,0.0350125,301.621,1.74591,0.021937,0.0514825,0.00520752,-0.000342977
-1.63712,0.926837,0.0392572,2,3,0,3.66824,0.724001,0.0423344,0.227818,4.15e-05,7.91716e-05,0.410363,0.0613055,0.548255,1092.05,0.724001,0.0423344,0.227818,7.91716e-05,0.410363,1092.05,1,0.290293,0,1,21582.6,3.35954,0.0349811,301.714,1.74616,0.0221908,0.144333,0.00545755,-8.92472e-05
-1.29495,0.985815,0.0392572,5,63,0,5.42648,0.736522,0.0411706,0.216796,4.15e-05,7.65026e-05,0.414783,0.0610072,0.548121,1091.69,0.736522,0.0411706,0.216796,7.65026e-05,0.414783,1091.69,1,0.275125,0,1,21109.7,3.42314,0.0356758,301.44,1.73863,0.0223336,-0.129866,-0.00207305,5.35984e-05
-0.87622,0.999324,0.0392572,5,47,0,2.06514,0.740079,0.0409164,0.213177,4.15e-05,7.57691e-05,0.41618,0.0608478,0.548049,1091.52,0.740079,0.0409164,0.213177,7.57691e-05,0.41618,1091.52,1,0.270347,0,1,20959.2,3.44418,0.0358884,301.496,1.73613,0.0224106,-0.0736941,-0.00456978,0.000130582
-1.3861,0.901085,0.0392572,4,23,0,2.39507,0.742405,0.0405673,0.210865,4.15e-05,7.52951e-05,0.417137,0.060954,0.548097,1091.54,0.742405,0.0405673,0.210865,7.52951e-05,0.417137,1091.54,1,0.267077,0,1,20860.8,3.45888,0.0360462,301.458,1.73439,0.0223593,-0.11194,-0.00631094,7.92547e-05
-1.09011,0.993951,0.0392572,6,87,0,2.93427,0.72826,0.0421269,0.224338,4.15e-05,7.82484e-05,0.411705,0.0609886,0.548113,1091.8,0.72826,0.0421269,0.224338,7.82484e-05,0.411705,1091.8,1,0.285681,0,1,21432.3,3.37838,0.0351865,301.636,1.74393,0.0223426,0.0657909,0.00323092,6.25578e-05
-2.07061,0.487785,0.0392572,2,3,0,4.85184,0.727833,0.0420201,0.223831,4.15e-05,7.83401e-05,0.411928,0.061161,0.548191,1091.88,0.727833,0.0420201,0.223831,7.83401e-05,0.411928,1091.88,1,0.284915,0,1,21419.1,3.38151,0.035207,301.74,1.74353,0.0222598,0.169757,0.00283404,-2.0241e-05
-1.44768,0.857213,0.0392572,2,3,0,3.44323,0.728602,0.0419632,0.224599,4.15e-05,7.81749e-05,0.41167,0.0611259,0.548175,1091.91,0.728602,0.0419632,0.224599,7.81749e-05,0.41167,1091.91,1,0.285802,0,1,21436.3,3.37791,0.0351994,301.483,1.744,0.0222766,-0.0867483,0.00330246,-3.39566e-06
-0.74813,0.974145,0.0392572,6,71,0,2.43347,0.73587,0.0413878,0.21732,4.15e-05,7.66384e-05,0.414516,0.0608455,0.548047,1091.6,0.73587,0.0413878,0.21732,7.66384e-05,0.414516,1091.6,1,0.276042,0,1,21134.1,3.41915,0.0356247,301.521,1.7391,0.0224117,-0.0490627,-0.0016029,0.000131691
-0.962106,0.707475,0.0392572,4,31,0,2.94477,0.734186,0.0412752,0.217662,4.15e-05,7.69902e-05,0.414433,0.0611845,0.548201,1091.79,0.734186,0.0412752,0.217662,7.69902e-05,0.414433,1091.79,1,0.276326,0,1,21159,3.41787,0.0355964,301.647,1.73921,0.0222485,0.0773909,-0.00148536,-3.14547e-05
-0.684775,0.920274,0.0392572,6,79,0,1.83534,0.728279,0.0419822,0.224493,4.15e-05,7.82442e-05,0.411701,0.0611459,0.548184,1091.91,0.728279,0.0419822,0.224493,7.82442e-05,0.411701,1091.91,1,0.285693,0,1,21435.9,3.37834,0.0351958,301.552,1.74394,0.022267,-0.0175117,0.00324017,-1.30179e-05
-0.707962,0.998356,0.0392572,3,7,0,0.965184,0.728408,0.0417404,0.223496,4.15e-05,7.82166e-05,0.412151,0.0613984,0.548297,1092.03,0.728408,0.0417404,0.223496,7.82166e-05,0.412151,1092.03,1,0.284149,0,1,21401.2,3.3847,0.035255,301.612,1.74316,0.0221466,0.0424678,0.00245977,-0.000133435
-0.987604,0.959293,0.0392572,2,7,0,2.01166,0.728995,0.0420359,0.224084,4.15e-05,7.80906e-05,0.411831,0.0609954,0.548116,1091.82,0.728995,0.0420359,0.224084,7.80906e-05,0.411831,1091.82,1,0.28525,0,1,21416.9,3.38019,0.035216,301.544,1.74373,0.0223393,-0.0260447,0.00302851,5.92989e-05
-0.977157,0.884862,0.0392572,2,7,0,2.36881,0.728504,0.0420055,0.223705,4.15e-05,7.81959e-05,0.411979,0.0610915,0.548159,1091.85,0.728504,0.0420055,0.223705,7.81959e-05,0.411979,1091.85,1,0.28474,0,1,21409,3.38226,0.0352236,301.664,1.74346,0.0222931,0.0937244,0.00275884,1.30977e-05
-0.464989,0.9903,0.0392572,2,7,0,1.09308,0.72864,0.0418684,0.223768,4.15e-05,7.81668e-05,0.412006,0.0612262,0.54822,1091.94,0.72864,0.0418684,0.223768,7.81668e-05,0.412006,1091.94,1,0.284647,0,1,21408.7,3.38266,0.0352372,301.583,1.74342,0.0222286,0.0127666,0.00271688,-5.14139e-05
