# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 13:42:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpnyslm103/hi0c7hrz.json
# init = /tmp/tmpnyslm103/eun7fobf.json
# random
#   seed = 94167
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CMB/CMB-20230724144208.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,E,dE,I,dI,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
-1.29794,0.989607,0.0398357,3,7,0,1.57475,0.739331,0.0409739,0.213171,4.15e-05,7.59225e-05,0.416161,0.0608764,0.548062,1091.52,0.739331,0.0409739,0.213171,7.59225e-05,0.416161,1091.52,1,0.270411,0,1,20966,3.44387,0.0358703,301.621,1.73615,0.0223967,0.0509163,-0.00455167,0.000116716
-1.33513,0.993374,0.0398357,3,7,0,1.89772,0.739795,0.0410846,0.213836,4.15e-05,7.58273e-05,0.415882,0.0606935,0.547978,1091.44,0.739795,0.0410846,0.213836,7.58273e-05,0.415882,1091.44,1,0.271366,0,1,20984.5,3.43966,0.0358428,301.483,1.73668,0.0224854,-0.0866521,-0.00402455,0.000205436
-1.60857,0.995062,0.0398357,5,47,0,3.45062,0.742777,0.0404463,0.20976,4.15e-05,7.52196e-05,0.417577,0.061046,0.548139,1091.56,0.742777,0.0404463,0.20976,7.52196e-05,0.417577,1091.56,1,0.265574,0,1,20820.3,3.4657,0.0361051,301.559,1.73356,0.022315,-0.0107364,-0.0071362,3.49694e-05
-0.749541,0.99622,0.0398357,6,91,0,2.30979,0.732194,0.0417555,0.220673,4.15e-05,7.74099e-05,0.413169,0.0608998,0.548072,1091.69,0.732194,0.0417555,0.220673,7.74099e-05,0.413169,1091.69,1,0.280655,0,1,21277.3,3.3994,0.0354117,301.582,1.74144,0.0223854,0.0120029,0.000736684,0.000105426
-0.762676,0.99583,0.0398357,5,39,0,1.21893,0.728159,0.0419904,0.224665,4.15e-05,7.82701e-05,0.411636,0.0611522,0.548187,1091.92,0.728159,0.0419904,0.224665,7.82701e-05,0.411636,1091.92,1,0.285918,0,1,21442.6,3.37741,0.0351872,301.543,1.74405,0.022264,-0.0269961,0.00335185,-1.60326e-05
-0.893426,0.88523,0.0398357,2,7,0,2.62969,0.727738,0.0419336,0.224135,4.15e-05,7.83606e-05,0.411849,0.061269,0.548239,1091.96,0.727738,0.0419336,0.224135,7.83606e-05,0.411849,1091.96,1,0.285187,0,1,21429,3.3804,0.0352036,301.669,1.74367,0.0222082,0.0987268,0.0029722,-7.183e-05
-0.740919,0.995297,0.0398357,5,47,0,2.33366,0.731672,0.04174,0.22078,4.15e-05,7.75202e-05,0.413136,0.0609829,0.54811,1091.73,0.731672,0.04174,0.22078,7.75202e-05,0.413136,1091.73,1,0.280768,0,1,21285.2,3.3989,0.035401,301.629,1.74149,0.0223453,0.0588292,0.000785051,6.53109e-05
-0.488476,0.76106,0.0398357,4,23,0,2.70876,0.729926,0.0416457,0.222202,4.15e-05,7.78916e-05,0.412655,0.0613103,0.548258,1091.96,0.729926,0.0416457,0.222202,7.78916e-05,0.412655,1091.96,1,0.28242,0,1,21345.5,3.39193,0.0353331,301.589,1.74231,0.0221885,0.0185785,0.00160517,-9.15234e-05
-0.380173,0.998329,0.0398357,3,7,0,0.506103,0.730069,0.0417177,0.222231,4.15e-05,7.7861e-05,0.412618,0.0612116,0.548213,1091.9,0.730069,0.0417177,0.222231,7.7861e-05,0.412618,1091.9,1,0.282545,0,1,21345.7,3.39142,0.0353274,301.591,1.74237,0.0222356,0.0212194,0.00167129,-4.44225e-05
-1.46984,0.955178,0.0398357,2,7,0,1.58091,0.729897,0.0414324,0.221568,4.15e-05,7.78979e-05,0.412962,0.0615535,0.548366,1092.09,0.729897,0.0414324,0.221568,7.78979e-05,0.412962,1092.09,1,0.281366,0,1,21323.9,3.39634,0.0353753,301.621,1.74176,0.0220731,0.0505251,0.00106388,-0.00020691
-1.5483,0.972327,0.0398357,3,7,0,1.87153,0.730189,0.042074,0.223039,4.15e-05,7.78354e-05,0.412196,0.0608018,0.548027,1091.67,0.730189,0.042074,0.223039,7.78354e-05,0.412196,1091.67,1,0.283995,0,1,21373.2,3.3854,0.0352669,301.573,1.74311,0.0224329,0.00257555,0.00241193,0.00015287
-1.157,0.998898,0.0398357,5,39,0,2.43094,0.724116,0.0421957,0.227721,4.15e-05,7.91466e-05,0.410449,0.0614437,0.548317,1092.14,0.724116,0.0421957,0.227721,7.91466e-05,0.410449,1092.14,1,0.289998,0,1,21577.5,3.36073,0.0349994,301.663,1.74602,0.022125,0.0929721,0.0053157,-0.000154961
-3.40128,0.730473,0.0398357,3,7,0,4.5894,0.723194,0.0420644,0.227583,4.15e-05,7.93485e-05,0.410547,0.0617085,0.548434,1092.28,0.723194,0.0420644,0.227583,7.93485e-05,0.410547,1092.28,1,0.289661,0,1,21580.5,3.36205,0.0350014,301.765,1.74583,0.0220001,0.194807,0.00513032,-0.000279946
-4.80576,0.750996,0.0398357,1,1,0,4.89516,0.722997,0.0420708,0.227438,4.15e-05,7.93917e-05,0.410597,0.0617268,0.548442,1092.28,0.722997,0.0420708,0.227438,7.93917e-05,0.410597,1092.28,1,0.289488,0,1,21577.8,3.36274,0.0350023,301.819,1.74574,0.0219915,0.248802,0.00503954,-0.000288539
-2.98369,0.985553,0.0398357,2,7,0,5.23117,0.724274,0.0422382,0.22895,4.15e-05,7.9112e-05,0.409985,0.0613764,0.548287,1092.15,0.724274,0.0422382,0.22895,7.9112e-05,0.409985,1092.15,1,0.291593,0,1,21615.4,3.35436,0.0349575,301.453,1.74681,0.022157,-0.1173,0.00611023,-0.000123004
-1.7532,0.722643,0.0398357,2,3,0,4.36298,0.724012,0.0425392,0.228508,4.15e-05,7.91693e-05,0.410037,0.0610797,0.548154,1091.93,0.724012,0.0425392,0.228508,7.91693e-05,0.410037,1091.93,1,0.291416,0,1,21605.9,3.35505,0.034939,301.674,1.74671,0.0222987,0.104376,0.00601167,1.87437e-05
-1.02279,0.998511,0.0398357,5,47,0,2.79361,0.724426,0.042181,0.227886,4.15e-05,7.90787e-05,0.410394,0.0614199,0.548306,1092.14,0.724426,0.042181,0.227886,7.90787e-05,0.410394,1092.14,1,0.290187,0,1,21579.9,3.35998,0.0350005,301.587,1.74612,0.0221363,0.0170889,0.00541654,-0.000143671
-0.794129,0.9757,0.0398357,5,43,0,1.9932,0.730319,0.0418987,0.222257,4.15e-05,7.78078e-05,0.412543,0.0609787,0.548108,1091.76,0.730319,0.0418987,0.222257,7.78078e-05,0.412543,1091.76,1,0.282803,0,1,21345.7,3.39035,0.0353128,301.621,1.74251,0.0223473,0.0512143,0.00180608,6.73357e-05
-1.67448,0.86682,0.0398357,2,7,0,2.25849,0.730169,0.0415043,0.222328,4.15e-05,7.78396e-05,0.412661,0.0614377,0.548314,1092.06,0.730169,0.0415043,0.222328,7.78396e-05,0.412661,1092.06,1,0.2824,0,1,21346.4,3.39203,0.0353468,301.48,1.7423,0.0221279,-0.0897921,0.00160299,-0.000152119
-3.57349,0.842002,0.0398357,5,55,0,4.40568,0.736786,0.0410663,0.216917,4.15e-05,7.64479e-05,0.414777,0.0610918,0.548159,1091.76,0.736786,0.0410663,0.216917,7.64479e-05,0.414777,1091.76,1,0.275145,0,1,21110.5,3.42306,0.0356865,301.343,1.73865,0.022293,-0.2268,-0.00205469,1.29529e-05
-3.18378,0.975665,0.0398357,3,7,0,6.11242,0.735409,0.0409561,0.217452,4.15e-05,7.67345e-05,0.414624,0.0613908,0.548294,1091.94,0.735409,0.0409561,0.217452,7.67345e-05,0.414624,1091.94,1,0.275671,0,1,21139,3.42075,0.0356562,301.395,1.7389,0.0221501,-0.174897,-0.00180136,-0.000129859
-3.41349,0.99971,0.0398357,5,55,0,4.14886,0.731146,0.0415623,0.219925,4.15e-05,7.76319e-05,0.41351,0.0612481,0.54823,1091.85,0.731146,0.0415623,0.219925,7.76319e-05,0.41351,1091.85,1,0.279486,0,1,21261,3.40428,0.0354392,301.781,1.74081,0.0222181,0.210536,0.000109338,-6.18583e-05
-1.8901,0.961959,0.0398357,2,3,0,3.72427,0.731864,0.0414224,0.22102,4.15e-05,7.74796e-05,0.413164,0.0613137,0.548259,1091.96,0.731864,0.0414224,0.22102,7.74796e-05,0.413164,1091.96,1,0.280672,0,1,21288.8,3.39932,0.0354275,301.441,1.74144,0.0221869,-0.129187,0.000744941,-9.31385e-05
-0.588232,0.996978,0.0398357,5,39,0,1.91717,0.735415,0.041151,0.217174,4.15e-05,7.67332e-05,0.414654,0.0611691,0.548194,1091.79,0.735415,0.041151,0.217174,7.67332e-05,0.414654,1091.79,1,0.275568,0,1,21131.5,3.42118,0.0356463,301.517,1.73884,0.0222559,-0.0526501,-0.00185972,-2.40825e-05
-1.63065,0.839787,0.0398357,2,3,0,2.57775,0.734855,0.0409744,0.216721,4.15e-05,7.68501e-05,0.414881,0.0614402,0.548315,1091.93,0.734855,0.0409744,0.216721,7.68501e-05,0.414881,1091.93,1,0.27479,0,1,21120.3,3.42453,0.0356707,301.605,1.73842,0.0221267,0.035392,-0.00228267,-0.00015329
-1.63065,0.503692,0.0398357,2,3,0,4.72812,0.734855,0.0409744,0.216721,4.15e-05,7.68501e-05,0.414881,0.0614402,0.548315,1091.93,0.734855,0.0409744,0.216721,7.68501e-05,0.414881,1091.93,1,0.27479,0,1,21120.3,3.42453,0.0356707,301.605,1.73842,0.0221267,0.035392,-0.00228267,-0.00015329
-0.582392,0.990468,0.0398357,3,7,0,2.00041,0.735619,0.0411141,0.216865,4.15e-05,7.66906e-05,0.414779,0.061185,0.548201,1091.79,0.735619,0.0411141,0.216865,7.66906e-05,0.414779,1091.79,1,0.27514,0,1,21119.4,3.42304,0.0356642,301.529,1.73862,0.0222483,-0.0407054,-0.00208248,-3.17095e-05
-2.5479,0.843277,0.0398357,4,23,0,2.98538,0.737927,0.041424,0.215232,4.15e-05,7.62117e-05,0.415257,0.0605472,0.54791,1091.36,0.737927,0.041424,0.215232,7.62117e-05,0.415257,1091.36,1,0.273505,0,1,21048.9,3.43021,0.035728,301.621,1.73778,0.0225568,0.0514046,-0.00291511,0.00027684
-2.91221,0.999402,0.0398357,5,47,0,4.75069,0.745091,0.0400724,0.20775,4.15e-05,7.47531e-05,0.418432,0.0611884,0.548203,1091.61,0.745091,0.0400724,0.20775,7.47531e-05,0.418432,1091.61,1,0.262657,0,1,20731.3,3.47915,0.0362566,301.464,1.73198,0.0222466,-0.106061,-0.00871852,-3.33545e-05
-2.04768,1,0.0398357,3,7,0,3.09627,0.74551,0.0403156,0.207415,4.15e-05,7.46691e-05,0.418465,0.0608555,0.548052,1091.39,0.74551,0.0403156,0.207415,7.46691e-05,0.418465,1091.39,1,0.262544,0,1,20718.7,3.47968,0.0362502,301.564,1.73192,0.0224068,-0.00642093,-0.00877823,0.00012683
-2.45072,0.940429,0.0398357,4,31,0,4.07356,0.745423,0.0404449,0.208687,4.15e-05,7.46865e-05,0.417963,0.0607182,0.547989,1091.36,0.745423,0.0404449,0.208687,7.46865e-05,0.417963,1091.36,1,0.264258,0,1,20762.5,3.4718,0.0361883,301.395,1.73288,0.0224735,-0.174805,-0.00781685,0.000193453
-4.13893,0.6488,0.0398357,2,3,0,5.72878,0.745396,0.0406855,0.207867,4.15e-05,7.4692e-05,0.418171,0.0604479,0.547864,1091.15,0.745396,0.0406855,0.207867,7.4692e-05,0.418171,1091.15,1,0.263549,0,1,20737.8,3.47504,0.0361924,301.642,1.73248,0.0226055,0.0719819,-0.00822051,0.000325456
-2.27796,1,0.0398357,2,7,0,4.7779,0.74531,0.0404514,0.207717,4.15e-05,7.47092e-05,0.418308,0.0607248,0.547992,1091.32,0.74531,0.0404514,0.207717,7.47092e-05,0.418308,1091.32,1,0.26308,0,1,20731.6,3.4772,0.0362213,301.589,1.73222,0.0224702,0.0187589,-0.00848219,0.000190241
-1.11753,0.995273,0.0398357,5,35,0,2.65866,0.73939,0.0410593,0.214119,4.15e-05,7.59103e-05,0.415789,0.0607726,0.548014,1091.49,0.73939,0.0410593,0.214119,7.59103e-05,0.415789,1091.49,1,0.271682,0,1,20997,3.43826,0.0358288,301.478,1.73684,0.022447,-0.0916369,-0.003861,0.000167011
-1.08447,0.996483,0.0398357,4,31,0,1.44812,0.73792,0.0408095,0.214453,4.15e-05,7.62131e-05,0.415759,0.0612404,0.548226,1091.77,0.73792,0.0408095,0.214453,7.62131e-05,0.415759,1091.77,1,0.271787,0,1,21018.6,3.43775,0.0358182,301.522,1.73687,0.0222218,-0.0476405,-0.00383028,-5.81737e-05
-0.460568,0.998928,0.0398357,5,35,0,1.34737,0.733844,0.0414128,0.218967,4.15e-05,7.70621e-05,0.413911,0.0610731,0.548151,1091.76,0.733844,0.0414128,0.218967,7.70621e-05,0.413911,1091.76,1,0.278111,0,1,21205.2,3.41022,0.0355317,301.52,1.74015,0.0223019,-0.0496503,-0.000552076,2.19143e-05
-0.72092,0.996222,0.0398357,5,47,0,1.16733,0.739117,0.0410137,0.213864,4.15e-05,7.59664e-05,0.415898,0.0608582,0.548053,1091.53,0.739117,0.0410137,0.213864,7.59664e-05,0.415898,1091.53,1,0.271312,0,1,20990.7,3.43987,0.035838,301.543,1.73663,0.0224055,-0.0273855,-0.00406653,0.000125549
-1.5868,0.957711,0.0398357,3,15,0,1.88857,0.739853,0.0410815,0.213939,4.15e-05,7.58153e-05,0.415846,0.0606897,0.547976,1091.44,0.739853,0.0410815,0.213939,7.58153e-05,0.415846,1091.44,1,0.271488,0,1,20987.3,3.43913,0.0358405,301.456,1.73674,0.0224873,-0.113804,-0.00395703,0.000207288
-0.83561,0.894751,0.0398357,2,7,0,2.61346,0.739215,0.040831,0.213642,4.15e-05,7.59463e-05,0.416043,0.061053,0.548142,1091.65,0.739215,0.040831,0.213642,7.59463e-05,0.416043,1091.65,1,0.270814,0,1,20981.2,3.44208,0.0358663,301.498,1.73637,0.0223116,-0.0720678,-0.00433157,3.1608e-05
-1.74655,0.932664,0.0398357,2,7,0,2.27929,0.739319,0.0412135,0.213941,4.15e-05,7.5925e-05,0.415798,0.0606083,0.547938,1091.38,0.739319,0.0412135,0.213941,7.5925e-05,0.415798,1091.38,1,0.271654,0,1,20993.1,3.43837,0.035818,301.579,1.73682,0.022527,0.00910658,-0.00388073,0.000246983
-1.41794,1,0.0398357,2,3,0,1.9078,0.739348,0.0411084,0.214348,4.15e-05,7.59189e-05,0.415689,0.0607225,0.547991,1091.47,0.739348,0.0411084,0.214348,7.59189e-05,0.415689,1091.47,1,0.272025,0,1,21005.2,3.43675,0.0358149,301.463,1.73702,0.0224713,-0.107268,-0.00367722,0.000191343
-1.96299,0.640032,0.0398357,4,27,0,5.71126,0.741526,0.0404683,0.210596,4.15e-05,7.54736e-05,0.417269,0.0611773,0.548198,1091.65,0.741526,0.0404683,0.210596,7.54736e-05,0.417269,1091.65,1,0.266627,0,1,20858.7,3.46088,0.0360516,301.587,1.73412,0.022252,0.0169487,-0.00657722,-2.80439e-05
-2.75831,0.948313,0.0398357,2,7,0,3.79129,0.742427,0.0409641,0.211909,4.15e-05,7.52905e-05,0.416619,0.0605012,0.547889,1091.3,0.742427,0.0409641,0.211909,7.52905e-05,0.416619,1091.3,1,0.268846,0,1,20898.1,3.45094,0.0359675,301.424,1.73536,0.0225793,-0.146468,-0.00534257,0.000299335
-0.79514,0.998567,0.0398357,5,47,0,3.9749,0.732767,0.0412928,0.219457,4.15e-05,7.72888e-05,0.413777,0.0613448,0.548273,1091.93,0.732767,0.0412928,0.219457,7.72888e-05,0.413777,1091.93,1,0.27857,0,1,21229.5,3.40823,0.035509,301.537,1.74037,0.022172,-0.0329665,-0.000331241,-0.000107979
-0.943428,0.902225,0.0398357,3,7,0,3.40457,0.732073,0.0416075,0.219965,4.15e-05,7.74353e-05,0.413479,0.0610797,0.548154,1091.77,0.732073,0.0416075,0.219965,7.74353e-05,0.413479,1091.77,1,0.279592,0,1,21254.4,3.40387,0.0354487,301.664,1.74088,0.0222988,0.0936967,0.000183236,1.87585e-05
-0.836564,0.990146,0.0398357,5,47,0,2.07332,0.740402,0.040831,0.212452,4.15e-05,7.57029e-05,0.416472,0.060904,0.548074,1091.53,0.740402,0.040831,0.212452,7.57029e-05,0.416472,1091.53,1,0.26935,0,1,20932.1,3.44862,0.0359285,301.548,1.73559,0.0223834,-0.0217299,-0.00510626,0.000103367
-0.899537,0.939279,0.0398357,2,3,0,1.18153,0.740274,0.0408701,0.212548,4.15e-05,7.57291e-05,0.416423,0.0608758,0.548061,1091.51,0.740274,0.0408701,0.212548,7.57291e-05,0.416423,1091.51,1,0.269516,0,1,20936.6,3.44787,0.0359189,301.564,1.73568,0.022397,-0.00638776,-0.00501863,0.000117035
-1.01158,0.98787,0.0398357,6,95,0,1.71508,0.726855,0.0421229,0.226053,4.15e-05,7.85511e-05,0.411083,0.0611724,0.548196,1091.96,0.726855,0.0421229,0.226053,7.85511e-05,0.411083,1091.96,1,0.287819,0,1,21499.4,3.36962,0.0351066,301.538,1.74498,0.0222543,-0.0320329,0.00428264,-2.56816e-05
-0.903495,0.902,0.0398357,2,7,0,1.94577,0.72653,0.0419386,0.225742,4.15e-05,7.86214e-05,0.411263,0.0614182,0.548306,1092.1,0.72653,0.0419386,0.225742,7.86214e-05,0.411263,1092.1,1,0.2872,0,1,21491.1,3.37213,0.0351295,301.566,1.74467,0.0221371,-0.00442423,0.00396741,-0.000142862
-1.21032,0.942221,0.0398357,6,67,0,1.81376,0.73279,0.0415846,0.220504,4.15e-05,7.72838e-05,0.413293,0.0610144,0.548124,1091.77,0.73279,0.0415846,0.220504,7.72838e-05,0.413293,1091.77,1,0.280231,0,1,21265.2,3.40121,0.0354443,301.465,1.74123,0.0223302,-0.105267,0.000532163,5.01515e-05
-0.652088,0.82348,0.0398357,2,3,0,2.45276,0.732906,0.0415386,0.22008,4.15e-05,7.72595e-05,0.413463,0.061051,0.548141,1091.78,0.732906,0.0415386,0.22008,7.72595e-05,0.413463,1091.78,1,0.279648,0,1,21250.2,3.40367,0.0354653,301.504,1.74093,0.0223125,-0.0657008,0.000231203,3.25305e-05
-0.931589,0.724835,0.0398357,2,3,0,2.32474,0.732941,0.0414143,0.219914,4.15e-05,7.7252e-05,0.413568,0.0611859,0.548202,1091.86,0.732941,0.0414143,0.219914,7.7252e-05,0.413568,1091.86,1,0.279288,0,1,21243.6,3.4052,0.035484,301.481,1.74075,0.0222479,-0.0894456,4.61774e-05,-3.21256e-05
-0.547655,1,0.0398357,1,1,0,0.856436,0.732888,0.0414334,0.219794,4.15e-05,7.72633e-05,0.413604,0.0611712,0.548195,1091.84,0.732888,0.0414334,0.219794,7.72633e-05,0.413604,1091.84,1,0.279163,0,1,21240.4,3.40572,0.0354853,301.516,1.74068,0.0222549,-0.054227,-2.05517e-05,-2.51077e-05
-0.332686,0.940752,0.0398357,3,15,0,0.980615,0.733243,0.0414077,0.21916,4.15e-05,7.71885e-05,0.413843,0.061155,0.548188,1091.81,0.733243,0.0414077,0.21916,7.71885e-05,0.413843,1091.81,1,0.278345,0,1,21216.6,3.40921,0.0355156,301.567,1.74026,0.0222626,-0.00302362,-0.000441809,-1.73729e-05
-0.35426,0.99583,0.0398357,5,47,0,0.551539,0.73092,0.0416834,0.221601,4.15e-05,7.76799e-05,0.412859,0.0611415,0.548182,1091.85,0.73092,0.0416834,0.221601,7.76799e-05,0.412859,1091.85,1,0.281719,0,1,21317.7,3.39489,0.0353662,301.569,1.74196,0.0222691,-0.00058633,0.00126319,-1.08908e-05
-0.809512,0.999275,0.0398357,5,55,0,1.29446,0.725319,0.0422176,0.227138,4.15e-05,7.88843e-05,0.410653,0.0612648,0.548237,1092.03,0.725319,0.0422176,0.227138,7.88843e-05,0.410653,1092.03,1,0.289295,0,1,21548.4,3.3636,0.0350363,301.603,1.74569,0.0222101,0.0327883,0.00498952,-6.98572e-05
-0.419893,0.828451,0.0398357,6,79,0,4.1551,0.735473,0.0412978,0.217128,4.15e-05,7.67211e-05,0.414618,0.0609964,0.548116,1091.67,0.735473,0.0412978,0.217128,7.67211e-05,0.414618,1091.67,1,0.275692,0,1,21130.6,3.42065,0.035634,301.574,1.7389,0.0223388,0.00381009,-0.00179538,5.88173e-05
-0.526796,0.996691,0.0398357,2,3,0,0.533536,0.735659,0.0413082,0.217331,4.15e-05,7.66822e-05,0.41454,0.0609612,0.5481,1091.67,0.735659,0.0413082,0.217331,7.66822e-05,0.41454,1091.67,1,0.275957,0,1,21135.6,3.41951,0.0356289,301.517,1.73905,0.0223558,-0.0530134,-0.00165092,7.57979e-05
-4.13547,0.538584,0.0398357,2,7,0,5.27515,0.735636,0.0409946,0.217633,4.15e-05,7.6687e-05,0.414545,0.0613183,0.548261,1091.91,0.735636,0.0409946,0.217633,7.6687e-05,0.414545,1091.91,1,0.275942,0,1,21143.2,3.41959,0.0356497,301.347,1.73905,0.0221847,-0.222666,-0.00165306,-9.53284e-05
-2.56427,0.983095,0.0398357,5,59,0,5.90501,0.72923,0.0418921,0.224291,4.15e-05,7.80404e-05,0.411807,0.0611246,0.548174,1091.92,0.72923,0.0418921,0.224291,7.80404e-05,0.411807,1091.92,1,0.285329,0,1,21420.4,3.37987,0.0352269,301.423,1.74378,0.0222772,-0.147445,0.00307661,-2.79097e-06
-3.42241,0.97659,0.0398357,2,3,0,3.81311,0.728768,0.0423311,0.224028,4.15e-05,7.81392e-05,0.411743,0.0607002,0.547981,1091.61,0.728768,0.0423311,0.224028,7.81392e-05,0.411743,1091.61,1,0.285549,0,1,21419.4,3.37894,0.0351852,301.696,1.74387,0.0224822,0.125956,0.00317075,0.000202206
-0.611047,0.821716,0.0398357,2,7,0,5.28526,0.728185,0.0418703,0.223837,4.15e-05,7.82644e-05,0.41198,0.0612821,0.548245,1091.97,0.728185,0.0418703,0.223837,7.82644e-05,0.41198,1091.97,1,0.284736,0,1,21415,3.38227,0.0352272,301.634,1.74345,0.0222019,0.0640139,0.00275276,-7.81176e-05
-0.686737,0.994007,0.0398357,2,3,0,0.742702,0.728262,0.0417739,0.223931,4.15e-05,7.8248e-05,0.411981,0.0613797,0.548289,1092.04,0.728262,0.0417739,0.223931,7.8248e-05,0.411981,1092.04,1,0.284733,0,1,21416.6,3.38229,0.0352347,301.571,1.74345,0.0221554,0.00134666,0.00275476,-0.000124563
-1.31759,0.973768,0.0398357,5,39,0,1.68953,0.725113,0.0423188,0.227883,4.15e-05,7.8929e-05,0.410345,0.0611798,0.548199,1092,0.725113,0.0423188,0.227883,7.8929e-05,0.410345,1092,1,0.290355,0,1,21574.6,3.35933,0.0349986,301.545,1.74621,0.0222508,-0.0251603,0.00551194,-2.92257e-05
