# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 11:09:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpktel93p0/ieqht_a3.json
# init = /tmp/tmpktel93p0/jbv7kn3x.json
# random
#   seed = 28102
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/SS/LISA/SS-20230724120926.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,k,lambda,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,E,intofEinv,correction,dGW.1,dGW.2,dGW.3,dGW.4,dGW.5,dGW.6,dGW.7,dGW.8,dGW.9,dGW.10,dGW.11,dGW.12,dGW.13,dGW.14,dGW.15
-11.7744,0.605001,0.371386,2,3,0,12.2646,0.716368,0.27584,2.9979,0.408315,0.297316,1.0745,1.19833,2.24012,2.3894,2.39804,2.42778,2.86419,4.17241,4.17871,4.22984,4.29891,5.75199,7.33644,9.08075,10.0779,0.197091,0.40542,1.09227,1.14581,1.14875,1.15876,1.28762,1.54968,1.55066,1.5585,1.5689,1.74581,1.8803,1.98928,2.0397,10.0779,2.0397,0.943434,0.976364,2.36298,11.003,12.0985,12.1614,12.3772,15.4739,24.1642,24.2044,24.5298,24.968,33.8505,42.9485,52.4278,57.6412
-8.98113,1,0.371386,2,3,0,11.6201,0.714627,0.257203,2.9979,0.415087,0.274059,1.06874,1.18356,2.17308,2.31638,2.32468,2.35324,2.77292,4.03357,4.03965,4.08896,4.15556,5.55749,7.08675,8.7706,9.73325,0.197596,0.40777,1.11049,1.16569,1.16873,1.17906,1.31208,1.58299,1.584,1.59212,1.60287,1.78593,1.92515,2.03798,2.09018,9.73325,2.09018,0.941202,0.981599,2.38266,11.1906,12.3122,12.3765,12.5976,15.7706,24.6858,24.727,25.061,25.5108,34.6309,43.9757,53.7146,59.0714
-8.18319,0.99727,0.371386,2,3,0,9.09493,0.713452,0.241453,2.9979,0.420736,0.254788,1.06394,1.17116,2.11489,2.25293,2.26093,2.28846,2.69343,3.91241,3.91829,3.96601,4.03047,5.38765,6.86865,8.49968,9.43219,0.198018,0.409761,1.12672,1.18346,1.18658,1.1972,1.33408,1.6132,1.61424,1.62261,1.6337,1.82249,1.96611,2.08253,2.1364,9.43219,2.1364,0.939296,0.985689,2.39877,11.3533,12.4981,12.5638,12.7895,16.0308,25.148,25.1902,25.532,25.9922,35.3267,44.8945,54.8681,60.3547
-8.10447,0.999974,0.371386,4,15,0,8.18539,0.705625,0.264787,2.9979,0.412343,0.283463,1.07107,1.18956,2.20059,2.34636,2.3548,2.38384,2.81041,4.09063,4.0968,4.14686,4.21448,5.63745,7.1894,8.89812,9.87494,0.197391,0.406813,1.10295,1.15746,1.16045,1.17065,1.30193,1.56913,1.57013,1.57813,1.58874,1.76922,1.90645,2.01767,2.06912,9.87494,2.06912,0.942113,0.992937,2.40726,11.2659,12.3919,12.4565,12.6784,15.8629,24.8056,24.847,25.182,25.633,34.7781,44.147,53.9099,59.2797
-8.07402,0.910942,0.371386,2,7,0,8.92827,0.710273,0.253339,2.9979,0.416479,0.2693,1.06756,1.18051,2.15894,2.30097,2.3092,2.33751,2.75363,4.00418,4.01022,4.05914,4.12523,5.51631,7.03387,8.70493,9.66027,0.1977,0.408258,1.1144,1.16997,1.17302,1.18342,1.31736,1.59021,1.59123,1.59941,1.61025,1.79466,1.93492,2.0486,2.1012,9.66027,2.1012,0.940736,0.988221,2.40023,11.294,12.4276,12.4927,12.7161,15.9237,24.9383,24.98,25.3178,25.7726,34.9962,44.4479,54.2987,59.7172
-8.03086,0.999409,0.371386,1,3,0,8.07703,0.70971,0.250577,2.9979,0.417471,0.26591,1.06671,1.17834,2.14878,2.28989,2.29807,2.3262,2.73976,3.98305,3.98904,4.03769,4.1034,5.48668,6.99583,8.65767,9.60776,0.197774,0.408607,1.11722,1.17305,1.17613,1.18657,1.32118,1.59545,1.59648,1.6047,1.61559,1.80099,1.94202,2.05631,2.1092,9.60776,2.1092,0.940402,0.98944,2.40427,11.3282,12.4664,12.5317,12.756,15.9772,25.0315,25.0734,25.4127,25.8696,35.1352,44.6304,54.527,59.9709
-8.05116,0.995112,0.371386,3,15,0,8.11843,0.709378,0.255119,2.9979,0.415838,0.271489,1.0681,1.18192,2.16546,2.30808,2.31634,2.34477,2.76253,4.01774,4.0238,4.0729,4.13923,5.53532,7.05827,8.73524,9.69395,0.197652,0.408033,1.11259,1.16799,1.17104,1.1814,1.31492,1.58687,1.58789,1.59604,1.60684,1.79062,1.9304,2.04368,2.0961,9.69395,2.0961,0.940951,0.98919,2.40189,11.2922,12.4248,12.4898,12.713,15.9177,24.9229,24.9646,25.302,25.7563,34.9695,44.4101,54.2491,59.6611
-8.81548,0.883262,0.371386,2,7,0,10.6071,0.710788,0.229323,2.9979,0.425041,0.240183,1.0603,1.16167,2.06906,2.2029,2.21066,2.23737,2.63063,3.81649,3.82222,3.86867,3.93143,5.25311,6.69587,8.28501,9.19364,0.198341,0.411297,1.13979,1.19781,1.201,1.21186,1.35194,1.63792,1.63899,1.64757,1.65894,1.85252,1.99984,2.11927,2.17453,9.19364,2.17453,0.937816,0.991328,2.41745,11.5131,12.6797,12.7467,12.9768,16.2823,25.5892,25.6323,25.9814,26.4513,35.9868,45.7636,55.9569,61.565
-8.59153,0.997417,0.371386,2,5,0,9.20247,0.717706,0.230598,2.9979,0.42459,0.241708,1.06068,1.16266,2.07392,2.20821,2.21599,2.24279,2.6373,3.82668,3.83243,3.87902,3.94195,5.26741,6.71423,8.30783,9.219,0.198307,0.411135,1.1384,1.19627,1.19946,1.21029,1.35002,1.63526,1.63632,1.64488,1.65622,1.84928,1.9962,2.1153,2.17041,9.219,2.17041,0.937972,0.981569,2.39313,11.3897,12.5432,12.6094,12.8369,16.105,25.3056,25.3482,25.6932,26.1578,35.5835,45.2475,55.323,60.8662
-9.79574,0.780066,0.371386,3,7,0,11.4689,0.718639,0.208283,2.9979,0.432419,0.215329,1.05408,1.14534,1.9873,2.11351,2.12084,2.14605,2.51809,3.64416,3.64961,3.69378,3.75346,5.01119,6.38504,7.89878,8.76442,0.198894,0.413964,1.16375,1.22419,1.22751,1.23884,1.38503,1.68421,1.68533,1.69432,1.70623,1.90908,2.06354,2.1888,2.24677,8.76442,2.24677,0.935225,0.983911,2.40828,11.6015,12.788,12.8561,13.0902,16.457,25.9545,25.9985,26.355,26.835,36.5795,46.5766,57.0035,62.7414
-8.41506,1,0.371386,3,7,0,9.78631,0.701042,0.27318,2.9979,0.409288,0.293966,1.07367,1.19622,2.23066,2.37911,2.3877,2.41727,2.85134,4.15287,4.15915,4.21002,4.27874,5.72463,7.30132,9.03713,10.0294,0.197163,0.405755,1.09481,1.14857,1.15153,1.16158,1.29102,1.55428,1.55526,1.56315,1.5736,1.75134,1.88648,1.99599,2.04665,10.0294,2.04665,0.943117,0.998121,2.41664,11.2663,12.3891,12.4535,12.6747,15.8487,24.7576,24.7988,25.1324,25.5816,34.6886,44.0169,53.7365,59.0821
-9.70092,0.796608,0.371386,3,11,0,11.1744,0.692942,0.300823,2.9979,0.399084,0.329271,1.08236,1.21826,2.32712,2.48406,2.49314,2.52437,2.98224,4.3516,4.3582,4.41167,4.48389,6.00285,7.6584,9.4806,10.5221,0.196405,0.402286,1.06938,1.12089,1.12372,1.13335,1.25719,1.50864,1.50957,1.5171,1.52707,1.69662,1.82548,1.92987,1.97816,10.5221,1.97816,0.946386,1.00552,2.42439,11.1677,12.2707,12.334,12.5512,15.6658,24.3949,24.4353,24.7619,25.2018,34.1152,43.2406,52.7459,57.9727
-9.42608,0.990246,0.371386,2,3,0,9.8369,0.694301,0.296664,2.9979,0.400633,0.323888,1.08104,1.21493,2.31285,2.46854,2.47755,2.50854,2.9629,4.32228,4.32883,4.38192,4.45363,5.96181,7.60574,9.4152,10.4495,0.19652,0.402806,1.07308,1.12491,1.12776,1.13744,1.26208,1.51521,1.51615,1.52373,1.53376,1.70448,1.83423,1.93934,1.98797,10.4495,1.98797,0.945898,1.00419,2.42266,11.1792,12.2848,12.3482,12.5659,15.6882,24.4407,24.4812,24.8088,25.2498,34.1885,43.3404,52.8738,58.1161
-9.35453,0.981612,0.371386,4,15,0,11.0162,0.722208,0.226083,2.9979,0.426184,0.236315,1.05933,1.15914,2.05666,2.18935,2.19705,2.22353,2.6136,3.79046,3.79614,3.84225,3.90454,5.21658,6.64894,8.2267,9.12885,0.198426,0.411707,1.14338,1.20174,1.20495,1.21588,1.35685,1.64475,1.64583,1.65447,1.66592,1.86085,2.0092,2.12948,2.18513,9.12885,2.18513,0.937419,0.97617,2.38182,11.3628,12.5158,12.582,12.8093,16.0769,25.2792,25.3218,25.667,26.1317,35.5619,45.2316,55.3139,60.8611
-8.27122,0.975397,0.371386,4,15,0,9.84186,0.703131,0.263361,2.9979,0.41286,0.28169,1.07063,1.18843,2.19544,2.34075,2.34917,2.37812,2.8034,4.07997,4.08612,4.13604,4.20347,5.62251,7.17022,8.87429,9.84846,0.19743,0.406992,1.10436,1.15899,1.16199,1.17221,1.30382,1.5717,1.5727,1.58073,1.59136,1.77232,1.90992,2.02143,2.07302,9.84846,2.07302,0.941942,0.996681,2.41688,11.3184,12.4503,12.5152,12.7383,15.9394,24.9299,24.9715,25.3083,25.7617,34.9562,44.376,54.1922,59.5913
-9.20246,0.879432,0.371386,2,7,0,9.28384,0.709865,0.275439,2.9979,0.408462,0.29681,1.07437,1.19801,2.23869,2.38785,2.39648,2.42619,2.86225,4.16947,4.17577,4.22686,4.29587,5.74788,7.33116,9.07419,10.0706,0.197102,0.405471,1.09266,1.14622,1.14917,1.15918,1.28813,1.55037,1.55135,1.5592,1.56961,1.74664,1.88123,1.99029,2.04074,10.0706,2.04074,0.943386,0.985369,2.38492,11.1072,12.2132,12.2767,12.4946,15.621,24.3952,24.4358,24.7643,25.2067,34.1751,43.3611,52.9321,58.196
-8.18256,0.99637,0.371386,2,7,0,9.50925,0.710073,0.241447,2.9979,0.420737,0.254781,1.06394,1.17116,2.11488,2.25291,2.26091,2.28844,2.69341,3.91236,3.91825,3.96597,4.03042,5.38759,6.86858,8.49959,9.43209,0.198018,0.409762,1.12673,1.18347,1.18659,1.19721,1.33409,1.61321,1.61425,1.62262,1.63371,1.8225,1.96613,2.08255,2.13642,9.43209,2.13642,0.939295,0.99038,2.41019,11.4074,12.5576,12.6237,12.8504,16.1072,25.2678,25.3102,25.6536,26.116,35.495,45.1084,55.1295,60.6423
-8.0924,0.997786,0.371386,2,7,0,8.77508,0.707426,0.251127,2.9979,0.417274,0.266584,1.06688,1.17877,2.15081,2.2921,2.30029,2.32846,2.74252,3.98726,3.99327,4.04197,4.10776,5.4926,7.00342,8.6671,9.61824,0.197759,0.408537,1.11666,1.17244,1.17551,1.18594,1.32042,1.5944,1.59543,1.60364,1.61452,1.79972,1.9406,2.05477,2.10759,9.61824,2.10759,0.940469,0.992547,2.4116,11.3597,12.5008,12.5663,12.7912,16.0205,25.0976,25.1396,25.4797,25.9377,35.2263,44.7449,54.6658,60.123
-8.42978,0.885106,0.371386,2,7,0,9.04562,0.71217,0.257195,2.9979,0.41509,0.274049,1.06874,1.18356,2.17305,2.31635,2.32465,2.35321,2.77288,4.03351,4.03958,4.08889,4.1555,5.55741,7.08664,8.77047,9.7331,0.197596,0.407771,1.1105,1.1657,1.16874,1.17907,1.31209,1.583,1.58401,1.59213,1.60289,1.78595,1.92517,2.038,2.0902,9.7331,2.0902,0.941201,0.984987,2.39088,11.2293,12.3547,12.4193,12.6411,15.8252,24.7711,24.8125,25.1477,25.599,34.7507,44.1278,53.9004,59.2758
-9.03897,0.996738,0.371386,2,7,0,9.70449,0.697077,0.277483,2.9979,0.407713,0.29939,1.07501,1.19964,2.24593,2.39574,2.40441,2.43424,2.8721,4.18443,4.19075,4.24204,4.31132,5.76883,7.35805,9.10759,10.1077,0.197046,0.405213,1.09072,1.14411,1.14704,1.15703,1.28554,1.54686,1.54783,1.55566,1.56603,1.74242,1.87652,1.98518,2.03545,10.1077,2.03545,0.94363,1.00313,2.42714,11.2934,12.4173,12.4817,12.7031,15.8795,24.7928,24.834,25.1678,25.6172,34.727,44.0574,53.7787,59.1251
-9.34585,0.943127,0.371386,1,1,0,9.37249,0.696127,0.275912,2.9979,0.408289,0.297406,1.07452,1.19839,2.24037,2.38968,2.39832,2.42806,2.86453,4.17293,4.17924,4.23038,4.29945,5.75273,7.33738,9.08192,10.0792,0.197089,0.405411,1.09221,1.14573,1.14867,1.15868,1.28753,1.54956,1.55053,1.55838,1.56878,1.74566,1.88014,1.9891,2.03952,10.0792,2.03952,0.943442,1.00474,2.43164,11.3223,12.4496,12.5143,12.7364,15.9228,24.8651,24.9064,25.2413,25.6921,34.8322,44.1938,53.9479,59.3123
-8.69693,0.989331,0.371386,2,3,0,9.47307,0.698666,0.281286,2.9979,0.406318,0.304205,1.0762,1.20267,2.25935,2.41034,2.41908,2.44914,2.89033,4.21212,4.21849,4.27014,4.3399,5.8076,7.40782,9.1694,10.1764,0.196942,0.404735,1.08714,1.14021,1.14313,1.15305,1.28077,1.5404,1.54137,1.54914,1.55944,1.73466,1.86787,1.9758,2.02573,10.1764,2.02573,0.944081,1.00026,2.41879,11.2356,12.3522,12.4163,12.6362,15.7918,24.6448,24.6857,25.0172,25.4635,34.5102,43.7754,53.4283,58.7369
-9.87577,0.79376,0.371386,2,5,0,10.7347,0.698213,0.257342,2.9979,0.415036,0.274231,1.06878,1.18367,2.17359,2.31694,2.32524,2.35381,2.77361,4.03462,4.0407,4.09003,4.15666,5.55897,7.08865,8.77296,9.73587,0.197592,0.407752,1.11035,1.16554,1.16857,1.1789,1.31189,1.58273,1.58374,1.59186,1.60261,1.78562,1.9248,2.0376,2.08979,9.73587,2.08979,0.941219,1.00465,2.43856,11.4524,12.6002,12.666,12.8922,16.1393,25.2624,25.3046,25.6465,26.1067,35.4395,45.0022,54.9681,60.4498
-9.86448,0.999395,0.371386,1,1,0,10.2339,0.698358,0.256849,2.9979,0.415214,0.273622,1.06863,1.18328,2.17179,2.31498,2.32327,2.35181,2.77116,4.03088,4.03696,4.08623,4.1528,5.55373,7.08192,8.76461,9.72659,0.197605,0.407814,1.11085,1.16608,1.16912,1.17945,1.31256,1.58364,1.58466,1.59278,1.60354,1.78672,1.92604,2.03894,2.09118,9.72659,2.09118,0.941159,1.00452,2.43844,11.4545,12.6027,12.6686,12.8949,16.1432,25.2702,25.3124,25.6544,26.1148,35.4518,45.0189,54.9895,60.4737
-9.7555,0.968364,0.371386,2,5,0,10.9175,0.701534,0.302056,2.9979,0.398624,0.330871,1.08276,1.21924,2.33133,2.48864,2.49774,2.52904,2.98794,4.36025,4.36686,4.42044,4.49282,6.01495,7.67393,9.49989,10.5436,0.196371,0.402131,1.06829,1.1197,1.12253,1.13214,1.25575,1.50671,1.50764,1.51515,1.5251,1.69432,1.82292,1.9271,1.97529,10.5436,1.97529,0.946531,0.993025,2.39382,11.0213,12.1094,12.1718,12.3861,15.4586,24.069,24.1088,24.4311,24.8649,33.6567,42.6576,52.033,57.1883
-11.0741,0.959576,0.371386,2,7,0,11.9724,0.699707,0.318543,2.9979,0.392425,0.352484,1.08804,1.23245,2.387,2.54914,2.55851,2.59077,3.06325,4.47436,4.48115,4.53622,4.61061,6.1746,7.87878,9.75426,10.8262,0.195913,0.400075,1.05409,1.10429,1.10705,1.11644,1.23705,1.48171,1.48262,1.48994,1.49963,1.6645,1.78976,1.89123,1.93816,10.8262,1.93816,0.948452,0.993168,2.38846,10.9234,11.9966,12.0582,12.2695,15.2981,23.7793,23.8185,24.1358,24.5629,33.2179,42.0762,51.3017,56.3741
-10.76,0.96586,0.371386,2,3,0,11.7085,0.689884,0.292554,2.9979,0.402159,0.318594,1.07974,1.21165,2.29867,2.45311,2.46205,2.4928,2.94368,4.29311,4.29961,4.35232,4.42352,5.92099,7.55335,9.35014,10.3772,0.196633,0.403321,1.07677,1.12893,1.1318,1.14155,1.26698,1.5218,1.52275,1.53038,1.54048,1.71237,1.84301,1.94886,1.99782,10.3772,1.99782,0.945414,1.01125,2.44119,11.2844,12.4017,12.4658,12.6859,15.8422,24.6917,24.7326,25.0638,25.5098,34.5489,43.8044,53.446,58.7481
-10.4491,1,0.371386,1,1,0,10.8177,0.690486,0.294572,2.9979,0.40141,0.321192,1.08038,1.21326,2.30564,2.4607,2.46967,2.50054,2.95314,4.30747,4.31399,4.36688,4.43833,5.94108,7.57913,9.38216,10.4128,0.196577,0.403068,1.07495,1.12695,1.1298,1.13952,1.26457,1.51855,1.5195,1.5271,1.53717,1.70848,1.83868,1.94416,1.99296,10.4128,1.99296,0.945652,1.01006,2.43758,11.258,12.3721,12.436,12.6554,15.802,24.6236,24.6644,24.9946,25.4391,34.4491,43.6743,53.2843,58.5688
-8.73165,0.987662,0.371386,3,7,0,10.9523,0.698447,0.279824,2.9979,0.406855,0.302351,1.07574,1.2015,2.2542,2.40473,2.41345,2.44343,2.88333,4.20149,4.20785,4.25936,4.32894,5.79272,7.38872,9.14568,10.15,0.196982,0.404919,1.08851,1.1417,1.14463,1.15458,1.28259,1.54287,1.54384,1.55164,1.56196,1.73763,1.87118,1.97939,2.02945,10.15,2.02945,0.943908,1.0008,2.42063,11.2514,12.3702,12.4344,12.6548,15.8165,24.6876,24.7286,25.0608,25.508,34.5738,43.8586,53.5323,58.8524
-8.69269,0.999293,0.371386,3,7,0,8.836,0.70188,0.286311,2.9979,0.404468,0.310599,1.07778,1.20667,2.27696,2.4295,2.43833,2.4687,2.91424,4.24843,4.25486,4.30698,4.37739,5.85844,7.47306,9.25043,10.2664,0.196804,0.404104,1.08248,1.13513,1.13803,1.14787,1.27456,1.53201,1.53297,1.54068,1.55089,1.7246,1.85664,1.96363,2.01312,10.2664,2.01312,0.944677,0.994912,2.40401,11.1424,12.248,12.3114,12.5292,15.6527,24.4136,24.4541,24.7821,25.2236,34.1744,43.3404,52.8894,58.1407
-8.97198,0.998078,0.371386,2,3,0,9.10465,0.697001,0.29023,2.9979,0.40302,0.315612,1.07901,1.2098,2.29061,2.44435,2.45325,2.48386,2.93276,4.27654,4.28301,4.3355,4.40641,5.89779,7.52357,9.31316,10.3361,0.196697,0.403612,1.07888,1.13122,1.1341,1.14389,1.26978,1.52557,1.52652,1.53418,1.54433,1.71688,1.84804,1.95431,2.00347,10.3361,2.00347,0.94514,1.00128,2.41796,11.1881,12.2968,12.3604,12.5788,15.7107,24.4931,24.5337,24.8624,25.3051,34.2765,43.4629,53.0329,58.2956
-9.10815,0.976317,0.371386,2,3,0,9.23259,0.69804,0.297002,2.9979,0.400507,0.324325,1.08115,1.2152,2.31401,2.46981,2.47882,2.50983,2.96448,4.32467,4.33122,4.38435,4.4561,5.96516,7.61004,9.42054,10.4554,0.19651,0.402764,1.07277,1.12458,1.12743,1.13711,1.26168,1.51467,1.51561,1.52318,1.53322,1.70384,1.83351,1.93857,1.98716,10.4554,1.98716,0.945938,0.998758,2.40944,11.1166,12.2159,12.2789,12.4954,15.5999,24.3022,24.3424,24.6681,25.1066,33.9939,43.0932,52.5717,57.7839
-10.7999,0.785303,0.371386,2,7,0,12.8879,0.689171,0.298204,2.9979,0.40006,0.325879,1.08153,1.21616,2.31814,2.4743,2.48333,2.51441,2.97008,4.33316,4.33973,4.39296,4.46486,5.97704,7.62528,9.43947,10.4765,0.196477,0.402613,1.0717,1.12341,1.12625,1.13592,1.26026,1.51276,1.5137,1.52126,1.53127,1.70155,1.83097,1.93582,1.98432,10.4765,1.98432,0.946079,1.01143,2.43957,11.2499,12.362,12.4257,12.6447,15.7851,24.5876,24.6282,24.9577,25.4012,34.3904,43.5938,53.1806,58.4523
-11.275,0.901671,0.371386,1,1,0,11.4071,0.688412,0.294666,2.9979,0.401376,0.321312,1.08041,1.21334,2.30597,2.46105,2.47003,2.5009,2.95357,4.30813,4.31465,4.36756,4.43902,5.94201,7.58032,9.38363,10.4144,0.196575,0.403056,1.07487,1.12685,1.12971,1.13943,1.26445,1.5184,1.51935,1.52695,1.53702,1.7083,1.83848,1.94395,1.99274,10.4144,1.99274,0.945663,1.01308,2.44485,11.2912,12.4085,12.4726,12.6926,15.8484,24.6956,24.7365,25.0677,25.5135,34.5496,43.8016,53.4394,58.7393
-8.69316,0.973572,0.371386,3,11,0,12.6595,0.717696,0.238099,2.9979,0.42193,0.250729,1.06293,1.16853,2.10231,2.2392,2.24714,2.27444,2.67621,3.88612,3.89196,3.93933,4.00333,5.35079,6.82132,8.44087,9.36684,0.198108,0.410185,1.13029,1.18737,1.19051,1.20119,1.33893,1.6199,1.62095,1.62938,1.64054,1.83062,1.97524,2.09247,2.14671,9.36684,2.14671,0.938888,0.98039,2.38722,11.3178,12.4605,12.5261,12.7514,15.9875,25.0924,25.1345,25.4759,25.9355,35.2592,44.8167,54.78,60.2611
