# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 11:09:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpktel93p0/ieqht_a3.json
# init = /tmp/tmpktel93p0/jbv7kn3x.json
# random
#   seed = 28102
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/SS/LISA/SS-20230724120926.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,k,lambda,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,E,intofEinv,correction,dGW.1,dGW.2,dGW.3,dGW.4,dGW.5,dGW.6,dGW.7,dGW.8,dGW.9,dGW.10,dGW.11,dGW.12,dGW.13,dGW.14,dGW.15
-9.19658,0.817961,0.438081,3,7,0,9.9489,0.720716,0.232858,2.9979,0.42379,0.244418,1.06136,1.16443,2.08251,2.21759,2.22542,2.25237,2.64908,3.84469,3.85046,3.89729,3.96054,5.29267,6.74668,8.34814,9.26379,0.198247,0.410849,1.13593,1.19356,1.19674,1.20752,1.34665,1.63058,1.63164,1.64016,1.65144,1.84359,1.9898,2.10833,2.16318,9.26379,2.16318,0.938248,0.977111,2.38134,11.3203,12.4657,12.5315,12.7573,16.0021,25.135,25.1773,25.5198,25.9809,35.3362,44.9273,54.9266,60.4277
-8.87211,0.910962,0.438081,2,3,0,9.92307,0.707926,0.23522,2.9979,0.422953,0.247257,1.06207,1.16628,2.09146,2.22736,2.23523,2.26234,2.66134,3.86341,3.86922,3.91629,3.97988,5.31894,6.78041,8.39005,9.31037,0.198184,0.41055,1.13338,1.19076,1.19392,1.20466,1.34315,1.62574,1.62679,1.63527,1.6465,1.83771,1.98319,2.10113,2.1557,9.31037,2.1557,0.938537,0.994383,2.42247,11.5018,12.6644,12.7312,12.9604,16.2535,25.5209,25.5638,25.9113,26.3791,35.8707,45.6011,55.745,61.3257
-8.66633,1,0.438081,4,15,0,9.11671,0.704545,0.281764,2.9979,0.406142,0.304811,1.07635,1.20305,2.26103,2.41217,2.42091,2.45101,2.89261,4.21558,4.22196,4.27365,4.34348,5.81245,7.41404,9.17713,10.185,0.196929,0.404675,1.08669,1.13972,1.14264,1.15256,1.28017,1.53959,1.54056,1.54833,1.55862,1.7337,1.86679,1.97463,2.02452,10.185,2.02452,0.944138,0.991841,2.39825,11.1379,12.2446,12.3081,12.5261,15.6537,24.4279,24.4684,24.7969,25.2392,34.2053,43.3877,52.9543,58.2155
-8.72406,0.989836,0.438081,3,7,0,9.34483,0.698752,0.285506,2.9979,0.404765,0.309572,1.07752,1.20603,2.27415,2.42644,2.43525,2.46558,2.91042,4.24263,4.24905,4.3011,4.3714,5.85032,7.46265,9.2375,10.252,0.196827,0.404205,1.08322,1.13594,1.13884,1.1487,1.27554,1.53334,1.5343,1.54202,1.55225,1.7262,1.85842,1.96556,2.01512,10.252,2.01512,0.944582,0.999488,2.41537,11.199,12.3104,12.3742,12.5931,15.7335,24.5417,24.5825,24.9122,25.3562,34.3557,43.5717,53.173,58.4531
-8.19495,0.962816,0.438081,3,11,0,10.1169,0.710295,0.258066,2.9979,0.414775,0.275125,1.069,1.18425,2.17623,2.31981,2.32813,2.35675,2.77721,4.0401,4.04619,4.09559,4.16231,5.56665,7.0985,8.78521,9.74947,0.197573,0.407661,1.10963,1.16474,1.16778,1.17809,1.31091,1.58139,1.5824,1.5905,1.60124,1.784,1.92299,2.03563,2.08775,9.74947,2.08775,0.941306,0.987453,2.39653,11.2511,12.3784,12.4431,12.6653,15.8544,24.814,24.8554,25.1911,25.6431,34.8084,44.1992,53.986,59.3691
-8.34282,0.937136,0.438081,2,5,0,9.03688,0.715117,0.241071,2.9979,0.420872,0.254325,1.06383,1.17086,2.11347,2.25138,2.25937,2.28687,2.69148,3.90942,3.9153,3.96298,4.02739,5.38347,6.86328,8.49301,9.42478,0.198028,0.409809,1.12713,1.1839,1.18703,1.19766,1.33463,1.61396,1.615,1.62338,1.63448,1.82341,1.96715,2.08366,2.13756,9.42478,2.13756,0.93925,0.983454,2.39348,11.3305,12.4731,12.5387,12.764,15.9993,25.1,25.1421,25.4833,25.9426,35.2604,44.8112,54.7671,60.244
-8.66373,0.979945,0.438081,4,15,0,9.17129,0.717734,0.236763,2.9979,0.422405,0.249117,1.06253,1.16749,2.09728,2.23371,2.24162,2.26884,2.66932,3.8756,3.88142,3.92866,3.99246,5.33603,6.80237,8.41733,9.34068,0.198143,0.410355,1.13172,1.18894,1.19209,1.2028,1.34089,1.6226,1.62365,1.6321,1.6433,1.8339,1.97892,2.09647,2.15087,9.34068,2.15087,0.938725,0.98055,2.38814,11.3299,12.4744,12.5401,12.7658,16.0074,25.1286,25.1708,25.5128,25.9732,35.3143,44.8899,54.8724,60.3641
-8.60976,0.946647,0.438081,2,3,0,8.90466,0.715494,0.225748,2.9979,0.426303,0.235916,1.05924,1.15888,2.05537,2.18795,2.19564,2.2221,2.61184,3.78776,3.79344,3.83951,3.90175,5.21279,6.64407,8.22065,9.12212,0.198435,0.41175,1.14375,1.20215,1.20537,1.2163,1.35736,1.64547,1.64654,1.65519,1.66665,1.86172,2.01018,2.13054,2.18624,9.12212,2.18624,0.937378,0.985385,2.40444,11.4728,12.637,12.7039,12.9335,16.2332,25.5264,25.5694,25.918,26.3873,35.9108,45.6763,55.8585,61.4606
-9.17379,0.855621,0.438081,1,1,0,9.17922,0.714929,0.218444,2.9979,0.42887,0.227256,1.05707,1.1532,2.02715,2.15711,2.16464,2.19059,2.57303,3.72837,3.73395,3.77924,3.84043,5.12944,6.53699,8.0876,8.97426,0.198628,0.412676,1.15197,1.2112,1.21446,1.22555,1.3687,1.66128,1.66237,1.67116,1.6828,1.88101,2.0319,2.15424,2.21085,8.97426,2.21085,0.93648,0.987349,2.41232,11.5556,12.732,12.7995,13.0315,16.3672,25.7678,25.8114,26.1641,26.639,36.2771,46.1621,56.4702,62.1421
-9.80042,0.876003,0.438081,2,3,0,10.1471,0.721435,0.239639,2.9979,0.421382,0.252591,1.0634,1.16974,2.1081,2.24552,2.25348,2.28089,2.68413,3.89821,3.90407,3.9516,4.01581,5.36774,6.84309,8.46792,9.39691,0.198067,0.40999,1.12865,1.18557,1.1887,1.19936,1.3367,1.61681,1.61786,1.62626,1.63739,1.82687,1.97103,2.08789,2.14196,9.39691,2.14196,0.939075,0.975066,2.37364,11.2447,12.3793,12.4444,12.6681,15.881,24.9196,24.9615,25.3003,25.7566,35.0115,44.4983,54.3876,59.8279
-9.92481,0.974479,0.438081,2,3,0,10.478,0.720218,0.246563,2.9979,0.41891,0.261002,1.06549,1.17518,2.13393,2.2737,2.2818,2.30967,2.71947,3.95212,3.95807,4.00631,4.07148,5.44334,6.94017,8.58852,9.53092,0.197882,0.409114,1.12137,1.17759,1.18069,1.19121,1.3268,1.60317,1.60421,1.61249,1.62347,1.81034,1.95249,2.06771,2.12102,9.53092,2.12102,0.939916,0.975629,2.37228,11.1994,12.3264,12.3911,12.6132,15.8034,24.7731,24.8146,25.1508,25.6034,34.7843,44.1937,54.0012,59.3963
-8.87455,1,0.438081,3,9,0,9.82014,0.700394,0.291323,2.9979,0.402615,0.317014,1.07935,1.21067,2.2944,2.44848,2.45739,2.48806,2.9379,4.28434,4.29083,4.34342,4.41446,5.90871,7.53759,9.33057,10.3554,0.196667,0.403475,1.07789,1.13014,1.13301,1.14278,1.26846,1.52379,1.52474,1.53239,1.54251,1.71475,1.84567,1.95174,2.00081,10.3554,2.00081,0.945269,0.99626,2.40545,11.125,12.2271,12.2903,12.5073,15.6204,24.3493,24.3897,24.7164,25.1563,34.0728,43.2028,52.7138,57.9441
-9.25875,0.822566,0.438081,2,3,0,10.1189,0.705362,0.288095,2.9979,0.403809,0.312879,1.07834,1.20809,2.28319,2.43627,2.44513,2.47561,2.92268,4.26125,4.2677,4.31999,4.39062,5.87639,7.4961,9.27905,10.2982,0.196755,0.40388,1.08084,1.13335,1.13623,1.14605,1.27237,1.52906,1.53002,1.53771,1.54789,1.72107,1.85271,1.95936,2.0087,10.2982,2.0087,0.944888,0.989729,2.39085,11.0728,12.1708,12.2338,12.4501,15.5522,24.2517,24.292,24.6176,25.0561,33.9437,43.0447,52.5258,57.7397
-9.10058,1,0.438081,2,3,0,9.39146,0.697792,0.270712,2.9979,0.410188,0.290867,1.0729,1.19426,2.22186,2.36952,2.37807,2.40749,2.83936,4.13467,4.14091,4.19155,4.25995,5.69914,7.26859,8.99648,9.98423,0.19723,0.406066,1.09719,1.15116,1.15413,1.16422,1.29419,1.5586,1.55958,1.5675,1.578,1.75653,1.89228,2.00228,2.05317,9.98423,2.05317,0.942822,1.00315,2.42976,11.3402,12.4713,12.5362,12.7591,15.957,24.9342,24.9758,25.312,25.7647,34.9426,44.3439,54.14,59.5278
-9.46041,0.960218,0.438081,2,3,0,9.69492,0.697866,0.264013,2.9979,0.412623,0.2825,1.07083,1.18895,2.1978,2.34332,2.35174,2.38074,2.80661,4.08485,4.09101,4.14099,4.20851,5.62934,7.17899,8.88519,9.86057,0.197412,0.40691,1.10372,1.15829,1.16129,1.1715,1.30296,1.57053,1.57152,1.57954,1.59016,1.7709,1.90833,2.01971,2.07124,9.86057,2.07124,0.94202,1.0041,2.43461,11.398,12.5376,12.6029,12.8275,16.0503,25.1012,25.1431,25.4821,25.9386,35.1947,44.6773,54.559,59.9941
-8.09198,0.997367,0.438081,2,5,0,9.84538,0.709504,0.256973,2.9979,0.415169,0.273776,1.06867,1.18338,2.17224,2.31547,2.32377,2.35231,2.77178,4.03183,4.0379,4.08719,4.15377,5.55505,7.08362,8.76672,9.72893,0.197602,0.407799,1.11072,1.16594,1.16898,1.17931,1.31239,1.58341,1.58442,1.59255,1.60331,1.78644,1.92572,2.0386,2.09083,9.72893,2.09083,0.941174,0.988724,2.40004,11.2735,12.4035,12.4683,12.691,15.8878,24.87,24.9116,25.2481,25.7012,34.89,44.3052,54.1175,59.5147
-9.63153,0.795072,0.438081,2,7,0,10.2247,0.698441,0.259121,2.9979,0.414394,0.27643,1.06933,1.18508,2.18007,2.324,2.33233,2.36102,2.78245,4.04807,4.05418,4.10368,4.17054,5.57782,7.11285,8.80303,9.76927,0.197544,0.407528,1.10857,1.16359,1.16662,1.17691,1.30949,1.57944,1.58045,1.58854,1.59926,1.78165,1.92036,2.03277,2.08478,9.76927,2.08478,0.941433,1.00404,2.43638,11.4325,12.5775,12.6433,12.8689,16.108,25.2074,25.2495,25.5904,26.0494,35.3572,44.8939,54.8325,60.2991
-8.13644,0.927693,0.438081,2,3,0,10.1396,0.704573,0.263146,2.9979,0.412938,0.281422,1.07056,1.18826,2.19466,2.3399,2.34831,2.37725,2.80234,4.07835,4.0845,4.1344,4.2018,5.62024,7.16731,8.87068,9.84445,0.197435,0.40702,1.10457,1.15922,1.16223,1.17245,1.30411,1.57209,1.57309,1.58112,1.59176,1.77279,1.91045,2.022,2.07362,9.84445,2.07362,0.941916,0.994675,2.4121,11.2972,12.427,12.4918,12.7145,15.9099,24.8844,24.9259,25.2621,25.7147,34.893,44.2962,54.0951,59.4847
-8.40714,0.896131,0.438081,2,7,0,9.27985,0.709374,0.238108,2.9979,0.421926,0.25074,1.06294,1.16854,2.10235,2.23924,2.24718,2.27448,2.67626,3.8862,3.89204,3.93941,4.0034,5.35089,6.82145,8.44104,9.36703,0.198107,0.410184,1.13028,1.18736,1.1905,1.20118,1.33892,1.61988,1.62093,1.62936,1.64053,1.8306,1.97521,2.09244,2.14668,9.36703,2.14668,0.938889,0.99189,2.41522,11.4505,12.6066,12.673,12.9009,16.1749,25.3865,25.4292,25.7745,26.2395,35.6724,45.3419,55.422,60.9674
-8.11659,0.947509,0.438081,2,3,0,8.7562,0.710857,0.242481,2.9979,0.420369,0.256035,1.06426,1.17197,2.11874,2.25713,2.26515,2.29275,2.69869,3.92043,3.92633,3.97415,4.03875,5.3989,6.88311,8.51764,9.45215,0.197991,0.409631,1.12564,1.18227,1.18539,1.19599,1.3326,1.61117,1.6122,1.62056,1.63163,1.82002,1.96335,2.07952,2.13327,9.45215,2.13327,0.939421,0.989123,2.40671,11.3851,12.5326,12.5984,12.8246,16.0735,25.2113,25.2536,25.5961,26.0573,35.4123,45.0009,54.9959,60.4943
-9.07165,0.966173,0.438081,3,9,0,10.0833,0.697175,0.295273,2.9979,0.40115,0.322094,1.0806,1.21382,2.30806,2.46333,2.47231,2.50322,2.95641,4.31243,4.31897,4.37193,4.44346,5.94803,7.58805,9.39324,10.4251,0.196558,0.40298,1.07432,1.12626,1.12912,1.13883,1.26373,1.51743,1.51837,1.52597,1.53603,1.70713,1.83718,1.94254,1.99128,10.4251,1.99128,0.945734,1.00026,2.41368,11.1443,12.2469,12.3101,12.5273,15.6414,24.3714,24.4118,24.7386,25.1785,34.0947,43.2239,52.7336,57.963
-9.74044,0.961162,0.438081,2,3,0,9.97904,0.693449,0.306814,2.9979,0.396843,0.337068,1.08427,1.22305,2.34753,2.50624,2.51542,2.54701,3.00987,4.39349,4.40015,4.45417,4.52713,6.06146,7.73361,9.574,10.6259,0.196239,0.401537,1.06412,1.11518,1.11799,1.12753,1.25025,1.49934,1.50027,1.50772,1.5176,1.68552,1.81313,1.9165,1.96432,10.6259,1.96432,0.947087,1.00388,2.41832,11.1123,12.2078,12.2706,12.4863,15.5792,24.2447,24.2848,24.6091,25.0456,33.8923,42.9485,52.3811,57.5677
-9.51296,0.935259,0.438081,1,3,0,10.4907,0.693937,0.290997,2.9979,0.402736,0.316595,1.07925,1.21041,2.29327,2.44725,2.45615,2.48681,2.93636,4.28201,4.28849,4.34106,4.41206,5.90545,7.53341,9.32537,10.3497,0.196676,0.403516,1.07819,1.13046,1.13334,1.14311,1.26886,1.52432,1.52527,1.53292,1.54305,1.71539,1.84638,1.95251,2.0016,10.3497,2.0016,0.94523,1.00558,2.42807,11.2312,12.3439,12.4077,12.6269,15.77,24.5834,24.6242,24.9541,25.3983,34.4011,43.6197,53.223,58.504
-13.5393,0.752808,0.438081,3,7,0,14.7886,0.693425,0.351146,2.9979,0.379923,0.396398,1.09868,1.25865,2.49357,2.66485,2.67475,2.7088,3.20702,4.69184,4.69898,4.75688,4.83508,6.47871,8.26891,10.2387,11.3644,0.194996,0.396044,1.02779,1.07584,1.07848,1.08745,1.20273,1.43621,1.43708,1.44406,1.4533,1.61047,1.72983,1.82651,1.87122,11.3644,1.87122,0.952189,0.997413,2.38786,10.7869,11.8374,11.8976,12.1044,15.0661,23.3491,23.3873,23.697,24.1139,32.5584,41.1975,50.1919,55.1365
-12.1234,0.992665,0.438081,3,11,0,14.6215,0.729977,0.224023,2.9979,0.42691,0.233865,1.05872,1.15754,2.04874,2.1807,2.18836,2.2147,2.60272,3.77382,3.77947,3.82536,3.88736,5.19323,6.61894,8.18943,9.08742,0.198481,0.411968,1.14567,1.20427,1.20749,1.21846,1.36001,1.64915,1.65023,1.65891,1.67041,1.86621,2.01523,2.13605,2.19196,9.08742,2.19196,0.937166,0.966108,2.35811,11.262,12.4057,12.4714,12.697,15.9388,25.0704,25.1127,25.4552,25.9164,35.2754,44.8725,54.8795,60.3853
-9.38339,0.867436,0.438081,3,7,0,13.2899,0.695821,0.30201,2.9979,0.398641,0.330812,1.08274,1.21921,2.33118,2.48847,2.49757,2.52887,2.98773,4.35993,4.36654,4.42012,4.49249,6.01451,7.67336,9.49917,10.5428,0.196372,0.402137,1.06833,1.11975,1.12257,1.13219,1.2558,1.50678,1.50771,1.51522,1.52518,1.6944,1.82301,1.9272,1.97539,10.5428,1.97539,0.946525,1.00119,2.41351,11.1121,12.2092,12.2722,12.4882,15.586,24.2676,24.3078,24.6327,25.0701,33.9346,43.0098,52.4627,57.6606
-9.38339,0.75162,0.438081,1,3,0,11.0155,0.695821,0.30201,2.9979,0.398641,0.330812,1.08274,1.21921,2.33118,2.48847,2.49757,2.52887,2.98773,4.35993,4.36654,4.42012,4.49249,6.01451,7.67336,9.49917,10.5428,0.196372,0.402137,1.06833,1.11975,1.12257,1.13219,1.2558,1.50678,1.50771,1.51522,1.52518,1.6944,1.82301,1.9272,1.97539,10.5428,1.97539,0.946525,1.00119,2.41351,11.1121,12.2092,12.2722,12.4882,15.586,24.2676,24.3078,24.6327,25.0701,33.9346,43.0098,52.4627,57.6606
-8.99642,0.955225,0.438081,2,7,0,9.84215,0.701818,0.291778,2.9979,0.402447,0.317598,1.0795,1.21103,2.29598,2.45019,2.45912,2.48982,2.94004,4.28759,4.29408,4.34672,4.41781,5.91326,7.54342,9.33782,10.3635,0.196654,0.403418,1.07748,1.12969,1.13256,1.14232,1.26791,1.52305,1.524,1.53164,1.54176,1.71387,1.84469,1.95067,1.9997,10.3635,1.9997,0.945323,0.994169,2.40024,11.0988,12.198,12.2611,12.4776,15.5828,24.2895,24.3298,24.6557,25.0944,33.988,43.0945,52.581,57.7978
-9.04407,0.949902,0.438081,3,7,0,9.57969,0.696752,0.280355,2.9979,0.40666,0.303024,1.07591,1.20192,2.25607,2.40677,2.41549,2.4455,2.88587,4.20536,4.21171,4.26328,4.33292,5.79813,7.39566,9.1543,10.1596,0.196967,0.404852,1.08801,1.14116,1.14408,1.15402,1.28193,1.54197,1.54294,1.55073,1.56104,1.73655,1.86997,1.97808,2.02809,10.1596,2.02809,0.943971,1.00315,2.42613,11.2743,12.3952,12.4595,12.6803,15.8478,24.7349,24.776,25.1087,25.5567,34.6387,43.94,53.6307,58.9602
-8.84582,1,0.438081,2,3,0,9.03832,0.697776,0.279789,2.9979,0.406868,0.302307,1.07573,1.20147,2.25408,2.4046,2.41331,2.44329,2.88316,4.20124,4.20759,4.2591,4.32867,5.79237,7.38826,9.14511,10.1494,0.196983,0.404923,1.08854,1.14174,1.14466,1.15461,1.28264,1.54293,1.5439,1.5517,1.56202,1.7377,1.87126,1.97947,2.02954,10.1494,2.02954,0.943904,1.00177,2.42299,11.2626,12.3824,12.4467,12.6673,15.8322,24.7122,24.7533,25.0858,25.5334,34.6083,43.9025,53.5859,58.9114
-9.20893,0.991056,0.438081,3,7,0,9.57068,0.696529,0.298299,2.9979,0.400025,0.326001,1.08156,1.21624,2.31847,2.47465,2.48369,2.51477,2.97052,4.33383,4.3404,4.39364,4.46555,5.97798,7.62648,9.44096,10.4781,0.196475,0.402601,1.07162,1.12332,1.12616,1.13583,1.26015,1.51261,1.51355,1.52111,1.53112,1.70138,1.83077,1.9356,1.98409,10.4781,1.98409,0.94609,1.00073,2.41373,11.1304,12.2305,12.2936,12.5103,15.6172,24.3257,24.366,24.6919,25.1307,34.0239,43.1291,52.6136,57.829
-9.6026,0.821402,0.438081,1,3,0,10.6107,0.69494,0.278334,2.9979,0.407401,0.300466,1.07528,1.20032,2.24894,2.39901,2.4077,2.43758,2.87619,4.19064,4.19698,4.24834,4.31773,5.77753,7.36922,9.12146,10.1231,0.197023,0.405106,1.08991,1.14323,1.14616,1.15613,1.28447,1.5454,1.54638,1.55419,1.56454,1.74067,1.87457,1.98307,2.03326,10.1231,2.03326,0.943731,1.00608,2.43397,11.3209,12.4471,12.5117,12.7336,15.9167,24.8483,24.8896,25.2241,25.6743,34.8026,44.1517,53.8924,59.2495
-8.56255,0.998694,0.438081,4,15,0,9.50586,0.70537,0.278339,2.9979,0.4074,0.300471,1.07528,1.20032,2.24896,2.39903,2.40771,2.4376,2.87621,4.19067,4.19701,4.24838,4.31777,5.77757,7.36927,9.12153,10.1232,0.197023,0.405106,1.08991,1.14323,1.14616,1.15613,1.28446,1.5454,1.54637,1.55418,1.56454,1.74066,1.87456,1.98306,2.03325,10.1232,2.03325,0.943731,0.991204,2.39797,11.1535,12.263,12.3267,12.5453,15.6813,24.4808,24.5215,24.851,25.2946,34.2878,43.4986,53.0953,58.3731
-9.81059,0.97155,0.438081,3,11,0,10.5176,0.721555,0.206764,2.9979,0.432947,0.213559,1.05364,1.14417,1.98128,2.10692,2.11422,2.13932,2.50978,3.63141,3.63683,3.68084,3.74029,4.99327,6.36202,7.87017,8.73262,0.198933,0.414156,1.16555,1.22617,1.22951,1.24087,1.38753,1.68774,1.68886,1.69788,1.70983,1.91341,2.06842,2.19414,2.25232,8.73262,2.25232,0.935037,0.980183,2.39982,11.5707,12.7549,12.8229,13.0565,16.4171,25.8986,25.9426,26.2985,26.7777,36.5069,46.4887,56.9001,62.6295
-8.33488,0.952556,0.438081,3,7,0,10.1391,0.711702,0.256827,2.9979,0.415222,0.273595,1.06862,1.18327,2.17171,2.31489,2.32318,2.35172,2.77105,4.03072,4.03679,4.08606,4.15262,5.5535,7.08162,8.76424,9.72617,0.197606,0.407817,1.11087,1.16611,1.16914,1.17948,1.31259,1.58369,1.5847,1.59282,1.60359,1.78677,1.92609,2.039,2.09124,9.72617,2.09124,0.941157,0.985693,2.39274,11.24,12.3666,12.4313,12.6533,15.8409,24.797,24.8384,25.174,25.6258,34.788,44.176,53.9599,59.3415
